PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wolf, SA; Awschalom, DD; Buhrman, RA; Daughton, JM; von Molnar, S; Roukes, ML; Chtchelkanova, AY; Treger, DM								Spintronics: A spin-based electronics vision for the future								SCIENCE				294	5546			1488	1495		10.1126/science.1065389			NOV 16 2001	2001										8138							WOS:000172240500038		
J	Zutic, I; Fabian, J; Das Sarma, S								Spintronics: Fundamentals and applications								REVIEWS OF MODERN PHYSICS				76	2			323	410		10.1103/RevModPhys.76.323			APR 2004	2004										6924							WOS:000222471500001		
J	Sun, SH; Murray, CB; Weller, D; Folks, L; Moser, A								Monodisperse FePt nanoparticles and ferromagnetic FePt nanocrystal superlattices								SCIENCE				287	5460			1989	1992		10.1126/science.287.5460.1989			MAR 17 2000	2000										5004							WOS:000085902800052		
J	Gupta, AK; Gupta, M								Synthesis and surface engineering of iron oxide nanoparticles for biomedical applications								BIOMATERIALS				26	18			3995	4021		10.1016/j.biomaterials.2004.10.012			JUN 2005	2005										4458							WOS:000227143800024		
J	JIN, S; TIEFEL, TH; MCCORMACK, M; FASTNACHT, RA; RAMESH, R; CHEN, LH								THOUSANDFOLD CHANGE IN RESISTIVITY IN MAGNETORESISTIVE LA-CA-MN-O FILMS								SCIENCE				264	5157			413	415		10.1126/science.264.5157.413			APR 15 1994	1994										4328							WOS:A1994NG19400036		
J	VONHELMOLT, R; WECKER, J; HOLZAPFEL, B; SCHULTZ, L; SAMWER, K								GIANT NEGATIVE MAGNETORESISTANCE IN PEROVSKITELIKE LA2/3BA1/3MNOX FERROMAGNETIC-FILMS								PHYSICAL REVIEW LETTERS				71	14			2331	2333		10.1103/PhysRevLett.71.2331			OCT 4 1993	1993										3685							WOS:A1993MA02700042		
J	Nogues, J; Schuller, IK								Exchange bias								JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS				192	2			203	232		10.1016/S0304-8853(98)00266-2			FEB 1999	1999										3474							WOS:000078709600001		
J	DAGOTTO, E								CORRELATED ELECTRONS IN HIGH-TEMPERATURE SUPERCONDUCTORS								REVIEWS OF MODERN PHYSICS				66	3			763	840		10.1103/RevModPhys.66.763			JUL 1994	1994										2253							WOS:A1994PG73600004		
J	Coey, JMD; Viret, M; von Molnar, S								Mixed-valence manganites								ADVANCES IN PHYSICS				48	2			167	293		10.1080/000187399243455			MAR-APR 1999	1999										2015							WOS:000079701400001		
J	Blanter, YM; Buttiker, M								Shot noise in mesoscopic conductors								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				336	1-2			1	166		10.1016/S0370-1573(99)00123-4			SEP 2000	2000										1890							WOS:000089081000001		
J	Ikeda, S.; Miura, K.; Yamamoto, H.; Mizunuma, K.; Gan, H. D.; Endo, M.; Kanai, S.; Hayakawa, J.; Matsukura, F.; Ohno, H.								A perpendicular-anisotropy CoFeB-MgO magnetic tunnel junction								NATURE MATERIALS				9	9			721	724		10.1038/NMAT2804			SEP 2010	2010										1791							WOS:000281178400021		
J	Ramirez, AP								Colossal magnetoresistance								JOURNAL OF PHYSICS-CONDENSED MATTER				9	39			8171	8199		10.1088/0953-8984/9/39/005			SEP 29 1997	1997										1659							WOS:A1997XZ43100005		
J	BERKOWITZ, AE; MITCHELL, JR; CAREY, MJ; YOUNG, AP; ZHANG, S; SPADA, FE; PARKER, FT; HUTTEN, A; THOMAS, G								GIANT MAGNETORESISTANCE IN HETEROGENEOUS CU-CO ALLOYS								PHYSICAL REVIEW LETTERS				68	25			3745	3748		10.1103/PhysRevLett.68.3745			JUN 22 1992	1992										1554							WOS:A1992HZ98000023		
J	Fiederling, R; Keim, M; Reuscher, G; Ossau, W; Schmidt, G; Waag, A; Molenkamp, LW								Injection and detection of a spin-polarized current in a light-emitting diode								NATURE				402	6763			787	790		10.1038/45502			DEC 16 1999	1999										1522							WOS:000084330500057		
J	Yang, J. Joshua; Strukov, Dmitri B.; Stewart, Duncan R.								Memristive devices for computing								NATURE NANOTECHNOLOGY				8	1			13	24		10.1038/NNANO.2012.240			JAN 2013	2013										1472							WOS:000312894500006		
J	XIAO, JQ; JIANG, JS; CHIEN, CL								GIANT MAGNETORESISTANCE IN NONMULTILAYER MAGNETIC SYSTEMS								PHYSICAL REVIEW LETTERS				68	25			3749	3752		10.1103/PhysRevLett.68.3749			JUN 22 1992	1992										1463							WOS:A1992HZ98000024		
J	Nagaosa, Naoto; Sinova, Jairo; Onoda, Shigeki; MacDonald, A. H.; Ong, N. P.								Anomalous Hall effect								REVIEWS OF MODERN PHYSICS				82	2			1539	1592		10.1103/RevModPhys.82.1539			MAY 13 2010	2010										1454							WOS:000278228900001		
