PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Baughman, RH; Zakhidov, AA; de Heer, WA								Carbon nanotubes - the route toward applications								SCIENCE				297	5582			787	792		10.1126/science.1060928			AUG 2 2002	2002										7845							WOS:000177192800036		
J	Atwater, Harry A.; Polman, Albert								Plasmonics for improved photovoltaic devices								NATURE MATERIALS				9	3			205	213		10.1038/NMAT2629			MAR 2010	2010										5453							WOS:000274700900014		
J	Thess, A; Lee, R; Nikolaev, P; Dai, HJ; Petit, P; Robert, J; Xu, CH; Lee, YH; Kim, SG; Rinzler, AG; Colbert, DT; Scuseria, GE; Tomanek, D; Fischer, JE; Smalley, RE								Crystalline ropes of metallic carbon nanotubes								SCIENCE				273	5274			483	487		10.1126/science.273.5274.483			JUL 26 1996	1996										4631							WOS:A1996UY98300036		
J	Anker, Jeffrey N.; Hall, W. Paige; Lyandres, Olga; Shah, Nilam C.; Zhao, Jing; Van Duyne, Richard P.								Biosensing with plasmonic nanosensors								NATURE MATERIALS				7	6			442	453		10.1038/nmat2162			JUN 2008	2008										4494							WOS:000256110200016		
J	Xia, Younan; Xiong, Yujie; Lim, Byungkwon; Skrabalak, Sara E.								Shape-Controlled Synthesis of Metal Nanocrystals: Simple Chemistry Meets Complex Physics?								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	1			60	103		10.1002/anie.200802248			2009	2009										3475							WOS:000262420700006		
J	Yu, Nanfang; Genevet, Patrice; Kats, Mikhail A.; Aieta, Francesco; Tetienne, Jean-Philippe; Capasso, Federico; Gaburro, Zeno								Light Propagation with Phase Discontinuities: Generalized Laws of Reflection and Refraction								SCIENCE				334	6054			333	337		10.1126/science.1210713			OCT 21 2011	2011										2858							WOS:000296052500041		
J	Reneker, DH; Chun, I								Nanometre diameter fibres of polymer, produced by electrospinning								NANOTECHNOLOGY				7	3			216	223		10.1088/0957-4484/7/3/009			SEP 1996	1996										2588							WOS:A1996VL33100010		
J	Jain, Prashant K.; Huang, Xiaohua; El-Sayed, Ivan H.; El-Sayed, Mostafa A.								Noble Metals on the Nanoscale: Optical and Photothermal Properties and Some Applications in Imaging, Sensing, Biology, and Medicine								ACCOUNTS OF CHEMICAL RESEARCH				41	12			1578	1586		10.1021/ar7002804			DEC 2008	2008										2441							WOS:000261767600003		
J	Saha, Krishnendu; Agasti, Sarit S.; Kim, Chaekyu; Li, Xiaoning; Rotello, Vincent M.								Gold Nanoparticles in Chemical and Biological Sensing								CHEMICAL REVIEWS				112	5			2739	2779		10.1021/cr2001178			MAY 2012	2012										2437							WOS:000303698000006		
J	Murphy, CJ; San, TK; Gole, AM; Orendorff, CJ; Gao, JX; Gou, L; Hunyadi, SE; Li, T								Anisotropic metal nanoparticles: Synthesis, assembly, and optical applications								JOURNAL OF PHYSICAL CHEMISTRY B				109	29			13857	13870		10.1021/jp0516846			JUL 28 2005	2005										2243							WOS:000230698100005		
J	Tong, Hua; Ouyang, Shuxin; Bi, Yingpu; Umezawa, Naoto; Oshikiri, Mitsutake; Ye, Jinhua								Nano-photocatalytic Materials: Possibilities and Challenges								ADVANCED MATERIALS				24	2			229	251		10.1002/adma.201102752			JAN 10 2012	2012										2220							WOS:000298788000008		
J	Ren, ZF; Huang, ZP; Xu, JW; Wang, JH; Bush, P; Siegal, MP; Provencio, PN								Synthesis of large arrays of well-aligned carbon nanotubes on glass								SCIENCE				282	5391			1105	1107		10.1126/science.282.5391.1105			NOV 6 1998	1998										2218							WOS:000076887700045		
J	Gramotnev, Dmitri K.; Bozhevolnyi, Sergey I.								Plasmonics beyond the diffraction limit								NATURE PHOTONICS				4	2			83	91		10.1038/nphoton.2009.282			FEB 2010	2010										2165							WOS:000275058600013		
J	Yakobson, BI; Brabec, CJ; Bernholc, J								Nanomechanics of carbon tubes: Instabilities beyond linear response								PHYSICAL REVIEW LETTERS				76	14			2511	2514		10.1103/PhysRevLett.76.2511			APR 1 1996	1996										2135							WOS:A1996UC77700027		
J	Dai, HJ; Hafner, JH; Rinzler, AG; Colbert, DT; Smalley, RE								Nanotubes as nanoprobes in scanning probe microscopy								NATURE				384	6605			147	150		10.1038/384147a0			NOV 14 1996	1996										1912							WOS:A1996VT33600059		
J	Yu, Nanfang; Capasso, Federico								Flat optics with designer metasurfaces								NATURE MATERIALS				13	2			139	150		10.1038/nmat3839			FEB 2014	2014										1852							WOS:000330182700019		
J	Mayer, Kathryn M.; Hafner, Jason H.								Localized Surface Plasmon Resonance Sensors								CHEMICAL REVIEWS				111	6			3828	3857		10.1021/cr100313v			JUN 2011	2011										1839							WOS:000291756700005		
J	Choi, SUS; Zhang, ZG; Yu, W; Lockwood, FE; Grulke, EA								Anomalous thermal conductivity enhancement in nanotube suspensions								APPLIED PHYSICS LETTERS				79	14			2252	2254		10.1063/1.1408272			OCT 1 2001	2001										1749							WOS:000171134900043		
J	Stewart, Matthew E.; Anderton, Christopher R.; Thompson, Lucas B.; Maria, Joana; Gray, Stephen K.; Rogers, John A.; Nuzzo, Ralph G.								Nanostructured plasmonic sensors								CHEMICAL REVIEWS				108	2			494	521		10.1021/cr068126n			FEB 2008	2008										1688							WOS:000253165500008		
J	Henderson, MA								The interaction of water with solid surfaces: fundamental aspects revisited								SURFACE SCIENCE REPORTS				46	1-8			1	308	PII S0167-5729(01)00020-6	10.1016/S0167-5729(01)00020-6			2002	2002										1625							WOS:000176090300001		
J	Ghosh, Sujit Kumar; Pal, Tarasankar								Interparticle coupling effect on the surface plasmon resonance of gold nanoparticles: From theory to applications								CHEMICAL REVIEWS				107	11			4797	4862		10.1021/cr0680282			NOV 2007	2007										1622							WOS:000250970400008		
J	Dreaden, Erik C.; Alkilany, Alaaldin M.; Huang, Xiaohua; Murphy, Catherine J.; El-Sayed, Mostafa A.								The golden age: gold nanoparticles for biomedicine								CHEMICAL SOCIETY REVIEWS				41	7			2740	2779		10.1039/c1cs15237h			2012	2012										1621							WOS:000301354900016		
J	Chaudhuri, Rajib Ghosh; Paria, Santanu								Core/Shell Nanoparticles: Classes, Properties, Synthesis Mechanisms, Characterization, and Applications								CHEMICAL REVIEWS				112	4			2373	2433		10.1021/cr100449n			APR 2012	2012										1564							WOS:000303283900014		
J	Li, WZ; Xie, SS; Qian, LX; Chang, BH; Zou, BS; Zhou, WY; Zhao, RA; Wang, G								Large-scale synthesis of aligned carbon nanotubes								SCIENCE				274	5293			1701	1703		10.1126/science.274.5293.1701			DEC 6 1996	1996										1541							WOS:A1996VW71200057		
J	Rycenga, Matthew; Cobley, Claire M.; Zeng, Jie; Li, Weiyang; Moran, Christine H.; Zhang, Qiang; Qin, Dong; Xia, Younan								Controlling the Synthesis and Assembly of Silver Nanostructures for Plasmonic Applications								CHEMICAL REVIEWS				111	6			3669	3712		10.1021/cr100275d			JUN 2011	2011										1528							WOS:000291756700002		
J	Lal, Surbhi; Link, Stephan; Halas, Naomi J.								Nano-optics from sensing to waveguiding								NATURE PHOTONICS				1	11			641	648		10.1038/nphoton.2007.223			NOV 2007	2007										1524							WOS:000251282700014		
J	Miroshnichenko, Andrey E.; Flach, Sergej; Kivshar, Yuri S.								Fano resonances in nanoscale structures								REVIEWS OF MODERN PHYSICS				82	3			2257	2298		10.1103/RevModPhys.82.2257			AUG 11 2010	2010										1474							WOS:000280849200001		
J	Koppens, Frank H. L.; Chang, Darrick E.; Javier Garcia de Abajo, F.								Graphene Plasmonics: A Platform for Strong Light-Matter Interactions								NANO LETTERS				11	8			3370	3377		10.1021/nl201771h			AUG 2011	2011										1467							WOS:000293665600054		
J	Liu, Na; Mesch, Martin; Weiss, Thomas; Hentschel, Mario; Giessen, Harald								Infrared Perfect Absorber and Its Application As Plasmonic Sensor								NANO LETTERS				10	7			2342	2348		10.1021/nl9041033			JUL 2010	2010										1462							WOS:000280416200009		
J	JAUHO, AP; WINGREEN, NS; MEIR, Y								TIME-DEPENDENT TRANSPORT IN INTERACTING AND NONINTERACTING RESONANT-TUNNELING SYSTEMS								PHYSICAL REVIEW B				50	8			5528	5544		10.1103/PhysRevB.50.5528			AUG 15 1994	1994										1444							WOS:A1994PG28300057		
J	Zhang, Shuang; Genov, Dentcho A.; Wang, Yuan; Liu, Ming; Zhang, Xiang								Plasmon-induced transparency in metamaterials								PHYSICAL REVIEW LETTERS				101	4					047401	10.1103/PhysRevLett.101.047401			JUL 25 2008	2008										1391							WOS:000258427100055		
J	Maier, SA; Atwater, HA								Plasmonics: Localization and guiding of electromagnetic energy in metal/dielectric structures								JOURNAL OF APPLIED PHYSICS				98	1					011101	10.1063/1.1951057			JUL 1 2005	2005										1342							WOS:000231062200001		
J	Kauranen, Martti; Zayats, Anatoly V.								Nonlinear plasmonics								NATURE PHOTONICS				6	11			737	748		10.1038/NPHOTON.2012.244			NOV 2012	2012										1283							WOS:000310848300013		
J	Oulton, R. F.; Sorger, V. J.; Genov, D. A.; Pile, D. F. P.; Zhang, X.								A hybrid plasmonic waveguide for subwavelength confinement and long-range propagation								NATURE PHOTONICS				2	8			496	500		10.1038/nphoton.2008.131			AUG 2008	2008										1268							WOS:000258413700015		
J	Koppens, F. H. L.; Mueller, T.; Avouris, Ph.; Ferrari, A. C.; Vitiello, M. S.; Polini, M.								Photodetectors based on graphene, other two-dimensional materials and hybrid systems								NATURE NANOTECHNOLOGY				9	10			780	793		10.1038/NNANO.2014.215			OCT 2014	2014										1255							WOS:000343617200018		
J	Ferrari, Andrea C.; Bonaccorso, Francesco; Fal'ko, Vladimir; Novoselov, Konstantin S.; Roche, Stephan; Boggild, Peter; Borini, Stefano; Koppens, Frank H. L.; Palermo, Vincenzo; Pugno, Nicola; Garrido, Jose A.; Sordan, Roman; Bianco, Alberto; Ballerini, Laura; Prato, Maurizio; Lidorikis, Elefterios; Kivioja, Jani; Marinelli, Claudio; Ryhaenen, Tapani; Morpurgo, Alberto; Coleman, Jonathan N.; Nicolosi, Valeria; Colombo, Luigi; Fert, Albert; Garcia-Hernandez, Mar; Bachtold, Adrian; Schneider, Gregory F.; Guinea, Francisco; Dekker, Cees; Barbone, Matteo; Sun, Zhipei; Galiotis, Costas; Grigorenko, Alexander N.; Konstantatos, Gerasimos; Kis, Andras; Katsnelson, Mikhail; Vandersypen, Lieven; Loiseau, Annick; Morandi, Vittorio; Neumaier, Daniel; Treossi, Emanuele; Pellegrini, Vittorio; Polini, Marco; Tredicucci, Alessandro; Williams, Gareth M.; Hong, Byung Hee; Ahn, Jong-Hyun; Kim, Jong Min; Zirath, Herbert; van Wees, Bart J.; van der Zant, Herre; Occhipinti, Luigi; Di Matteo, Andrea; Kinloch, Ian A.; Seyller, Thomas; Quesnel, Etienne; Feng, Xinliang; Teo, Ken; Rupesinghe, Nalin; Hakonen, Pertti; Neil, Simon R. T.; Tannock, Quentin; Loefwander, Tomas; Kinaret, Jari								Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems								NANOSCALE				7	11			4598	4810		10.1039/c4nr01600a			2015	2015										1242							WOS:000351061700001		
J	Hammer, B; Norskov, JK								Electronic factors determining the reactivity of metal surfaces								SURFACE SCIENCE				343	3			211	220		10.1016/0039-6028(96)80007-0			DEC 10 1995	1995										1218							WOS:A1995TN95500009		
J	Huang, Xiaohua; Jain, Prashant K.; El-Sayed, Ivan H.; El-Sayed, Mostafa A.								Plasmonic photothermal therapy (PPTT) using gold nanoparticles								LASERS IN MEDICAL SCIENCE				23	3			217	228		10.1007/s10103-007-0470-x			JUL 2008	2008										1158							WOS:000256912200001		
J	Liu, Na; Langguth, Lutz; Weiss, Thomas; Kaestel, Juergen; Fleischhauer, Michael; Pfau, Tilman; Giessen, Harald								Plasmonic analogue of electromagnetically induced transparency at the Drude damping limit								NATURE MATERIALS				8	9			758	762		10.1038/NMAT2495			SEP 2009	2009										1153							WOS:000269215500023		
J	Liz-Marzan, LM								Tailoring surface plasmons through the morphology and assembly of metal nanoparticles								LANGMUIR				22	1			32	41		10.1021/la0513353			JAN 3 2006	2006										1131							WOS:000234410300009		
J	Donhauser, ZJ; Mantooth, BA; Kelly, KF; Bumm, LA; Monnell, JD; Stapleton, JJ; Price, DW; Rawlett, AM; Allara, DL; Tour, JM; Weiss, PS								Conductance switching in single molecules through conformational changes								SCIENCE				292	5525			2303	2307		10.1126/science.1060294			JUN 22 2001	2001										1128							WOS:000169455900050		
J	Wuerthner, Frank; Kaiser, Theo E.; Saha-Moeller, Chantu R.								J-Aggregates: From Serendipitous Discovery to Supramolecular Engineering of Functional Dye Materials								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				50	15			3376	3410		10.1002/anie.201002307			2011	2011										1124							WOS:000289264200006		
J	Hernandez, E; Goze, C; Bernier, P; Rubio, A								Elastic properties of C and BxCyNz composite nanotubes								PHYSICAL REVIEW LETTERS				80	20			4502	4505		10.1103/PhysRevLett.80.4502			MAY 18 1998	1998										1080							WOS:000073632900036		
J	Clavero, Cesar								Plasmon-induced hot-electron generation at nanoparticle/metal-oxide interfaces for photovoltaic and photocatalytic devices								NATURE PHOTONICS				8	2			95	103		10.1038/NPHOTON.2013.238			FEB 2014	2014										1075							WOS:000331162400010		
