AUTHOR IDENTIFIERS: (B-2453-2012)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Superior thermal conductivity of single-layer graphene","Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning","","","","NANO LETTERS","MAR 2008","2008","8","3","","","","902","907","","10.1021/nl0731872","","","7135","594.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","99","239","400","613","680","825","854","881","948","967","610"
"Gate-tuning of graphene plasmons revealed by infrared nano-imaging","Fei, Z.; Rodin, A. S.; Andreev, G. O.; Bao, W.; McLeod, A. S.; Wagner, M.; Zhang, L. M.; Zhao, Z.; Thiemens, M.; Dominguez, G.; Fogler, M. M.; Castro Neto, A. H.; Lau, C. N.; Keilmann, F.; Basov, D. N.","","","","NATURE","JUL 5 2012","2012","487","7405","","","","82","85","","10.1038/nature11253","","","1022","127.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","115","145","163","143","182","173","78"
"Extremely high thermal conductivity of graphene: Prospects for thermal management applications in nanoelectronic circuits","Ghosh, S.; Calizo, I.; Teweldebrhan, D.; Pokatilov, E. P.; Nika, D. L.; Balandin, A. A.; Bao, W.; Miao, F.; Lau, C. N.","","","","APPLIED PHYSICS LETTERS","APR 14 2008","2008","92","15","","","","","","151911","10.1063/1.2907977","","","1015","84.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","34","54","76","86","97","105","99","121","135","121","83"
"Controlled ripple texturing of suspended graphene and ultrathin graphite membranes","Bao, Wenzhong; Miao, Feng; Chen, Zhen; Zhang, Hang; Jang, Wanyoung; Dames, Chris; Lau, Chun Ning","","","","NATURE NANOTECHNOLOGY","SEP 2009","2009","4","9","","","","562","566","","10.1038/NNANO.2009.191","","","819","74.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","62","90","83","92","94","109","90","83","76","33"
"Dimensional crossover of thermal transport in few-layer graphene","Ghosh, Suchismita; Bao, Wenzhong; Nika, Denis L.; Subrina, Samia; Pokatilov, Evghenii P.; Lau, Chun Ning; Balandin, Alexander A.","","","","NATURE MATERIALS","JUL 2010","2010","9","7","","","","555","558","","10.1038/NMAT2753","","","698","69.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","74","69","70","73","84","93","86","85","49"
"Temperature dependence of the Raman spectra of graphene and graphene multilayers","Calizo, I.; Balandin, A. A.; Bao, W.; Miao, F.; Lau, C. N.","","","","NANO LETTERS","SEP 2007","2007","7","9","","","","2645","2649","","10.1021/nl071033g","","","690","53.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","19","25","40","45","72","53","70","105","85","67","65","43"
"Phase-coherent transport in graphene quantum billiards","Miao, F.; Wijeratne, S.; Zhang, Y.; Coskun, U. C.; Bao, W.; Lau, C. N.","","","","SCIENCE","SEP 14 2007","2007","317","5844","","","","1530","1533","","10.1126/science.1144359","","","476","36.62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","40","66","60","60","42","45","40","28","36","16","25","13"
"High mobility ambipolar MoS2 field-effect transistors: Substrate and dielectric effects","Bao, Wenzhong; Cai, Xinghan; Kim, Dohun; Sridhara, Karthik; Fuhrer, Michael S.","","","","APPLIED PHYSICS LETTERS","JAN 28 2013","2013","102","4","","","","","","042104","10.1063/1.4789365","","","392","56.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","51","77","75","66","57","43"
"Infrared Nanoscopy of Dirac Plasmons at the Graphene-SiO2 Interface","Fei, Zhe; Andreev, Gregory O.; Bao, Wenzhong; Zhang, Lingfeng M.; McLeod, Alexander S.; Wang, Chen; Stewart, Margaret K.; Zhao, Zeng; Dominguez, Gerardo; Thiemens, Mark; Fogler, Michael M.; Tauber, Michael J.; Castro-Neto, Antonio H.; Lau, Chun Ning; Keilmann, Fritz; Basov, Dimitri N.","","","","NANO LETTERS","NOV 2011","2011","11","11","","","","4701","4705","","10.1021/nl202362d","","","328","36.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","47","49","47","39","52","37","18"
"Anomalous Thermoelectric Transport of Dirac Particles in Graphene","Wei, Peng; Bao, Wenzhong; Pu, Yong; Lau, Chun Ning; Shi, Jing","","","","PHYSICAL REVIEW LETTERS","APR 24 2009","2009","102","16","","","","","","166808","10.1103/PhysRevLett.102.166808","","","265","24.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","21","19","27","33","30","32","34","25","26","13"
