IDENTIFICADORES DE AUTOR: (J-1325-2014)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"High-thermoelectric performance of nanostructured bismuth antimony telluride bulk alloys","Poudel, Bed; Hao, Qing; Ma, Yi; Lan, Yucheng; Minnich, Austin; Yu, Bo; Yan, Xiao; Wang, Dezhi; Muto, Andrew; Vashaee, Daryoosh; Chen, Xiaoyuan; Liu, Junming; Dresselhaus, Mildred S.; Chen, Gang; Ren, Zhifeng","","","","SCIENCE","MAY 2 2008","2008","320","5876","","","","634","638","","10.1126/science.1156446","","","3114","259.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","89","193","195","285","257","306","361","382","408","383","238","0"
"New directions for low-dimensional thermoelectric materials","Dresselhaus, Mildred S.; Chen, Gang; Tang, Ming Y.; Yang, Ronggui; Lee, Hohyun; Wang, Dezhi; Ren, Zhifeng; Fleurial, Jean-Pierre; Gogna, Pawan","","","","ADVANCED MATERIALS","APR 20 2007","2007","19","8","","","","1043","1053","","10.1002/adma.200600527","","","2320","178.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","53","106","146","171","239","211","232","231","269","255","241","161","0"
"Bulk nanostructured thermoelectric materials: current research and future prospects","Minnich, A. J.; Dresselhaus, M. S.; Ren, Z. F.; Chen, G.","","","","ENERGY & ENVIRONMENTAL SCIENCE","2009","2009","2","5","","","","466","479","","10.1039/b822664b","","","1073","97.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","39","55","94","101","120","146","142","131","143","99","0"
"Analysis of optical absorption in silicon nanowire Arrays for photovoltaic applications","Hu, Lu; Chen, Gang","","","","NANO LETTERS","NOV 2007","2007","7","11","","","","3249","3252","","10.1021/nl071018b","","","848","65.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","35","71","96","127","110","96","87","81","62","46","29","0"
"Thermal conductivity and ballistic-phonon transport in the cross-plane direction of superlattices","Chen, G","","","","PHYSICAL REVIEW B","JUN 15 1998","1998","57","23","","","","14958","14973","","10.1103/PhysRevB.57.14958","","","825","37.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","18","25","20","24","18","35","34","24","46","48","45","52","62","44","56","62","62","58","51","29","0"
"A benchmark study on the thermal conductivity of nanofluids","Buongiorno, Jacopo; Venerus, David C.; Prabhat, Naveen; McKrell, Thomas; Townsend, Jessica; Christianson, Rebecca; Tolmachev, Yuriy V.; Keblinski, Pawel; Hu, Lin-wen; Alvarado, Jorge L.; Bang, In Cheol; Bishnoi, Sandra W.; Bonetti, Marco; Botz, Frank; Cecere, Anselmo; Chang, Yun; Chen, Gany; Chen, Haisheng; Chung, Sung Jae; Chyu, Minking K.; Das, Sarit K.; Di Paola, Roberto; Ding, Yulong; Dubois, Frank; Dzido, Grzegorz; Eapen, Jacob; Escher, Werner; Funfschilling, Denis; Galand, Quentin; Gao, Jinwei; Gharagozloo, Patricia E.; Goodson, Kenneth E.; Gutierrez, Jorge Gustavo; Hong, Haiping; Horton, Mark; Hwang, Kyo Sik; Iorio, Carlo S.; Jang, Seok Pil; Jarzebski, Andrzej B.; Jiang, Yiran; Jin, Liwen; Kabelac, Stephan; Kamath, Aravind; Kedzierski, Mark A.; Kieng, Lim Geok; Kim, Chongyoup; Kim, Ji-Hyun; Kim, Seokwon; Lee, Seung Hyun; Leong, Kai Choong; Manna, Indranil; Michel, Bruno; Ni, Rui; Patel, Hrishikesh E.; Philip, John; Poulikakos, Dimos; Reynaud, Cecile; Savino, Raffaele; Singh, Pawan K.; Song, Pengxiang; Sundararajan, Thirumalachari; Timofeeva, Elena; Tritcak, Todd; Turanov, Aleksandr N.; Van Vaerenbergh, Stefan; Wen, Dongsheng; Witharana, Sanjeeva; Yang, Chun; Yeh, Wei-Hsun; Zhao, Xiao-Zheng; Zhou, Sheng-Qi","","","","JOURNAL OF APPLIED PHYSICS","NOV 1 2009","2009","106","9","","","","","","094312","10.1063/1.3245330","","","714","64.91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","82","67","66","70","73","85","104","75","67","0"
"Nanoscale thermal transport. II. 2003-2012","Cahill, David G.; Braun, Paul V.; Chen, Gang; Clarke, David R.; Fan, Shanhui; Goodson, Kenneth E.; Keblinski, Pawel; King, William P.; Mahan, Gerald D.; Majumdar, Arun; Maris, Humphrey J.; Phillpot, Simon R.; Pop, Eric; Shi, Li","","","","APPLIED PHYSICS REVIEWS","MAR 2014","2014","1","1","","","","","","011305","10.1063/1.4832615","","","683","113.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","117","131","147","164","95","0"
"Recent developments in thermoelectric materials","Chen, G; Dresselhaus, MS; Dresselhaus, G; Fleurial, JP; Caillat, T","","","","INTERNATIONAL MATERIALS REVIEWS","FEB 2003","2003","48","1","","","","45","66","","10.1179/095066003225010182","","","649","38.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","15","25","21","28","29","50","63","53","53","54","50","47","58","65","28","0"
"Perspectives on thermoelectrics: from fundamentals to device applications","Zebarjadi, M.; Esfarjani, K.; Dresselhaus, M. S.; Ren, Z. F.; Chen, G.","","","","ENERGY & ENVIRONMENTAL SCIENCE","JAN 2012","2012","5","1","","","","5147","5162","","10.1039/c1ee02497c","","","620","77.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","55","90","94","95","99","89","64","0"
"Enhanced Thermoelectric Figure-of-Merit in Nanostructured p-type Silicon Germanium Bulk Alloys","Joshi, Giri; Lee, Hohyun; Lan, Yucheng; Wang, Xiaowei; Zhu, Gaohua; Wang, Dezhi; Gould, Ryan W.; Cuff, Diana C.; Tang, Ming Y.; Dresselhaus, Mildred S.; Chen, Gang; Ren, Zhifeng","","","","NANO LETTERS","DEC 2008","2008","8","12","","","","4670","4674","","10.1021/nl8026795","","","612","51.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","36","40","65","64","59","77","68","71","69","50","0"
