PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Bloch, Immanuel; Dalibard, Jean; Zwerger, Wilhelm								Many-body physics with ultracold gases								REVIEWS OF MODERN PHYSICS				80	3			885	964		10.1103/RevModPhys.80.885			JUL-SEP 2008	2008										4573							WOS:000259377800004		
J	Greiner, M; Mandel, O; Esslinger, T; Hansch, TW; Bloch, I								Quantum phase transition from a superfluid to a Mott insulator in a gas of ultracold atoms								NATURE				415	6867			39	44		10.1038/415039a			JAN 3 2002	2002										4010							WOS:000173028800033		
J	Miroshnichenko, Andrey E.; Flach, Sergej; Kivshar, Yuri S.								Fano resonances in nanoscale structures								REVIEWS OF MODERN PHYSICS				82	3			2257	2298		10.1103/RevModPhys.82.2257			AUG 11 2010	2010										1474							WOS:000280849200001		
J	Lewenstein, Maciej; Sanpera, Anna; Ahufinger, Veronica; Damski, Bogdan; Sen(De), Aditi; Sen, Ujjwal								Ultracold atomic gases in optical lattices: mimicking condensed matter physics and beyond								ADVANCES IN PHYSICS				56	2			243	379		10.1080/00018730701223200			2007	2007										1335							WOS:000246721000001		
J	Giorgini, Stefano; Pitaevskii, Lev P.; Stringari, Sandro								Theory of ultracold atomic Fermi gases								REVIEWS OF MODERN PHYSICS				80	4			1215	1274		10.1103/RevModPhys.80.1215			OCT-DEC 2008	2008										1270							WOS:000262253500005		
J	De Greef, Tom F. A.; Smulders, Maarten M. J.; Wolffs, Martin; Schenning, Albert P. H. J.; Sijbesma, Rint P.; Meijer, E. W.								Supramolecular Polymerization								CHEMICAL REVIEWS				109	11			5687	5754		10.1021/cr900181u			NOV 2009	2009										1263							WOS:000271856900017		
J	Regal, CA; Greiner, M; Jin, DS								Observation of resonance condensation of fermionic atom pairs								PHYSICAL REVIEW LETTERS				92	4					040403	10.1103/PhysRevLett.92.040403			JAN 30 2004	2004										1246							WOS:000188747600004		
J	Ferrari, Andrea C.; Bonaccorso, Francesco; Fal'ko, Vladimir; Novoselov, Konstantin S.; Roche, Stephan; Boggild, Peter; Borini, Stefano; Koppens, Frank H. L.; Palermo, Vincenzo; Pugno, Nicola; Garrido, Jose A.; Sordan, Roman; Bianco, Alberto; Ballerini, Laura; Prato, Maurizio; Lidorikis, Elefterios; Kivioja, Jani; Marinelli, Claudio; Ryhaenen, Tapani; Morpurgo, Alberto; Coleman, Jonathan N.; Nicolosi, Valeria; Colombo, Luigi; Fert, Albert; Garcia-Hernandez, Mar; Bachtold, Adrian; Schneider, Gregory F.; Guinea, Francisco; Dekker, Cees; Barbone, Matteo; Sun, Zhipei; Galiotis, Costas; Grigorenko, Alexander N.; Konstantatos, Gerasimos; Kis, Andras; Katsnelson, Mikhail; Vandersypen, Lieven; Loiseau, Annick; Morandi, Vittorio; Neumaier, Daniel; Treossi, Emanuele; Pellegrini, Vittorio; Polini, Marco; Tredicucci, Alessandro; Williams, Gareth M.; Hong, Byung Hee; Ahn, Jong-Hyun; Kim, Jong Min; Zirath, Herbert; van Wees, Bart J.; van der Zant, Herre; Occhipinti, Luigi; Di Matteo, Andrea; Kinloch, Ian A.; Seyller, Thomas; Quesnel, Etienne; Feng, Xinliang; Teo, Ken; Rupesinghe, Nalin; Hakonen, Pertti; Neil, Simon R. T.; Tannock, Quentin; Loefwander, Tomas; Kinaret, Jari								Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems								NANOSCALE				7	11			4598	4810		10.1039/c4nr01600a			2015	2015										1241							WOS:000351061700001		
J	Ni, K. -K.; Ospelkaus, S.; de Miranda, M. H. G.; Pe'er, A.; Neyenhuis, B.; Zirbel, J. J.; Kotochigova, S.; Julienne, P. S.; Jin, D. S.; Ye, J.								A high phase-space-density gas of polar molecules								SCIENCE				322	5899			231	235		10.1126/science.1163861			OCT 10 2008	2008										1186							WOS:000259902300040		
J	Khaykovich, L; Schreck, F; Ferrari, G; Bourdel, T; Cubizolles, J; Carr, LD; Castin, Y; Salomon, C								Formation of a matter-wave bright soliton								SCIENCE				296	5571			1290	1293		10.1126/science.1071021			MAY 17 2002	2002										1157							WOS:000175713000046		
