IDENTIFICADORES DE AUTOR: (D-2935-2011)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Nanoshell-mediated near-infrared thermal therapy of tumors under magnetic resonance guidance","Hirsch, LR; Stafford, RJ; Bankson, JA; Sershen, SR; Rivera, B; Price, RE; Hazle, JD; Halas, NJ; West, JL","","","","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","NOV 11 2003","2003","100","23","","","","13549","13554","","10.1073/pnas.2232479100","","","2702","158.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","26","81","95","140","177","188","205","219","225","256","231","215","203","186","151","102","0"
"A hybridization model for the plasmon response of complex nanostructures","Prodan, E; Radloff, C; Halas, NJ; Nordlander, P","","","","SCIENCE","OCT 17 2003","2003","302","5644","","","","419","422","","10.1126/science.1089171","","","2601","153.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","29","37","71","66","106","111","145","246","229","233","256","243","239","232","234","123","0"
"The Fano resonance in plasmonic nanostructures and metamaterials","Luk'yanchuk, Boris; Zheludev, Nikolay I.; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter; Giessen, Harald; Chong, Chong Tow","","","","NATURE MATERIALS","SEP 2010","2010","9","9","","","","707","715","","10.1038/NMAT2810","","","2250","225.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","139","216","239","265","293","307","326","290","169","0"
"Plasmons in Strongly Coupled Metallic Nanostructures","Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter","","","","CHEMICAL REVIEWS","JUN 2011","2011","111","6","","","SI","3913","3961","","10.1021/cr200061k","","","1764","196.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","209","218","263","230","230","215","217","153","0"
"Nanoengineering of optical resonances","Oldenburg, SJ; Averitt, RD; Westcott, SL; Halas, NJ","","","","CHEMICAL PHYSICS LETTERS","MAY 22 1998","1998","288","2-4","","","","243","247","","10.1016/S0009-2614(98)00277-2","","","1735","78.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","12","26","40","46","51","87","113","121","130","116","129","134","120","121","127","85","96","77","53","39","0"
"Nano-optics from sensing to waveguiding","Lal, Surbhi; Link, Stephan; Halas, Naomi J.","","","","NATURE PHOTONICS","NOV 2007","2007","1","11","","","","641","648","","10.1038/nphoton.2007.223","","","1524","117.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","84","101","135","171","163","177","148","148","134","151","66","0"
"Immunotargeted nanoshells for integrated cancer imaging and therapy","Loo, C; Lowery, A; Halas, NJ; West, J; Drezek, R","","","","NANO LETTERS","APR 2005","2005","5","4","","","","709","711","","10.1021/nl050127s","","","1399","93.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","58","92","118","126","130","142","147","110","133","97","76","69","50","44","0"
"Photo-thermal tumor ablation in mice using near infrared-absorbing nanoparticles","O'Neal, DP; Hirsch, LR; Halas, NJ; Payne, JD; West, JL","","","","CANCER LETTERS","JUN 25 2004","2004","209","2","","","","171","176","","10.1016/j.canlet.2004.02.004","","","1297","81.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","38","44","75","78","98","90","119","108","113","106","93","95","95","88","48","0"
"Photodetection with Active Optical Antennas","Knight, Mark W.; Sobhani, Heidar; Nordlander, Peter; Halas, Naomi J.","","","","SCIENCE","MAY 6 2011","2011","332","6030","","","","702","704","","10.1126/science.1203056","","","1095","121.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","76","115","148","170","163","147","150","103","0"
"Self-Assembled Plasmonic Nanoparticle Clusters","Fan, Jonathan A.; Wu, Chihhui; Bao, Kui; Bao, Jiming; Bardhan, Rizia; Halas, Naomi J.; Manoharan, Vinothan N.; Nordlander, Peter; Shvets, Gennady; Capasso, Federico","","","","SCIENCE","MAY 28 2010","2010","328","5982","","","","1135","1138","","10.1126/science.1187949","","","1015","101.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","108","110","159","128","120","122","105","91","55","0"
