PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Pendry, JB; Holden, AJ; Robbins, DJ; Stewart, WJ								Magnetism from conductors and enhanced nonlinear phenomena								IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES				47	11			2075	2084		10.1109/22.798002			NOV 1999	1999										5421							WOS:000083406900003		
J	Xia, YN; Whitesides, GM								Soft lithography								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				37	5			550	575		10.1002/(SICI)1521-3773(19980316)37:5<550::AID-ANIE550>3.3.CO;2-7			MAR 16 1998	1998										3555							WOS:000072649300001		
J	Schuller, Jon A.; Barnard, Edward S.; Cai, Wenshan; Jun, Young Chul; White, Justin S.; Brongersma, Mark L.								Plasmonics for extreme light concentration and manipulation								NATURE MATERIALS				9	3			193	204		10.1038/NMAT2630			MAR 2010	2010										2500							WOS:000274700900013		
J	Johnson, SG; Joannopoulos, JD								Block-iterative frequency-domain methods for Maxwell's equations in a planewave basis								OPTICS EXPRESS				8	3			173	190		10.1364/OE.8.000173			JAN 29 2001	2001										2446							WOS:000166649200003		
J	Sievenpiper, D; Zhang, LJ; Broas, RFJ; Alexopolous, NG; Yablonovitch, E								High-impedance electromagnetic surfaces with a forbidden frequency band								IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES				47	11			2059	2074		10.1109/22.798001			NOV 1999	1999										2268							WOS:000083406900002		
J	Luk'yanchuk, Boris; Zheludev, Nikolay I.; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter; Giessen, Harald; Chong, Chong Tow								The Fano resonance in plasmonic nanostructures and metamaterials								NATURE MATERIALS				9	9			707	715		10.1038/NMAT2810			SEP 2010	2010										2250							WOS:000281178400019		
J	Tong, Hua; Ouyang, Shuxin; Bi, Yingpu; Umezawa, Naoto; Oshikiri, Mitsutake; Ye, Jinhua								Nano-photocatalytic Materials: Possibilities and Challenges								ADVANCED MATERIALS				24	2			229	251		10.1002/adma.201102752			JAN 10 2012	2012										2218							WOS:000298788000008		
J	Gramotnev, Dmitri K.; Bozhevolnyi, Sergey I.								Plasmonics beyond the diffraction limit								NATURE PHOTONICS				4	2			83	91		10.1038/nphoton.2009.282			FEB 2010	2010										2165							WOS:000275058600013		
J	Painter, O; Lee, RK; Scherer, A; Yariv, A; O'Brien, JD; Dapkus, PD; Kim, I								Two-dimensional photonic band-gap defect mode laser								SCIENCE				284	5421			1819	1821		10.1126/science.284.5421.1819			JUN 11 1999	1999										1912							WOS:000080809000044		
J	Haynes, CL; Van Duyne, RP								Nanosphere lithography: A versatile nanofabrication tool for studies of size-dependent nanoparticle optics								JOURNAL OF PHYSICAL CHEMISTRY B				105	24			5599	5611		10.1021/jp010657m			JUN 21 2001	2001										1874							WOS:000169371500005		
J	Akahane, Y; Asano, T; Song, BS; Noda, S								High-Q photonic nanocavity in a two-dimensional photonic crystal								NATURE				425	6961			944	947		10.1038/nature02063			OCT 30 2003	2003										1860							WOS:000186230600037		
J	Xia, YN; Gates, B; Yin, YD; Lu, Y								Monodispersed colloidal spheres: Old materials with new applications								ADVANCED MATERIALS				12	10			693	713		10.1002/(SICI)1521-4095(200005)12:10<693::AID-ADMA693>3.3.CO;2-A			MAY 17 2000	2000										1817							WOS:000087146900005		
J	Maier, SA; Kik, PG; Atwater, HA; Meltzer, S; Harel, E; Koel, BE; Requicha, AAG								Local detection of electromagnetic energy transport below the diffraction limit in metal nanoparticle plasmon waveguides								NATURE MATERIALS				2	4			229	232		10.1038/nmat852			APR 2003	2003										1797							WOS:000182052700018		
J	Jiang, P; Bertone, JF; Hwang, KS; Colvin, VL								Single-crystal colloidal multilayers of controlled thickness								CHEMISTRY OF MATERIALS				11	8			2132	2140		10.1021/cm990080+			AUG 1999	1999										1769							WOS:000082108800029		
J	Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter								Plasmons in Strongly Coupled Metallic Nanostructures								CHEMICAL REVIEWS				111	6			3913	3961		10.1021/cr200061k			JUN 2011	2011										1764							WOS:000291756700008		
J	Oldenburg, SJ; Averitt, RD; Westcott, SL; Halas, NJ								Nanoengineering of optical resonances								CHEMICAL PHYSICS LETTERS				288	2-4			243	247		10.1016/S0009-2614(98)00277-2			MAY 22 1998	1998										1735							WOS:000074007900012		
J	Novotny, Lukas; van Hulst, Niek								Antennas for light								NATURE PHOTONICS				5	2			83	90		10.1038/NPHOTON.2010.237			FEB 2011	2011										1612							WOS:000286809900010		
J	Rycenga, Matthew; Cobley, Claire M.; Zeng, Jie; Li, Weiyang; Moran, Christine H.; Zhang, Qiang; Qin, Dong; Xia, Younan								Controlling the Synthesis and Assembly of Silver Nanostructures for Plasmonic Applications								CHEMICAL REVIEWS				111	6			3669	3712		10.1021/cr100275d			JUN 2011	2011										1528							WOS:000291756700002		
J	Genet, C.; Ebbesen, T. W.								Light in tiny holes								NATURE				445	7123			39	46		10.1038/nature05350			JAN 4 2007	2007										1526							WOS:000243225100031		
J	Miroshnichenko, Andrey E.; Flach, Sergej; Kivshar, Yuri S.								Fano resonances in nanoscale structures								REVIEWS OF MODERN PHYSICS				82	3			2257	2298		10.1103/RevModPhys.82.2257			AUG 11 2010	2010										1474							WOS:000280849200001		
J	Garnett, Erik; Yang, Peidong								Light Trapping in Silicon Nanowire Solar Cells								NANO LETTERS				10	3			1082	1087		10.1021/nl100161z			MAR 2010	2010										1472							WOS:000275278200058		
J	Campbell, M; Sharp, DN; Harrison, MT; Denning, RG; Turberfield, AJ								Fabrication of photonic crystals for the visible spectrum by holographic lithography								NATURE				404	6773			53	56					MAR 2 2000	2000										1445							WOS:000085775100040		
J	Zhang, Shuang; Genov, Dentcho A.; Wang, Yuan; Liu, Ming; Zhang, Xiang								Plasmon-induced transparency in metamaterials								PHYSICAL REVIEW LETTERS				101	4					047401	10.1103/PhysRevLett.101.047401			JUL 25 2008	2008										1391							WOS:000258427100055		
J	Xia, YN; Rogers, JA; Paul, KE; Whitesides, GM								Unconventional methods for fabricating and patterning nanostructures								CHEMICAL REVIEWS				99	7			1823	1848		10.1021/cr980002q			JUL 1999	1999										1376							WOS:000081622800008		
J	Vlasov, YA; Bo, XZ; Sturm, JC; Norris, DJ								On-chip natural assembly of silicon photonic bandgap crystals								NATURE				414	6861			289	293		10.1038/35104529			NOV 15 2001	2001										1346							WOS:000172150700038		
J	Blanco, A; Chomski, E; Grabtchak, S; Ibisate, M; John, S; Leonard, SW; Lopez, C; Meseguer, F; Miguez, H; Mondia, JP; Ozin, GA; Toader, O; van Driel, HM								Large-scale synthesis of a silicon photonic crystal with a complete three-dimensional bandgap near 1.5 micrometres								NATURE				405	6785			437	440					MAY 25 2000	2000										1332							WOS:000087212000042		
J	Holland, BT; Blanford, CF; Stein, A								Synthesis of macroporous minerals with highly ordered three-dimensional arrays of spheroidal voids								SCIENCE				281	5376			538	540		10.1126/science.281.5376.538			JUL 24 1998	1998										1332							WOS:000075012300033		
J	Krames, Michael R.; Shchekin, Oleg B.; Mueller-Mach, Regina; Mueller, Gerd O.; Zhou, Ling; Harbers, Gerard; Craford, M. George								Status and future of high-power light-emitting diodes for solid-state lighting								JOURNAL OF DISPLAY TECHNOLOGY				3	2			160	175		10.1109/JDT.2007.895339			JUN 2007	2007										1285							WOS:000259064300010		
J	Maier, SA; Brongersma, ML; Kik, PG; Meltzer, S; Requicha, AAG; Atwater, HA								Plasmonics - A route to nanoscale optical devices								ADVANCED MATERIALS				13	19			1501	+		10.1002/1521-4095(200110)13:19<1501::AID-ADMA1501>3.0.CO;2-Z			OCT 2 2001	2001										1279							WOS:000171471300025		
J	Dorn, R; Quabis, S; Leuchs, G								Sharper focus for a radially polarized light beam								PHYSICAL REVIEW LETTERS				91	23					233901	10.1103/PhysRevLett.91.233901			DEC 5 2003	2003										1278							WOS:000187004500023		
J	Martin-Moreno, L; Garcia-Vidal, FJ; Lezec, HJ; Pellerin, KM; Thio, T; Pendry, JB; Ebbesen, TW								Theory of extraordinary optical transmission through subwavelength hole arrays								PHYSICAL REVIEW LETTERS				86	6			1114	1117		10.1103/PhysRevLett.86.1114			FEB 5 2001	2001										1272							WOS:000166781000043		
J	Ghaemi, HF; Thio, T; Grupp, DE; Ebbesen, TW; Lezec, HJ								Surface plasmons enhance optical transmission through subwavelength holes								PHYSICAL REVIEW B				58	11			6779	6782		10.1103/PhysRevB.58.6779			SEP 15 1998	1998										1246							WOS:000076058800028		
J	Miller, David A. B.								Device Requirements for Optical Interconnects to Silicon Chips								PROCEEDINGS OF THE IEEE				97	7			1166	1185		10.1109/JPROC.2009.2014298			JUL 2009	2009										1210							WOS:000267378800003		
J	Yariv, A; Xu, Y; Lee, RK; Scherer, A								Coupled-resonator optical waveguide: a proposal and analysis								OPTICS LETTERS				24	11			711	713		10.1364/OL.24.000711			JUN 1 1999	1999										1192							WOS:000080588200003		
