PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Daniel, MC; Astruc, D								Gold nanoparticles: Assembly, supramolecular chemistry, quantum-size-related properties, and applications toward biology, catalysis, and nanotechnology								CHEMICAL REVIEWS				104	1			293	346		10.1021/cr030698+			JAN 2004	2004										9738							WOS:000188217400009		
J	Kelly, KL; Coronado, E; Zhao, LL; Schatz, GC								The optical properties of metal nanoparticles: The influence of size, shape, and dielectric environment								JOURNAL OF PHYSICAL CHEMISTRY B				107	3			668	677		10.1021/jp026731y			JAN 23 2003	2003										6585							WOS:000180545300005		
J	Michalet, X; Pinaud, FF; Bentolila, LA; Tsay, JM; Doose, S; Li, JJ; Sundaresan, G; Wu, AM; Gambhir, SS; Weiss, S								Quantum dots for live cells, in vivo imaging, and diagnostics								SCIENCE				307	5709			538	544		10.1126/science.1104274			JAN 28 2005	2005										5895							WOS:000226694000036		
J	Love, JC; Estroff, LA; Kriebel, JK; Nuzzo, RG; Whitesides, GM								Self-assembled monolayers of thiolates on metals as a form of nanotechnology								CHEMICAL REVIEWS				105	4			1103	1169		10.1021/cr0300789			APR 2005	2005										5738							WOS:000228412800003		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5619							WOS:000228412800002		
J	Atwater, Harry A.; Polman, Albert								Plasmonics for improved photovoltaic devices								NATURE MATERIALS				9	3			205	213		10.1038/NMAT2629			MAR 2010	2010										5452							WOS:000274700900014		
J	Sun, YG; Xia, YN								Shape-controlled synthesis of gold and silver nanoparticles								SCIENCE				298	5601			2176	2179		10.1126/science.1077229			DEC 13 2002	2002										5087							WOS:000179773700043		
J	Peer, Dan; Karp, Jeffrey M.; Hong, SeungPyo; FaroKHzad, Omid C.; Margalit, Rimona; Langer, Robert								Nanocarriers as an emerging platform for cancer therapy								NATURE NANOTECHNOLOGY				2	12			751	760		10.1038/nnano.2007.387			DEC 2007	2007										4849							WOS:000251456500010		
J	Anker, Jeffrey N.; Hall, W. Paige; Lyandres, Olga; Shah, Nilam C.; Zhao, Jing; Van Duyne, Richard P.								Biosensing with plasmonic nanosensors								NATURE MATERIALS				7	6			442	453		10.1038/nmat2162			JUN 2008	2008										4493							WOS:000256110200016		
J	Rosi, NL; Mirkin, CA								Nanostructures in biodiagnostics								CHEMICAL REVIEWS				105	4			1547	1562		10.1021/cr030067f			APR 2005	2005										3625							WOS:000228412800011		
