PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Ding, H; Yokoya, T; Campuzano, JC; Takahashi, T; Randeria, M; Norman, MR; Mochiku, T; Kadowaki, K; Giapintzakis, J								Spectroscopic evidence for a pseudogap in the normal state of underdoped high-T-c superconductors								NATURE				382	6586			51	54		10.1038/382051a0			JUL 4 1996	1996										1164							WOS:A1996UV47300049		
J	Novoselov, K. S.; Mishchenko, A.; Carvalho, A.; Castro Neto, A. H.								2D materials and van der Waals heterostructures								SCIENCE				353	6298					aac9439	10.1126/science.aac9439			JUL 29 2016	2016										1120							WOS:000380583600031		
J	Linden, S; Enkrich, C; Wegener, M; Zhou, JF; Koschny, T; Soukoulis, CM								Magnetic response of metamaterials at 100 terahertz								SCIENCE				306	5700			1351	1353		10.1126/science.1105371			NOV 19 2004	2004										1099							WOS:000225301600044		
J	Bao, Qiaoliang; Loh, Kian Ping								Graphene Photonics, Plasmonics, and Broadband Optoelectronic Devices								ACS NANO				6	5			3677	3694		10.1021/nn300989g			MAY 2012	2012										1063							WOS:000304231700006		
J	Chen, Jianing; Badioli, Michela; Alonso-Gonzalez, Pablo; Thongrattanasiri, Sukosin; Huth, Florian; Osmond, Johann; Spasenovic, Marko; Centeno, Alba; Pesquera, Amaia; Godignon, Philippe; Zurutuza Elorza, Amaia; Camara, Nicolas; Javier Garcia de Abajo, F.; Hillenbrand, Rainer; Koppens, Frank H. L.								Optical nano-imaging of gate-tunable graphene plasmons								NATURE				487	7405			77	81		10.1038/nature11254			JUL 5 2012	2012										1036							WOS:000305982900053		
J	Lanzara, A; Bogdanov, PV; Zhou, XJ; Kellar, SA; Feng, DL; Lu, ED; Yoshida, T; Eisaki, H; Fujimori, A; Kishio, K; Shimoyama, JI; Noda, T; Uchida, S; Hussain, Z; Shen, ZX								Evidence for ubiquitous strong electron-phonon coupling in high-temperature superconductors								NATURE				412	6846			510	514		10.1038/35087518			AUG 2 2001	2001										1014							WOS:000170202900037		
J	Kivelson, SA; Bindloss, IP; Fradkin, E; Oganesyan, V; Tranquada, JM; Kapitulnik, A; Howald, C								How to detect fluctuating stripes in the high-temperature superconductors								REVIEWS OF MODERN PHYSICS				75	4			1201	1241		10.1103/RevModPhys.75.1201			OCT 2003	2003										1012							WOS:000186757200004		
J	Fan, Jonathan A.; Wu, Chihhui; Bao, Kui; Bao, Jiming; Bardhan, Rizia; Halas, Naomi J.; Manoharan, Vinothan N.; Nordlander, Peter; Shvets, Gennady; Capasso, Federico								Self-Assembled Plasmonic Nanoparticle Clusters								SCIENCE				328	5982			1135	1138		10.1126/science.1187949			MAY 28 2010	2010										1003							WOS:000278104700037		
J	Granqvist, Claes G.								Transparent conductors as solar energy materials: A panoramic review								SOLAR ENERGY MATERIALS AND SOLAR CELLS				91	17			1529	1598		10.1016/j.solmat.2007.04.031			OCT 15 2007	2007										996							WOS:000249835800001		
J	West, Paul R.; Ishii, Satoshi; Naik, Gururaj V.; Emani, Naresh K.; Shalaev, Vladimir M.; Boltasseva, Alexandra								Searching for better plasmonic materials								LASER & PHOTONICS REVIEWS				4	6			795	808		10.1002/lpor.200900055			NOV 2010	2010										989							WOS:000284017900007		
J	Wang, K. F.; Liu, J. -M.; Ren, Z. F.								Multiferroicity: the coupling between magnetic and polarization orders								ADVANCES IN PHYSICS				58	4			321	448		10.1080/00018730902920554			2009	2009										976							WOS:000268619700001		
J	Jungwirth, T.; Sinova, Jairo; Masek, J.; Kucera, J.; MacDonald, A. H.								Theory of ferromagnetic (III,Mn)V semiconductors								REVIEWS OF MODERN PHYSICS				78	3			809	864		10.1103/RevModPhys.78.809			JUL-SEP 2006	2006										963							WOS:000240875200004		
J	Zhang, S; Fan, WJ; Panoiu, NC; Malloy, KJ; Osgood, RM; Brueck, SRJ								Experimental demonstration of near-infrared negative-index metamaterials								PHYSICAL REVIEW LETTERS				95	13					137404	10.1103/PhysRevLett.95.137404			SEP 23 2005	2005										951							WOS:000232060100058		
J	Stewart, G. R.								Superconductivity in iron compounds								REVIEWS OF MODERN PHYSICS				83	4			1589	1652		10.1103/RevModPhys.83.1589			DEC 13 2011	2011										933							WOS:000298133800001		
J	Hartnoll, Sean A.								Lectures on holographic methods for condensed matter physics								CLASSICAL AND QUANTUM GRAVITY				26	22					224002	10.1088/0264-9381/26/22/224002			NOV 21 2009	2009						Winter School on Strings, Supergravity and Gauge Theories	FEB 09-13, 2009	CERN; Ludwig Maximilians Univ Munich, Arnold Sommerfeld Ctr Theoret Phys	Geneva, SWITZERLAND	928							WOS:000271090100003		
J	Soukoulis, Costas M.; Wegener, Martin								Past achievements and future challenges in the development of three-dimensional photonic metamaterials								NATURE PHOTONICS				5	9			523	530		10.1038/NPHOTON.2011.154			SEP 2011	2011										921							WOS:000294412700009		
J	Mak, Kin Fai; Sfeir, Matthew Y.; Wu, Yang; Lui, Chun Hung; Misewich, James A.; Heinz, Tony F.								Measurement of the Optical Conductivity of Graphene								PHYSICAL REVIEW LETTERS				101	19					196405	10.1103/PhysRevLett.101.196405			NOV 7 2008	2008										915							WOS:000260776300048		
J	Xia, Fengnian; Wang, Han; Xiao, Di; Dubey, Madan; Ramasubramaniam, Ashwin								Two-dimensional material nanophotonics								NATURE PHOTONICS				8	12			899	907		10.1038/NPHOTON.2010.271			DEC 2014	2014										902							WOS:000345818600008		
J	Sharma, Bhavya; Frontiera, Renee R.; Henry, Anne-Isabelle; Ringe, Emilie; Van Duyne, Richard P.								SERS: Materials, applications, and the future								MATERIALS TODAY				15	1-2			16	25		10.1016/S1369-7021(12)70017-2			JAN-FEB 2012	2012										886							WOS:000300835400017		
J	Wang, Zheng; Chong, Yidong; Joannopoulos, J. D.; Soljacic, Marin								Observation of unidirectional backscattering-immune topological electromagnetic states								NATURE				461	7265			772	U20		10.1038/nature08293			OCT 8 2009	2009										879							WOS:000270547500031		
J	Fang, Nicholas; Xi, Dongjuan; Xu, Jianyi; Ambati, Muralidhar; Srituravanich, Werayut; Sun, Cheng; Zhang, Xiang								Ultrasonic metamaterials with negative modulus								NATURE MATERIALS				5	6			452	456		10.1038/nmat1644			JUN 2006	2006										854							WOS:000237968100016		
J	Zheludev, Nikolay I.; Kivshar, Yuri S.								From metamaterials to metadevices								NATURE MATERIALS				11	11			917	924		10.1038/NMAT3431			NOV 2012	2012										851							WOS:000310434600013		
J	Chakravarty, S; Laughlin, RB; Morr, DK; Nayak, C								Hidden order in the cuprates								PHYSICAL REVIEW B				63	9					094503	10.1103/PhysRevB.63.094503			MAR 1 2001	2001										848							WOS:000167312000081		
J	Dietl, Tomasz								A ten-year perspective on dilute magnetic semiconductors and oxides								NATURE MATERIALS				9	12			965	974		10.1038/NMAT2898			DEC 2010	2010										841							WOS:000284525300014		
J	Watts, Claire M.; Liu, Xianliang; Padilla, Willie J.								Metamaterial Electromagnetic Wave Absorbers								ADVANCED MATERIALS				24	23			OP98	OP120		10.1002/adma.201200674			JUN 19 2012	2012										839							WOS:000305121100002		
J	Avouris, Phaedon								Graphene: Electronic and Photonic Properties and Devices								NANO LETTERS				10	11			4285	4294		10.1021/nl102824h			NOV 2010	2010										823							WOS:000283907600001		
J	Engheta, Nader								Circuits with light at nanoscales: Optical nanocircuits inspired by metamaterials								SCIENCE				317	5845			1698	1702		10.1126/science.1133268			SEP 21 2007	2007										822							WOS:000249585900032		
J	Renner, C; Revaz, B; Genoud, JY; Kadowaki, K; Fischer, O								Pseudogap precursor of the superconducting gap in under- and overdoped Bi2Sr2CaCu2O8+delta								PHYSICAL REVIEW LETTERS				80	1			149	152		10.1103/PhysRevLett.80.149			JAN 5 1998	1998										807							WOS:000071370400038		
J	Yu, Young-Jun; Zhao, Yue; Ryu, Sunmin; Brus, Louis E.; Kim, Kwang S.; Kim, Philip								Tuning the Graphene Work Function by Electric Field Effect								NANO LETTERS				9	10			3430	3434		10.1021/nl901572a			OCT 2009	2009										783							WOS:000270670500009		
J	Tao, Hu; Landy, Nathan I.; Bingham, Christopher M.; Zhang, Xin; Averitt, Richard D.; Padilla, Willie J.								A metamaterial absorber for the terahertz regime: Design, fabrication and characterization								OPTICS EXPRESS				16	10			7181	7188		10.1364/OE.16.007181			MAY 12 2008	2008										766							WOS:000256469800043		
J	Xue, Jiamin; Sanchez-Yamagishi, Javier; Bulmash, Danny; Jacquod, Philippe; Deshpande, Aparna; Watanabe, K.; Taniguchi, T.; Jarillo-Herrero, Pablo; Leroy, Brian J.								Scanning tunnelling microscopy and spectroscopy of ultra-flat graphene on hexagonal boron nitride								NATURE MATERIALS				10	4			282	285		10.1038/NMAT2968			APR 2011	2011										756							WOS:000288744700017		
J	Bhimanapati, Ganesh R.; Lin, Zhong; Meunier, Vincent; Jung, Yeonwoong; Cha, Judy; Das, Saptarshi; Xiao, Di; Son, Youngwoo; Strano, Michael S.; Cooper, Valentino R.; Liang, Liangbo; Louie, Steven G.; Ringe, Emilie; Zhou, Wu; Kim, Steve S.; Naik, Rajesh R.; Sumpter, Bobby G.; Terrones, Humberto; Xia, Fengnian; Wang, Yeliang; Zhu, Jun; Akinwande, Deji; Alem, Nasim; Schuller, Jon A.; Schaak, Raymond E.; Terrones, Mauricio; Robinson, Joshua A.								Recent Advances in Two-Dimensional Materials beyond Graphene								ACS NANO				9	12			11509	11539		10.1021/acsnano.5b05556			DEC 2015	2015										752							WOS:000367280100002		
J	Holloway, Christopher L.; Kuester, Edward F.; Gordon, Joshua A.; O'Hara, John; Booth, Jim; Smith, David R.								An Overview of the Theory and Applications of Metasurfaces: The Two-Dimensional Equivalents of Metamaterials								IEEE ANTENNAS AND PROPAGATION MAGAZINE				54	2			10	35		10.1109/MAP.2012.6230714			APR 2012	2012										742							WOS:000309409800002		
J	Ando, Yoichi								Topological Insulator Materials								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				82	10					102001	10.7566/JPSJ.82.102001			OCT 2013	2013										701							WOS:000325108000001		
J	Yan, Hugen; Li, Xuesong; Chandra, Bhupesh; Tulevski, George; Wu, Yanqing; Freitag, Marcus; Zhu, Wenjuan; Avouris, Phaedon; Xia, Fengnian								Tunable infrared plasmonic devices using graphene/insulator stacks								NATURE NANOTECHNOLOGY				7	5			330	334		10.1038/NNANO.2012.59			MAY 2012	2012										699							WOS:000303884800013		
J	Soukoulis, Costas M.; Linden, Stefan; Wegener, Martin								Negative refractive index at optical wavelengths								SCIENCE				315	5808			47	49		10.1126/science.1136481			JAN 5 2007	2007										696							WOS:000243259100023		
J	Balatsky, A. V.; Vekhter, I.; Zhu, Jian-Xin								Impurity-induced states in conventional and unconventional superconductors								REVIEWS OF MODERN PHYSICS				78	2			373	433		10.1103/RevModPhys.78.373			APR-JUN 2006	2006										696							WOS:000238699500002		
J	Abergel, D. S. L.; Apalkov, V.; Berashevich, J.; Ziegler, K.; Chakraborty, Tapash								Properties of graphene: a theoretical perspective								ADVANCES IN PHYSICS				59	4			261	482		10.1080/00018732.2010.487978			2010	2010										662							WOS:000280611900001		
J	Kotov, Valeri N.; Uchoa, Bruno; Pereira, Vitor M.; Guinea, F.; Castro Neto, A. H.								Electron-Electron Interactions in Graphene: Current Status and Perspectives								REVIEWS OF MODERN PHYSICS				84	3			1067	1125		10.1103/RevModPhys.84.1067			JUL 19 2012	2012										661							WOS:000306549100001		
J	Ataca, C.; Sahin, H.; Ciraci, S.								Stable, Single-Layer MX2 Transition-Metal Oxides and Dichalcogenides in a Honeycomb-Like Structure								JOURNAL OF PHYSICAL CHEMISTRY C				116	16			8983	8999		10.1021/jp212558p			APR 26 2012	2012										644							WOS:000303173900017		
J	Pan, SH; Hudson, EW; Lang, KM; Eisaki, H; Uchida, S; Davis, JC								Imaging the effects of individual zinc impurity atoms on superconductivity in Bi2Sr2CaCu2O8+delta								NATURE				403	6771			746	750					FEB 17 2000	2000										637							WOS:000085423100045		
J	Orenstein, J; Millis, AJ								Advances in the physics of high-temperature superconductivity								SCIENCE				288	5465			468	474		10.1126/science.288.5465.468			APR 21 2000	2000										636							WOS:000086626000034		
J	Saparov, Bayrammurad; Mitzi, David B.								Organic-Inorganic Perovskites: Structural Versatility for Functional Materials Design								CHEMICAL REVIEWS				116	7			4558	4596		10.1021/acs.chemrev.5b00715			APR 13 2016	2016										617							WOS:000374274700007		
J	Liu, Xianliang; Starr, Tatiana; Starr, Anthony F.; Padilla, Willie J.								Infrared Spatial and Frequency Selective Metamaterial with Near-Unity Absorbance								PHYSICAL REVIEW LETTERS				104	20					207403	10.1103/PhysRevLett.104.207403			MAY 21 2010	2010										611							WOS:000277945900053		
J	Peres, N. M. R.								Colloquium: The transport properties of graphene: An introduction								REVIEWS OF MODERN PHYSICS				82	3			2673	2700		10.1103/RevModPhys.82.2673			SEP 15 2010	2010										610							WOS:000281869600001		
J	Hendry, E.; Hale, P. J.; Moger, J.; Savchenko, A. K.; Mikhailov, S. A.								Coherent Nonlinear Optical Response of Graphene								PHYSICAL REVIEW LETTERS				105	9					097401	10.1103/PhysRevLett.105.097401			AUG 26 2010	2010										596							WOS:000281272700011		
J	Pan, F.; Gao, S.; Chen, C.; Song, C.; Zeng, F.								Recent progress in resistive random access memories: Materials, switching mechanisms, and performance								MATERIALS SCIENCE & ENGINEERING R-REPORTS				83				1	59		10.1016/j.mser.2014.06.002			SEP 2014	2014										594							WOS:000340310200001		
J	Padilla, WJ; Taylor, AJ; Highstrete, C; Lee, M; Averitt, RD								Dynamical electric and magnetic metamaterial response at terahertz frequencies								PHYSICAL REVIEW LETTERS				96	10					107401	10.1103/PhysRevLett.96.107401			MAR 17 2006	2006										588							WOS:000236062800078		
J	Zhang, Shuang; Park, Yong-Shik; Li, Jensen; Lu, Xinchao; Zhang, Weili; Zhang, Xiang								Negative Refractive Index in Chiral Metamaterials								PHYSICAL REVIEW LETTERS				102	2					023901	10.1103/PhysRevLett.102.023901			JAN 16 2009	2009										586							WOS:000262535900026		
J	Ramakrishna, SA								Physics of negative refractive index materials								REPORTS ON PROGRESS IN PHYSICS				68	2			449	521		10.1088/0034-4885/68/2/R06			FEB 2005	2005										582							WOS:000227399100006		
J	Low, Tony; Avouris, Phaedon								Graphene Plasmonics for Terahertz to Mid-Infrared Applications								ACS NANO				8	2			1086	1101		10.1021/nn406627u			FEB 2014	2014										577							WOS:000332059200003		
J	Enkrich, C; Wegener, M; Linden, S; Burger, S; Zschiedrich, L; Schmidt, F; Zhou, JF; Koschny, T; Soukoulis, CM								Magnetic metamaterials at telecommunication and visible frequencies								PHYSICAL REVIEW LETTERS				95	20					203901	10.1103/PhysRevLett.95.203901			NOV 11 2005	2005										570							WOS:000233243500023		
J	Wu, Chihhui; Khanikaev, Alexander B.; Adato, Ronen; Arju, Nihal; Yanik, Ahmet Ali; Altug, Hatice; Shvets, Gennady								Fano-resonant asymmetric metamaterials for ultrasensitive spectroscopy and identification of molecular monolayers								NATURE MATERIALS				11	1			69	75		10.1038/NMAT3161			JAN 2012	2012										566							WOS:000298406500024		
J	Fischer, Oystein; Kugler, Martin; Maggio-Aprile, Ivan; Berthod, Christophe; Renner, Christoph								Scanning tunneling spectroscopy of high-temperature superconductors								REVIEWS OF MODERN PHYSICS				79	1			353	419		10.1103/RevModPhys.79.353			JAN-MAR 2007	2007										566							WOS:000244867600008		
J	Emery, VJ; Kivelson, SA; Zachar, O								Spin-gap proximity effect mechanism of high-temperature superconductivity								PHYSICAL REVIEW B				56	10			6120	6147		10.1103/PhysRevB.56.6120			SEP 1 1997	1997										563							WOS:A1997XY59500061		
J	Chen, Hou-Tong; Padilla, Willie J.; Cich, Michael J.; Azad, Abul K.; Averitt, Richard D.; Taylor, Antoinette J.								A metamaterial solid-state terahertz phase modulator								NATURE PHOTONICS				3	3			148	151		10.1038/NPHOTON.2009.3			MAR 2009	2009										562							WOS:000264289600015		
J	Kuzmenko, A. B.; van Heumen, E.; Carbone, F.; van der Marel, D.								Universal optical conductance of graphite								PHYSICAL REVIEW LETTERS				100	11					117401	10.1103/PhysRevLett.100.117401			MAR 21 2008	2008										562							WOS:000254292300065		
J	Kuznetsov, Arseniy I.; Miroshnichenko, Andrey E.; Fu, Yuan Hsing; Zhang, JingBo; Luk'yanchuk, Boris								Magnetic light								SCIENTIFIC REPORTS				2						492	10.1038/srep00492			JUL 4 2012	2012										560							WOS:000306081000002		
J	Schurig, D.; Pendry, J. B.; Smith, D. R.								Calculation of material properties and ray tracing in transformation media								OPTICS EXPRESS				14	21			9794	9804		10.1364/OE.14.009794			OCT 16 2006	2006										553							WOS:000241517400029		
