IDENTIFICADORES DE AUTOR: (N-6660-2013)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Stable cycling of double-walled silicon nanotube battery anodes through solid-electrolyte interphase control","Wu, Hui; Chan, Gerentt; Choi, Jang Wook; Ryu, Ill; Yao, Yan; McDowell, Matthew T.; Lee, Seok Woo; Jackson, Ariel; Yang, Yuan; Hu, Liangbing; Cui, Yi","","","","NATURE NANOTECHNOLOGY","MAY 2012","2012","7","5","","","","309","314","","10.1038/NNANO.2012.35","","","1422","177.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","144","205","233","240","247","199","129","0"
"Scalable Coating and Properties of Transparent, Flexible, Silver Nanowire Electrodes","Hu, Liangbing; Kim, Han Sun; Lee, Jung-Yong; Peumans, Peter; Cui, Yi","","","","ACS NANO","MAY 2010","2010","4","5","","","","2955","2963","","10.1021/nn1005232","","","1342","134.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","43","88","128","176","218","213","174","175","125","0"
"Emerging Transparent Electrodes Based on Thin Films of Carbon Nanotubes, Graphene, and Metallic Nanostructures","Hecht, David S.; Hu, Liangbing; Irvin, Glen","","","","ADVANCED MATERIALS","APR 5 2011","2011","23","13","","","","1482","1513","","10.1002/adma.201003188","","","1332","148.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","96","120","188","218","223","195","173","103","0"
"Stretchable, Porous, and Conductive Energy Textiles","Hu, Liangbing; Pasta, Mauro; La Mantia, Fabio; Cui, LiFeng; Jeong, Sangmoo; Deshazer, Heather Dawn; Choi, Jang Wook; Han, Seung Min; Cui, Yi","","","","NANO LETTERS","FEB 2010","2010","10","2","","","","708","714","","10.1021/nl903949m","","","995","99.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","48","65","106","117","148","142","149","117","87","0"
"Solution-Processed Graphene/MnO2 Nanostructured Textiles for High-Performance Electrochemical Capacitors","Yu, Guihua; Hu, Liangbing; Vosgueritchian, Michael; Wang, Huiliang; Xie, Xing; McDonough, James R.; Cui, Xu; Cui, Yi; Bao, Zhenan","","","","NANO LETTERS","JUL 2011","2011","11","7","","","","2905","2911","","10.1021/nl2013828","","","920","102.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","74","142","151","176","136","109","78","51","0"
"Interconnected Silicon Hollow Nanospheres for Lithium-Ion Battery Anodes with Long Cycle Life","Yao, Yan; McDowell, Matthew T.; Ryu, Ill; Wu, Hui; Liu, Nian; Hu, Liangbing; Nix, William D.; Cui, Yi","","","","NANO LETTERS","JUL 2011","2011","11","7","","","","2949","2954","","10.1021/nl201470j","","","878","97.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","60","90","120","135","141","150","105","72","0"
"Percolation in transparent and conducting carbon nanotube networks","Hu, L; Hecht, DS; Gruner, G","","","","NANO LETTERS","DEC 2004","2004","4","12","","","","2513","2517","","10.1021/nl048435y","","","832","52.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","24","41","67","65","68","91","91","80","74","63","60","47","30","26","0"
"Highly conductive paper for energy-storage devices","Hu, Liangbing; Choi, Jang Wook; Yang, Yuan; Jeong, Sangmoo; La Mantia, Fabio; Cui, Li-Feng; Cui, Yi","","","","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","DEC 22 2009","2009","106","51","","","","21490","21494","","10.1073/pnas.0908858106","","","814","74.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","49","82","100","111","115","80","115","83","54","0"
"Enhancing the Supercapacitor Performance of Graphene/MnO2 Nanostructured Electrodes by Conductive Wrapping","Yu, Guihua; Hu, Liangbing; Liu, Nian; Wang, Huiliang; Vosgueritchian, Michael; Yang, Yuan; Cui, Yi; Bao, Zhenan","","","","NANO LETTERS","OCT 2011","2011","11","10","","","","4438","4442","","10.1021/nl2026635","","","784","87.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","106","112","154","109","107","98","66","0"
"Organic solar cells with carbon nanotube network electrodes","Rowell, Michael W.; Topinka, Mark A.; McGehee, Michael D.; Prall, Hans-Juergen; Dennler, Gilles; Sariciftci, Niyazi Serdar; Hu, Liangbing; Gruner, George","","","","APPLIED PHYSICS LETTERS","JUN 5 2006","2006","88","23","","","","","","233506","10.1063/1.2209887","","","723","51.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","32","57","39","70","56","73","70","77","67","75","49","32","22","0"
