PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6058							WOS:000308825700001		
J	ANDERSON, MH; ENSHER, JR; MATTHEWS, MR; WIEMAN, CE; CORNELL, EA								OBSERVATION OF BOSE-EINSTEIN CONDENSATION IN A DILUTE ATOMIC VAPOR								SCIENCE				269	5221			198	201		10.1126/science.269.5221.198			JUL 14 1995	1995										5290							WOS:A1995RJ02900031		
J	Bloch, Immanuel; Dalibard, Jean; Zwerger, Wilhelm								Many-body physics with ultracold gases								REVIEWS OF MODERN PHYSICS				80	3			885	964		10.1103/RevModPhys.80.885			JUL-SEP 2008	2008										4573							WOS:000259377800004		
J	Dalfovo, F; Giorgini, S; Pitaevskii, LP; Stringari, S								Theory of Bose-Einstein condensation in trapped gases								REVIEWS OF MODERN PHYSICS				71	3			463	512		10.1103/RevModPhys.71.463			APR 1999	1999										3941							WOS:000080050500001		
J	Horodecki, Ryszard; Horodecki, Pawel; Horodecki, Michal; Horodecki, Karol								Quantum entanglement								REVIEWS OF MODERN PHYSICS				81	2			865	942		10.1103/RevModPhys.81.865			APR-JUN 2009	2009										3743							WOS:000267197500010		
J	Krausz, Ferenc; Ivanov, Misha								Attosecond physics								REVIEWS OF MODERN PHYSICS				81	1			163	234		10.1103/RevModPhys.81.163			JAN-MAR 2009	2009										2957							WOS:000264764600005		
J	BRADLEY, CC; SACKETT, CA; TOLLETT, JJ; HULET, RG								EVIDENCE OF BOSE-EINSTEIN CONDENSATION IN AN ATOMIC GAS WITH ATTRACTIVE INTERACTIONS								PHYSICAL REVIEW LETTERS				75	9			1687	1690		10.1103/PhysRevLett.75.1687			AUG 28 1995	1995										2654							WOS:A1995RQ99000002		
J	Vidal, G; Werner, RF								Computable measure of entanglement								PHYSICAL REVIEW A				65	3					032314	10.1103/PhysRevA.65.032314			MAR 2002	2002										2354							WOS:000174548500056		
J	Brabec, T; Krausz, F								Intense few-cycle laser fields: Frontiers of nonlinear optics								REVIEWS OF MODERN PHYSICS				72	2			545	591		10.1103/RevModPhys.72.545			APR 2000	2000										2241							WOS:000087128700005		
J	Kimble, H. J.								The quantum internet								NATURE				453	7198			1023	1030		10.1038/nature07127			JUN 19 2008	2008										1996							WOS:000256839900044		
J	Hentschel, M; Kienberger, R; Spielmann, C; Reider, GA; Milosevic, N; Brabec, T; Corkum, P; Heinzmann, U; Drescher, M; Krausz, F								Attosecond metrology								NATURE				414	6863			509	513		10.1038/35107000			NOV 29 2001	2001										1931							WOS:000172405900038		
