AUTHOR IDENTIFIERS: (0000-0002-8058-2084)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Hydrogen-Treated TiO2 Nanowire Arrays for Photoelectrochemical Water Splitting","Wang, Gongming; Wang, Hanyu; Ling, Yichuan; Tang, Yuechao; Yang, Xunyu; Fitzmorris, Robert C.; Wang, Changchun; Zhang, Jin Z.; Li, Yat","","","","NANO LETTERS","JUL 2011","2011","11","7","","","","3026","3033","","10.1021/nl201766h","","","1523","169.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","63","122","202","208","231","241","279","173","0"
"Nanowire electronic and optoelectronic devices","Li, Yat; Qian, Fang; Xiang, Jie; Lieber, Charles M.","","","","MATERIALS TODAY","OCT 2006","2006","9","10","","","","18","27","","10.1016/S1369-7021(06)71650-9","","","1051","75.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","43","78","87","95","111","88","106","104","93","86","62","56","41","0"
"Hydrogenated TiO2 Nanotube Arrays for Supercapacitors","Lu, Xihong; Wang, Gongming; Zhai, Teng; Yu, Minghao; Gan, Jiayong; Tong, Yexiang; Li, Yat","","","","NANO LETTERS","MAR 2012","2012","12","3","","","","1690","1696","","10.1021/nl300173j","","","864","108.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","74","129","124","146","153","144","75","0"
"Nitrogen-Doped ZnO Nanowire Arrays for Photoelectrochemical Water Splitting","Yang, Xunyu; Wolcott, Abraham; Wang, Gongming; Sobo, Alissa; Fitzmorris, Robert Carl; Qian, Fang; Zhang, Jin Z.; Li, Yat","","","","NANO LETTERS","JUN 2009","2009","9","6","","","","2331","2336","","10.1021/nl900772q","","","779","70.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","39","79","80","109","75","106","115","91","61","0"
"Core/multishell nanowire heterostructures as multicolor, high-efficiency light-emitting diodes","Qian, F; Gradecak, S; Li, Y; Wen, CY; Lieber, CM","","","","NANO LETTERS","NOV 2005","2005","5","11","","","","2287","2291","","10.1021/nl051689e","","","745","49.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","37","47","48","54","81","74","71","76","80","60","54","28","15","0"
"H-TiO2@MnO2//H-TiO2@C Core-Shell Nanowires for High Performance and Flexible Asymmetric Supercapacitors","Lu, Xihong; Yu, Minghao; Wang, Gongming; Zhai, Teng; Xie, Shilei; Ling, Yichuan; Tong, Yexiang; Li, Yat","","","","ADVANCED MATERIALS","JAN 11 2013","2013","25","2","","","","267","272","","10.1002/adma.201203410","","","643","91.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","85","133","129","131","102","35","0"
"Sn-Doped Hematite Nanostructures for Photoelectrochemical Water Splitting","Ling, Yichuan; Wang, Gongming; Wheeler, Damon A.; Zhang, Jin Z.; Li, Yat","","","","NANO LETTERS","MAY 2011","2011","11","5","","","","2119","2125","","10.1021/nl200708y","","","633","70.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","47","60","78","92","104","90","87","68","0"
"Multi-quantum-well nanowire heterostructures for wavelength-controlled lasers","Qian, Fang; Li, Yat; Gradecak, Silvija; Park, Hong-Gyu; Dong, Yajie; Ding, Yong; Wang, Zhong Lin; Lieber, Charles M.","","","","NATURE MATERIALS","SEP 2008","2008","7","9","","","","701","706","","10.1038/nmat2253","","","526","43.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","25","44","50","37","70","71","49","56","64","35","24","0"
"Gallium nitride-based nanowire radial heterostructures for nanophotonics","Qian, F; Li, Y; Gradecak, S; Wang, DL; Barrelet, CJ; Lieber, CM","","","","NANO LETTERS","OCT 2004","2004","4","10","","","","1975","1979","","10.1021/nl0487774","","","513","32.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","40","35","44","42","41","53","43","40","38","40","25","26","20","10","0"
"Au Nanostructure-Decorated TiO2 Nanowires Exhibiting Photoactivity Across Entire UV-visible Region for Photoelectrochemical Water Splitting","Pu, Ying-Chih; Wang, Gongming; Chang, Kao-Der; Ling, Yichuan; Lin, Yin-Kai; Fitzmorris, Bob C.; Liu, Chia-Ming; Lu, Xihong; Tong, Yexiang; Zhang, Jin Z.; Hsu, Yung-Jung; Li, Yat","","","","NANO LETTERS","AUG 2013","2013","13","8","","","","3817","3823","","10.1021/nl4018385","","","508","72.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","60","65","104","99","114","63","0"
"Double-Sided CdS and CdSe Quantum Dot Co-Sensitized ZnO Nanowire Arrays for Photoelectrochemical Hydrogen Generation","Wang, Gongming; Yang, Xunyu; Qian, Fang; Zhang, Jin Z.; Li, Yat","","","","NANO LETTERS","MAR 2010","2010","10","3","","","","1088","1092","","10.1021/nl100250z","","","471","47.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","40","55","47","62","60","66","53","45","34","0"
