PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Huang, MH; Mao, S; Feick, H; Yan, HQ; Wu, YY; Kind, H; Weber, E; Russo, R; Yang, PD								Room-temperature ultraviolet nanowire nanolasers								SCIENCE				292	5523			1897	1899		10.1126/science.1060367			JUN 8 2001	2001										7865							WOS:000169200700044		
J	Ozgur, U; Alivov, YI; Liu, C; Teke, A; Reshchikov, MA; Dogan, S; Avrutin, V; Cho, SJ; Morkoc, H								A comprehensive review of ZnO materials and devices								JOURNAL OF APPLIED PHYSICS				98	4					041301	10.1063/1.1992666			AUG 15 2005	2005										7380							WOS:000231551700001		
J	Xia, YN; Yang, PD; Sun, YG; Wu, YY; Mayers, B; Gates, B; Yin, YD; Kim, F; Yan, YQ								One-dimensional nanostructures: Synthesis, characterization, and applications								ADVANCED MATERIALS				15	5			353	389		10.1002/adma.200390087			MAR 4 2003	2003										7350							WOS:000181713900002		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6050							WOS:000308825700001		
J	Love, JC; Estroff, LA; Kriebel, JK; Nuzzo, RG; Whitesides, GM								Self-assembled monolayers of thiolates on metals as a form of nanotechnology								CHEMICAL REVIEWS				105	4			1103	1169		10.1021/cr0300789			APR 2005	2005										5738							WOS:000228412800003		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5619							WOS:000228412800002		
J	Pan, ZW; Dai, ZR; Wang, ZL								Nanobelts of semiconducting oxides								SCIENCE				291	5510			1947	1949		10.1126/science.1058120			MAR 9 2001	2001										5289							WOS:000167401600041		
J	Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Kim, Hye Ri; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio								Roll-to-roll production of 30-inch graphene films for transparent electrodes								NATURE NANOTECHNOLOGY				5	8			574	578		10.1038/NNANO.2010.132			AUG 2010	2010										5126							WOS:000280631900009		
J	Bruce, Peter G.; Freunberger, Stefan A.; Hardwick, Laurence J.; Tarascon, Jean-Marie								Li-O-2 and Li-S batteries with high energy storage								NATURE MATERIALS				11	1			19	29		10.1038/nmat3191			JAN 2012	2012										4657							WOS:000298406500015		
