AUTHOR IDENTIFIERS: (E-9423-2011)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Theoretical analysis of dielectric-loaded surface plasmon-polariton waveguides","Holmgaard, Tobias; Bozhevolnyi, Sergey I.","","","","PHYSICAL REVIEW B","JUN 2007","2007","75","24","","","","","","245405","10.1103/PhysRevB.75.245405","","","328","25.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13","20","34","35","41","47","35","32","16","29","16","8"
"Guiding and focusing of electromagnetic fields with wedge plasmon polaritons","Moreno, Esteban; Rodrigo, Sergio G.; Bozhevolnyi, Sergey I.; Martin-Moreno, L.; Garcia-Vidal, F. J.","","","","PHYSICAL REVIEW LETTERS","JAN 18 2008","2008","100","2","","","","","","023901","10.1103/PhysRevLett.100.023901","","","261","21.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","22","27","30","35","34","23","19","23","23","9","10"
"A generalized non-local optical response theory for plasmonic nanostructures","Mortensen, N. A.; Raza, S.; Wubs, M.; Sondergaard, T.; Bozhevolnyi, S. I.","","","","NATURE COMMUNICATIONS","MAY 2014","2014","5","","","","","","","3809","10.1038/ncomms4809","","","241","40.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","42","47","61","50","29"
"Polymer-based surface-plasmon-polariton stripe waveguides at telecommunication wavelengths","Nikolajsen, T; Leosson, K; Salakhutdinov, I; Bozhevolnyi, SI","","","","APPLIED PHYSICS LETTERS","FEB 3 2003","2003","82","5","","","","668","670","","10.1063/1.1542944","","","234","13.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","25","34","37","34","19","23","10","5","7","11","8","4","6","2","2"
"Gap plasmon-based metasurfaces for total control of reflected light","Pors, Anders; Albrektsen, Ole; Radko, Ilya P.; Bozhevolnyi, Sergey I.","","","","SCIENTIFIC REPORTS","JUL 8 2013","2013","3","","","","","","","2155","10.1038/srep02155","","","213","30.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","24","37","37","36","54","22"
"Plasmon-induced transparency with detuned ultracompact Fabry-Perot resonators in integrated plasmonic devices","Han, Zhanghua; Bozhevolnyi, Sergey I.","","","","OPTICS EXPRESS","FEB 14 2011","2011","19","4","","","","3251","3257","","10.1364/OE.19.003251","","","211","23.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","27","33","25","43","33","23","12"
"Nanofocusing of electromagnetic radiation","Gramotnev, Dmitri K.; Bozhevolnyi, Sergey I.","","","","NATURE PHOTONICS","JAN 2014","2014","8","1","","","","14","23","","10.1038/NPHOTON.2013.232","","","194","32.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","42","52","37","36","15"
"Subwavelength Plasmonic Color Printing Protected for Ambient Use","Roberts, Alexander S.; Pors, Anders; Albrektsen, Ole; Bozhevolnyi, Sergey I.","","","","NANO LETTERS","FEB 2014","2014","14","2","","","","783","787","","10.1021/nl404129n","","","177","29.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","18","42","30","43","34"
"Plasmonic black gold by adiabatic nanofocusing and absorption of light in ultra-sharp convex grooves","Sondergaard, Thomas; Novikov, Sergey M.; Holmgaard, Tobias; Eriksen, Rene L.; Beermann, Jonas; Han, Zhanghua; Pedersen, Kjeld; Bozhevolnyi, Sergey I.","","","","NATURE COMMUNICATIONS","JUL 2012","2012","3","","","","","","","969","10.1038/ncomms1976","","","174","21.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","26","24","25","35","22","17"
"General properties of slow-plasmon resonant nanostructures: nano-antennas and resonators","Bozhevolnyi, Sergey I.; Sondergaard, Thomas","","","","OPTICS EXPRESS","AUG 20 2007","2007","15","17","","","","10869","10877","","10.1364/OE.15.010869","","","167","12.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","14","8","9","12","11","13","23","15","20","20","11"
"Channel plasmon-polaritons: modal shape, dispersion, and losses","Moreno, Esteban; Garcia-Vidal, F. J.; Rodrigo, Sergio G.; Martin-Moreno, L.; Bozhevolnyi, Sergey I.","","","","OPTICS LETTERS","DEC 1 2006","2006","31","23","","","","3447","3449","","10.1364/OL.31.003447","","","162","11.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","14","25","9","14","16","15","14","8","14","8","8","2"
"Plasmonic colour generation","Kristensen, Anders; Yang, Joel K. W.; Bozhevolnyi, Sergey I.; Link, Stephan; Nordlander, Peter; Halas, Naomi J.; Mortensen, N. Asger","","","","NATURE REVIEWS MATERIALS","JAN 2017","2017","2","1","","","","","","16088","10.1038/natrevmats.2016.88","","","157","52.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","66","50"
"Radiation guiding with surface plasmon polaritons","Han, Zhanghua; Bozhevolnyi, Sergey I.","","","","REPORTS ON PROGRESS IN PHYSICS","JAN 2013","2013","76","1","","","","","","016402","10.1088/0034-4885/76/1/016402","","","155","22.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","33","27","18","32","17","15"
"Plasmonic metasurfaces for efficient phase control in reflection","Pors, Anders; Bozhevolnyi, Sergey I.","","","","OPTICS EXPRESS","NOV 4 2013","2013","21","22","","","","27438","27451","","10.1364/OE.21.027438","","","152","21.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","13","24","27","28","43","16"
"Nonlocal optical response in metallic nanostructures","Raza, Soren; Bozhevolnyi, Sergey I.; Wubs, Martijn; Mortensen, N. Asger","","","","JOURNAL OF PHYSICS-CONDENSED MATTER","MAY 13 2015","2015","27","18","","","","","","183204","10.1088/0953-8984/27/18/183204","","","149","29.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","31","40","42","19"
"Triangular metal wedges for subwavelength plasmon-polariton guiding at telecom wavelengths","Boltasseva, Alexandra; Volkov, Valentyn S.; Nielsen, Rasmus B.; Moreno, Esteban; Rodrigo, Sergio G.; Bozhevolnyi, Sergey I.","","","","OPTICS EXPRESS","APR 14 2008","2008","16","8","","","","5252","5260","","10.1364/OE.16.005252","","","149","12.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","15","14","17","15","20","15","15","9","15","7","5"
"Wavelength selective nanophotonic components utilizing channel plasmon polaritons","Volkov, Valentyn S.; Bozhevolnyi, Sergey I.; Devaux, Eloise; Laluet, Jean-Yves; Ebbesen, Thomas W.","","","","NANO LETTERS","APR 2007","2007","7","4","","","","880","884","","10.1021/nl070209b","","","142","10.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","16","12","11","16","21","19","12","12","6","8","4","1"
"CONFIGURATIONAL RESONANCES IN OPTICAL NEAR-FIELD MICROSCOPY - A RIGOROUS POINT-DIPOLE APPROACH","KELLER, O; XIAO, MF; BOZHEVOLNYI, S","","","","SURFACE SCIENCE","JAN 1 1993","1993","280","1-2","","","","217","230","","10.1016/0039-6028(93)90370-Y","","","142","5.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","15","15","5","9","5","6","14","6","5","9","4","6","7","2","1","3","2","6","6","2","1","2","2","2"
"Efficient absorption of visible radiation by gap plasmon resonators","Nielsen, Michael G.; Pors, Anders; Albrektsen, Ole; Bozhevolnyi, Sergey I.","","","","OPTICS EXPRESS","JUN 4 2012","2012","20","12","","","","13311","13319","","10.1364/OE.20.013311","","","130","16.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","26","16","14","21","22","13"
"Thermo-optic control of dielectric-loaded plasmonic waveguide components","Gosciniak, Jacek; Bozhevolnyi, Sergey I.; Andersen, Thomas B.; Volkov, Valentyn S.; Kjelstrup-Hansen, Jakob; Markey, Laurent; Dereux, Alain","","","","OPTICS EXPRESS","JAN 18 2010","2010","18","2","","","","1207","1216","","10.1364/OE.18.001207","","","129","12.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","23","23","17","13","16","11","9","6","1"
"Effective-index modeling of channel plasmon polaritons","Bozhevolnyi, Sergey I.","","","","OPTICS EXPRESS","OCT 2 2006","2006","14","20","","","","9467","9476","","10.1364/OE.14.009467","","","128","9.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","14","15","12","11","19","15","6","5","5","5","7","2"
"Two-dimensional micro-optics of surface plasmons","Bozhevolnyi, SI; Pudonin, FA","","","","PHYSICAL REVIEW LETTERS","APR 7 1997","1997","78","14","","","","2823","2826","","10.1103/PhysRevLett.78.2823","","","120","5.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","7","6","15","8","14","8","15","7","10","4","6","3","1","2","6","0","1","0","0","1","0"
"Nanofocusing with Channel Plasmon Polaritons","Volkov, Valentyn S.; Bozhevolnyi, Sergey I.; Rodrigo, Sergio G.; Martin-Moreno, Luis; Garcia-Vidal, Francisco J.; Devaux, Eloise; Ebbesen, Thomas W.","","","","NANO LETTERS","MAR 2009","2009","9","3","","","","1278","1282","","10.1021/nl900268v","","","115","10.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","19","14","16","10","13","11","12","6","4","3"
