PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Brabec, T; Krausz, F								Intense few-cycle laser fields: Frontiers of nonlinear optics								REVIEWS OF MODERN PHYSICS				72	2			545	591		10.1103/RevModPhys.72.545			APR 2000	2000										2231							WOS:000087128700005		
J	Ullrich, J; Moshammer, R; Dorn, A; Dorner, R; Schmidt, LPH; Schmidt-Bocking, H								Recoil-ion and electron momentum spectroscopy: reaction-microscopes								REPORTS ON PROGRESS IN PHYSICS				66	9			1463	1545	PII S0034-4885(03)79242-2	10.1088/0034-4885/66/9/203			SEP 2003	2003										1050							WOS:000185944000003		
J	Wernet, P; Nordlund, D; Bergmann, U; Cavalleri, M; Odelius, M; Ogasawara, H; Naslund, LA; Hirsch, TK; Ojamae, L; Glatzel, P; Pettersson, LGM; Nilsson, A								The structure of the first coordination shell in liquid water								SCIENCE				304	5673			995	999		10.1126/science.1096205			MAY 14 2004	2004										983							WOS:000221383300044		
J	Jungwirth, P; Tobias, DJ								Specific ion effects at the air/water interface								CHEMICAL REVIEWS				106	4			1259	1281		10.1021/cr0403741			APR 2006	2006										888							WOS:000236990300007		
J	Ishikawa, Tetsuya; Aoyagi, Hideki; Asaka, Takao; Asano, Yoshihiro; Azumi, Noriyoshi; Bizen, Teruhiko; Ego, Hiroyasu; Fukami, Kenji; Fukui, Toru; Furukawa, Yukito; Goto, Shunji; Hanaki, Hirofumi; Hara, Toru; Hasegawa, Teruaki; Hatsui, Takaki; Higashiya, Atsushi; Hirono, Toko; Hosoda, Naoyasu; Ishii, Miho; Inagaki, Takahiro; Inubushi, Yuichi; Itoga, Toshiro; Joti, Yasumasa; Kago, Masahiro; Kameshima, Takashi; Kimura, Hiroaki; Kirihara, Yoichi; Kiyomichi, Akio; Kobayashi, Toshiaki; Kondo, Chikara; Kudo, Togo; Maesaka, Hirokazu; Marechal, Xavier M.; Masuda, Takemasa; Matsubara, Shinichi; Matsumoto, Takahiro; Matsushita, Tomohiro; Matsui, Sakuo; Nagasono, Mitsuru; Nariyama, Nobuteru; Ohashi, Haruhiko; Ohata, Toru; Ohshima, Takashi; Ono, Shun; Otake, Yuji; Saji, Choji; Sakurai, Tatsuyuki; Sato, Takahiro; Sawada, Kei; Seike, Takamitsu; Shirasawa, Katsutoshi; Sugimoto, Takashi; Suzuki, Shinsuke; Takahashi, Sunao; Takebe, Hideki; Takeshita, Kunikazu; Tamasaku, Kenji; Tanaka, Hitoshi; Tanaka, Ryotaro; Tanaka, Takashi; Togashi, Tadashi; Togawa, Kazuaki; Tokuhisa, Atsushi; Tomizawa, Hiromitsu; Tono, Kensuke; Wu, Shukui; Yabashi, Makina; Yamaga, Mitsuhiro; Yamashita, Akihiro; Yanagida, Kenichi; Zhang, Chao; Shintake, Tsumoru; Kitamura, Hideo; Kumagai, Noritaka								A compact X-ray free-electron laser emitting in the sub-angstrom region								NATURE PHOTONICS				6	8			540	544		10.1038/nphoton.2012.141			AUG 2012	2012										855							WOS:000307046800014		
J	Appel, Aaron M.; Bercaw, John E.; Bocarsly, Andrew B.; Dobbek, Holger; DuBois, Daniel L.; Dupuis, Michel; Ferry, James G.; Fujita, Etsuko; Hille, Russ; Kenis, Paul J. A.; Kerfeld, Cheal A.; Morris, Robert H.; Peden, Charles H. F.; Portis, Archie R.; Ragsdale, Stephen W.; Rauchfuss, Thomas B.; Reek, Joost N. H.; Seefeldt, Lance C.; Thauer, Rudolf K.; Waldrop, Grover L.								Frontiers, Opportunities, and Challenges in Biochemical and Chemical Catalysis of CO2 Fixation								CHEMICAL REVIEWS				113	8			6621	6658		10.1021/cr300463y			AUG 2013	2013										780							WOS:000323301200017		
J	Dorner, R; Mergel, V; Jagutzki, O; Spielberger, L; Ullrich, J; Moshammer, R; Schmidt-Bocking, H								Cold Target Recoil Ion Momentum Spectroscopy: a 'momentum microscope' to view atomic collision dynamics								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				330	2-3			95	192		10.1016/S0370-1573(99)00109-X			JUN 2000	2000										711							WOS:000086809300001		
J	Di Piazza, A.; Mueller, C.; Hatsagortsyan, K. Z.; Keitel, C. H.								Extremely high-intensity laser interactions with fundamental quantum systems								REVIEWS OF MODERN PHYSICS				84	3			1177	1228		10.1103/RevModPhys.84.1177			AUG 16 2012	2012										710							WOS:000307713300001		
J	Shen, YR; Ostroverkhov, V								Sum-frequency vibrational spectroscopy on water interfaces: Polar orientation of water molecules at interfaces								CHEMICAL REVIEWS				106	4			1140	1154		10.1021/cr040377d			APR 2006	2006										666							WOS:000236990300002		
J	Allaria, E.; Appio, R.; Badano, L.; Barletta, W. A.; Bassanese, S.; Biedron, S. G.; Borga, A.; Busetto, E.; Castronovo, D.; Cinquegrana, P.; Cleva, S.; Cocco, D.; Cornacchia, M.; Craievich, P.; Cudin, I.; D'Auria, G.; Dal Forno, M.; Danailov, M. B.; De Monte, R.; De Ninno, G.; Delgiusto, P.; Demidovich, A.; Di Mitri, S.; Diviacco, B.; Fabris, A.; Fabris, R.; Fawley, W.; Ferianis, M.; Ferrari, E.; Ferry, S.; Froehlich, L.; Furlan, P.; Gaio, G.; Gelmetti, F.; Giannessi, L.; Giannini, M.; Gobessi, R.; Ivanov, R.; Karantzoulis, E.; Lonza, M.; Lutman, A.; Mahieu, B.; Milloch, M.; Milton, S. V.; Musardo, M.; Nikolov, I.; Noe, S.; Parmigiani, F.; Penco, G.; Petronio, M.; Pivetta, L.; Predonzani, M.; Rossi, F.; Rumiz, L.; Salom, A.; Scafuri, C.; Serpico, C.; Sigalotti, P.; Spampinati, S.; Spezzani, C.; Svandrlik, M.; Svetina, C.; Tazzari, S.; Trovo, M.; Umer, R.; Vascotto, A.; Veronese, M.; Visintini, R.; Zaccaria, M.; Zangrando, D.; Zangrando, M.								Highly coherent and stable pulses from the FERMI seeded free-electron laser in the extreme ultraviolet								NATURE PHOTONICS				6	10			699	704		10.1038/NPHOTON.2012.233			OCT 2012	2012										472							WOS:000309523900018		
J	Wang, HF; Gan, W; Lu, R; Rao, Y; Wu, BH								Quantitative spectral and orientational analysis in surface sum frequency generation vibrational spectroscopy (SFG-VS)								INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY				24	2			191	256		10.1080/01442350500225894			APR 2005	2005										454							WOS:000233115200001		
J	Boutet, Sebastien; Lomb, Lukas; Williams, Garth J.; Barends, Thomas R. M.; Aquila, Andrew; Doak, R. Bruce; Weierstall, Uwe; DePonte, Daniel P.; Steinbrener, Jan; Shoeman, Robert L.; Messerschmidt, Marc; Barty, Anton; White, Thomas A.; Kassemeyer, Stephan; Kirian, Richard A.; Seibert, M. Marvin; Montanez, Paul A.; Kenney, Chris; Herbst, Ryan; Hart, Philip; Pines, Jack; Haller, Gunther; Gruner, Sol M.; Philipp, Hugh T.; Tate, Mark W.; Hromalik, Marianne; Koerner, Lucas J.; van Bakel, Niels; Morse, John; Ghonsalves, Wilfred; Arnlund, David; Bogan, Michael J.; Caleman, Carl; Fromme, Raimund; Hampton, Christina Y.; Hunter, Mark S.; Johansson, Linda C.; Katona, Gergely; Kupitz, Christopher; Liang, Mengning; Martin, Andrew V.; Nass, Karol; Redecke, Lars; Stellato, Francesco; Timneanu, Nicusor; Wang, Dingjie; Zatsepin, Nadia A.; Schafer, Donald; Defever, James; Neutze, Richard; Fromme, Petra; Spence, John C. H.; Chapman, Henry N.; Schlichting, Ilme								High-Resolution Protein Structure Determination by Serial Femtosecond Crystallography								SCIENCE				337	6092			362	364		10.1126/science.1217737			JUL 20 2012	2012										453							WOS:000306542600057		
J	Ogasawara, H; Brena, B; Nordlund, D; Nyberg, M; Pelmenschikov, A; Pettersson, LGM; Nilsson, A								Structure and bonding of water on Pt(111)								PHYSICAL REVIEW LETTERS				89	27					276102	10.1103/PhysRevLett.89.276102			DEC 30 2002	2002										393							WOS:000179949600037		
J	Smith, JD; Cappa, CD; Wilson, KR; Messer, BM; Cohen, RC; Saykally, RJ								Energetics of hydrogen bond network rearrangements in liquid water								SCIENCE				306	5697			851	853		10.1126/science.1102560			OCT 29 2004	2004										376							WOS:000224969400040		
J	Gel'mukhanov, F; Agren, H								Resonant X-ray Raman scattering								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				312	3-6			87	330		10.1016/S0370-1573(99)00003-4			MAY 1999	1999										363							WOS:000079824600001		
J	Weiss, Richard G.								The Past, Present, and Future of Molecular Gels. What Is the Status of the Field, and Where Is It Going?								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	21			7519	7530		10.1021/ja503363v			MAY 28 2014	2014										347							WOS:000336635400001		
J	McNeil, Brian W. J.; Thompson, Neil R.								X-ray free-electron lasers								NATURE PHOTONICS				4	12			814	821		10.1038/nphoton.2010.239			DEC 2010	2010										337							WOS:000284753200011		
J	Amann, J.; Berg, W.; Blank, V.; Decker, F. -J.; Ding, Y.; Emma, P.; Feng, Y.; Frisch, J.; Fritz, D.; Hastings, J.; Huang, Z.; Krzywinski, J.; Lindberg, R.; Loos, H.; Lutman, A.; Nuhn, H. -D.; Ratner, D.; Rzepiela, J.; Shu, D.; Shvyd'ko, Yu; Spampinati, S.; Stoupin, S.; Terentyev, S.; Trakhtenberg, E.; Walz, D.; Welch, J.; Wu, J.; Zholents, A.; Zhu, D.								Demonstration of self-seeding in a hard-X-ray free-electron laser								NATURE PHOTONICS				6	10			693	698		10.1038/NPHOTON.2012.180			OCT 2012	2012										335							WOS:000309523900017		
J	Popmintchev, Tenio; Chen, Ming-Chang; Arpin, Paul; Murnane, Margaret M.; Kapteyn, Henry C.								The attosecond nonlinear optics of bright coherent X-ray generation								NATURE PHOTONICS				4	12			822	832		10.1038/nphoton.2010.256			DEC 2010	2010										325							WOS:000284753200012		
J	Kang, Yanyong; Zhou, X. Edward; Gao, Xiang; He, Yuanzheng; Liu, Wei; Ishchenko, Andrii; Barty, Anton; Sathish, D.; Yefanov, Oleksandr; Han, Gye Won; Xu, Qingping; de Waal, Parker W.; Ke, Jiyuan; Tan, M. H. Eileen; Zhang, Chenghai; Moeller, Arne; West, Graham M.; Pascal, Bruce D.; Van Eps, Ned; Caro, Lydia N.; Vishnivetskiy, Sergey A.; Lee, Regina J.; Suino-Powell, Kelly M.; Gu, Xin; Pal, Kuntal; Ma, Jinming; Zhi, Xiaoyong; Boutet, Sebastien; Williams, Garth J.; Messerschmidt, Marc; Gati, Cornelius; Zatsepin, Nadia A.; Wang, Dingjie; James, Daniel; Basu, Shibom; Roy-Chowdhury, Shatabdi; Conrad, Chelsie E.; Coe, Jesse; Liu, Haiguang; Lisova, Stella; Kupitz, Christopher; Grotjohann, Ingo; Fromme, Raimund; Jiang, Yi; Tan, Minjia; Yang, Huaiyu; Li, Jun; Wang, Meitian; Zheng, Zhong; Li, Dianfan; Howe, Nicole; Zhao, Yingming; Standfuss, Joerg; Diederichs, Kay; Dong, Yuhui; Potter, Clinton S.; Carragher, Bridget; Caffrey, Martin; Jiang, Hualiang; Chapman, Henry N.; Spence, John C. H.; Fromme, Petra; Weierstall, Uwe; Ernst, Oliver P.; Katritch, Vsevolod; Gurevich, Vsevolod V.; Griffin, Patrick R.; Hubbell, Wayne L.; Stevens, Raymond C.; Cherezov, Vadim; Melcher, Karsten; Xu, H. Eric								Crystal structure of rhodopsin bound to arrestin by femtosecond X-ray laser								NATURE				523	7562			561	+		10.1038/nature14656			JUL 30 2015	2015										317							WOS:000358655200038		
J	Scholz, Matthias; Hey-Hawkins, Evamarie								Carbaboranes as Pharmacophores: Properties, Synthesis, and Application Strategies								CHEMICAL REVIEWS				111	11			7035	7062		10.1021/cr200038x			NOV 2011	2011										316							WOS:000296685200009		
J	Sakdinawat, Anne; Attwood, David								Nanoscale X-ray imaging								NATURE PHOTONICS				4	12			840	848		10.1038/nphoton.2010.267			DEC 2010	2010										313							WOS:000284753200014		
J	Winter, B; Faubel, M								Photoemission from liquid aqueous solutions								CHEMICAL REVIEWS				106	4			1176	1211		10.1021/cr040381p			APR 2006	2006										311							WOS:000236990300004		
J	Corde, S.; Phuoc, K. Ta; Lambert, G.; Fitour, R.; Malka, V.; Rousse, A.; Beck, A.; Lefebvre, E.								Femtosecond x rays from laser-plasma accelerators								REVIEWS OF MODERN PHYSICS				85	1			1	48		10.1103/RevModPhys.85.1			JAN 9 2013	2013										309							WOS:000313339600001		
J	Blaga, Cosmin I.; Xu, Junliang; DiChiara, Anthony D.; Sistrunk, Emily; Zhang, Kaikai; Agostini, Pierre; Miller, Terry A.; DiMauro, Louis F.; Lin, C. D.								Imaging ultrafast molecular dynamics with laser-induced electron diffraction								NATURE				483	7388			194	197		10.1038/nature10820			MAR 8 2012	2012										304							WOS:000301174900034		
J	Bordiga, Silvia; Groppo, Elena; Agostini, Giovanni; van Bokhoven, Jeroen A.; Lamberti, Carlo								Reactivity of Surface Species in Heterogeneous Catalysts Probed by In Situ X-ray Absorption Techniques								CHEMICAL REVIEWS				113	3			1736	1850		10.1021/cr2000898			MAR 2013	2013										292							WOS:000316243600012		
J	King, RB								Three-dimensional aromaticity in polyhedral boranes and related molecules								CHEMICAL REVIEWS				101	5			1119	1152		10.1021/cr000442t			MAY 2001	2001										290							WOS:000168684700002		
J	Vaz, C. A. F.								Electric field control of magnetism in multiferroic heterostructures								JOURNAL OF PHYSICS-CONDENSED MATTER				24	33					333201	10.1088/0953-8984/24/33/333201			AUG 22 2012	2012										283							WOS:000306997300001		
J	Kuo, IFW; Mundy, CJ								An ab initio molecular dynamics study of the aqueous liquid-vapor interface								SCIENCE				303	5658			658	660		10.1126/science.1092787			JAN 30 2004	2004										282							WOS:000188530800036		
J	Calegari, F.; Ayuso, D.; Trabattoni, A.; Belshaw, L.; De Camillis, S.; Anumula, S.; Frassetto, F.; Poletto, L.; Palacios, A.; Decleva, P.; Greenwood, J. B.; Martin, F.; Nisoli, M.								Ultrafast electron dynamics in phenylalanine initiated by attosecond pulses								SCIENCE				346	6207			336	339		10.1126/science.1254061			OCT 17 2014	2014										275							WOS:000343041100040		
J	Redecke, Lars; Nass, Karol; DePonte, Daniel P.; White, Thomas A.; Rehders, Dirk; Barty, Anton; Stellato, Francesco; Liang, Mengning; Barends, Thomas R. M.; Boutet, Sebastien; Williams, Garth J.; Messerschmidt, Marc; Seibert, M. Marvin; Aquila, Andrew; Arnlund, David; Bajt, Sasa; Barth, Torsten; Bogan, Michael J.; Caleman, Carl; Chao, Tzu-Chiao; Doak, R. Bruce; Fleckenstein, Holger; Frank, Matthias; Fromme, Raimund; Galli, Lorenzo; Grotjohann, Ingo; Hunter, Mark S.; Johansson, Linda C.; Kassemeyer, Stephan; Katona, Gergely; Kirian, Richard A.; Koopmann, Rudolf; Kupitz, Chris; Lomb, Lukas; Martin, Andrew V.; Mogk, Stefan; Neutze, Richard; Shoeman, Robert L.; Steinbrener, Jan; Timneanu, Nicusor; Wang, Dingjie; Weierstall, Uwe; Zatsepin, Nadia A.; Spence, John C. H.; Fromme, Petra; Schlichting, Ilme; Duszenko, Michael; Betzel, Christian; Chapman, Henry N.								Natively Inhibited Trypanosoma brucei Cathepsin B Structure Determined by Using an X-ray Laser								SCIENCE				339	6116			227	230		10.1126/science.1229663			JAN 11 2013	2013										269							WOS:000313328200050		
J	Ostroverkhov, V; Waychunas, GA; Shen, YR								New information on water interfacial structure revealed by phase-sensitive surface spectroscopy								PHYSICAL REVIEW LETTERS				94	4					046102	10.1103/PhysRevLett.94.046102			FEB 4 2005	2005										269							WOS:000226779000043		
J	Yano, Junko; Yachandra, Vittal								Mn4Ca Cluster in Photosynthesis: Where and How Water is Oxidized to Dioxygen								CHEMICAL REVIEWS				114	8			4175	4205		10.1021/cr4004874			APR 23 2014	2014										266							WOS:000335086300006		
J	Sciaini, German; Miller, R. J. Dwayne								Femtosecond electron diffraction: heralding the era of atomically resolved dynamics								REPORTS ON PROGRESS IN PHYSICS				74	9					096101	10.1088/0034-4885/74/9/096101			SEP 2011	2011										261							WOS:000295157400001		
