PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Baughman, RH; Zakhidov, AA; de Heer, WA								Carbon nanotubes - the route toward applications								SCIENCE				297	5582			787	792		10.1126/science.1060928			AUG 2 2002	2002										7845							WOS:000177192800036		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5619							WOS:000228412800002		
J	Snyder, G. Jeffrey; Toberer, Eric S.								Complex thermoelectric materials								NATURE MATERIALS				7	2			105	114		10.1038/nmat2090			FEB 2008	2008										5074							WOS:000252673000014		
J	Huang, ZM; Zhang, YZ; Kotaki, M; Ramakrishna, S								A review on polymer nanofibers by electrospinning and their applications in nanocomposites								COMPOSITES SCIENCE AND TECHNOLOGY				63	15			2223	2253		10.1016/S0266-3538(03)00178-7			NOV 2003	2003										4806							WOS:000185304300010		
J	Park, Sungjin; Ruoff, Rodney S.								Chemical methods for the production of graphenes								NATURE NANOTECHNOLOGY				4	4			217	224		10.1038/NNANO.2009.58			APR 2009	2009										4601							WOS:000265457300010		
J	Robertson, J								Diamond-like amorphous carbon								MATERIALS SCIENCE & ENGINEERING R-REPORTS				37	4-6			129	281	PII S0927-796X(02)00005-0	10.1016/S0927-796X(02)00005-0			MAY 24 2002	2002										4021							WOS:000176298100001		
J	Coleman, Jonathan N.; Lotya, Mustafa; O'Neill, Arlene; Bergin, Shane D.; King, Paul J.; Khan, Umar; Young, Karen; Gaucher, Alexandre; De, Sukanta; Smith, Ronan J.; Shvets, Igor V.; Arora, Sunil K.; Stanton, George; Kim, Hye-Young; Lee, Kangho; Kim, Gyu Tae; Duesberg, Georg S.; Hallam, Toby; Boland, John J.; Wang, Jing Jing; Donegan, John F.; Grunlan, Jaime C.; Moriarty, Gregory; Shmeliov, Aleksey; Nicholls, Rebecca J.; Perkins, James M.; Grieveson, Eleanor M.; Theuwissen, Koenraad; McComb, David W.; Nellist, Peter D.; Nicolosi, Valeria								Two-Dimensional Nanosheets Produced by Liquid Exfoliation of Layered Materials								SCIENCE				331	6017			568	571		10.1126/science.1194975			FEB 4 2011	2011										3638							WOS:000286933600049		
J	Xia, Younan; Xiong, Yujie; Lim, Byungkwon; Skrabalak, Sara E.								Shape-Controlled Synthesis of Metal Nanocrystals: Simple Chemistry Meets Complex Physics?								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	1			60	103		10.1002/anie.200802248			2009	2009										3475							WOS:000262420700006		
J	Meyer, Jannik C.; Geim, A. K.; Katsnelson, M. I.; Novoselov, K. S.; Booth, T. J.; Roth, S.								The structure of suspended graphene sheets								NATURE				446	7131			60	63		10.1038/nature05545			MAR 1 2007	2007										3309							WOS:000244525600036		
J	Tasis, D; Tagmatarchis, N; Bianco, A; Prato, M								Chemistry of carbon nanotubes								CHEMICAL REVIEWS				106	3			1105	1136		10.1021/cr050569o			MAR 2006	2006										3036							WOS:000236018800011		
J	Fan, SS; Chapline, MG; Franklin, NR; Tombler, TW; Cassell, AM; Dai, HJ								Self-oriented regular arrays of carbon nanotubes and their field emission properties								SCIENCE				283	5401			512	514		10.1126/science.283.5401.512			JAN 22 1999	1999										2876							WOS:000078203300028		
J	Malard, L. M.; Pimenta, M. A.; Dresselhaus, G.; Dresselhaus, M. S.								Raman spectroscopy in graphene								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				473	5-6			51	87		10.1016/j.physrep.2009.02.003			APR 2009	2009										2794							WOS:000266061300001		
J	Liu, Chang; Li, Feng; Ma, Lai-Peng; Cheng, Hui-Ming								Advanced Materials for Energy Storage								ADVANCED MATERIALS				22	8			E28	+		10.1002/adma.200903328			FEB 23 2010	2010										2743							WOS:000275253400010		
J	Rao, C. N. R.; Sood, A. K.; Subrahmanyam, K. S.; Govindaraj, A.								Graphene: The New Two-Dimensional Nanomaterial								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	42			7752	7777		10.1002/anie.200901678			2009	2009										2673							WOS:000270846600005		
J	Wang, ZL								Zinc oxide nanostructures: growth, properties and applications								JOURNAL OF PHYSICS-CONDENSED MATTER				16	25			R829	R858	PII S0953-8984(04)58969-5	10.1088/0953-8984/16/25/R01			JUN 30 2004	2004										2629							WOS:000222952800003		
J	Talapin, Dmitri V.; Lee, Jong-Soo; Kovalenko, Maksym V.; Shevchenko, Elena V.								Prospects of Colloidal Nanocrystals for Electronic and Optoelectronic Applications								CHEMICAL REVIEWS				110	1			389	458		10.1021/cr900137k			JAN 2010	2010										2546							WOS:000274255700014		
J	Bell, Lon E.								Cooling, heating, generating power, and recovering waste heat with thermoelectric systems								SCIENCE				321	5895			1457	1461		10.1126/science.1158899			SEP 12 2008	2008										2442							WOS:000259121800030		
J	Pandolfo, A. G.; Hollenkamp, A. F.								Carbon properties and their role in supercapacitors								JOURNAL OF POWER SOURCES				157	1			11	27		10.1016/j.jpowsour.2006.02.065			JUN 19 2006	2006										2407							WOS:000238587900003		
J	Moniruzzaman, Mohammad; Winey, Karen I.								Polymer nanocomposites containing carbon nanotubes								MACROMOLECULES				39	16			5194	5205		10.1021/ma060733p			AUG 8 2006	2006										2342							WOS:000239400800009		
J	Kosynkin, Dmitry V.; Higginbotham, Amanda L.; Sinitskii, Alexander; Lomeda, Jay R.; Dimiev, Ayrat; Price, B. Katherine; Tour, James M.								Longitudinal unzipping of carbon nanotubes to form graphene nanoribbons								NATURE				458	7240			872	U5		10.1038/nature07872			APR 16 2009	2009										2302							WOS:000265182500039		
J	Ramanathan, T.; Abdala, A. A.; Stankovich, S.; Dikin, D. A.; Herrera-Alonso, M.; Piner, R. D.; Adamson, D. H.; Schniepp, H. C.; Chen, X.; Ruoff, R. S.; Nguyen, S. T.; Aksay, I. A.; Prud'homme, R. K.; Brinson, L. C.								Functionalized graphene sheets for polymer nanocomposites								NATURE NANOTECHNOLOGY				3	6			327	331		10.1038/nnano.2008.96			JUN 2008	2008										2289							WOS:000256612500011		
J	Lou, Xiong Wen (David); Archer, Lynden A.; Yang, Zichao								Hollow Micro-/Nanostructures: Synthesis and Applications								ADVANCED MATERIALS				20	21			3987	4019		10.1002/adma.200800854			NOV 3 2008	2008										2281							WOS:000261040000002		
J	Damascelli, A; Hussain, Z; Shen, ZX								Angle-resolved photoemission studies of the cuprate superconductors								REVIEWS OF MODERN PHYSICS				75	2			473	541		10.1103/RevModPhys.75.473			APR 2003	2003										2258							WOS:000182718200004		
J	Borup, Rod; Meyers, Jeremy; Pivovar, Bryan; Kim, Yu Seung; Mukundan, Rangachary; Garland, Nancy; Myers, Deborah; Wilson, Mahlon; Garzon, Fernando; Wood, David; Zelenay, Piotr; More, Karren; Stroh, Ken; Zawodzinski, Tom; Boncella, James; McGrath, James E.; Inaba, Minoru; Miyatake, Kenji; Hori, Michio; Ota, Kenichiro; Ogumi, Zempachi; Miyata, Seizo; Nishikata, Atsushi; Siroma, Zyun; Uchimoto, Yoshiharu; Yasuda, Kazuaki; Kimijima, Ken-ichi; Iwashita, Norio								Scientific aspects of polymer electrolyte fuel cell durability and degradation								CHEMICAL REVIEWS				107	10			3904	3951		10.1021/cr050182l			OCT 2007	2007										2097							WOS:000249839900003		
J	Heremans, Joseph P.; Jovovic, Vladimir; Toberer, Eric S.; Saramat, Ali; Kurosaki, Ken; Charoenphakdee, Anek; Yamanaka, Shinsuke; Snyder, G. Jeffrey								Enhancement of thermoelectric efficiency in PbTe by distortion of the electronic density of states								SCIENCE				321	5888			554	557		10.1126/science.1159725			JUL 25 2008	2008										2028							WOS:000257888900045		
