PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Kim, Hye Ri; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio								Roll-to-roll production of 30-inch graphene films for transparent electrodes								NATURE NANOTECHNOLOGY				5	8			574	578		10.1038/NNANO.2010.132			AUG 2010	2010										5126							WOS:000280631900009		
J	Guenes, Serap; Neugebauer, Helmut; Sariciftci, Niyazi Serdar								Conjugated polymer-based organic solar cells								CHEMICAL REVIEWS				107	4			1324	1338		10.1021/cr050149z			APR 2007	2007										4838							WOS:000245600000012		
J	Eda, Goki; Fanchini, Giovanni; Chhowalla, Manish								Large-area ultrathin films of reduced graphene oxide as a transparent and flexible electronic material								NATURE NANOTECHNOLOGY				3	5			270	274		10.1038/nnano.2008.83			MAY 2008	2008										3088							WOS:000255756200011		
J	Rogers, John A.; Someya, Takao; Huang, Yonggang								Materials and Mechanics for Stretchable Electronics								SCIENCE				327	5973			1603	1607		10.1126/science.1182383			MAR 26 2010	2010										2263							WOS:000275970600032		
J	Kamat, Prashant V.								Quantum Dot Solar Cells. Semiconductor Nanocrystals as Light Harvesters								JOURNAL OF PHYSICAL CHEMISTRY C				112	48			18737	18753		10.1021/jp806791s			DEC 4 2008	2008										1966							WOS:000261218400007		
J	Kim, Dae-Hyeong; Lu, Nanshu; Ma, Rui; Kim, Yun-Soung; Kim, Rak-Hwan; Wang, Shuodao; Wu, Jian; Won, Sang Min; Tao, Hu; Islam, Ahmad; Yu, Ki Jun; Kim, Tae-il; Chowdhury, Raeed; Ying, Ming; Xu, Lizhi; Li, Ming; Chung, Hyun-Joong; Keum, Hohyun; McCormick, Martin; Liu, Ping; Zhang, Yong-Wei; Omenetto, Fiorenzo G.; Huang, Yonggang; Coleman, Todd; Rogers, John A.								Epidermal Electronics								SCIENCE				333	6044			838	843		10.1126/science.1206157			AUG 12 2011	2011										1947							WOS:000293785400031		
J	Manthiram, Arumugam; Fu, Yongzhu; Chung, Sheng-Heng; Zu, Chenxi; Su, Yu-Sheng								Rechargeable Lithium-Sulfur Batteries								CHEMICAL REVIEWS				114	23			11751	11787		10.1021/cr500062v			DEC 10 2014	2014										1602							WOS:000346323200009		
J	Pan, Huilin; Hu, Yong-Sheng; Chen, Liquan								Room-temperature stationary sodium-ion batteries for large-scale electric energy storage								ENERGY & ENVIRONMENTAL SCIENCE				6	8			2338	2360		10.1039/c3ee40847g			AUG 2013	2013										1585							WOS:000321983800007		
J	Jiang, Jian; Li, Yuanyuan; Liu, Jinping; Huang, Xintang; Yuan, Changzhou; Lou, Xiong Wen (David)								Recent Advances in Metal Oxide-based Electrode Architecture Design for Electrochemical Energy Storage								ADVANCED MATERIALS				24	38			5166	5180		10.1002/adma.201202146			OCT 2 2012	2012										1584							WOS:000309176800002		
J	Wu, Qiong; Xu, Yuxi; Yao, Zhiyi; Liu, Anran; Shi, Gaoquan								Supercapacitors Based on Flexible Graphene/Polyaniline Nanofiber Composite Films								ACS NANO				4	4			1963	1970		10.1021/nn1000035			APR 2010	2010										1576							WOS:000276956800027		
J	Lipomi, Darren J.; Vosgueritchian, Michael; Tee, Benjamin C-K.; Hellstrom, Sondra L.; Lee, Jennifer A.; Fox, Courtney H.; Bao, Zhenan								Skin-like pressure and strain sensors based on transparent elastic films of carbon nanotubes								NATURE NANOTECHNOLOGY				6	12			788	792		10.1038/NNANO.2011.184			DEC 2011	2011										1575							WOS:000298248300011		
J	Eda, Goki; Chhowalla, Manish								Chemically Derived Graphene Oxide: Towards Large-Area Thin-Film Electronics and Optoelectronics								ADVANCED MATERIALS				22	22			2392	2415		10.1002/adma.200903689			JUN 11 2010	2010										1397							WOS:000279450700001		
J	Xu, Kang								Electrolytes and Interphases in Li-Ion Batteries and Beyond								CHEMICAL REVIEWS				114	23			11503	11618		10.1021/cr500003w			DEC 10 2014	2014										1337							WOS:000346323200004		
J	Lang, Xingyou; Hirata, Akihiko; Fujita, Takeshi; Chen, Mingwei								Nanoporous metal/oxide hybrid electrodes for electrochemical supercapacitors								NATURE NANOTECHNOLOGY				6	4			232	236		10.1038/nnano.2011.13			APR 2011	2011										1332							WOS:000289199700012		
J	Lee, Jung-Yong; Connor, Stephen T.; Cui, Yi; Peumans, Peter								Solution-processed metal nanowire mesh transparent electrodes								NANO LETTERS				8	2			689	692		10.1021/nl073296g			FEB 2008	2008										1329							WOS:000253166200058		
J	Stoller, Meryl D.; Ruoff, Rodney S.								Best practice methods for determining an electrode material's performance for ultracapacitors								ENERGY & ENVIRONMENTAL SCIENCE				3	9			1294	1301		10.1039/c0ee00074d			SEP 2010	2010										1278							WOS:000282334000013		
