AUTHOR IDENTIFIERS: (G-1683-2012)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Roll-to-roll production of 30-inch graphene films for transparent electrodes","Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Kim, Hye Ri; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio","","","","NATURE NANOTECHNOLOGY","AUG 2010","2010","5","8","","","","574","578","","10.1038/NNANO.2010.132","","","5127","512.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","338","554","615","743","680","659","626","533","341","0"
"Energy band-gap engineering of graphene nanoribbons","Han, Melinda Y.; Oezyilmaz, Barbaros; Zhang, Yuanbo; Kim, Philip","","","","PHYSICAL REVIEW LETTERS","MAY 18 2007","2007","98","20","","","","","","206805","10.1103/PhysRevLett.98.206805","","","3633","279.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","160","235","314","362","418","395","366","335","333","299","244","134","0"
"Current saturation in zero-bandgap, topgated graphene field-effect transistors","Meric, Inanc; Han, Melinda Y.; Young, Andrea F.; Ozyilmaz, Barbaros; Kim, Philip; Shepard, Kenneth L.","","","","NATURE NANOTECHNOLOGY","NOV 2008","2008","3","11","","","","654","659","","10.1038/nnano.2008.268","","","1001","83.42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","40","97","86","119","113","98","107","99","89","93","59","0"
"Electric field effect in ultrathin black phosphorus","Koenig, Steven P.; Doganov, Rostislav A.; Schmidt, Hennrik; Castro Neto, A. H.; Oezyilmaz, Barbaros","","","","APPLIED PHYSICS LETTERS","MAR 10 2014","2014","104","10","","","","","","103106","10.1063/1.4868132","","","726","121.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","138","155","173","136","83","0"
"Graphene for Controlled and Accelerated Osteogenic Differentiation of Human Mesenchymal Stem Cells","Nayak, Tapas R.; Andersen, Henrik; Makam, Venkata S.; Khaw, Clement; Bae, Sukang; Xu, Xiangfan; Ee, Pui-Lai R.; Ahn, Jong-Hyun; Hong, Byung Hee; Pastorin, Giorgia; Oezyilmaz, Barbaros","","","","ACS NANO","JUN 2011","2011","5","6","","","","4670","4678","","10.1021/nn200500h","","","510","56.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","20","64","67","71","80","87","77","40","0"
"Interface Engineering of Layer-by-Layer Stacked Graphene Anodes for High-Performance Organic Solar Cells","Wang, Yu; Tong, Shi Wun; Xu, Xiang Fan; Oezyilmaz, Barbaros; Loh, Kian Ping","","","","ADVANCED MATERIALS","APR 5 2011","2011","23","13","","","","1514","1518","","10.1002/adma.201003673","","","369","41.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","45","60","62","63","35","38","38","18","0"
"Electronic transport and quantum hall effect in bipolar graphene p-n-p junctions","Oezyilmaz, Barbaros; Jarillo-Herrero, Pablo; Efetov, Dmitri; Abanin, Dmitry A.; Levitov, Leonid S.; Kim, Philip","","","","PHYSICAL REVIEW LETTERS","OCT 19 2007","2007","99","16","","","","","","166804","10.1103/PhysRevLett.99.166804","","","351","27.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","45","38","41","33","32","27","29","27","22","18","23","14","0"
"Length-dependent thermal conductivity in suspended single-layer graphene","Xu, Xiangfan; Pereira, Luiz F. C.; Wang, Yu; Wu, Jing; Zhang, Kaiwen; Zhao, Xiangming; Bae, Sukang; Cong Tinh Bui; Xie, Rongguo; Thong, John T. L.; Hong, Byung Hee; Loh, Kian Ping; Donadio, Davide; Li, Baowen; Oezyilmaz, Barbaros","","","","NATURE COMMUNICATIONS","APR 2014","2014","5","","","","","","","3689","10.1038/ncomms4689","","","326","54.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","53","52","76","71","61","0"
"Transport Properties of Monolayer MoS2 Grown by Chemical Vapor Deposition","Schmidt, Hennrik; Wang, Shunfeng; Chu, Leiqiang; Toh, Minglin; Kumar, Rajeev; Zhao, Weijie; Neto, A. H. Castro; Martin, Jens; Adam, Shaffique; Oezyilmaz, Barbaros; Eda, Goki","","","","NANO LETTERS","APR 2014","2014","14","4","","","","1909","1913","","10.1021/nl4046922","","","279","46.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","46","66","68","46","39","0"
"Transport properties of pristine few-layer black phosphorus by van der Waals passivation in an inert atmosphere","Doganov, Rostislav A.; O'Farrell, Eoin C. T.; Koenig, Steven P.; Yeo, Yuting; Ziletti, Angelo; Carvalho, Alexandra; Campbell, David K.; Coker, David F.; Watanabe, Kenji; Taniguchi, Takashi; Castro Neto, Antonio H.; Ozyilmaz, Barbaros","","","","NATURE COMMUNICATIONS","APR 2015","2015","6","","","","","","","6647","10.1038/ncomms7647","","","263","52.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","55","70","72","53","0"
