AUTHOR IDENTIFIERS: (E-6889-2014)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Electromagnetic contributions to single-molecule sensitivity in surface-enhanced Raman scattering","Xu, HX; Aizpurua, J; Kall, M; Apell, P","","","","PHYSICAL REVIEW E","SEP 2000","2000","62","3","B","","","4318","4324","","10.1103/PhysRevE.62.4318","","","1317","65.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","23","25","37","44","83","52","85","87","86","110","104","110","108","93","69","89","69","32"
"Optical properties of gold nanorings","Aizpurua, J; Hanarp, P; Sutherland, DS; Kall, M; Bryant, GW; de Abajo, FJG","","","","PHYSICAL REVIEW LETTERS","FEB 7 2003","2003","90","5","","","","","","057401","10.1103/PhysRevLett.90.057401","","","764","44.94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","22","26","39","39","61","49","67","67","59","70","57","41","62","41","31","26"
"Chemical mapping of a single molecule by plasmon-enhanced Raman scattering","Zhang, R.; Zhang, Y.; Dong, Z. C.; Jiang, S.; Zhang, C.; Chen, L. G.; Zhang, L.; Liao, Y.; Aizpurua, J.; Luo, Y.; Yang, J. L.; Hou, J. G.","","","","NATURE","JUN 6 2013","2013","498","7452","","","","82","86","","10.1038/nature12151","","","739","105.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","86","134","146","142","141","76"
"Revealing the quantum regime in tunnelling plasmonics","Savage, Kevin J.; Hawkeye, Matthew M.; Esteban, Ruben; Borisov, Andrei G.; Aizpurua, Javier; Baumberg, Jeremy J.","","","","NATURE","NOV 22 2012","2012","491","7425","","","","574","577","","10.1038/nature11653","","","567","70.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","65","72","92","101","97","99","38"
"Metallic nanoparticle arrays: A common substrate for both surface-enhanced Raman scattering and surface-enhanced infrared absorption","Le, Fei; Brandl, Daniel W.; Urzhumov, Yaroslav A.; Wang, Hui; Kundu, Janardan; Halas, Naomi J.; Aizpurua, Javier; Nordlander, Peter","","","","ACS NANO","APR 2008","2008","2","4","","","","707","718","","10.1021/nn800047e","","","565","47.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","36","40","43","52","64","61","72","62","46","47","33"
"Bridging quantum and classical plasmonics with a quantum-corrected model","Esteban, Ruben; Borisov, Andrei G.; Nordlander, Peter; Aizpurua, Javier","","","","NATURE COMMUNICATIONS","MAY 2012","2012","3","","","","","","","825","10.1038/ncomms1806","","","547","68.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","70","66","99","82","78","89","41"
"Metal-nanoparticle plasmonics","Pelton, Matthew; Aizpurua, Javier; Bryant, Garnett","","","","LASER & PHOTONICS REVIEWS","JUN 2008","2008","2","3","","","","136","159","","10.1002/lpor.200810003","","","457","38.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20","40","47","54","49","54","48","43","40","36","25"
"Optical properties of coupled metallic nanorods for field-enhanced spectroscopy","Aizpurua, J; Bryant, GW; Richter, LJ; de Abajo, FJG; Kelley, BK; Mallouk, T","","","","PHYSICAL REVIEW B","JUN 2005","2005","71","23","","","","","","235420","10.1103/PhysRevB.71.235420","","","445","29.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","25","47","24","50","46","46","33","41","40","25","23","25","9"
"Resonant Plasmonic and Vibrational Coupling in a Tailored Nanoantenna for Infrared Detection","Neubrech, Frank; Pucci, Annemarie; Cornelius, Thomas Walter; Karim, Shafqat; Garcia-Etxarri, Aitzol; Aizpurua, Javier","","","","PHYSICAL REVIEW LETTERS","OCT 10 2008","2008","101","15","","","","","","157403","10.1103/PhysRevLett.101.157403","","","435","36.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","19","24","31","57","47","59","57","51","54","24"
"Strong magnetic response of submicron Silicon particles in the infrared","Garcia-Etxarri, A.; Gomez-Medina, R.; Froufe-Perez, L. S.; Lopez, C.; Chantada, L.; Scheffold, F.; Aizpurua, J.; Nieto-Vesperinas, M.; Saenz, J. J.","","","","OPTICS EXPRESS","MAR 14 2011","2011","19","6","","","","4815","4826","","10.1364/OE.19.004815","","","378","42.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","21","34","44","57","59","63","54","36"
"Close encounters between two nanoshells","Lassiter, J. Britt; Aizpurua, Javier; Hernandez, Luis I.; Brandl, Daniel W.; Romero, Isabel; Lal, Surbhi; Hafner, Jason H.; Nordlander, Peter; Halas, Naomi J.","","","","NANO LETTERS","APR 2008","2008","8","4","","","","1212","1218","","10.1021/nl080271o","","","375","31.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","35","48","41","50","47","31","30","33","16","25","6"
"Controlling the near-field oscillations of loaded plasmonic nanoantennas","Schnell, M.; Garcia-Etxarri, A.; Huber, A. J.; Crozier, K.; Aizpurua, J.; Hillenbrand, R.","","","","NATURE PHOTONICS","MAY 2009","2009","3","5","","","","287","291","","10.1038/NPHOTON.2009.46","","","325","29.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","34","39","45","45","35","40","32","25","18","5"
