AUTHOR IDENTIFIERS: (H-2823-2014)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Plasmonics for improved photovoltaic devices","Atwater, Harry A.; Polman, Albert","","","","NATURE MATERIALS","MAR 2010","2010","9","3","","","","205","213","","10.1038/NMAT2629","","","5385","538.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","337","529","685","724","743","715","638","595","341"
"Local detection of electromagnetic energy transport below the diffraction limit in metal nanoparticle plasmon waveguides","Maier, SA; Kik, PG; Atwater, HA; Meltzer, S; Harel, E; Koel, BE; Requicha, AAG","","","","NATURE MATERIALS","APR 2003","2003","2","4","","","","229","232","","10.1038/nmat852","","","1787","105.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","55","83","101","141","128","169","143","132","144","149","129","95","93","94","78","34"
"Plasmonics: Localization and guiding of electromagnetic energy in metal/dielectric structures","Maier, SA; Atwater, HA","","","","JOURNAL OF APPLIED PHYSICS","JUL 1 2005","2005","98","1","","","","","","011101","10.1063/1.1951057","","","1330","88.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","47","71","80","94","94","114","125","120","102","106","128","100","90","58"
"Plasmonics - A route to nanoscale optical devices","Maier, SA; Brongersma, ML; Kik, PG; Meltzer, S; Requicha, AAG; Atwater, HA","","","","ADVANCED MATERIALS","OCT 2 2001","2001","13","19","","","","1501","+","","10.1002/1521-4095(200110)13:19<1501::AID-ADMA1501>3.0.CO;2-Z","","","1270","66.84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","28","43","56","72","99","99","98","101","90","90","87","94","60","70","77","63","31"
"Comparison of the device physics principles of planar and radial p-n junction nanorod solar cells","Kayes, BM; Atwater, HA; Lewis, NS","","","","JOURNAL OF APPLIED PHYSICS","JUN 1 2005","2005","97","11","","","","","","114302","10.1063/1.1901835","","","1016","67.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","12","39","60","93","121","153","120","105","101","70","66","45","29"
"Enhanced absorption and carrier collection in Si wire arrays for photovoltaic applications","Kelzenberg, Michael D.; Boettcher, Shannon W.; Petykiewicz, Jan A.; Turner-Evans, Daniel B.; Putnam, Morgan C.; Warren, Emily L.; Spurgeon, Joshua M.; Briggs, Ryan M.; Lewis, Nathan S.; Atwater, Harry A.","","","","NATURE MATERIALS","MAR 2010","2010","9","3","","","","239","244","","10.1038/NMAT2635","","","989","98.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","141","140","147","124","120","86","86","68","31"
"Broadband polarization-independent resonant light absorption using ultrathin plasmonic super absorbers","Aydin, Koray; Ferry, Vivian E.; Briggs, Ryan M.; Atwater, Harry A.","","","","NATURE COMMUNICATIONS","NOV 2011","2011","2","","","","","","","517","10.1038/ncomms1528","","","904","100.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","99","115","147","130","144","149","78"
"Plasmon slot waveguides: Towards chip-scale propagation with subwavelength-scale localization","Dionne, JA; Sweatlock, LA; Atwater, HA; Polman, A","","","","PHYSICAL REVIEW B","JAN 2006","2006","73","3","","","","","","035407","10.1103/PhysRevB.73.035407","","","784","56.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","17","34","51","67","85","81","94","68","63","62","71","49","31"
"Low-Loss Plasmonic Metamaterials","Boltasseva, Alexandra; Atwater, Harry A.","","","","SCIENCE","JAN 21 2011","2011","331","6015","","","","290","291","","10.1126/science.1198258","","","750","83.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","62","74","78","99","104","124","137","51"
"Electromagnetic energy transfer and switching in nanoparticle chain arrays below the diffraction limit","Brongersma, ML; Hartman, JW; Atwater, HA","","","","PHYSICAL REVIEW B","DEC 15 2000","2000","62","24","","","","16356","16359","","10.1103/PhysRevB.62.R16356","","","641","32.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10","8","25","31","51","46","37","46","47","57","59","48","45","37","30","26","22","13"
