IDENTIFICADORES DE AUTOR: (0000-0003-3596-9754)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"ELECTRON CORRELATION IN SEMICONDUCTORS AND INSULATORS - BAND-GAPS AND QUASI-PARTICLE ENERGIES","HYBERTSEN, MS; LOUIE, SG","","","","PHYSICAL REVIEW B","OCT 15 1986","1986","34","8","1","","","5390","5413","","10.1103/PhysRevB.34.5390","","","2386","70.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","36","53","39","53","49","48","45","65","48","48","36","45","49","52","52","43","39","54","70","62","70","73","78","101","113","116","122","160","161","138","142","106","0"
"Dependence of single-molecule junction conductance on molecular conformation","Venkataraman, Latha; Klare, Jennifer E.; Nuckolls, Colin; Hybertsen, Mark S.; Steigerwald, Michael L.","","","","NATURE","AUG 24 2006","2006","442","7105","","","","904","907","","10.1038/nature05037","","","912","65.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","40","87","63","79","74","66","66","78","108","82","66","58","42","0"
"1ST-PRINCIPLES THEORY OF QUASIPARTICLES - CALCULATION OF BAND-GAPS IN SEMICONDUCTORS AND INSULATORS","HYBERTSEN, MS; LOUIE, SG","","","","PHYSICAL REVIEW LETTERS","1985","1985","55","13","","","","1418","1421","","10.1103/PhysRevLett.55.1418","","","905","25.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20","32","32","21","24","26","21","20","21","27","21","21","23","30","31","30","17","18","12","14","28","19","27","19","25","29","29","31","31","36","43","44","54","28","0"
"Exciton Binding Energy and Nonhydrogenic Rydberg Series in Monolayer WS2","Chernikov, Alexey; Berkelbach, Timothy C.; Hill, Heather M.; Rigosi, Albert; Li, Yilei; Aslan, Ozgur Burak; Reichman, David R.; Hybertsen, Mark S.; Heinz, Tony F.","","","","PHYSICAL REVIEW LETTERS","AUG 13 2014","2014","113","7","","","","","","076802","10.1103/PhysRevLett.113.076802","","","724","120.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","106","141","170","192","105","0"
"Graphene oxidation: Thickness-dependent etching and strong chemical doping","Liu, Li; Ryu, Sunmin; Tomasik, Michelle R.; Stolyarova, Elena; Jung, Naeyoung; Hybertsen, Mark S.; Steigerwald, Michael L.; Brus, Louis E.; Flynn, George W.","","","","NANO LETTERS","JUL 2008","2008","8","7","","","","1965","1970","","10.1021/nl0808684","","","585","48.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","19","41","49","58","68","85","56","64","59","48","35","0"
"CALCULATION OF COULOMB-INTERACTION PARAMETERS FOR LA2CUO4 USING A CONSTRAINED-DENSITY-FUNCTIONAL APPROACH","HYBERTSEN, MS; SCHLUTER, M; CHRISTENSEN, NE","","","","PHYSICAL REVIEW B","MAY 1 1989","1989","39","13","","","","9028","9041","","10.1103/PhysRevB.39.9028","","","577","18.61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","54","53","36","42","49","24","22","16","20","14","15","8","10","4","12","11","19","13","11","9","8","10","16","10","12","10","10","15","17","10","0"
"Renormalization of molecular electronic levels at metal-molecule interfaces","Neaton, J. B.; Hybertsen, Mark S.; Louie, Steven G.","","","","PHYSICAL REVIEW LETTERS","NOV 24 2006","2006","97","21","","","","","","216405","10.1103/PhysRevLett.97.216405","","","550","39.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","26","33","28","52","45","57","72","34","64","52","47","28","0"
"Visualizing Individual Nitrogen Dopants in Monolayer Graphene","Zhao, Liuyan; He, Rui; Rim, Kwang Taeg; Schiros, Theanne; Kim, Keun Soo; Zhou, Hui; Gutierrez, Christopher; Chockalingam, S. P.; Arguello, Carlos J.; Palova, Lucia; Nordlund, Dennis; Hybertsen, Mark S.; Reichman, David R.; Heinz, Tony F.; Kim, Philip; Pinczuk, Aron; Flynn, George W.; Pasupathy, Abhay N.","","","","SCIENCE","AUG 19 2011","2011","333","6045","","","","999","1003","","10.1126/science.1208759","","","543","60.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","60","76","85","84","84","53","60","40","0"
"RENORMALIZATION FROM DENSITY-FUNCTIONAL THEORY TO STRONG-COUPLING MODELS FOR ELECTRONIC STATES IN CU-O MATERIALS","HYBERTSEN, MS; STECHEL, EB; SCHLUTER, M; JENNISON, DR","","","","PHYSICAL REVIEW B","JUN 1 1990","1990","41","16","","","","11068","11072","","10.1103/PhysRevB.41.11068","","","426","14.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","25","37","41","28","30","31","27","23","23","15","12","17","10","8","7","9","10","6","9","8","9","5","3","2","4","6","5","6","4","0"
"ELECTRONIC STATES IN LA2-XSRXCUO4+GAMMA PROBED BY SOFT-X-RAY ABSORPTION","CHEN, CT; SETTE, F; MA, Y; HYBERTSEN, MS; STECHEL, EB; FOULKES, WMC; SCHLUTER, M; CHEONG, SW; COOPER, AS; RUPP, LW; BATLOGG, B; SOO, YL; MING, ZH; KROL, A; KAO, YH","","","","PHYSICAL REVIEW LETTERS","JAN 7 1991","1991","66","1","","","","104","107","","10.1103/PhysRevLett.66.104","","","391","13.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","33","40","30","19","18","15","7","16","14","8","12","6","9","11","8","10","8","10","7","11","11","12","14","10","11","6","10","6","0"
