AUTHOR IDENTIFIERS: (A-7349-2012)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Single-Layer MoS2 Phototransistors","Yin, Zongyou; Li, Hai; Li, Hong; Jiang, Lin; Shi, Yumeng; Sun, Yinghui; Lu, Gang; Zhang, Qing; Chen, Xiaodong; Zhang, Hua","","","","ACS NANO","JAN 2012","2012","6","1","","","","74","80","","10.1021/nn2024557","","","1985","248.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","153","245","320","332","348","332","214","0"
"Growth of Large-Area and Highly Crystalline MoS2 Thin Layers on Insulating Substrates","Liu, Keng-Ku; Zhang, Wenjing; Lee, Yi-Hsien; Lin, Yu-Chuan; Chang, Mu-Tung; Su, ChingYuan; Chang, Chia-Seng; Li, Hai; Shi, Yumeng; Zhang, Hua; Lai, Chao-Sung; Li, Lain-Jong","","","","NANO LETTERS","MAR 2012","2012","12","3","","","","1538","1544","","10.1021/nl2043612","","","1144","143.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","99","150","208","200","191","177","97","0"
"Integrated Circuits Based on Bilayer MoS2 Transistors","Wang, Han; Yu, Lili; Lee, Yi-Hsien; Shi, Yumeng; Hsu, Allen; Chin, Matthew L.; Li, Lain-Jong; Dubey, Madan; Kong, Jing; Palacios, Tomas","","","","NANO LETTERS","SEP 2012","2012","12","9","","","","4674","4680","","10.1021/nl302015v","","","1014","126.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","90","147","177","164","156","176","100","0"
"Intrinsic Structural Defects in Monolayer Molybdenum Disulfide","Zhou, Wu; Zou, Xiaolong; Najmaei, Sina; Liu, Zheng; Shi, Yumeng; Kong, Jing; Lou, Jun; Ajayan, Pulickel M.; Yakobson, Boris I.; Idrobo, Juan-Carlos","","","","NANO LETTERS","JUN 2013","2013","13","6","","","","2615","2622","","10.1021/nl4007479","","","839","119.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","58","123","140","187","187","135","0"
"Preparation of Novel 3D Graphene Networks for Supercapacitor Applications","Cao, Xiehong; Shi, Yumeng; Shi, Wenhui; Lu, Gang; Huang, Xiao; Yan, Qingyu; Zhang, Qichun; Zhang, Hua","","","","SMALL","NOV 18 2011","2011","7","22","","","","3163","3168","","10.1002/smll.201100990","","","733","81.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","81","100","127","111","107","103","66","0"
"Synthesis of Few-Layer Hexagonal Boron Nitride Thin Film by Chemical Vapor Deposition","Shi, Yumeng; Hamsen, Christoph; Jia, Xiaoting; Kim, Ki Kang; Reina, Alfonso; Hofmann, Mario; Hsu, Allen Long; Zhang, Kai; Li, Henan; Juang, Zhen-Yu; Dresselhaus, Mildred. S.; Li, Lain-Jong; Kong, Jing","","","","NANO LETTERS","OCT 2010","2010","10","10","","","","4134","4139","","10.1021/nl1023707","","","635","63.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20","46","48","74","80","80","105","111","70","0"
"Synthesis of Monolayer Hexagonal Boron Nitride on Cu Foil Using Chemical Vapor Deposition","Kim, Ki Kang; Hsu, Allen; Jia, Xiaoting; Kim, Soo Min; Shi, Yumeng; Hofmann, Mario; Nezich, Daniel; Rodriguez-Nieva, Joaquin F.; Dresselhaus, Mildred; Palacios, Tomas; Kong, Jing","","","","NANO LETTERS","JAN 2012","2012","12","1","","","","161","166","","10.1021/nl203249a","","","623","77.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","52","59","87","95","99","134","75","0"
"van der Waals Epitaxy of MoS2 Layers Using Graphene As Growth Templates","Shi, Yumeng; Zhou, Wu; Lu, Ang-Yu; Fang, Wenjing; Lee, Yi-Hsien; Hsu, Allen Long; Kim, Soo Min; Kim, Ki Kang; Yang, Hui Ying; Li, Lain-Jong; Idrobo, Juan-Carlos; Kong, Jing","","","","NANO LETTERS","JUN 2012","2012","12","6","","","","2784","2791","","10.1021/nl204562J","","","598","74.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","52","85","120","107","99","85","45","0"
"Epitaxial growth of a monolayer WSe2-MoS2 lateral p-n junction with an atomically sharp interface","Li, Ming-Yang; Shi, Yumeng; Cheng, Chia-Chin; Lu, Li-Syuan; Lin, Yung-Chang; Tang, Hao-Lin; Tsai, Meng-Lin; Chu, Chih-Wei; Wei, Kung-Hwa; He, Jr-Hau; Chang, Wen-Hao; Suenaga, Kazu; Li, Lain-Jong","","","","SCIENCE","JUL 31 2015","2015","349","6247","","","","524","528","","10.1126/science.aab4097","","","448","89.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","82","113","157","86","0"
"Doping Single-Layer Graphene with Aromatic Molecules","Dong, Xiaochen; Fu, Dongliang; Fang, Wenjing; Shi, Yumeng; Chen, Peng; Li, Lain-Jong","","","","SMALL","JUN 19 2009","2009","5","12","","","","1422","1426","","10.1002/smll.200801711","","","415","37.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","27","42","53","53","54","46","29","42","36","28","0"
