PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Kelly, KL; Coronado, E; Zhao, LL; Schatz, GC								The optical properties of metal nanoparticles: The influence of size, shape, and dielectric environment								JOURNAL OF PHYSICAL CHEMISTRY B				107	3			668	677		10.1021/jp026731y			JAN 23 2003	2003										6535							WOS:000180545300005		
J	Love, JC; Estroff, LA; Kriebel, JK; Nuzzo, RG; Whitesides, GM								Self-assembled monolayers of thiolates on metals as a form of nanotechnology								CHEMICAL REVIEWS				105	4			1103	1169		10.1021/cr0300789			APR 2005	2005										5704							WOS:000228412800003		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5591							WOS:000228412800002		
J	Sun, YG; Xia, YN								Shape-controlled synthesis of gold and silver nanoparticles								SCIENCE				298	5601			2176	2179		10.1126/science.1077229			DEC 13 2002	2002										5055							WOS:000179773700043		
J	Tonouchi, Masayoshi								Cutting-edge terahertz technology								NATURE PHOTONICS				1	2			97	105		10.1038/nphoton.2007.3			FEB 2007	2007										3262							WOS:000246366900012		
J	Link, S; El-Sayed, MA								Spectral properties and relaxation dynamics of surface plasmon electronic oscillations in gold and silver nanodots and nanorods								JOURNAL OF PHYSICAL CHEMISTRY B				103	40			8410	8426		10.1021/jp9917648			OCT 7 1999	1999										2879							WOS:000083151400002		
J	Landy, N. I.; Sajuyigbe, S.; Mock, J. J.; Smith, D. R.; Padilla, W. J.								Perfect metamaterial absorber								PHYSICAL REVIEW LETTERS				100	20					207402	10.1103/PhysRevLett.100.207402			MAY 23 2008	2008										2760							WOS:000256206400069		
J	Hirsch, LR; Stafford, RJ; Bankson, JA; Sershen, SR; Rivera, B; Price, RE; Hazle, JD; Halas, NJ; West, JL								Nanoshell-mediated near-infrared thermal therapy of tumors under magnetic resonance guidance								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				100	23			13549	13554		10.1073/pnas.2232479100			NOV 11 2003	2003										2691							WOS:000186573700078		
J	Jain, PK; Lee, KS; El-Sayed, IH; El-Sayed, MA								Calculated absorption and scattering properties of gold nanoparticles of different size, shape, and composition: Applications in biological imaging and biomedicine								JOURNAL OF PHYSICAL CHEMISTRY B				110	14			7238	7248		10.1021/jp057170o			APR 13 2006	2006										2579							WOS:000236772900027		
J	Prodan, E; Radloff, C; Halas, NJ; Nordlander, P								A hybridization model for the plasmon response of complex nanostructures								SCIENCE				302	5644			419	422		10.1126/science.1089171			OCT 17 2003	2003										2579							WOS:000185963200034		
J	Jain, Prashant K.; Huang, Xiaohua; El-Sayed, Ivan H.; El-Sayed, Mostafa A.								Noble Metals on the Nanoscale: Optical and Photothermal Properties and Some Applications in Imaging, Sensing, Biology, and Medicine								ACCOUNTS OF CHEMICAL RESEARCH				41	12			1578	1586		10.1021/ar7002804			DEC 2008	2008										2418							WOS:000261767600003		
J	Caruso, F								Nanoengineering of particle surfaces								ADVANCED MATERIALS				13	1			11	+		10.1002/1521-4095(200101)13:1<11::AID-ADMA11>3.0.CO;2-N			JAN 5 2001	2001										2278							WOS:000166615200001		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2244							WOS:000318143300005		
J	El-Sayed, MA								Some interesting properties of metals confined in time and nanometer space of different shapes								ACCOUNTS OF CHEMICAL RESEARCH				34	4			257	264		10.1021/ar960016n			APR 2001	2001										2194							WOS:000168254500001		
J	Shalaev, Vladimir M.								Optical negative-index metamaterials								NATURE PHOTONICS				1	1			41	48		10.1038/nphoton.2006.49			JAN 2007	2007										1893							WOS:000246293200016		
J	Xia, YN; Gates, B; Yin, YD; Lu, Y								Monodispersed colloidal spheres: Old materials with new applications								ADVANCED MATERIALS				12	10			693	713		10.1002/(SICI)1521-4095(200005)12:10<693::AID-ADMA693>3.0.CO;2-J			MAY 17 2000	2000										1815							WOS:000087146900005		
J	Yu, Nanfang; Capasso, Federico								Flat optics with designer metasurfaces								NATURE MATERIALS				13	2			139	150		10.1038/nmat3839			FEB 2014	2014										1793							WOS:000330182700019		
J	Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter								Plasmons in Strongly Coupled Metallic Nanostructures								CHEMICAL REVIEWS				111	6			3913	3961		10.1021/cr200061k			JUN 2011	2011										1732							WOS:000291756700008		
J	Kamat, Prashant V.								Meeting the clean energy demand: Nanostructure architectures for solar energy conversion								JOURNAL OF PHYSICAL CHEMISTRY C				111	7			2834	2860		10.1021/jp066952u			FEB 22 2007	2007										1730							WOS:000245005800005		
J	Stewart, Matthew E.; Anderton, Christopher R.; Thompson, Lucas B.; Maria, Joana; Gray, Stephen K.; Rogers, John A.; Nuzzo, Ralph G.								Nanostructured plasmonic sensors								CHEMICAL REVIEWS				108	2			494	521		10.1021/cr068126n			FEB 2008	2008										1670							WOS:000253165500008		
J	Ghosh, Sujit Kumar; Pal, Tarasankar								Interparticle coupling effect on the surface plasmon resonance of gold nanoparticles: From theory to applications								CHEMICAL REVIEWS				107	11			4797	4862		10.1021/cr0680282			NOV 2007	2007										1609							WOS:000250970400008		
J	Kamat, PV								Photophysical, photochemical and photocatalytic aspects of metal nanoparticles								JOURNAL OF PHYSICAL CHEMISTRY B				106	32			7729	7744		10.1021/jp0209289			AUG 15 2002	2002										1607							WOS:000177354000003		
J	Sun, XM; Li, YD								Colloidal carbon spheres and their core/shell structures with noble-metal nanoparticles								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				43	5			597	601		10.1002/anie.200352386			2004	2004										1604							WOS:000188777200012		
