PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Xia, YN; Yang, PD; Sun, YG; Wu, YY; Mayers, B; Gates, B; Yin, YD; Kim, F; Yan, YQ								One-dimensional nanostructures: Synthesis, characterization, and applications								ADVANCED MATERIALS				15	5			353	389		10.1002/adma.200390087			MAR 4 2003	2003										7350							WOS:000181713900002		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Love, JC; Estroff, LA; Kriebel, JK; Nuzzo, RG; Whitesides, GM								Self-assembled monolayers of thiolates on metals as a form of nanotechnology								CHEMICAL REVIEWS				105	4			1103	1169		10.1021/cr0300789			APR 2005	2005										5739							WOS:000228412800003		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5619							WOS:000228412800002		
J	Zhu, Yanwu; Murali, Shanthi; Cai, Weiwei; Li, Xuesong; Suk, Ji Won; Potts, Jeffrey R.; Ruoff, Rodney S.								Graphene and Graphene Oxide: Synthesis, Properties, and Applications								ADVANCED MATERIALS				22	35			3906	3924		10.1002/adma.201001068			SEP 15 2010	2010										5279							WOS:000282910100001		
J	Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Kim, Hye Ri; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio								Roll-to-roll production of 30-inch graphene films for transparent electrodes								NATURE NANOTECHNOLOGY				5	8			574	578		10.1038/NNANO.2010.132			AUG 2010	2010										5127							WOS:000280631900009		
J	Lee, Haeshin; Dellatore, Shara M.; Miller, William M.; Messersmith, Phillip B.								Mussel-inspired surface chemistry for multifunctional coatings								SCIENCE				318	5849			426	430		10.1126/science.1147241			OCT 19 2007	2007										4785							WOS:000250230400039		
J	Forrest, SR								The path to ubiquitous and low-cost organic electronic appliances on plastic								NATURE				428	6986			911	918		10.1038/nature02498			APR 29 2004	2004										3786							WOS:000221083000032		
J	Xia, YN; Whitesides, GM								Soft lithography								ANNUAL REVIEW OF MATERIALS SCIENCE				28				153	184		10.1146/annurev.matsci.28.1.153			1998	1998										3592							WOS:000075395600009		
J	Xia, YN; Whitesides, GM								Soft lithography								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				37	5			550	575		10.1002/(SICI)1521-3773(19980316)37:5<550::AID-ANIE550>3.0.CO;2-G			MAR 16 1998	1998										3556							WOS:000072649300001		
J	Stuart, Martien A. Cohen; Huck, Wilhelm T. S.; Genzer, Jan; Mueller, Marcus; Ober, Christopher; Stamm, Manfred; Sukhorukov, Gleb B.; Szleifer, Igal; Tsukruk, Vladimir V.; Urban, Marek; Winnik, Francoise; Zauscher, Stefan; Luzinov, Igor; Minko, Sergiy								Emerging applications of stimuli-responsive polymer materials								NATURE MATERIALS				9	2			101	113		10.1038/NMAT2614			FEB 2010	2010										3190							WOS:000273810600012		
J	Eda, Goki; Fanchini, Giovanni; Chhowalla, Manish								Large-area ultrathin films of reduced graphene oxide as a transparent and flexible electronic material								NATURE NANOTECHNOLOGY				3	5			270	274		10.1038/nnano.2008.83			MAY 2008	2008										3089							WOS:000255756200011		
J	Duan, XF; Huang, Y; Cui, Y; Wang, JF; Lieber, CM								Indium phosphide nanowires as building blocks for nanoscale electronic and optoelectronic devices								NATURE				409	6816			66	69		10.1038/35051047			JAN 4 2001	2001										3015							WOS:000166175600038		
J	Torchilin, VP								Recent advances with liposomes as pharmaceutical carriers								NATURE REVIEWS DRUG DISCOVERY				4	2			145	160		10.1038/nrd1632			FEB 2005	2005										2983							WOS:000226721500020		
