AUTHOR IDENTIFIERS: (I-7895-2013)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Quantifying entanglement","Vedral, V; Plenio, MB; Rippin, MA; Knight, PL","","","","PHYSICAL REVIEW LETTERS","MAR 24 1997","1997","78","12","","","","2275","2279","","10.1103/PhysRevLett.78.2275","","","1155","50.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","21","25","43","55","61","67","55","61","55","67","65","58","62","58","47","43","53","46","43","64","62","41","0"
"Colloquium: Area laws for the entanglement entropy","Eisert, J.; Cramer, M.; Plenio, M. B.","","","","REVIEWS OF MODERN PHYSICS","JAN-MAR 2010","2010","82","1","","","","277","306","","10.1103/RevModPhys.82.277","","","1098","109.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","61","85","115","129","140","133","137","144","99","0"
"Entanglement measures and purification procedures","Vedral, V; Plenio, MB","","","","PHYSICAL REVIEW A","MAR 1998","1998","57","3","","","","1619","1633","","10.1103/PhysRevA.57.1619","","","943","42.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","26","31","60","60","62","49","44","49","54","55","44","55","50","38","31","33","40","37","41","50","25","0"
"The quantum-jump approach to dissipative dynamics in quantum optics","Plenio, MB; Knight, PL","","","","REVIEWS OF MODERN PHYSICS","JAN 1998","1998","70","1","","","","101","144","","10.1103/RevModPhys.70.101","","","822","37.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","17","23","33","32","38","36","45","43","49","45","41","44","25","37","48","39","49","47","43","50","33","0"
"An introduction to entanglement measures","Plenio, Martin B.; Virmani, Shashank","","","","QUANTUM INFORMATION & COMPUTATION","JAN 2007","2007","7","1-2","","","","1","51","","","","","741","57.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","47","66","67","58","66","65","39","62","43","60","64","65","35","0"
"Quantifying Coherence","Baumgratz, T.; Cramer, M.; Plenio, M. B.","","","","PHYSICAL REVIEW LETTERS","SEP 29 2014","2014","113","14","","","","","","140401","10.1103/PhysRevLett.113.140401","","","681","113.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45","104","166","213","148","0"
"Strongly interacting polaritons in coupled arrays of cavities","Hartmann, Michael J.; Brandao, Fernando G. S. L.; Plenio, Martin B.","","","","NATURE PHYSICS","DEC 2006","2006","2","12","","","","849","855","","10.1038/nphys462","","","652","46.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","19","49","40","55","60","68","75","56","60","63","49","30","27","0"
"Dephasing-assisted transport: quantum networks and biomolecules","Plenio, M. B.; Huelga, S. F.","","","","NEW JOURNAL OF PHYSICS","NOV 14 2008","2008","10","","","","","","","113019","10.1088/1367-2630/10/11/113019","","","584","48.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","43","60","74","55","59","64","48","80","52","31","0"
"Improvement of frequency standards with quantum entanglement","Huelga, SF; Macchiavello, C; Pellizzari, T; Ekert, AK; Plenio, MB; Cirac, JI","","","","PHYSICAL REVIEW LETTERS","NOV 17 1997","1997","79","20","","","","3865","3868","","10.1103/PhysRevLett.79.3865","","","546","23.74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","11","18","16","19","8","14","15","15","17","23","16","23","20","25","41","46","44","51","44","43","27","0"
"Logarithmic negativity: A full entanglement monotone that is not convex","Plenio, MB","","","","PHYSICAL REVIEW LETTERS","AUG 26 2005","2005","95","9","","","","","","090503","10.1103/PhysRevLett.95.090503","","","498","33.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","25","18","17","25","25","30","21","26","30","60","61","47","67","43","0"
"Entanglement and Non-Markovianity of Quantum Evolutions","Rivas, Angel; Huelga, Susana F.; Plenio, Martin B.","","","","PHYSICAL REVIEW LETTERS","JUL 28 2010","2010","105","5","","","","","","050403","10.1103/PhysRevLett.105.050403","","","476","47.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","47","48","64","61","61","64","57","41","0"
"Quantum telecloning and multiparticle entanglement","Murao, M; Jonathan, D; Plenio, MB; Vedral, V","","","","PHYSICAL REVIEW A","JAN 1999","1999","59","1","","","","156","161","","10.1103/PhysRevA.59.156","","","424","20.19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","11","15","18","15","30","27","34","37","43","29","23","17","19","18","16","20","15","19","9","0"
"Highly efficient energy excitation transfer in light-harvesting complexes: The fundamental role of noise-assisted transport","Caruso, F.; Chin, A. W.; Datta, A.; Huelga, S. F.; Plenio, M. B.","","","","JOURNAL OF CHEMICAL PHYSICS","SEP 14 2009","2009","131","10","","","","","","105106","10.1063/1.3223548","","","411","37.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","45","59","63","42","49","36","30","36","30","14","0"
"Proposal for teleportation of an atomic state via cavity decay","Bose, S; Knight, PL; Plenio, MB; Vedral, V","","","","PHYSICAL REVIEW LETTERS","DEC 13 1999","1999","83","24","","","","5158","5161","","10.1103/PhysRevLett.83.5158","","","399","19.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","12","20","25","27","39","43","48","35","29","20","20","17","11","10","8","10","5","7","0"
"Cavity-loss-induced generation of entangled atoms","Plenio, MB; Huelga, SF; Beige, A; Knight, PL","","","","PHYSICAL REVIEW A","MAR 1999","1999","59","3","","","","2468","2475","","10.1103/PhysRevA.59.2468","","","390","18.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","9","17","28","29","28","30","31","21","15","23","16","12","24","14","18","17","23","15","11","0"
"Distilling Gaussian states with Gaussian operations is impossible","Eisert, J; Scheel, S; Plenio, MB","","","","PHYSICAL REVIEW LETTERS","SEP 23 2002","2002","89","13","","","","","","137903","10.1103/PhysRevLett.89.137903","","","350","19.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","13","10","18","12","21","17","21","30","15","28","31","31","18","24","15","24","19","0"
"Quantum many-body phenomena in coupled cavity arrays","Hartmann, Michael J.; Brandao, Fernando G. S. L.; Plenio, Martin B.","","","","LASER & PHOTONICS REVIEWS","DEC 2008","2008","2","6","","","","527","556","","10.1002/lpor.200810046","","","333","27.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","28","30","31","38","45","31","44","34","32","8","0"
"The role of non-equilibrium vibrational structures in electronic coherence and recoherence in pigment-protein complexes","Chin, A. W.; Prior, J.; Rosenbach, R.; Caycedo-Soler, F.; Huelga, S. F.; Plenio, M. B.","","","","NATURE PHYSICS","FEB 2013","2013","9","2","","","","113","118","","10.1038/nphys2515","","","328","46.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","62","60","50","58","43","31","0"
"Quantum Metrology in Non-Markovian Environments","Chin, Alex W.; Huelga, Susana F.; Plenio, Martin B.","","","","PHYSICAL REVIEW LETTERS","DEC 4 2012","2012","109","23","","","","","","233601","10.1103/PhysRevLett.109.233601","","","271","33.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","43","49","53","42","41","25","0"
"Quantum non-Markovianity: characterization, quantification and detection","Rivas, Angel; Huelga, Susana F.; Plenio, Martin B.","","","","REPORTS ON PROGRESS IN PHYSICS","SEP 2014","2014","77","9","","","","","","094001","10.1088/0034-4885/77/9/094001","","","263","43.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","49","42","44","70","50","0"
