PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7052							WOS:000263064700037		
J	Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Kim, Hye Ri; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio								Roll-to-roll production of 30-inch graphene films for transparent electrodes								NATURE NANOTECHNOLOGY				5	8			574	578		10.1038/NNANO.2010.132			AUG 2010	2010										5126							WOS:000280631900009		
J	Eda, Goki; Fanchini, Giovanni; Chhowalla, Manish								Large-area ultrathin films of reduced graphene oxide as a transparent and flexible electronic material								NATURE NANOTECHNOLOGY				3	5			270	274		10.1038/nnano.2008.83			MAY 2008	2008										3088							WOS:000255756200011		
J	Meyers, MA; Mishra, A; Benson, DJ								Mechanical properties of nanocrystalline materials								PROGRESS IN MATERIALS SCIENCE				51	4			427	556		10.1016/j.pmatsci.2005.08.003			MAY 2006	2006										2607							WOS:000235724200001		
J	Nix, WD; Gao, HJ								Indentation size effects in crystalline materials: A law for strain gradient plasticity								JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS				46	3			411	425		10.1016/S0022-5096(97)00086-0			MAR 1998	1998										2317							WOS:000073196200002		
J	Chen, Zongping; Ren, Wencai; Gao, Libo; Liu, Bilu; Pei, Songfeng; Cheng, Hui-Ming								Three-dimensional flexible and conductive interconnected graphene networks grown by chemical vapour deposition								NATURE MATERIALS				10	6			424	428		10.1038/NMAT3001			JUN 2011	2011										2263							WOS:000290855100015		
J	Wang, Chengliang; Dong, Huanli; Hu, Wenping; Liu, Yunqi; Zhu, Daoben								Semiconducting pi-Conjugated Systems in Field-Effect Transistors: A Material Odyssey of Organic Electronics								CHEMICAL REVIEWS				112	4			2208	2267		10.1021/cr100380z			APR 2012	2012										1938							WOS:000303283900009		
J	Wang, YM; Chen, MW; Zhou, FH; Ma, E								High tensile ductility in a nanostructured metal								NATURE				419	6910			912	915		10.1038/nature01133			OCT 31 2002	2002										1806							WOS:000178909700039		
J	Liu, Ming; Yin, Xiaobo; Ulin-Avila, Erick; Geng, Baisong; Zentgraf, Thomas; Ju, Long; Wang, Feng; Zhang, Xiang								A graphene-based broadband optical modulator								NATURE				474	7349			64	67		10.1038/nature10067			JUN 2 2011	2011										1719							WOS:000291156700037		
J	Lipomi, Darren J.; Vosgueritchian, Michael; Tee, Benjamin C-K.; Hellstrom, Sondra L.; Lee, Jennifer A.; Fox, Courtney H.; Bao, Zhenan								Skin-like pressure and strain sensors based on transparent elastic films of carbon nanotubes								NATURE NANOTECHNOLOGY				6	12			788	792		10.1038/NNANO.2011.184			DEC 2011	2011										1575							WOS:000298248300011		
J	Evans, AG; Mumm, DR; Hutchinson, JW; Meier, GH; Pettit, FS								Mechanisms controlling the durability of thermal barrier coatings								PROGRESS IN MATERIALS SCIENCE				46	5			505	553		10.1016/S0079-6425(00)00020-7			2001	2001										1497							WOS:000169295500001		
J	Garnett, Erik; Yang, Peidong								Light Trapping in Silicon Nanowire Solar Cells								NANO LETTERS				10	3			1082	1087		10.1021/nl100161z			MAR 2010	2010										1472							WOS:000275278200058		
J	Yamada, Takeo; Hayamizu, Yuhei; Yamamoto, Yuki; Yomogida, Yoshiki; Izadi-Najafabadi, Ali; Futaba, Don N.; Hata, Kenji								A stretchable carbon nanotube strain sensor for human-motion detection								NATURE NANOTECHNOLOGY				6	5			296	301		10.1038/NNANO.2011.36			MAY 2011	2011										1462							WOS:000290301300010		
J	Lam, DCC; Yang, F; Chong, ACM; Wang, J; Tong, P								Experiments and theory in strain gradient elasticity								JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS				51	8			1477	1508		10.1016/S0022-5096(03)00053-X			AUG 2003	2003										1451							WOS:000183929100007		
J	Wu, Hui; Chan, Gerentt; Choi, Jang Wook; Ryu, Ill; Yao, Yan; McDowell, Matthew T.; Lee, Seok Woo; Jackson, Ariel; Yang, Yuan; Hu, Liangbing; Cui, Yi								Stable cycling of double-walled silicon nanotube battery anodes through solid-electrolyte interphase control								NATURE NANOTECHNOLOGY				7	5			309	314		10.1038/NNANO.2012.35			MAY 2012	2012										1422							WOS:000303884800009		
