PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6922							WOS:000310791900008		
J	Waser, RaineR; Aono, Masakazu								Nanoionics-based resistive switching memories								NATURE MATERIALS				6	11			833	840		10.1038/nmat2023			NOV 2007	2007										3267							WOS:000250615400020		
J	Tian, Bozhi; Zheng, Xiaolin; Kempa, Thomas J.; Fang, Ying; Yu, Nanfang; Yu, Guihua; Huang, Jinlin; Lieber, Charles M.								Coaxial silicon nanowires as solar cells and nanoelectronic power sources								NATURE				449	7164			885	U8		10.1038/nature06181			OCT 18 2007	2007										2277							WOS:000250230600042		
J	Bachtold, A; Hadley, P; Nakanishi, T; Dekker, C								Logic circuits with carbon nanotube transistors								SCIENCE				294	5545			1317	1320		10.1126/science.1065824			NOV 9 2001	2001										2065							WOS:000172130200041		
J	Zheng, GF; Patolsky, F; Cui, Y; Wang, WU; Lieber, CM								Multiplexed electrical detection of cancer markers with nanowire sensor arrays								NATURE BIOTECHNOLOGY				23	10			1294	1301		10.1038/nbt1138			OCT 2005	2005										1772							WOS:000232469600032		
J	Huang, Y; Duan, XF; Wei, QQ; Lieber, CM								Directed assembly of one-dimensional nanostructures into functional networks								SCIENCE				291	5504			630	633		10.1126/science.291.5504.630			JAN 26 2001	2001										1769							WOS:000166616000037		
J	Hanson, R.; Kouwenhoven, L. P.; Petta, J. R.; Tarucha, S.; Vandersypen, L. M. K.								Spins in few-electron quantum dots								REVIEWS OF MODERN PHYSICS				79	4			1217	1265		10.1103/RevModPhys.79.1217			OCT-DEC 2007	2007										1521							WOS:000251107800003		
J	Yang, J. Joshua; Strukov, Dmitri B.; Stewart, Duncan R.								Memristive devices for computing								NATURE NANOTECHNOLOGY				8	1			13	24		10.1038/NNANO.2012.240			JAN 2013	2013										1472							WOS:000312894500006		
J	Islam, MF; Rojas, E; Bergey, DM; Johnson, AT; Yodh, AG								High weight fraction surfactant solubilization of single-wall carbon nanotubes in water								NANO LETTERS				3	2			269	273		10.1021/nl025924u			FEB 2003	2003										1437							WOS:000181001500034		
J	O'Connell, MJ; Boul, P; Ericson, LM; Huffman, C; Wang, YH; Haroz, E; Kuper, C; Tour, J; Ausman, KD; Smalley, RE								Reversible water-solubilization of single-walled carbon nanotubes by polymer wrapping								CHEMICAL PHYSICS LETTERS				342	3-4			265	271		10.1016/S0009-2614(01)00490-0			JUL 13 2001	2001										1415							WOS:000169979400003		
J	Rueckes, T; Kim, K; Joselevich, E; Tseng, GY; Cheung, CL; Lieber, CM								Carbon nanotube-based nonvolatile random access memory for molecular computing								SCIENCE				289	5476			94	97		10.1126/science.289.5476.94			JUL 7 2000	2000										1379							WOS:000088090400038		
J	Hecht, David S.; Hu, Liangbing; Irvin, Glen								Emerging Transparent Electrodes Based on Thin Films of Carbon Nanotubes, Graphene, and Metallic Nanostructures								ADVANCED MATERIALS				23	13			1482	1513		10.1002/adma.201003188			APR 5 2011	2011										1332							WOS:000289210800001		
J	Colinge, Jean-Pierre; Lee, Chi-Woo; Afzalian, Aryan; Akhavan, Nima Dehdashti; Yan, Ran; Ferain, Isabelle; Razavi, Pedram; O'Neill, Brendan; Blake, Alan; White, Mary; Kelleher, Anne-Marie; McCarthy, Brendan; Murphy, Richard								Nanowire transistors without junctions								NATURE NANOTECHNOLOGY				5	3			225	229		10.1038/NNANO.2010.15			MAR 2010	2010										1187							WOS:000275982100019		
J	Wong, H. -S. Philip; Lee, Heng-Yuan; Yu, Shimeng; Chen, Yu-Sheng; Wu, Yi; Chen, Pang-Shiu; Lee, Byoungil; Chen, Frederick T.; Tsai, Ming-Jinn								Metal-Oxide RRAM								PROCEEDINGS OF THE IEEE				100	6			1951	1970		10.1109/JPROC.2012.2190369			JUN 2012	2012										1114							WOS:000309840600006		
J	Elzerman, JM; Hanson, R; van Beveren, LHW; Witkamp, B; Vandersypen, LMK; Kouwenhoven, LP								Single-shot read-out of an individual electron spin in a quantum dot								NATURE				430	6998			431	435		10.1038/nature02693			JUL 22 2004	2004										1082							WOS:000222801400036		
