IDENTIFICADORES DE AUTOR: (E-7634-2010)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Intrinsic and extrinsic performance limits of graphene devices on SiO2","Chen, Jian-Hao; Jang, Chaun; Xiao, Shudong; Ishigami, Masa; Fuhrer, Michael S.","","","","NATURE NANOTECHNOLOGY","APR 2008","2008","3","4","","","","206","209","","10.1038/nnano.2008.58","","","1871","155.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","71","127","156","197","231","230","187","167","182","185","120","0"
"Atomic structure of graphene on SiO2","Ishigami, Masa; Chen, J. H.; Cullen, W. G.; Fuhrer, M. S.; Williams, E. D.","","","","NANO LETTERS","JUN 2007","2007","7","6","","","","1643","1648","","10.1021/nl070613a","","","1117","85.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","51","70","113","124","123","127","116","92","92","86","67","49","0"
"Charged-impurity scattering in graphene","Chen, J. -H.; Jang, C.; Adam, S.; Fuhrer, M. S.; Williams, E. D.; Ishigami, M.","","","","NATURE PHYSICS","MAY 2008","2008","4","5","","","","377","381","","10.1038/nphys935","","","1003","83.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","89","90","104","109","116","113","104","71","90","65","27","0"
"Crossed nanotube junctions","Fuhrer, MS; Nygard, J; Shih, L; Forero, M; Yoon, YG; Mazzoni, MSC; Choi, HJ; Ihm, J; Louie, SG; Zettl, A; McEuen, PL","","","","SCIENCE","APR 21 2000","2000","288","5465","","","","494","497","","10.1126/science.288.5465.494","","","981","49.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","47","47","53","64","59","63","64","67","75","57","55","60","69","53","42","26","26","32","10","0"
"Extraordinary mobility in semiconducting carbon nanotubes","Durkop, T; Getty, SA; Cobas, E; Fuhrer, MS","","","","NANO LETTERS","JAN 2004","2004","4","1","","","","35","39","","10.1021/nl034841q","","","965","60.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","49","47","41","55","59","66","74","79","74","73","73","77","77","53","44","0"
"Rotational actuators based on carbon nanotubes","Fennimore, AM; Yuzvinsky, TD; Han, WQ; Fuhrer, MS; Cumings, J; Zettl, A","","","","NATURE","JUL 24 2003","2003","424","6947","","","","408","410","","10.1038/nature01823","","","886","52.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","34","65","73","81","81","60","76","53","59","50","39","47","56","44","40","27","0"
"Single-walled carbon nanotube electronics","McEuen, PL; Fuhrer, MS; Park, HK","","","","IEEE TRANSACTIONS ON NANOTECHNOLOGY","MAR 2002","2002","1","1","","","","78","85","PII S 1536-125X(02)04581-7","10.1109/TNANO.2002.1005429","","","790","43.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","19","35","56","71","65","56","62","51","59","43","38","55","35","49","34","37","20","0"
"Scanned probe microscopy of electronic transport in carbon nanotubes","Bachtold, A; Fuhrer, MS; Plyasunov, S; Forero, M; Anderson, EH; Zettl, A; McEuen, PL","","","","PHYSICAL REVIEW LETTERS","JUN 26 2000","2000","84","26","","","","6082","6085","","10.1103/PhysRevLett.84.6082","","","490","24.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","32","44","38","40","48","30","41","29","29","28","23","19","21","20","14","15","5","6","4","0"
"High-mobility nanotube transistor memory","Fuhrer, MS; Kim, BM; Durkop, T; Brintlinger, T","","","","NANO LETTERS","JUL 2002","2002","2","7","","","","755","759","","10.1021/nl025577o","","","429","23.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","22","25","36","39","34","41","36","35","24","29","25","26","12","12","15","5","4","0"
"Defect Scattering in Graphene","Chen, Jian-Hao; Cullen, W. G.; Jang, C.; Fuhrer, M. S.; Williams, E. D.","","","","PHYSICAL REVIEW LETTERS","JUN 12 2009","2009","102","23","","","","","","236805","10.1103/PhysRevLett.102.236805","","","407","37.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","29","48","49","57","51","35","40","39","29","25","0"
