PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Ackermann, W.; Asova, G.; Ayvazyan, V.; Azima, A.; Baboi, N.; Baehr, J.; Balandin, V.; Beutner, B.; Brandt, A.; Bolzmann, A.; Brinkmann, R.; Brovko, O. I.; Castellano, M.; Castro, P.; Catani, L.; Chiadroni, E.; Choroba, S.; Cianchi, A.; Costello, J. T.; Cubaynes, D.; Dardis, J.; Decking, W.; Delsim-Hashemi, H.; Delserieys, A.; Di Pirro, G.; Dohlus, M.; Duesterer, S.; Eckhardt, A.; Edwards, H. T.; Faatz, B.; Feldhaus, J.; Floettmann, K.; Frisch, J.; Froehlich, L.; Garvey, T.; Gensch, U.; Gerth, Ch.; Goerler, M.; Golubeva, N.; Grabosch, H.-J.; Grecki, M.; Grimm, O.; Hacker, K.; Hahn, U.; Han, J. H.; Honkavaara, K.; Hott, T.; Huening, M.; Ivanisenko, Y.; Jaeschke, E.; Jalmuzna, W.; Jezynski, T.; Kammering, R.; Katalev, V.; Kavanagh, K.; Kennedy, E. T.; Khodyachykh, S.; Klose, K.; Kocharyan, V.; Koerfer, M.; Kollewe, M.; Koprek, W.; Korepanov, S.; Kostin, D.; Krassilnikov, M.; Kube, G.; Kuhlmann, M.; Lewis, C. L. S.; Lilje, L.; Limberg, T.; Lipka, D.; Loehl, F.; Luna, H.; Luong, M.; Martins, M.; Meyer, M.; Michelato, P.; Miltchev, V.; Moeller, W. D.; Monaco, L.; Mueller, W. F. O.; Napieralski, Andrzej; Napoly, O.; Nicolosi, P.; Noelle, D.; Nunez, T.; Oppelt, A.; Pagani, C.; Paparella, R.; Pchalek, N.; Pedregosa-Gutierrez, J.; Petersen, B.; Petrosyan, B.; Petrosyan, G.; Petrosyan, L.; Pflueger, J.; Ploenjes, E.; Poletto, L.; Pozniak, K.; Prat, E.; Proch, D.; Pucyk, P.; Radcliffe, P.; Redlin, H.; Rehlich, K.; Richter, M.; Roehrs, M.; Roensch, J.; Romaniuk, R.; Ross, M.; Rossbach, J.; Rybnikov, V.; Sachwitz, M.; Saldin, E. L.; Sandner, W.; Schlarb, H.; Schmidt, B.; Schmitz, M.; Schmueser, P.; Schneider, J. R.; Schneidmiller, E. A.; Schnepp, S.; Schreiber, S.; Seidel, M.; Sertore, D.; Shabunov, A. V.; Simon, C.; Simrock, S.; Sombrowski, E.; Sorokin, A. A.; Spanknebel, P.; Spesyvtsev, R.; Staykov, L.; Steffen, B.; Stephan, F.; Stulle, F.; Thom, H.; Tiedtke, K.; Tischer, M.; Toleikis, S.; Treusch, R.; Trines, D.; Tsakov, I.; Vogel, E.; Weiland, T.; Weise, H.; Wellhoeffer, M.; Wendt, M.; Will, I.; Winter, A.; Wittenburg, K.; Wurth, W.; Yeates, P.; Yurkov, M. V.; Zagorodnov, I.; Zapfe, K.								Operation of a free-electron laser from the extreme ultraviolet to the water window								NATURE PHOTONICS				1	6			336	342		10.1038/nphoton.2007.76			JUN 2007	2007										1047							WOS:000247344500011		
J	Appel, Aaron M.; Bercaw, John E.; Bocarsly, Andrew B.; Dobbek, Holger; DuBois, Daniel L.; Dupuis, Michel; Ferry, James G.; Fujita, Etsuko; Hille, Russ; Kenis, Paul J. A.; Kerfeld, Cheal A.; Morris, Robert H.; Peden, Charles H. F.; Portis, Archie R.; Ragsdale, Stephen W.; Rauchfuss, Thomas B.; Reek, Joost N. H.; Seefeldt, Lance C.; Thauer, Rudolf K.; Waldrop, Grover L.								Frontiers, Opportunities, and Challenges in Biochemical and Chemical Catalysis of CO2 Fixation								CHEMICAL REVIEWS				113	8			6621	6658		10.1021/cr300463y			AUG 2013	2013										780							WOS:000323301200017		
J	Thibault, Pierre; Dierolf, Martin; Menzel, Andreas; Bunk, Oliver; David, Christian; Pfeiffer, Franz								High-resolution scanning x-ray diffraction microscopy								SCIENCE				321	5887			379	382		10.1126/science.1158573			JUL 18 2008	2008										690							WOS:000257713900042		
J	Young, L.; Kanter, E. P.; Kraessig, B.; Li, Y.; March, A. M.; Pratt, S. T.; Santra, R.; Southworth, S. H.; Rohringer, N.; DiMauro, L. F.; Doumy, G.; Roedig, C. A.; Berrah, N.; Fang, L.; Hoener, M.; Bucksbaum, P. H.; Cryan, J. P.; Ghimire, S.; Glownia, J. M.; Reis, D. A.; Bozek, J. D.; Bostedt, C.; Messerschmidt, M.								Femtosecond electronic response of atoms to ultra-intense X-rays								NATURE				466	7302			56	U66		10.1038/nature09177			JUL 1 2010	2010										485							WOS:000279343800034		
J	Boutet, Sebastien; Lomb, Lukas; Williams, Garth J.; Barends, Thomas R. M.; Aquila, Andrew; Doak, R. Bruce; Weierstall, Uwe; DePonte, Daniel P.; Steinbrener, Jan; Shoeman, Robert L.; Messerschmidt, Marc; Barty, Anton; White, Thomas A.; Kassemeyer, Stephan; Kirian, Richard A.; Seibert, M. Marvin; Montanez, Paul A.; Kenney, Chris; Herbst, Ryan; Hart, Philip; Pines, Jack; Haller, Gunther; Gruner, Sol M.; Philipp, Hugh T.; Tate, Mark W.; Hromalik, Marianne; Koerner, Lucas J.; van Bakel, Niels; Morse, John; Ghonsalves, Wilfred; Arnlund, David; Bogan, Michael J.; Caleman, Carl; Fromme, Raimund; Hampton, Christina Y.; Hunter, Mark S.; Johansson, Linda C.; Katona, Gergely; Kupitz, Christopher; Liang, Mengning; Martin, Andrew V.; Nass, Karol; Redecke, Lars; Stellato, Francesco; Timneanu, Nicusor; Wang, Dingjie; Zatsepin, Nadia A.; Schafer, Donald; Defever, James; Neutze, Richard; Fromme, Petra; Spence, John C. H.; Chapman, Henry N.; Schlichting, Ilme								High-Resolution Protein Structure Determination by Serial Femtosecond Crystallography								SCIENCE				337	6092			362	364		10.1126/science.1217737			JUL 20 2012	2012										453							WOS:000306542600057		
J	Weiss, Richard G.								The Past, Present, and Future of Molecular Gels. What Is the Status of the Field, and Where Is It Going?								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	21			7519	7530		10.1021/ja503363v			MAY 28 2014	2014										347							WOS:000336635400001		
J	Amann, J.; Berg, W.; Blank, V.; Decker, F. -J.; Ding, Y.; Emma, P.; Feng, Y.; Frisch, J.; Fritz, D.; Hastings, J.; Huang, Z.; Krzywinski, J.; Lindberg, R.; Loos, H.; Lutman, A.; Nuhn, H. -D.; Ratner, D.; Rzepiela, J.; Shu, D.; Shvyd'ko, Yu; Spampinati, S.; Stoupin, S.; Terentyev, S.; Trakhtenberg, E.; Walz, D.; Welch, J.; Wu, J.; Zholents, A.; Zhu, D.								Demonstration of self-seeding in a hard-X-ray free-electron laser								NATURE PHOTONICS				6	10			693	698		10.1038/NPHOTON.2012.180			OCT 2012	2012										335							WOS:000309523900017		
J	Corde, S.; Phuoc, K. Ta; Lambert, G.; Fitour, R.; Malka, V.; Rousse, A.; Beck, A.; Lefebvre, E.								Femtosecond x rays from laser-plasma accelerators								REVIEWS OF MODERN PHYSICS				85	1			1	48		10.1103/RevModPhys.85.1			JAN 9 2013	2013										309							WOS:000313339600001		
J	Blaga, Cosmin I.; Xu, Junliang; DiChiara, Anthony D.; Sistrunk, Emily; Zhang, Kaikai; Agostini, Pierre; Miller, Terry A.; DiMauro, Louis F.; Lin, C. D.								Imaging ultrafast molecular dynamics with laser-induced electron diffraction								NATURE				483	7388			194	197		10.1038/nature10820			MAR 8 2012	2012										304							WOS:000301174900034		
J	Vaz, C. A. F.								Electric field control of magnetism in multiferroic heterostructures								JOURNAL OF PHYSICS-CONDENSED MATTER				24	33					333201	10.1088/0953-8984/24/33/333201			AUG 22 2012	2012										283							WOS:000306997300001		
J	Gann, E.; Young, A. T.; Collins, B. A.; Yan, H.; Nasiatka, J.; Padmore, H. A.; Ade, H.; Hexemer, A.; Wang, C.								Soft x-ray scattering facility at the Advanced Light Source with real-time data processing and analysis								REVIEW OF SCIENTIFIC INSTRUMENTS				83	4					045110	10.1063/1.3701831			APR 2012	2012										278							WOS:000303415300072		
J	Nugent, Keith A.								Coherent methods in the X-ray sciences								ADVANCES IN PHYSICS				59	1			1	99	PII 917135272	10.1080/00018730903270926			2010	2010										274							WOS:000272136200001		
J	Tiedtke, K.; Azima, A.; von Bargen, N.; Bittner, L.; Bonfigt, S.; Duesterer, S.; Faatz, B.; Fruehling, U.; Gensch, M.; Gerth, Ch; Guerassimova, N.; Hahn, U.; Hans, T.; Hesse, M.; Honkavaar, K.; Jastrow, U.; Juranic, P.; Kapitzki, S.; Keitel, B.; Kracht, T.; Kuhlmann, M.; Li, W. B.; Martins, M.; Nunez, T.; Ploenjes, E.; Redlin, H.; Saldin, E. L.; Schneidmiller, E. A.; Schneider, J. R.; Schreiber, S.; Stojanovic, N.; Tavella, F.; Toleikis, S.; Treusch, R.; Weigelt, H.; Wellhoefer, M.; Wabnitz, H.; Yurkov, M. V.; Feldhaus, J.								The soft x-ray free-electron laser FLASH at DESY: beamlines, diagnostics and end-stations								NEW JOURNAL OF PHYSICS				11						023029	10.1088/1367-2630/11/2/023029			FEB 17 2009	2009										270							WOS:000263743700001		
J	Redecke, Lars; Nass, Karol; DePonte, Daniel P.; White, Thomas A.; Rehders, Dirk; Barty, Anton; Stellato, Francesco; Liang, Mengning; Barends, Thomas R. M.; Boutet, Sebastien; Williams, Garth J.; Messerschmidt, Marc; Seibert, M. Marvin; Aquila, Andrew; Arnlund, David; Bajt, Sasa; Barth, Torsten; Bogan, Michael J.; Caleman, Carl; Chao, Tzu-Chiao; Doak, R. Bruce; Fleckenstein, Holger; Frank, Matthias; Fromme, Raimund; Galli, Lorenzo; Grotjohann, Ingo; Hunter, Mark S.; Johansson, Linda C.; Kassemeyer, Stephan; Katona, Gergely; Kirian, Richard A.; Koopmann, Rudolf; Kupitz, Chris; Lomb, Lukas; Martin, Andrew V.; Mogk, Stefan; Neutze, Richard; Shoeman, Robert L.; Steinbrener, Jan; Timneanu, Nicusor; Wang, Dingjie; Weierstall, Uwe; Zatsepin, Nadia A.; Spence, John C. H.; Fromme, Petra; Schlichting, Ilme; Duszenko, Michael; Betzel, Christian; Chapman, Henry N.								Natively Inhibited Trypanosoma brucei Cathepsin B Structure Determined by Using an X-ray Laser								SCIENCE				339	6116			227	230		10.1126/science.1229663			JAN 11 2013	2013										269							WOS:000313328200050		
J	Marchesini, S.								A unified evaluation of iterative projection algorithms for phase retrieval								REVIEW OF SCIENTIFIC INSTRUMENTS				78	1					011301	10.1063/1.2403783			JAN 2007	2007										269							WOS:000243892300001		
J	Yano, Junko; Yachandra, Vittal								Mn4Ca Cluster in Photosynthesis: Where and How Water is Oxidized to Dioxygen								CHEMICAL REVIEWS				114	8			4175	4205		10.1021/cr4004874			APR 23 2014	2014										266							WOS:000335086300006		
J	Sciaini, German; Miller, R. J. Dwayne								Femtosecond electron diffraction: heralding the era of atomically resolved dynamics								REPORTS ON PROGRESS IN PHYSICS				74	9					096101	10.1088/0034-4885/74/9/096101			SEP 2011	2011										261							WOS:000295157400001		
J	Shechtman, Yoav; Eldar, Yonina C.; Cohen, Oren; Chapman, Henry N.; Miao, Jianwei; Segev, Mordechai								Phase Retrieval with Application to Optical Imaging								IEEE SIGNAL PROCESSING MAGAZINE				32	3			87	109		10.1109/MSP.2014.2352673			MAY 2015	2015										260							WOS:000352498800009		
J	Howells, M. R.; Beetz, T.; Chapman, H. N.; Cui, C.; Holton, J. M.; Jacobsen, C. J.; Kirz, J.; Lima, E.; Marchesini, S.; Miao, H.; Sayre, D.; Shapiro, D. A.; Spence, J. C. H.; Starodub, D.								An assessment of the resolution limitation due to radiation-damage in X-ray diffraction microscopy								JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA				170	1-3			4	12		10.1016/j.elspec.2008.10.008			MAR 2009	2009										258							WOS:000265315800002		
J	Weierstall, Uwe; James, Daniel; Wang, Chong; White, Thomas A.; Wang, Dingjie; Liu, Wei; Spence, John C. H.; Doak, R. Bruce; Nelson, Garrett; Fromme, Petra; Fromme, Raimund; Grotjohann, Ingo; Kupitz, Christopher; Zatsepin, Nadia A.; Liu, Haiguang; Basu, Shibom; Wacker, Daniel; Han, Gye Won; Katritch, Vsevolod; Boutet, Sebastien; Messerschmidt, Marc; Williams, Garth J.; Koglin, Jason E.; Seibert, M. Marvin; Klinker, Markus; Gati, Cornelius; Shoeman, Robert L.; Barty, Anton; Chapman, Henry N.; Kirian, Richard A.; Beyerlein, Kenneth R.; Stevens, Raymond C.; Li, Dianfan; Shah, Syed T. A.; Howe, Nicole; Caffrey, Martin; Cherezov, Vadim								Lipidic cubic phase injector facilitates membrane protein serial femtosecond crystallography								NATURE COMMUNICATIONS				5						3309	10.1038/ncomms4309			FEB 2014	2014										257							WOS:000332668300002		
J	Zhang, Fei; Nangreave, Jeanette; Liu, Yan; Yan, Hao								Structural DNA Nanotechnology: State of the Art and Future Perspective								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	32			11198	11211		10.1021/ja505101a			AUG 13 2014	2014										250							WOS:000340442700001		
J	Chapman, Henry N.; Nugent, Keith A.								Coherent lensless X-ray imaging								NATURE PHOTONICS				4	12			833	839		10.1038/nphoton.2010.240			DEC 2010	2010										249							WOS:000284753200013		
J	Liu, Wei; Wacker, Daniel; Gati, Cornelius; Han, Gye Won; James, Daniel; Wang, Dingjie; Nelson, Garrett; Weierstall, Uwe; Katritch, Vsevolod; Barty, Anton; Zatsepin, Nadia A.; Li, Dianfan; Messerschmidt, Marc; Boutet, Sebastien; Williams, Garth J.; Koglin, Jason E.; Seibert, M. Marvin; Wang, Chong; Shah, Syed T. A.; Basu, Shibom; Fromme, Raimund; Kupitz, Christopher; Rendek, Kimberley N.; Grotjohann, Ingo; Fromme, Petra; Kirian, Richard A.; Beyerlein, Kenneth R.; White, Thomas A.; Chapman, Henry N.; Caffrey, Martin; Spence, John C. H.; Stevens, Raymond C.; Cherezov, Vadim								Serial Femtosecond Crystallography of G Protein-Coupled Receptors								SCIENCE				342	6165			1521	1524		10.1126/science.1244142			DEC 20 2013	2013										246							WOS:000328644300062		
J	Kern, Jan; Alonso-Mori, Roberto; Tran, Rosalie; Hattne, Johan; Gildea, Richard J.; Echols, Nathaniel; Gloeckner, Carina; Hellmich, Julia; Laksmono, Hartawan; Sierra, Raymond G.; Lassalle-Kaiser, Benedikt; Koroidov, Sergey; Lampe, Alyssa; Han, Guangye; Gul, Sheraz; DiFiore, Doerte; Milathianaki, Despina; Fry, Alan R.; Miahnahri, Alan; Schafer, Donald W.; Messerschmidt, Marc; Seibert, M. Marvin; Koglin, Jason E.; Sokaras, Dimosthenis; Weng, Tsu-Chien; Sellberg, Jonas; Latimer, Matthew J.; Grosse-Kunstleve, Ralf W.; Zwart, Petrus H.; White, William E.; Glatzel, Pieter; Adams, Paul D.; Bogan, Michael J.; Williams, Garth J.; Boutet, Sebastien; Messinger, Johannes; Zouni, Athina; Sauter, Nicholas K.; Yachandra, Vittal K.; Bergmann, Uwe; Yano, Junko								Simultaneous Femtosecond X-ray Spectroscopy and Diffraction of Photosystem II at Room Temperature								SCIENCE				340	6131			491	495		10.1126/science.1234273			APR 26 2013	2013										243							WOS:000318016700046		
J	Miao, Jianwei; Ishikawa, Tetsuya; Robinson, Ian K.; Murnane, Margaret M.								Beyond crystallography: Diffractive imaging using coherent x-ray light sources								SCIENCE				348	6234			530	535		10.1126/science.aaa1394			MAY 1 2015	2015										241							WOS:000353778100031		
J	Schlenvoigt, H. -P.; Haupt, K.; Debus, A.; Budde, F.; Jaeckel, O.; Pfotenhauer, S.; Schwoerer, H.; Rohwer, E.; Gallacher, J. G.; Brunetti, E.; Shanks, R. P.; Wiggins, S. M.; Jaroszynski, D. A.								A compact synchrotron radiation source driven by a laser-plasma wakefield accelerator								NATURE PHYSICS				4	2			130	133		10.1038/nphys811			FEB 2008	2008										238							WOS:000253724500017		
J	Gaffney, K. J.; Chapman, H. N.								Imaging atomic structure and dynamics with ultrafast X-ray scattering								SCIENCE				316	5830			1444	1448		10.1126/science.1135923			JUN 8 2007	2007										236							WOS:000247066400033		
