PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8415							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										5926							WOS:000308825700001		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1263							WOS:000305907700002		
J	Lv, B. Q.; Weng, H. M.; Fu, B. B.; Wang, X. P.; Miao, H.; Ma, J.; Richard, P.; Huang, X. C.; Zhao, L. X.; Chen, G. F.; Fang, Z.; Dai, X.; Qian, T.; Ding, H.								Experimental Discovery of Weyl Semimetal TaAs								PHYSICAL REVIEW X				5	3					031013	10.1103/PhysRevX.5.031013			JUL 31 2015	2015										1067							WOS:000358858300002		
J	Xu, Xiaodong; Yao, Wang; Xiao, Di; Heinz, Tony F.								Spin and pseudospins in layered transition metal dichalcogenides								NATURE PHYSICS				10	5			343	350		10.1038/NPHYS2942			MAY 2014	2014										1004							WOS:000335371200011		
J	Weng, Hongming; Fang, Chen; Fang, Zhong; Bernevig, B. Andrei; Dai, Xi								Weyl Semimetal Phase in Noncentrosymmetric Transition-Metal Monophosphides								PHYSICAL REVIEW X				5	1					011029	10.1103/PhysRevX.5.011029			MAR 17 2015	2015										920							WOS:000351507700001		
J	Graf, Tanja; Felser, Claudia; Parkin, Stuart S. P.								Simple rules for the understanding of Heusler compounds								PROGRESS IN SOLID STATE CHEMISTRY				39	1			1	50		10.1016/j.progsolidstchem.2011.02.001			2011	2011										803							WOS:000291291900001		
J	Soluyanov, Alexey A.; Gresch, Dominik; Wang, Zhijun; Wu, QuanSheng; Troyer, Matthias; Dai, Xi; Bernevig, B. Andrei								Type-II Weyl semimetals								NATURE				527	7579			495	498		10.1038/nature15768			NOV 26 2015	2015										762							WOS:000365352500043		
J	Bhimanapati, Ganesh R.; Lin, Zhong; Meunier, Vincent; Jung, Yeonwoong; Cha, Judy; Das, Saptarshi; Xiao, Di; Son, Youngwoo; Strano, Michael S.; Cooper, Valentino R.; Liang, Liangbo; Louie, Steven G.; Ringe, Emilie; Zhou, Wu; Kim, Steve S.; Naik, Rajesh R.; Sumpter, Bobby G.; Terrones, Humberto; Xia, Fengnian; Wang, Yeliang; Zhu, Jun; Akinwande, Deji; Alem, Nasim; Schuller, Jon A.; Schaak, Raymond E.; Terrones, Mauricio; Robinson, Joshua A.								Recent Advances in Two-Dimensional Materials beyond Graphene								ACS NANO				9	12			11509	11539		10.1021/acsnano.5b05556			DEC 2015	2015										752							WOS:000367280100002		
J	Ando, Yoichi								Topological Insulator Materials								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				82	10					102001	10.7566/JPSJ.82.102001			OCT 2013	2013										701							WOS:000325108000001		
J	Ugeda, Miguel M.; Bradley, Aaron J.; Shi, Su-Fei; da Jornada, Felipe H.; Zhang, Yi; Qiu, Diana Y.; Ruan, Wei; Mo, Sung-Kwan; Hussain, Zahid; Shen, Zhi-Xun; Wang, Feng; Louie, Steven G.; Crommie, Michael F.								Giant bandgap renormalization and excitonic effects in a monolayer transition metal dichalcogenide semiconductor								NATURE MATERIALS				13	12			1091	1095		10.1038/NMAT4061			DEC 2014	2014										659							WOS:000345432200009		
J	Liu, Z. K.; Jiang, J.; Zhou, B.; Wang, Z. J.; Zhang, Y.; Weng, H. M.; Prabhakaran, D.; Mo, S-K.; Peng, H.; Dudin, P.; Kim, T.; Hoesch, M.; Fang, Z.; Dai, X.; Shen, Z. X.; Feng, D. L.; Hussain, Z.; Chen, Y. L.								A stable three-dimensional topological Dirac semimetal Cd3As2								NATURE MATERIALS				13	7			677	681		10.1038/NMAT3990			JUL 2014	2014										652							WOS:000338482300013		
J	Georgakilas, Vasilios; Tiwari, Jitendra N.; Kemp, K. Christian; Perman, Jason A.; Bourlinos, Athanasios B.; Kim, Kwang S.; Zboril, Radek								Noncovalent Functionalization of Graphene and Graphene Oxide for Energy Materials, Biosensing, Catalytic, and Biomedical Applications								CHEMICAL REVIEWS				116	9			5464	5519		10.1021/acs.chemrev.5b00620			MAY 11 2016	2016										648							WOS:000375888300015		
J	Huang, Xiaochun; Zhao, Lingxiao; Long, Yujia; Wang, Peipei; Chen, Dong; Yang, Zhanhai; Liang, Hui; Xue, Mianqi; Weng, Hongming; Fang, Zhong; Dai, Xi; Chen, Genfu								Observation of the Chiral-Anomaly-Induced Negative Magnetoresistance in 3D Weyl Semimetal TaAs								PHYSICAL REVIEW X				5	3					031023	10.1103/PhysRevX.5.031023			AUG 24 2015	2015										639							WOS:000359947000001		
J	Zhu, Feng-feng; Chen, Wei-jiong; Xu, Yong; Gao, Chun-lei; Guan, Dan-dan; Liu, Can-hua; Qian, Dong; Zhang, Shou-Cheng; Jia, Jin-feng								Epitaxial growth of two-dimensional stanene								NATURE MATERIALS				14	10			1020	+		10.1038/NMAT4384			OCT 2015	2015										630							WOS:000361771800022		
J	Curtarolo, Stefano; Hart, Gus L. W.; Nardelli, Marco Buongiorno; Mingo, Natalio; Sanvito, Stefano; Levy, Ohad								The high-throughput highway to computational materials design								NATURE MATERIALS				12	3			191	201		10.1038/NMAT3568			MAR 2013	2013										626							WOS:000315707200015		
J	Xu, Yong; Yan, Binghai; Zhang, Hai-Jun; Wang, Jing; Xu, Gang; Tang, Peizhe; Duan, Wenhui; Zhang, Shou-Cheng								Large-Gap Quantum Spin Hall Insulators in Tin Films								PHYSICAL REVIEW LETTERS				111	13					136804	10.1103/PhysRevLett.111.136804			SEP 24 2013	2013										614							WOS:000324762300018		
