PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8570							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6058							WOS:000308825700001		
J	Bernevig, B. Andrei; Hughes, Taylor L.; Zhang, Shou-Cheng								Quantum spin Hall effect and topological phase transition in HgTe quantum wells								SCIENCE				314	5806			1757	1761		10.1126/science.1133734			DEC 15 2006	2006										3363							WOS:000242833600053		
J	Son, Young-Woo; Cohen, Marvin L.; Louie, Steven G.								Half-metallic graphene nanoribbons								NATURE				444	7117			347	349		10.1038/nature05180			NOV 16 2006	2006										2997							WOS:000242018300043		
J	Fu, Liang; Kane, C. L.; Mele, E. J.								Topological insulators in three dimensions								PHYSICAL REVIEW LETTERS				98	10					106803	10.1103/PhysRevLett.98.106803			MAR 9 2007	2007										2404							WOS:000244792400042		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Xia, Y.; Qian, D.; Hsieh, D.; Wray, L.; Pal, A.; Lin, H.; Bansil, A.; Grauer, D.; Hor, Y. S.; Cava, R. J.; Hasan, M. Z.								Observation of a large-gap topological-insulator class with a single Dirac cone on the surface								NATURE PHYSICS				5	6			398	402		10.1038/NPHYS1274			JUN 2009	2009										2254							WOS:000266544800016		
J	Xu, Mingsheng; Liang, Tao; Shi, Minmin; Chen, Hongzheng								Graphene-Like Two-Dimensional Materials								CHEMICAL REVIEWS				113	5			3766	3798		10.1021/cr300263a			MAY 2013	2013										2116							WOS:000318892600022		
J	Wan, Xiangang; Turner, Ari M.; Vishwanath, Ashvin; Savrasov, Sergey Y.								Topological semimetal and Fermi-arc surface states in the electronic structure of pyrochlore iridates								PHYSICAL REVIEW B				83	20					205101	10.1103/PhysRevB.83.205101			MAY 2 2011	2011										2105							WOS:000290120500002		
