PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	BLATTER, G; FEIGELMAN, MV; GESHKENBEIN, VB; LARKIN, AI; VINOKUR, VM								VORTICES IN HIGH-TEMPERATURE SUPERCONDUCTORS								REVIEWS OF MODERN PHYSICS				66	4			1125	1388		10.1103/RevModPhys.66.1125			OCT 1994	1994										4726							WOS:A1994QE12700001		
J	Birney, Ewan; Stamatoyannopoulos, John A.; Dutta, Anindya; Guigo, Roderic; Gingeras, Thomas R.; Margulies, Elliott H.; Weng, Zhiping; Snyder, Michael; Dermitzakis, Emmanouil T.; Stamatoyannopoulos, John A.; Thurman, Robert E.; Kuehn, Michael S.; Taylor, Christopher M.; Neph, Shane; Koch, Christoph M.; Asthana, Saurabh; Malhotra, Ankit; Adzhubei, Ivan; Greenbaum, Jason A.; Andrews, Robert M.; Flicek, Paul; Boyle, Patrick J.; Cao, Hua; Carter, Nigel P.; Clelland, Gayle K.; Davis, Sean; Day, Nathan; Dhami, Pawandeep; Dillon, Shane C.; Dorschner, Michael O.; Fiegler, Heike; Giresi, Paul G.; Goldy, Jeff; Hawrylycz, Michael; Haydock, Andrew; Humbert, Richard; James, Keith D.; Johnson, Brett E.; Johnson, Ericka M.; Frum, Tristan T.; Rosenzweig, Elizabeth R.; Karnani, Neerja; Lee, Kirsten; Lefebvre, Gregory C.; Navas, Patrick A.; Neri, Fidencio; Parker, Stephen C. J.; Sabo, Peter J.; Sandstrom, Richard; Shafer, Anthony; Vetrie, David; Weaver, Molly; Wilcox, Sarah; Yu, Man; Collins, Francis S.; Dekker, Job; Lieb, Jason D.; Tullius, Thomas D.; Crawford, Gregory E.; Sunyaev, Shamil; Noble, William S.; Dunham, Ian; Dutta, Anindya; Guigo, Roderic; Denoeud, France; Reymond, Alexandre; Kapranov, Philipp; Rozowsky, Joel; Zheng, Deyou; Castelo, Robert; Frankish, Adam; Harrow, Jennifer; Ghosh, Srinka; Sandelin, Albin; Hofacker, Ivo L.; Baertsch, Robert; Keefe, Damian; Flicek, Paul; Dike, Sujit; Cheng, Jill; Hirsch, Heather A.; Sekinger, Edward A.; Lagarde, Julien; Abril, Josep F.; Shahab, Atif; Flamm, Christoph; Fried, Claudia; Hackermueller, Joerg; Hertel, Jana; Lindemeyer, Manja; Missal, Kristin; Tanzer, Andrea; Washietl, Stefan; Korbel, Jan; Emanuelsson, Olof; Pedersen, Jakob S.; Holroyd, Nancy; Taylor, Ruth; Swarbreck, David; Matthews, Nicholas; Dickson, Mark C.; Thomas, Daryl J.; Weirauch, Matthew T.; Gilbert, James; Drenkow, Jorg; Bell, Ian; Zhao, XiaoDong; Srinivasan, K. G.; Sung, Wing-Kin; Ooi, Hong Sain; Chiu, Kuo Ping; Foissac, Sylvain; Alioto, Tyler; Brent, Michael; Pachter, Lior; Tress, Michael L.; Valencia, Alfonso; Choo, Siew Woh; Choo, Chiou Yu; Ucla, Catherine; Manzano, Caroline; Wyss, Carine; Cheung, Evelyn; Clark, Taane G.; Brown, James B.; Ganesh, Madhavan; Patel, Sandeep; Tammana, Hari; Chrast, Jacqueline; Henrichsen, Charlotte N.; Kai, Chikatoshi; Kawai, Jun; Nagalakshmi, Ugrappa; Wu, Jiaqian; Lian, Zheng; Lian, Jin; Newburger, Peter; Zhang, Xueqing; Bickel, Peter; Mattick, John S.; Carninci, Piero; Hayashizaki, Yoshihide; Weissman, Sherman; Dermitzakis, Emmanouil T.; Margulies, Elliott H.; Hubbard, Tim; Myers, Richard M.; Rogers, Jane; Stadler, Peter F.; Lowe, Todd M.; Wei, Chia-Lin; Ruan, Yijun; Snyder, Michael; Birney, Ewan; Struhl, Kevin; Gerstein, Mark; Antonarakis, Stylianos E.; Gingeras, Thomas R.; Brown, James B.; Flicek, Paul; Fu, Yutao; Keefe, Damian; Birney, Ewan; Denoeud, France; Gerstein, Mark; Green, Eric D.; Kapranov, Philipp; Karaoez, Ulas; Myers, Richard M.; Noble, William S.; Reymond, Alexandre; Rozowsky, Joel; Struhl, Kevin; Siepel, Adam; Stamatoyannopoulos, John A.; Taylor, Christopher M.; Taylor, James; Thurman, Robert E.; Tullius, Thomas D.; Washietl, Stefan; Zheng, Deyou; Liefer, Laura A.; Wetterstrand, Kris A.; Good, Peter J.; Feingold, Elise A.; Guyer, Mark S.; Collins, Francis S.; Margulies, Elliott H.; Cooper, Gregory M.; Asimenos, George; Thomas, Daryl J.; Dewey, Colin N.; Siepel, Adam; Birney, Ewan; Keefe, Damian; Hou, Minmei; Taylor, James; Nikolaev, Sergey; Montoya-Burgos, Juan I.; Loeytynoja, Ari; Whelan, Simon; Pardi, Fabio; Massingham, Tim; Brown, James B.; Huang, Haiyan; Zhang, Nancy R.; Bickel, Peter; Holmes, Ian; Mullikin, James C.; Ureta-Vidal, Abel; Paten, Benedict; Seringhaus, Michael; Church, Deanna; Rosenbloom, Kate; Kent, W. James; Stone, Eric A.; Gerstein, Mark; Antonarakis, Stylianos E.; Batzoglou, Serafim; Goldman, Nick; Hardison, Ross C.; Haussler, David; Miller, Webb; Pachter, Lior; Green, Eric D.; Sidow, Arend; Weng, Zhiping; Trinklein, Nathan D.; Fu, Yutao; Zhang, Zhengdong D.; Karaoez, Ulas; Barrera, Leah; Stuart, Rhona; Zheng, Deyou; Ghosh, Srinka; Flicek, Paul; King, David C.; Taylor, James; Ameur, Adam; Enroth, Stefan; Bieda, Mark C.; Koch, Christoph M.; Hirsch, Heather A.; Wei, Chia-Lin; Cheng, Jill; Kim, Jonghwan; Bhinge, Akshay A.; Giresi, Paul G.; Jiang, Nan; Liu, Jun; Yao, Fei; Sung, Wing-Kin; Chiu, Kuo Ping; Vega, Vinsensius B.; Lee, Charlie W. H.; Ng, Patrick; Shahab, Atif; Sekinger, Edward A.; Yang, Annie; Moqtaderi, Zarmik; Zhu, Zhou; Xu, Xiaoqin; Squazzo, Sharon; Oberley, Matthew J.; Inman, David; Singer, Michael A.; Richmond, Todd A.; Munn, Kyle J.; Rada-Iglesias, Alvaro; Wallerman, Ola; Komorowski, Jan; Clelland, Gayle K.; Wilcox, Sarah; Dillon, Shane C.; Andrews, Robert M.; Fowler, Joanna C.; Couttet, Phillippe; James, Keith D.; Lefebvre, Gregory C.; Bruce, Alexander W.; Dovey, Oliver M.; Ellis, Peter D.; Dhami, Pawandeep; Langford, Cordelia F.; Carter, Nigel P.; Vetrie, David; Kapranov, Philipp; Nix, David A.; Bell, Ian; Patel, Sandeep; Rozowsky, Joel; Euskirchen, Ghia; Hartman, Stephen; Lian, Jin; Wu, Jiaqian; Urban, Alexander E.; Kraus, Peter; Van Calcar, Sara; Heintzman, Nate; Kim, Tae Hoon; Wang, Kun; Qu, Chunxu; Hon, Gary; Luna, Rosa; Glass, Christopher K.; Rosenfeld, M. Geoff; Force Aldred, Shelley; Cooper, Sara J.; Halees, Anason; Lin, Jane M.; Shulha, Hennady P.; Zhang, Xiaoling; Xu, Mousheng; Haidar, Jaafar N. S.; Yu, Yong; Birney, Ewan; Weissman, Sherman; Ruan, Yijun; Lieb, Jason D.; Iyer, Vishwanath R.; Green, Roland D.; Gingeras, Thomas R.; Wadelius, Claes; Dunham, Ian; Struhl, Kevin; Hardison, Ross C.; Gerstein, Mark; Farnham, Peggy J.; Myers, Richard M.; Ren, Bing; Snyder, Michael; Thomas, Daryl J.; Rosenbloom, Kate; Harte, Rachel A.; Hinrichs, Angie S.; Trumbower, Heather; Clawson, Hiram; Hillman-Jackson, Jennifer; Zweig, Ann S.; Smith, Kayla; Thakkapallayil, Archana; Barber, Galt; Kuhn, Robert M.; Karolchik, Donna; Haussler, David; Kent, W. James; Dermitzakis, Emmanouil T.; Armengol, Lluis; Bird, Christine P.; Clark, Taane G.; Cooper, Gregory M.; de Bakker, Paul I. W.; Kern, Andrew D.; Lopez-Bigas, Nuria; Martin, Joel D.; Stranger, Barbara E.; Thomas, Daryl J.; Woodroffe, Abigail; Batzoglou, Serafim; Davydov, Eugene; Dimas, Antigone; Eyras, Eduardo; Hallgrimsdottir, Ingileif B.; Hardison, Ross C.; Huppert, Julian; Sidow, Arend; Taylor, James; Trumbower, Heather; Zody, Michael C.; Guigo, Roderic; Mullikin, James C.; Abecasis, Goncalo R.; Estivill, Xavier; Birney, Ewan; Bouffard, Gerard G.; Guan, Xiaobin; Hansen, Nancy F.; Idol, Jacquelyn R.; Maduro, Valerie V. B.; Maskeri, Baishali; McDowell, Jennifer C.; Park, Morgan; Thomas, Pamela J.; Young, Alice C.; Blakesley, Robert W.; Muzny, Donna M.; Sodergren, Erica; Wheeler, David A.; Worley, Kim C.; Jiang, Huaiyang; Weinstock, George M.; Gibbs, Richard A.; Graves, Tina; Fulton, Robert; Mardis, Elaine R.; Wilson, Richard K.; Clamp, Michele; Cuff, James; Gnerre, Sante; Jaffe, David B.; Chang, Jean L.; Lindblad-Toh, Kerstin; Lander, Eric S.; Koriabine, Maxim; Nefedov, Mikhail; Osoegawa, Kazutoyo; Yoshinaga, Yuko; Zhu, Baoli; de Jong, Pieter J.		ENCODE Project Consortium						Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project								NATURE				447	7146			799	816		10.1038/nature05874			JUN 14 2007	2007										3216							WOS:000247207500034		
J	Gupta, Rajnish A.; Shah, Nilay; Wang, Kevin C.; Kim, Jeewon; Horlings, Hugo M.; Wong, David J.; Tsai, Miao-Chih; Hung, Tiffany; Argani, Pedram; Rinn, John L.; Wang, Yulei; Brzoska, Pius; Kong, Benjamin; Li, Rui; West, Robert B.; van de Vijver, Marc J.; Sukumar, Saraswati; Chang, Howard Y.								Long non-coding RNA HOTAIR reprograms chromatin state to promote cancer metastasis								NATURE				464	7291			1071	U148		10.1038/nature08975			APR 15 2010	2010										2847							WOS:000276635000045		
J	Mikkelsen, Tarjei S.; Ku, Manching; Jaffe, David B.; Issac, Biju; Lieberman, Erez; Giannoukos, Georgia; Alvarez, Pablo; Brockman, William; Kim, Tae-Kyung; Koche, Richard P.; Lee, William; Mendenhall, Eric; O'Donovan, Aisling; Presser, Aviva; Russ, Carsten; Xie, Xiaohui; Meissner, Alexander; Wernig, Marius; Jaenisch, Rudolf; Nusbaum, Chad; Lander, Eric S.; Bernstein, Bradley E.								Genome-wide maps of chromatin state in pluripotent and lineage-committed cells								NATURE				448	7153			553	U2		10.1038/nature06008			AUG 2 2007	2007										2668							WOS:000248446700035		
J	Mercer, Tim R.; Dinger, Marcel E.; Mattick, John S.								Long non-coding RNAs: insights into functions								NATURE REVIEWS GENETICS				10	3			155	159		10.1038/nrg2521			MAR 2009	2009										2666							WOS:000263457000008		
J	Lein, Ed S.; Hawrylycz, Michael J.; Ao, Nancy; Ayres, Mikael; Bensinger, Amy; Bernard, Amy; Boe, Andrew F.; Boguski, Mark S.; Brockway, Kevin S.; Byrnes, Emi J.; Chen, Lin; Chen, Li; Chen, Tsuey-Ming; Chin, Mei Chi; Chong, Jimmy; Crook, Brian E.; Czaplinska, Aneta; Dang, Chinh N.; Datta, Suvro; Dee, Nick R.; Desaki, Aimee L.; Desta, Tsega; Diep, Ellen; Dolbeare, Tim A.; Donelan, Matthew J.; Dong, Hong-Wei; Dougherty, Jennifer G.; Duncan, Ben J.; Ebbert, Amanda J.; Eichele, Gregor; Estin, Lili K.; Faber, Casey; Facer, Benjamin A.; Fields, Rick; Fischer, Shanna R.; Fliss, Tim P.; Frensley, Cliff; Gates, Sabrina N.; Glattfelder, Katie J.; Halverson, Kevin R.; Hart, Matthew R.; Hohmann, John G.; Howell, Maureen P.; Jeung, Darren P.; Johnson, Rebecca A.; Karr, Patrick T.; Kawal, Reena; Kidney, Jolene M.; Knapik, Rachel H.; Kuan, Chihchau L.; Lake, James H.; Laramee, Annabel R.; Larsen, Kirk D.; Lau, Christopher; Lemon, Tracy A.; Liang, Agnes J.; Liu, Ying; Luong, Lon T.; Michaels, Jesse; Morgan, Judith J.; Morgan, Rebecca J.; Mortrud, Marty T.; Mosqueda, Nerick F.; Ng, Lydia L.; Ng, Randy; Orta, Geralyn J.; Overly, Caroline C.; Pak, Tu H.; Parry, Sheana E.; Pathak, Sayan D.; Pearson, Owen C.; Puchalski, Ralph B.; Riley, Zackery L.; Rockett, Hannah R.; Rowland, Stephen A.; Royall, Joshua J.; Ruiz, Marcos J.; Sarno, Nadia R.; Schaffnit, Katherine; Shapovalova, Nadiya V.; Sivisay, Taz; Slaughterbeck, Clifford R.; Smith, Simon C.; Smith, Kimberly A.; Smith, Bryan I.; Sodt, Andy J.; Stewart, Nick N.; Stumpf, Kenda-Ruth; Sunkin, Susan M.; Sutram, Madhavi; Tam, Angelene; Teemer, Carey D.; Thaller, Christina; Thompson, Carol L.; Varnam, Lee R.; Visel, Axel; Whitlock, Ray M.; Wohnoutka, Paul E.; Wolkey, Crissa K.; Wong, Victoria Y.; Wood, Matthew; Yaylaoglu, Murat B.; Young, Rob C.; Youngstrom, Brian L.; Yuan, Xu Feng; Zhang, Bin; Zwingman, Theresa A.; Jones, Allan R.								Genome-wide atlas of gene expression in the adult mouse brain								NATURE				445	7124			168	176		10.1038/nature05453			JAN 11 2007	2007										2405							WOS:000243384300043		
J	Ponting, Chris P.; Oliver, Peter L.; Reik, Wolf								Evolution and Functions of Long Noncoding RNAs								CELL				136	4			629	641		10.1016/j.cell.2009.02.006			FEB 20 2009	2009										2335							WOS:000263688200015		
J	Wallraff, A; Schuster, DI; Blais, A; Frunzio, L; Huang, RS; Majer, J; Kumar, S; Girvin, SM; Schoelkopf, RJ								Strong coupling of a single photon to a superconducting qubit using circuit quantum electrodynamics								NATURE				431	7005			162	167		10.1038/nature02851			SEP 9 2004	2004										2297							WOS:000223746000038		
J	Guttman, Mitchell; Amit, Ido; Garber, Manuel; French, Courtney; Lin, Michael F.; Feldser, David; Huarte, Maite; Zuk, Or; Carey, Bryce W.; Cassady, John P.; Cabili, Moran N.; Jaenisch, Rudolf; Mikkelsen, Tarjei S.; Jacks, Tyler; Hacohen, Nir; Bernstein, Bradley E.; Kellis, Manolis; Regev, Aviv; Rinn, John L.; Lander, Eric S.								Chromatin signature reveals over a thousand highly conserved large non-coding RNAs in mammals								NATURE				458	7235			223	227		10.1038/nature07672			MAR 12 2009	2009										2275							WOS:000264059700048		
J	DAGOTTO, E								CORRELATED ELECTRONS IN HIGH-TEMPERATURE SUPERCONDUCTORS								REVIEWS OF MODERN PHYSICS				66	3			763	840		10.1103/RevModPhys.66.763			JUL 1994	1994										2253							WOS:A1994PG73600004		
J	Derrien, Thomas; Johnson, Rory; Bussotti, Giovanni; Tanzer, Andrea; Djebali, Sarah; Tilgner, Hagen; Guernec, Gregory; Martin, David; Merkel, Angelika; Knowles, David G.; Lagarde, Julien; Veeravalli, Lavanya; Ruan, Xiaoan; Ruan, Yijun; Lassmann, Timo; Carninci, Piero; Brown, James B.; Lipovich, Leonard; Gonzalez, Jose M.; Thomas, Mark; Davis, Carrie A.; Shiekhattar, Ramin; Gingeras, Thomas R.; Hubbard, Tim J.; Notredame, Cedric; Harrow, Jennifer; Guigo, Roderic								The GENCODE v7 catalog of human long noncoding RNAs: Analysis of their gene structure, evolution, and expression								GENOME RESEARCH				22	9			1775	1789		10.1101/gr.132159.111			SEP 2012	2012										2094							WOS:000308272800018		
