PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14150							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10769							WOS:000257713900044		
J	PAYNE, MC; TETER, MP; ALLAN, DC; ARIAS, TA; JOANNOPOULOS, JD								ITERATIVE MINIMIZATION TECHNIQUES FOR ABINITIO TOTAL-ENERGY CALCULATIONS - MOLECULAR-DYNAMICS AND CONJUGATE GRADIENTS								REVIEWS OF MODERN PHYSICS				64	4			1045	1097		10.1103/RevModPhys.64.1045			OCT 1992	1992										6679							WOS:A1992JV36300004		
J	Zhu, Yanwu; Murali, Shanthi; Cai, Weiwei; Li, Xuesong; Suk, Ji Won; Potts, Jeffrey R.; Ruoff, Rodney S.								Graphene and Graphene Oxide: Synthesis, Properties, and Applications								ADVANCED MATERIALS				22	35			3906	3924		10.1002/adma.201001068			SEP 15 2010	2010										5279							WOS:000282910100001		
J	Imada, M; Fujimori, A; Tokura, Y								Metal-insulator transitions								REVIEWS OF MODERN PHYSICS				70	4			1039	1263		10.1103/RevModPhys.70.1039			OCT 1998	1998										4577							WOS:000077004600001		
J	Bolotin, K. I.; Sikes, K. J.; Jiang, Z.; Klima, M.; Fudenberg, G.; Hone, J.; Kim, P.; Stormer, H. L.								Ultrahigh electron mobility in suspended graphene								SOLID STATE COMMUNICATIONS				146	9-10			351	355		10.1016/j.ssc.2008.02.024			JUN 2008	2008										4490							WOS:000256641500001		
J	Vurgaftman, I; Meyer, JR; Ram-Mohan, LR								Band parameters for III-V compound semiconductors and their alloys								JOURNAL OF APPLIED PHYSICS				89	11			5815	5875		10.1063/1.1368156			JUN 1 2001	2001										4480							WOS:000169149900001		
J	Baroni, S; de Gironcoli, S; Dal Corso, A; Giannozzi, P								Phonons and related crystal properties from density-functional perturbation theory								REVIEWS OF MODERN PHYSICS				73	2			515	562		10.1103/RevModPhys.73.515			APR 2001	2001										4116							WOS:000170126800008		
J	ANISIMOV, VI; ZAANEN, J; ANDERSEN, OK								BAND THEORY AND MOTT INSULATORS - HUBBARD-U INSTEAD OF STONER-I								PHYSICAL REVIEW B				44	3			943	954		10.1103/PhysRevB.44.943			JUL 15 1991	1991										3892							WOS:A1991FW10500002		
J	Geim, A. K.; Grigorieva, I. V.								Van der Waals heterostructures								NATURE				499	7459			419	425		10.1038/nature12385			JUL 25 2013	2013										3870							WOS:000322157900029		
J	Allen, Matthew J.; Tung, Vincent C.; Kaner, Richard B.								Honeycomb Carbon: A Review of Graphene								CHEMICAL REVIEWS				110	1			132	145		10.1021/cr900070d			JAN 2010	2010										3833							WOS:000274255700006		
J	Son, Young-Woo; Cohen, Marvin L.; Louie, Steven G.								Energy gaps in graphene nanoribbons								PHYSICAL REVIEW LETTERS				97	21					216803	10.1103/PhysRevLett.97.216803			NOV 24 2006	2006										3399							WOS:000242219900037		
J	JONES, RO; GUNNARSSON, O								THE DENSITY FUNCTIONAL FORMALISM, ITS APPLICATIONS AND PROSPECTS								REVIEWS OF MODERN PHYSICS				61	3			689	746		10.1103/RevModPhys.61.689			JUL 1989	1989										2906							WOS:A1989AE98700007		
J	Rao, C. N. R.; Sood, A. K.; Subrahmanyam, K. S.; Govindaraj, A.								Graphene: The New Two-Dimensional Nanomaterial								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	42			7752	7777		10.1002/anie.200901678			2009	2009										2673							WOS:000270846600005		
J	Anisimov, VI; Aryasetiawan, F; Lichtenstein, AI								First-principles calculations of the electronic structure and spectra of strongly correlated systems: The LDA+U method								JOURNAL OF PHYSICS-CONDENSED MATTER				9	4			767	808		10.1088/0953-8984/9/4/002			JAN 27 1997	1997										2500							WOS:A1997WG36100002		
J	Gonze, X; Beuken, JM; Caracas, R; Detraux, F; Fuchs, M; Rignanese, GM; Sindic, L; Verstraete, M; Zerah, G; Jollet, F; Torrent, M; Roy, A; Mikami, M; Ghosez, P; Raty, JY; Allan, DC								First-principles computation of material properties: the ABINIT software project								COMPUTATIONAL MATERIALS SCIENCE				25	3			478	492	PII S0927-0256(02)00325-7	10.1016/S0927-0256(02)00325-7			NOV 2002	2002										2291							WOS:000179332600021		
J	DAGOTTO, E								CORRELATED ELECTRONS IN HIGH-TEMPERATURE SUPERCONDUCTORS								REVIEWS OF MODERN PHYSICS				66	3			763	840		10.1103/RevModPhys.66.763			JUL 1994	1994										2253							WOS:A1994PG73600004		
J	Pei, Songfeng; Cheng, Hui-Ming								The reduction of graphene oxide								CARBON				50	9			3210	3228		10.1016/j.carbon.2011.11.010			AUG 2012	2012										2249							WOS:000304644700014		
J	Cullis, AG; Canham, LT; Calcott, PDJ								The structural and luminescence properties of porous silicon								JOURNAL OF APPLIED PHYSICS				82	3			909	965		10.1063/1.366536			AUG 1 1997	1997										2209							WOS:A1997XP10600001		
J	Onida, G; Reining, L; Rubio, A								Electronic excitations: density-functional versus many-body Green's-function approaches								REVIEWS OF MODERN PHYSICS				74	2			601	659		10.1103/RevModPhys.74.601			APR 2002	2002										2205							WOS:000176677500007		
J	Lee, PA; Nagaosa, N; Wen, XG								Doping a Mott insulator: Physics of high-temperature superconductivity								REVIEWS OF MODERN PHYSICS				78	1			17	85		10.1103/RevModPhys.78.17			JAN-MAR 2006	2006										2165							WOS:000236516300002		
J	Zhang, Yuanbo; Tang, Tsung-Ta; Girit, Caglar; Hao, Zhao; Martin, Michael C.; Zettl, Alex; Crommie, Michael F.; Shen, Y. Ron; Wang, Feng								Direct observation of a widely tunable bandgap in bilayer graphene								NATURE				459	7248			820	823		10.1038/nature08105			JUN 11 2009	2009										2146							WOS:000267084500034		
J	Morozov, S. V.; Novoselov, K. S.; Katsnelson, M. I.; Schedin, F.; Elias, D. C.; Jaszczak, J. A.; Geim, A. K.								Giant intrinsic carrier mobilities in graphene and its bilayer								PHYSICAL REVIEW LETTERS				100	1					016602	10.1103/PhysRevLett.100.016602			JAN 11 2008	2008										2044							WOS:000252285500055		
J	Georgakilas, Vasilios; Otyepka, Michal; Bourlinos, Athanasios B.; Chandra, Vimlesh; Kim, Namdong; Kemp, K. Christian; Hobza, Pavel; Zboril, Radek; Kim, Kwang S.								Functionalization of Graphene: Covalent and Non-Covalent Approaches, Derivatives and Applications								CHEMICAL REVIEWS				112	11			6156	6214		10.1021/cr3000412			NOV 2012	2012										2019							WOS:000311239600017		
J	Rehr, JJ; Albers, RC								Theoretical approaches to x-ray absorption fine structure								REVIEWS OF MODERN PHYSICS				72	3			621	654		10.1103/RevModPhys.72.621			JUL 2000	2000										1933							WOS:000088689200001		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Wang, Haibo; Maiyalagan, Thandavarayan; Wang, Xin								Review on Recent Progress in Nitrogen-Doped Graphene: Synthesis, Characterization, and Its Potential Applications								ACS CATALYSIS				2	5			781	794		10.1021/cs200652y			MAY 2012	2012										1838							WOS:000303492400012		
J	Cai, Jinming; Ruffieux, Pascal; Jaafar, Rached; Bieri, Marco; Braun, Thomas; Blankenburg, Stephan; Muoth, Matthias; Seitsonen, Ari P.; Saleh, Moussa; Feng, Xinliang; Muellen, Klaus; Fasel, Roman								Atomically precise bottom-up fabrication of graphene nanoribbons								NATURE				466	7305			470	473		10.1038/nature09211			JUL 22 2010	2010										1837							WOS:000280141200031		
J	VAN DE WALLE, CG								BAND LINEUPS AND DEFORMATION POTENTIALS IN THE MODEL-SOLID THEORY								PHYSICAL REVIEW B				39	3			1871	1883		10.1103/PhysRevB.39.1871			JAN 15 1989	1989										1737							WOS:A1989R950800049		
J	Van de Walle, CG; Neugebauer, J								First-principles calculations for defects and impurities: Applications to III-nitrides								JOURNAL OF APPLIED PHYSICS				95	8			3851	3879		10.1063/1.1682673			APR 15 2004	2004										1727							WOS:000220586100001		
J	Dreaden, Erik C.; Alkilany, Alaaldin M.; Huang, Xiaohua; Murphy, Catherine J.; El-Sayed, Mostafa A.								The golden age: gold nanoparticles for biomedicine								CHEMICAL SOCIETY REVIEWS				41	7			2740	2779		10.1039/c1cs15237h			2012	2012										1621							WOS:000301354900016		
J	Banhart, Florian; Kotakoski, Jani; Krasheninnikov, Arkady V.								Structural Defects in Graphene								ACS NANO				5	1			26	41		10.1021/nn102598m			JAN 2011	2011										1582							WOS:000286487300005		
J	Gonze, X.; Amadon, B.; Anglade, P. -M.; Beuken, J. -M.; Bottin, F.; Boulanger, P.; Bruneval, F.; Caliste, D.; Caracas, R.; Cote, M.; Deutsch, T.; Genovese, L.; Ghosez, Ph.; Giantomassi, M.; Goedecker, S.; Hamann, D. R.; Hermet, P.; Jollet, F.; Jomard, G.; Leroux, S.; Mancini, M.; Mazevet, S.; Oliveira, M. J. T.; Onida, G.; Pouillon, Y.; Rangel, T.; Rignanese, G. -M.; Sangalli, D.; Shaltaf, R.; Torrent, M.; Verstraete, M. J.; Zerah, G.; Zwanziger, J. W.								ABINIT: First-principles approach to material and nanosystem properties								COMPUTER PHYSICS COMMUNICATIONS				180	12			2582	2615		10.1016/j.cpc.2009.07.007			DEC 2009	2009										1578							WOS:000273011500017		
J	Bunch, J. Scott; Verbridge, Scott S.; Alden, Jonathan S.; van der Zande, Arend M.; Parpia, Jeevak M.; Craighead, Harold G.; McEuen, Paul L.								Impermeable atomic membranes from graphene sheets								NANO LETTERS				8	8			2458	2462		10.1021/nl801457b			AUG 2008	2008										1564							WOS:000258440700060		
J	Lu, Qi; Liu, Ke; Zhang, Hongming; Du, Zhibo; Wang, Xianhong; Wang, Fosong								From Tunneling to Hopping: A Comprehensive Investigation of Charge Transport Mechanism in Molecular Junctions Based on Oligo(p-phenylene ethynylene)s								ACS NANO				3	12			3861	3868		10.1021/nn9012687			DEC 2009	2009										1470							WOS:000272846000016		
J	RAPPE, AM; RABE, KM; KAXIRAS, E; JOANNOPOULOS, JD								OPTIMIZED PSEUDOPOTENTIALS								PHYSICAL REVIEW B				41	2			1227	1230		10.1103/PhysRevB.41.1227			JAN 15 1990	1990										1468							WOS:A1990CJ62400045		
J	Gonze, X; Lee, C								Dynamical matrices, born effective charges, dielectric permittivity tensors, and interatomic force constants from density-functional perturbation theory								PHYSICAL REVIEW B				55	16			10355	10368		10.1103/PhysRevB.55.10355			APR 15 1997	1997										1467							WOS:A1997WW80300037		
J	Cococcioni, M; de Gironcoli, S								Linear response approach to the calculation of the effective interaction parameters in the LDA+U method								PHYSICAL REVIEW B				71	3					035105	10.1103/PhysRevB.71.035105			JAN 2005	2005										1420							WOS:000226735900036		
J	Wang, Ying; Shao, Yuyan; Matson, Dean W.; Li, Jinghong; Lin, Yuehe								Nitrogen-Doped Graphene and Its Application in Electrochemical Biosensing								ACS NANO				4	4			1790	1798		10.1021/nn100315s			APR 2010	2010										1362							WOS:000276956800004		
J	Kotliar, G.; Savrasov, S. Y.; Haule, K.; Oudovenko, V. S.; Parcollet, O.; Marianetti, C. A.								Electronic structure calculations with dynamical mean-field theory								REVIEWS OF MODERN PHYSICS				78	3			865	951		10.1103/RevModPhys.78.865			JUL-SEP 2006	2006										1282							WOS:000240875200005		
J	RESTA, R								MACROSCOPIC POLARIZATION IN CRYSTALLINE DIELECTRICS - THE GEOMETRIC PHASE APPROACH								REVIEWS OF MODERN PHYSICS				66	3			899	915		10.1103/RevModPhys.66.899			JUL 1994	1994										1265							WOS:A1994PG73600006		
J	Ferrari, Andrea C.; Bonaccorso, Francesco; Fal'ko, Vladimir; Novoselov, Konstantin S.; Roche, Stephan; Boggild, Peter; Borini, Stefano; Koppens, Frank H. L.; Palermo, Vincenzo; Pugno, Nicola; Garrido, Jose A.; Sordan, Roman; Bianco, Alberto; Ballerini, Laura; Prato, Maurizio; Lidorikis, Elefterios; Kivioja, Jani; Marinelli, Claudio; Ryhaenen, Tapani; Morpurgo, Alberto; Coleman, Jonathan N.; Nicolosi, Valeria; Colombo, Luigi; Fert, Albert; Garcia-Hernandez, Mar; Bachtold, Adrian; Schneider, Gregory F.; Guinea, Francisco; Dekker, Cees; Barbone, Matteo; Sun, Zhipei; Galiotis, Costas; Grigorenko, Alexander N.; Konstantatos, Gerasimos; Kis, Andras; Katsnelson, Mikhail; Vandersypen, Lieven; Loiseau, Annick; Morandi, Vittorio; Neumaier, Daniel; Treossi, Emanuele; Pellegrini, Vittorio; Polini, Marco; Tredicucci, Alessandro; Williams, Gareth M.; Hong, Byung Hee; Ahn, Jong-Hyun; Kim, Jong Min; Zirath, Herbert; van Wees, Bart J.; van der Zant, Herre; Occhipinti, Luigi; Di Matteo, Andrea; Kinloch, Ian A.; Seyller, Thomas; Quesnel, Etienne; Feng, Xinliang; Teo, Ken; Rupesinghe, Nalin; Hakonen, Pertti; Neil, Simon R. T.; Tannock, Quentin; Loefwander, Tomas; Kinaret, Jari								Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems								NANOSCALE				7	11			4598	4810		10.1039/c4nr01600a			2015	2015										1241							WOS:000351061700001		
J	PICKETT, WE								ELECTRONIC-STRUCTURE OF THE HIGH-TEMPERATURE OXIDE SUPERCONDUCTORS								REVIEWS OF MODERN PHYSICS				61	2			433	512		10.1103/RevModPhys.61.433			APR 1989	1989										1196							WOS:A1989U100300006		
J	Novoselov, K. S.; Mishchenko, A.; Carvalho, A.; Castro Neto, A. H.								2D materials and van der Waals heterostructures								SCIENCE				353	6298					aac9439	10.1126/science.aac9439			JUL 29 2016	2016										1188							WOS:000380583600031		
J	Jariwala, Deep; Sangwan, Vinod K.; Lauhon, Lincoln J.; Marks, Tobin J.; Hersam, Mark C.								Emerging Device Applications for Semiconducting Two-Dimensional Transition Metal Dichalcogenides								ACS NANO				8	2			1102	1120		10.1021/nn500064s			FEB 2014	2014										1187							WOS:000332059200004		
J	Gajdos, M; Hummer, K; Kresse, G; Furthmuller, J; Bechstedt, F								Linear optical properties in the projector-augmented wave methodology								PHYSICAL REVIEW B				73	4					045112	10.1103/PhysRevB.73.045112			JAN 2006	2006										1186							WOS:000235009700029		
J	Foulkes, WMC; Mitas, L; Needs, RJ; Rajagopal, G								Quantum Monte Carlo simulations of solids								REVIEWS OF MODERN PHYSICS				73	1			33	83		10.1103/RevModPhys.73.33			JAN 2001	2001										1181							WOS:000167518400003		
J	BLASE, X; RUBIO, A; LOUIE, SG; COHEN, ML								STABILITY AND BAND-GAP CONSTANCY OF BORON-NITRIDE NANOTUBES								EUROPHYSICS LETTERS				28	5			335	340		10.1209/0295-5075/28/5/007			NOV 10 1994	1994										1177							WOS:A1994PT46600007		
J	VAN DE WALLE, CG; MARTIN, RM								THEORETICAL CALCULATIONS OF HETEROJUNCTION DISCONTINUITIES IN THE SI/GE SYSTEM								PHYSICAL REVIEW B				34	8			5621	5634		10.1103/PhysRevB.34.5621			OCT 15 1986	1986										1149							WOS:A1986E450400013		
J	GIANNOZZI, P; DE GIRONCOLI, S; PAVONE, P; BARONI, S								ABINITIO CALCULATION OF PHONON DISPERSIONS IN SEMICONDUCTORS								PHYSICAL REVIEW B				43	9			7231	7242		10.1103/PhysRevB.43.7231			MAR 15 1991	1991										1138							WOS:A1991FD38900041		
J	Bisi, O; Ossicini, S; Pavesi, L								Porous silicon: a quantum sponge structure for silicon based optoelectronics								SURFACE SCIENCE REPORTS				38	1-3			1	126		10.1016/S0167-5729(99)00012-6			2000	2000										1109							WOS:000086640700001		
J	Fischetti, MV; Laux, SE								Band structure, deformation potentals, and carrier mobility in strained Si, Ge, and SiGe alloys								JOURNAL OF APPLIED PHYSICS				80	4			2234	2252		10.1063/1.363052			AUG 15 1996	1996										1076							WOS:A1996VD53200039		
J	Aryasetiawan, F; Gunnarsson, O								The GW method								REPORTS ON PROGRESS IN PHYSICS				61	3			237	312		10.1088/0034-4885/61/3/002			MAR 1998	1998										1045							WOS:000072822900002		
J	Draine, B. T.; Li, Aigen								Infrared emission from interstellar dust. IV. The silicate-graphite-PAH model in the post-Spitzer era								ASTROPHYSICAL JOURNAL				657	2			810	837		10.1086/511055			MAR 10 2007	2007										1040							WOS:000244928500013		
J	GODBY, RW; SCHLUTER, M; SHAM, LJ								SELF-ENERGY OPERATORS AND EXCHANGE-CORRELATION POTENTIALS IN SEMICONDUCTORS								PHYSICAL REVIEW B				37	17			10159	10175		10.1103/PhysRevB.37.10159			JUN 15 1988	1988										1027							WOS:A1988N946900028		
J	Vy Tran; Soklaski, Ryan; Liang, Yufeng; Yang, Li								Layer-controlled band gap and anisotropic excitons in few-layer black phosphorus								PHYSICAL REVIEW B				89	23					235319	10.1103/PhysRevB.89.235319			JUN 26 2014	2014										1019							WOS:000338282800005		
