PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6922							WOS:000310791900008		
J	Chhowalla, Manish; Shin, Hyeon Suk; Eda, Goki; Li, Lain-Jong; Loh, Kian Ping; Zhang, Hua								The chemistry of two-dimensional layered transition metal dichalcogenide nanosheets								NATURE CHEMISTRY				5	4			263	275		10.1038/NCHEM.1589			APR 2013	2013										4132							WOS:000317182900009		
J	Geim, A. K.; Grigorieva, I. V.								Van der Waals heterostructures								NATURE				499	7459			419	425		10.1038/nature12385			JUL 25 2013	2013										3870							WOS:000322157900029		
J	Liu, Han; Neal, Adam T.; Zhu, Zhen; Luo, Zhe; Xu, Xianfan; Tomanek, David; Ye, Peide D.								Phosphorene: An Unexplored 2D Semiconductor with a High Hole Mobility								ACS NANO				8	4			4033	4041		10.1021/nn501226z			APR 2014	2014										2712							WOS:000334990600102		
J	Huang, Xiao; Qi, Xiaoying; Boey, Freddy; Zhang, Hua								Graphene-based composites								CHEMICAL SOCIETY REVIEWS				41	2			666	686		10.1039/c1cs15078b			2012	2012										2362							WOS:000298854900011		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Lopez-Sanchez, Oriol; Lembke, Dominik; Kayci, Metin; Radenovic, Aleksandra; Kis, Andras								Ultrasensitive photodetectors based on monolayer MoS2								NATURE NANOTECHNOLOGY				8	7			497	501		10.1038/NNANO.2013.100			JUL 2013	2013										2215							WOS:000321248700012		
J	Xu, Mingsheng; Liang, Tao; Shi, Minmin; Chen, Hongzheng								Graphene-Like Two-Dimensional Materials								CHEMICAL REVIEWS				113	5			3766	3798		10.1021/cr300263a			MAY 2013	2013										2116							WOS:000318892600022		
J	Eliseeva, Svetlana V.; Buenzli, Jean-Claude G.								Lanthanide luminescence for functional materials and bio-sciences								CHEMICAL SOCIETY REVIEWS				39	1			189	227		10.1039/b905604c			2010	2010										2023							WOS:000272711300018		
J	Georgakilas, Vasilios; Otyepka, Michal; Bourlinos, Athanasios B.; Chandra, Vimlesh; Kim, Namdong; Kemp, K. Christian; Hobza, Pavel; Zboril, Radek; Kim, Kwang S.								Functionalization of Graphene: Covalent and Non-Covalent Approaches, Derivatives and Applications								CHEMICAL REVIEWS				112	11			6156	6214		10.1021/cr3000412			NOV 2012	2012										2019							WOS:000311239600017		
J	Lee, Yi-Hsien; Zhang, Xin-Quan; Zhang, Wenjing; Chang, Mu-Tung; Lin, Cheng-Te; Chang, Kai-Di; Yu, Ya-Chu; Wang, Jacob Tse-Wei; Chang, Chia-Seng; Li, Lain-Jong; Lin, Tsung-Wu								Synthesis of Large-Area MoS2 Atomic Layers with Chemical Vapor Deposition								ADVANCED MATERIALS				24	17			2320	2325		10.1002/adma.201104798			MAY 2 2012	2012										1825							WOS:000303117900019		
J	Qiao, Jingsi; Kong, Xianghua; Hu, Zhi-Xin; Yang, Feng; Ji, Wei								High-mobility transport anisotropy and linear dichroism in few-layer black phosphorus								NATURE COMMUNICATIONS				5						4475	10.1038/ncomms5475			JUL 2014	2014										1706							WOS:000340623400020		
J	Nicolosi, Valeria; Chhowalla, Manish; Kanatzidis, Mercouri G.; Strano, Michael S.; Coleman, Jonathan N.								Liquid Exfoliation of Layered Materials								SCIENCE				340	6139			1420	+	1226419	10.1126/science.1226419			JUN 21 2013	2013										1601							WOS:000320647000033		
J	Xia, Fengnian; Wang, Han; Jia, Yichen								Rediscovering black phosphorus as an anisotropic layered material for optoelectronics and electronics								NATURE COMMUNICATIONS				5						4458	10.1038/ncomms5458			JUL 2014	2014										1540							WOS:000340623400003		
J	Huang, Xiao; Yin, Zongyou; Wu, Shixin; Qi, Xiaoying; He, Qiyuan; Zhang, Qichun; Yan, Qingyu; Boey, Freddy; Zhang, Hua								Graphene-Based Materials: Synthesis, Characterization, Properties, and Applications								SMALL				7	14			1876	1902		10.1002/smll.201002009			JUL 18 2011	2011										1490							WOS:000293636600003		
J	Voiry, Damien; Yamaguchi, Hisato; Li, Junwen; Silva, Rafael; Alves, Diego C. B.; Fujita, Takeshi; Chen, Mingwei; Asefa, Tewodros; Shenoy, Vivek B.; Eda, Goki; Chhowalla, Manish								Enhanced catalytic activity in strained chemically exfoliated WS2 nanosheets for hydrogen evolution								NATURE MATERIALS				12	9			850	855		10.1038/NMAT3700			SEP 2013	2013										1336							WOS:000323417600023		
J	Sun, Yiqing; Wu, Qiong; Shi, Gaoquan								Graphene based new energy materials								ENERGY & ENVIRONMENTAL SCIENCE				4	4			1113	1132		10.1039/c0ee00683a			APR 2011	2011										1316							WOS:000289001400003		
J	Koppens, F. H. L.; Mueller, T.; Avouris, Ph.; Ferrari, A. C.; Vitiello, M. S.; Polini, M.								Photodetectors based on graphene, other two-dimensional materials and hybrid systems								NATURE NANOTECHNOLOGY				9	10			780	793		10.1038/NNANO.2014.215			OCT 2014	2014										1255							WOS:000343617200018		
