PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Olive, K. A.; Agashe, K.; Amsler, C.; Antonelli, M.; Arguin, J. -F.; Asner, D. M.; Baer, H.; Band, H. R.; Barnett, R. M.; Basaglia, T.; Bauer, C. W.; Beatty, J. J.; Belousov, V. I.; Beringer, J.; Bernardi, G.; Bethke, S.; Bichsel, H.; Biebel, O.; Blucher, E.; Blusk, S.; Brooijmans, G.; Buchmueller, O.; Burkert, V.; Bychkov, M. A.; Cahn, R. N.; Carena, M.; Ceccucci, A.; Cerri, A.; Chakraborty, D.; Chen, M. -C.; Chivukula, R. S.; Copic, K.; Cowan, G.; Dahl, O.; D'Ambrosio, G.; Damour, T.; de Florian, D.; de Gouvea, A.; DeGrand, T.; de Jong, P.; Dissertori, G.; Dobrescu, B. A.; Doser, M.; Drees, M.; Dreiner, H. K.; Edwards, D. A.; Eidelman, S.; Erler, J.; Ezhela, V. V.; Fetscher, W.; Fields, B. D.; Foster, B.; Freitas, A.; Gaisser, T. K.; Gallagher, H.; Garren, L.; Gerber, H. -J.; Gerbier, G.; Gershon, T.; Gherghetta, T.; Golwala, S.; Goodman, M.; Grab, C.; Gritsan, A. V.; Grojean, C.; Groom, D. E.; Grunewald, M.; Gurtu, A.; Gutsche, T.; Haber, H. E.; Hagiwara, K.; Hanhart, C.; Hashimoto, S.; Hayato, Y.; Hayes, K. G.; Heffner, M.; Heltsley, B.; Hernandez-Rey, J. J.; Hikasa, K.; Hoecker, A.; Holder, J.; Holtkamp, A.; Huston, J.; Jackson, J. D.; Johnson, K. F.; Junk, T.; Kado, M.; Karlen, D.; Katz, U. F.; Klein, S. R.; Klempt, E.; Kowalewski, R. V.; Krauss, F.; Kreps, M.; Krusche, B.; Kuyanov, Yu. V.; Kwon, Y.; Lahav, O.; Laiho, J.; Langacker, P.; Liddle, A.; Ligeti, Z.; Lin, C. -J.; Liss, T. M.; Littenberg, L.; Lugovsky, K. S.; Lugovsky, S. B.; Maltoni, F.; Mannel, T.; Manohar, A. V.; Marciano, W. J.; Martin, A. D.; Masoni, A.; Matthews, J.; Milstead, D.; Molaro, P.; Moenig, K.; Moortgat, F.; Mortonson, M. J.; Murayama, H.; Nakamura, K.; Narain, M.; Nason, P.; Navas, S.; Neubert, M.; Nevski, P.; Nir, Y.; Pape, L.; Parsons, J.; Patrignani, C.; Peacock, J. A.; Pennington, M.; Petcov, S. T.; Piepke, A.; Pomarol, A.; Quadt, A.; Raby, S.; Rademacker, J.; Raffelt, G.; Ratcliff, B. N.; Richardson, P.; Ringwald, A.; Roesler, S.; Rolli, S.; Romaniouk, A.; Rosenberg, L. J.; Rosner, J. L.; Rybka, G.; Sachrajda, C. T.; Sakai, Y.; Salam, G. P.; Sarkar, S.; Sauli, F.; Schneider, O.; Scholberg, K.; Scott, D.; Sharma, V.; Sharpe, S. R.; Silari, M.; Sjostrand, T.; Skands, P.; Smith, J. G.; Smoot, G. F.; Spanier, S.; Spieler, H.; Spiering, C.; Stah, A.; Stanev, T.; Stone, S. L.; Sumiyoshi, T.; Sphers, M. J.; Takahashi, F.; Tanabashi, M.; Terning, J.; Tiator, L.; Titov, M.; Tkachenko, N. P.; Tornqvist, N. A.; Tovey, D.; Valencia, G.; Venanzoni, G.; Vincter, M. G.; Vogel, P.; Vogt, A.; Wakely, S. P.; Walkowiak, W.; Walter, C. W.; Ward, D. R.; Weiglein, G.; Weinberg, D. H.; Weinberg, E. J.; White, M.; Wiencke, L. R.; Woh, C. C.; Wofenstein, L.; Womersley, J.; Woody, C. L.; Workman, R. L.; Yamamoto, A.; Yao, W. -M.; Zeller, G. P.; Zenin, O. V.; Zhang, J.; Zhu, R. -Y.; Zimmermann, F.; Zyla, P. A.; Harper, G.; Lugovsky, V. S.; Schaffner, P.		Particle Data Grp						REVIEW OF PARTICLE PHYSICS Particle Data Group								CHINESE PHYSICS C				38	9					090001	10.1088/1674-1137/38/9/090001			SEP 2014	2014										5573							WOS:000344135900001		
J	Amsler, C.; Doser, M.; Antonelli, M.; Asner, D. M.; Babu, K. S.; Baer, H.; Band, H. R.; Barnett, R. M.; Bergren, E.; Beringer, J.; Bernardi, G.; Bertl, W.; Bichsel, H.; Biebel, O.; Bloch, P.; Blucher, E.; Blusk, S.; Cahn, R. N.; Carena, M.; Caso, C.; Cecccci, A.; Chakraborty, D.; Chen, M. -C.; Chivukula, R. S.; Cowan, G.; Dahl, O.; D'Ambrosio, G.; Damour, T.; de Gouvea, A.; DeGrand, T.; Dobrescu, B.; Drees, M.; Edwards, D. A.; Eidelman, S.; Elvira, V. D.; Erler, J.; Ezhela, V. V.; Feng, J. L.; Fetscher, W.; Fields, B. D.; Foster, B.; Gaisser, T. K.; Garren, L.; Gerber, H. -J.; Gerbier, G.; Gherghetta, T.; Giudice, G. F.; Goodman, M.; Grab, C.; Gritsan, A. V.; Grivaz, J. -F.; Groom, D. E.; Gruenewald, M.; Gurtu, A.; Gutsche, T.; Haber, H. E.; Hagiwara, K.; Hagmann, C.; Hayes, K. G.; Hernandez-Rey, J. J.; Hikasa, K.; Hincliliffe, I.; Hoecker, A.; Huston, J.; Igo-Kemenes, P.; Jackson, J. D.; Johnson, K. F.; Junk, T.; Karlen, D.; Kayser, B.; Kirkby, D.; Klein, S. R.; Knowles, I. G.; Kolda, C.; Kowalewski, R. V.; Kreitz, P.; Krusche, B.; Kuyanov, Yu. V.; Kwon, Y.; Lahav, O.; Langacker, P.; Liddle, A.; Ligeti, Z.; Lin, C. -J.; Liss, T. M.; Littenberg, L.; Liu, J. C.; Lugovsky, K. S.; Lugovsky, S. B.; Mahlke, H.; Mangano, M. L.; Mannel, T.; Manohar, A. V.; Marciano, W. J.; Martin, A. D.; Masoni, A.; Milstead, D.; Miquel, R.; Moenig, K.; Murayama, H.; Nakamura, K.; Narain, M.; Nason, P.; Navas, S.; Nevski, P.; Nir, Y.; Olive, K. A.; Pape, L.; Patrignani, C.; Peacock, J. A.; Piepke, A.; Punzi, G.; Quadt, A.; Raby, S.; Raffelt, G.; Rateliff, B. N.; Renk, B.; Richardson, P.; Roesler, S.; Rolli, S.; Romaniouk, A.; Rosenberg, L. J.; Rosner, J. L.; Sachrajda, C. T.; Sakai, Y.; Sarkar, S.; Sauli, F.; Schneider, O.; Scott, D.; Seligman, W. G.; Shaevitz, M. H.; Sjostrand, T.; Smith, J. G.; Smoot, G. F.; Spanier, S.; Spieler, H.; Stahl, A.; Stanev, T.; Stone, S. L.; Surniyoshi, T.; Tanabashi, M.; Terning, J.; Titov, M.; Tkachenko, N. P.; Tornqvist, N. A.; Tovey, D.; Trilling, G. H.; Trippe, T. G.; Valencia, G.; van Bibber, K.; Vincter, M. G.; Vogel, P.; Ward, D. R.; Watari, T.; Vebber, B. R.; Weiglein, G.; Wells, J. D.; Whalley, M.; Wheeler, A.; Wohl, C. G.; Wolfenstein, L.; Womersley, J.; Woody, C. L.; Workmnan, R. L.; Yamamoto, A.; Yao, W-M.; Zenin, O. V.; Zhang, J.; Zhu, R. -Y.; Zyla, P. A.		Particle Data Grp						Review of particle physics								PHYSICS LETTERS B				667	1-5			1	+		10.1016/j.physletb.2008.07.018			SEP 18 2008	2008										4525							WOS:000259171200001		
J	Nakamura, K.; Hagiwara, K.; Hikasa, K.; Murayama, H.; Tanabashi, M.; Watari, T.; Amsler, C.; Antonelli, M.; Asner, D. M.; Baer, H.; Band, H. R.; Barnett, R. M.; Basaglia, T.; Bergren, E.; Beringer, J.; Bernardi, G.; Bertl, W.; Bichsel, H.; Biebel, O.; Blucher, E.; Blusk, S.; Cahn, R. N.; Carena, M.; Ceccucci, A.; Chakraborty, D.; Chen, M. -C.; Chivukula, R. S.; Cowan, G.; Dahl, O.; D'Ambrosio, G.; Damour, T.; de Florian, D.; de Gouvea, A.; DeGrand, T.; Dissertori, G.; Dobrescu, B.; Doser, M.; Drees, M.; Edwards, D. A.; Eidelman, S.; Erler, J.; Ezhela, V. V.; Fetscher, W.; Fields, B. D.; Foster, B.; Gaisser, T. K.; Garren, L.; Gerber, H. -J.; Gerbier, G.; Gherghetta, T.; Giudice, C. F.; Golwala, S.; Goodman, M.; Grab, C.; Gritsan, A. V.; Grivaz, J. -F.; Groom, D. E.; Grunewald, M.; Gurtu, A.; Gutsche, T.; Haber, H. E.; Hagmann, C.; Hayes, K. G.; Heffner, M.; Heltsley, B.; Hernandez-Rey, J. J.; Hoecker, A.; Holder, J.; Huston, J.; Jackson, J. D.; Johnson, K. F.; Junk, T.; Karle, A.; Karlen, D.; Kayser, B.; Kirkby, D.; Klein, S. R.; Kolda, C.; Kowalewski, R. V.; Krusche, B.; Kuyanov, Yu. V.; Kwon, Y.; Lahav, O.; Langacker, P.; Liddle, A.; Ligeti, Z.; Lin, C. -J.; Liss, T. M.; Littenberg, L.; Lugovsky, K. S.; Lugovsky, S. B.; Lys, J.; Mahlke, H.; Mannel, T.; Manohar, A. V.; Marciano, W. J.; Martin, A. D.; Masoni, A.; Milstead, D.; Miquel, R.; Moenig, K.; Narain, M.; Nason, P.; Navas, S.; Nevski, P.; Nir, Y.; Olive, K. A.; Pape, L.; Patrignani, C.; Peacock, J. A.; Petcov, S. T.; Piepke, A.; Punzi, G.; Quadt, A.; Raby, S.; Raffelt, G.; Ratcliff, B. N.; Richardson, P.; Roesler, S.; Rolli, S.; Romaniouk, A.; Rosenberg, L. J.; Rosner, J. L.; Sachrajda, C. T.; Sakai, Y.; Salam, G. P.; Sarkar, S.; Sauli, F.; Schneider, O.; Scholberg, K.; Scott, D.; Seligman, W. G.; Shaevitz, M. H.; Silari, M.; Sjostrand, T.; Smith, J. G.; Smoot, G. F.; Spanier, S.; Spieler, H.; Stahl, A.; Stanev, T.; Stone, S. L.; Sumiyoshi, T.; Syphers, M. J.; Terning, J.; Titov, M.; Tkachenko, N. P.; Tornqvist, N. A.; Tovey, D.; Trippe, T. G.; Valencia, G.; van Bibber, K.; Venanzoni, G.; Vincter, M. G.; Vogel, P.; Vogt, A.; Walkowiak, W.; Walter, C. W.; Ward, D. R.; Webber, B. R.; Weiglein, G.; Weinberg, E. J.; Wells, J. D.; Wheeler, A.; Wiencke, L. R. .; Wohl, C. G.; Wolfenstein, L.; Womersley, J.; Woody, C. L.; Workman, R. L.; Yamamoto, A.; Yao, W. -M.; Zenin, O. V.; Zhang, J.; Zhu, R. -Y.; Zyla, P. A.; Harper, G.; Lugovsky, V. S.; Schaffner, P.		Particle Data Grp						REVIEW OF PARTICLE PHYSICS								JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS				37	7A			1	5	075021	10.1088/0954-3899/37/7A/075021			JUL 2010	2010										4430							WOS:000282072100001		
J	Patrignani, C.; Agashe, K.; Aielli, G.; Amsler, C.; Antonelli, M.; Asner, D. M.; Baer, H.; Banerjee, Sw.; Barnett, R. M.; Basaglia, T.; Bauer, C. W.; Beatty, J. J.; Belousov, V. I.; Beringer, J.; Bethke, S.; Bichsel, H.; Biebel, O.; Blucher, E.; Brooijmans, G.; Buchmueller, O.; Burkert, V.; Bychkov, M. A.; Cahn, R. N.; Carena, M.; Ceccucci, A.; Cerri, A.; Chakraborty, D.; Chen, M. -C.; Chivukula, R. S.; Copic, K.; Cowan, G.; Dahl, O.; D'Ambrosio, G.; Damour, T.; de Florian, D.; de Gouvea, A.; DeGrand, T.; de Jong, P.; Dissertori, G.; Dobrescu, B. A.; D'Onofrio, M.; Doser, M.; Drees, M.; Dreiner, H. K.; Dwyer, D. A.; Eerola, P.; Eidelman, S.; Ellis, J.; Erler, J.; Ezhela, V. V.; Fetscher, W.; Fields, B. D.; Foster, B.; Freitas, A.; Gallagher, H.; Garren, L.; Gerber, H. -J.; Gerbier, G.; Gershon, T.; Gherghetta, T.; Godizov, A. A.; Goodman, M.; Grab, C.; Gritsan, A. V.; Grojean, C.; Groom, D. E.; Gruenewald, M.; Gurtu, A.; Gutsche, T.; Haber, H. E.; Hagiwara, K.; Hanhart, C.; Hashimoto, S.; Hayato, Y.; Hayes, K. G.; Hebecker, A.; Heltsley, B.; Hernandez-Rey, J. J.; Hikasa, K.; Hisano, J.; Hoecker, A.; Holder, J.; Holtkamp, A.; Huston, J.; Hyodo, T.; Irwin, K.; Jackson, J. D.; Johnson, K. F.; Kado, M.; Karliner, M.; Katz, U. F.; Klein, S. R.; Klempt, E.; Kowalewski, R. V.; Krauss, F.; Kreps, M.; Krusche, B.; Kuyanov, Yu. V.; Kwon, Y.; Lahav, O.; Laiho, J.; Langacker, P.; Liddle, A.; Ligeti, Z.; Lin, C. -J.; Lippmann, C.; Liss, T. M.; Littenberg, L.; Lugovsky, K. S.; Lugovsky, S. B.; Lusiani, A.; Makida, Y.; Maltoni, F.; Mannel, T.; Manohar, A. V.; Marciano, W. J.; Martin, A. D.; Masoni, A.; Matthews, J.; Meissner, U. -G.; Milstead, D.; Mitchell, R. E.; Molaro, P.; Monig, K.; Moortgat, F.; Mortonson, M. J.; Murayama, H.; Nakamura, K.; Narain, M.; Nason, P.; Navas, S.; Neubert, M.; Nevski, P.; Nir, Y.; Olive, K. A.; Griso, S. Pagan; Parsons, J.; Peacock, J. A.; Pennington, M.; Petcov, S. T.; Petrov, V. A.; Piepke, A.; Pomarol, A.; Quadt, A.; Raby, S.; Rademacker, J.; Raffelt, G.; Ratcliff, B. N.; Richardson, P.; Ringwald, A.; Roesler, S.; Rolli, S.; Romaniouk, A.; Rosenberg, L. J.; Rosner, J. L.; Rybka, G.; Ryutin, R. A.; Sachrajda, C. T.; Sakai, Y.; Salam, G. P.; Sarkar, S.; Sauli, F.; Schneider, O.; Scholberg, K.; Schwartz, A. J.; Scott, D.; Sharma, V.; Sharpe, S. R.; Shutt, T.; Silari, M.; Sjostrand, T.; Skands, P.; Skwarnicki, T.; Smith, J. G.; Smoot, G. F.; Spanier, S.; Spieler, H.; Spiering, C.; Stahl, A.; Stone, S. L.; Sumino, Y.; Sumiyoshi, T.; Syphers, M. J.; Takahashi, F.; Tanabashi, M.; Terashi, K.; Terning, J.; Thorne, R. S.; Tiator, L.; Titov, M.; Tkachenko, N. P.; Tornqvist, N. A.; Tovey, D.; Valencia, G.; Van de Water, R.; Varelas, N.; Venanzoni, G.; Vincter, M. G.; Vogel, P.; Vogt, A.; Wakely, S. P.; Walkowiak, W.; Walter, C. W.; Wands, D.; Ward, D. R.; Wascko, M. O.; Weiglein, G.; Weinberg, D. H.; Weinberg, E. J.; White, M.; Wiencke, L. R.; Wiliocq, S.; Wohl, C. C.; Wolfenstein, L.; Womersley, J.; Woody, C. L.; Workman, R. L.; Yao, W. -M.; Zeller, G. P.; Zenin, O. V.; Zhu, R. -Y.; Zimmermann, F.; Zyla, P. A.; Anderson, J.; Harper, G.; Lugovsky, V. S.; Schaffner, P.		Particle Data Grp						REVIEW OF PARTICLE PHYSICS Particle Data Group								CHINESE PHYSICS C				40	10					UNSP 100001	10.1088/1674-1137/40/10/100001			OCT 2016	2016										3571							WOS:000387226400001		
J	Audi, G; Wapstra, AH; Thibault, C								The AME2003 atomic mass evaluation (II). Tables, graphs and references								NUCLEAR PHYSICS A				729	1			337	676		10.1016/j.nuclphysa.2003.11.003			DEC 22 2003	2003										2678							WOS:000187445600003		
J	Bertone, G; Hooper, D; Silk, J								Particle dark matter: evidence, candidates and constraints								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				405	5-6			279	390		10.1016/j.physrep.2004.08.031			JAN 2005	2005										2381							WOS:000226218100001		
J	Akerib, D. S.; Araujo, H. M.; Bai, X.; Bailey, A. J.; Balajthy, J.; Bedikian, S.; Bernard, E.; Bernstein, A.; Bolozdynya, A.; Bradley, A.; Byram, D.; Cahn, S. B.; Carmona-Benitez, M. C.; Chan, C.; Chapman, J. J.; Chiller, A. A.; Chiller, C.; Clark, K.; Coffey, T.; Currie, A.; Curioni, A.; Dazeley, S.; de Viveiros, L.; Dobi, A.; Dobson, J.; Dragowsky, E. M.; Druszkiewicz, E.; Edwards, B.; Faham, C. H.; Fiorucci, S.; Flores, C.; Gaitskell, R. J.; Gehman, V. M.; Ghag, C.; Gibson, K. R.; Gilchriese, M. G. D.; Hall, C.; Hanhardt, M.; Hertel, S. A.; Horn, M.; Huang, D. Q.; Ihm, M.; Jacobsen, R. G.; Kastens, L.; Kazkaz, K.; Knoche, R.; Kyre, S.; Lander, R.; Larsen, N. A.; Lee, C.; Leonard, D. S.; Lesko, K. T.; Lindote, A.; Lopes, M. I.; Lyashenko, A.; Malling, D. C.; Mannino, R.; McKinsey, D. N.; Mei, D. -M.; Mock, J.; Moongweluwan, M.; Morad, J.; Morii, M.; Murphy, A. St. J.; Nehrkorn, C.; Nelson, H.; Neves, F.; Nikkel, J. A.; Ott, R. A.; Pangilinan, M.; Parker, P. D.; Pease, E. K.; Pech, K.; Phelps, P.; Reichhart, L.; Shutt, T.; Silva, C.; Skulski, W.; Sofka, C. J.; Solovov, V. N.; Sorensen, P.; Stiegler, T.; O'Sullivan, K.; Sumner, T. J.; Svoboda, R.; Sweany, M.; Szydagis, M.; Taylor, D.; Tennyson, B.; Tiedt, D. R.; Tripathi, M.; Uvarov, S.; Verbus, J. R.; Walsh, N.; Webb, R.; White, J. T.; White, D.; Witherell, M. S.; Wlasenko, M.; Wolfs, F. L. H.; Woods, M.; Zhang, C.		LUX Collaboration						First Results from the LUX Dark Matter Experiment at the Sanford Underground Research Facility								PHYSICAL REVIEW LETTERS				112	9					091303	10.1103/PhysRevLett.112.091303			MAR 4 2014	2014										1166							WOS:000332687200002		
J	Wang, M.; Audi, G.; Wapstra, A. H.; Kondev, F. G.; MacCormick, M.; Xu, X.; Pfeiffer, B.								The AME2012 atomic mass evaluation (II). Tables, graphs and references								CHINESE PHYSICS C				36	12			1603	2014		10.1088/1674-1137/36/12/003			DEC 2012	2012										1154							WOS:000314891000003		
J	Arkani-Hamed, Nima; Finkbeiner, Douglas P.; Slatyer, Tracy R.; Weiner, Neal								A theory of dark matter								PHYSICAL REVIEW D				79	1					015014	10.1103/PhysRevD.79.015014			JAN 2009	2009										1020							WOS:000262979700084		
J	Tanabashi, M.; Grp, Particle Data; Hagiwara, K.; Hikasa, K.; Nakamura, K.; Sumino, Y.; Takahashi, F.; Tanaka, J.; Agashe, K.; Aielli, G.; Amsler, C.; Antonelli, M.; Asner, D. M.; Baer, H.; Banerjee, Sw.; Barnett, R. M.; Basaglia, T.; Bauer, C. W.; Beatty, J. J.; Belousov, V. I.; Beringer, J.; Bethke, S.; Bettini, A.; Bichsel, H.; Biebel, O.; Black, K. M.; Blucher, E.; Buchmuller, O.; Burkert, V.; Bychkov, M. A.; Cahn, R. N.; Carena, M.; Ceccucci, A.; Cerri, A.; Chakraborty, D.; Chen, M. -C.; Chivukula, R. S.; Cowan, G.; Dahl, O.; D'Ambrosio, G.; Damour, T.; de Florian, D.; de Gouvea, A.; DeGrand, T.; de Jong, P.; Dissertori, G.; Dobrescu, B. A.; D'Onofrio, M.; Doser, M.; Drees, M.; Dreiner, H. K.; Dwyer, D. A.; Eerola, P.; Eidelman, S.; Ellis, J.; Erler, J.; Ezhela, V. V.; Fetscher, W.; Fields, B. D.; Firestone, R.; Foster, B.; Freitas, A.; Gallagher, H.; Garren, L.; Gerber, H. -J.; Gerbier, G.; Gershon, T.; Gershtein, Y.; Gherghetta, T.; Godizov, A. A.; Goodman, M.; Grab, C.; Gritsan, A. V.; Grojean, C.; Groom, D. E.; Grunewald, M.; Gurtu, A.; Gutsche, T.; Haber, H. E.; Hanhart, C.; Hashimoto, S.; Hayato, Y.; Hayes, K. G.; Hebecker, A.; Heinemeyer, S.; Heltsley, B.; Hernandez-Rey, J. J.; Hisano, J.; Hocker, A.; Holder, J.; Holtkamp, A.; Hyodo, T.; Irwin, K. D.; Johnson, K. F.; Kado, M.; Karliner, M.; Katz, U. F.; Klein, S. R.; Klempt, E.; Kowalewski, R. V.; Krauss, F.; Kreps, M.; Krusche, B.; Kuyanov, Yu. V.; Kwon, Y.; Lahav, O.; Laiho, J.; Lesgourgues, J.; Liddle, A.; Ligeti, Z.; Lin, C. -J.; Lippmann, C.; Liss, T. M.; Littenberg, L.; Lugovsky, K. S.; Lugovsky, S. B.; Lusiani, A.; Makida, Y.; Maltoni, F.; Mannel, T.; Manohar, A. V.; Marciano, W. J.; Martin, A. D.; Masoni, A.; Matthews, J.; Meissner, U. -G.; Milstead, D.; Mitche, R. E.; Moenig, K.; Molaro, P.; Moortgat, F.; Moskovic, M.; Murayama, H.; Narain, M.; Nason, P.; Navas, S.; Neubert, M.; Nevski, P.; Nir, Y.; Olive, K. A.; Griso, S. Pagan; Parsons, J.; Patrignani, C.; Peacock, J. A.; Pennington, M.; Petcov, S. T.; Petrov, V. A.; Pianori, E.; Piepke, A.; Pomarol, A.; Quadt, A.; Rademacker, J.; Raffelt, G.; Ratcliff, B. N.; Richardson, P.; Ringwald, A.; Roesler, S.; Rolli, S.; Romaniouk, A.; Rosenberg, L. J.; Rosner, J. L.; Rybka, G.; Ryutin, R. A.; Sachrajda, C. T.; Sakai, Y.; Salam, G. P.; Sarkar, S.; Sauli, F.; Schneider, O.; Scholberg, K.; Schwartz, A. J.; Scott, D.; Sharma, V.; Sharpe, S. R.; Shutt, T.; Silari, M.; Sjostrand, T.; Skands, P.; Skwarnicki, T.; Smith, J. G.; Smoot, G. F.; Spanier, S.; Spieler, H.; Spiering, C.; Stah, A.; Stone, S. L.; Sumiyoshi, T.; Syphers, M. J.; Terashi, K.; Terning, J.; Thoma, U.; Thorne, R. S.; Tiator, L.; Titov, M.; Tkachenko, N. P.; Tornqvist, N. A.; Tovey, D. R.; Valencia, G.; Van de Water, R.; Varelas, N.; Venanzoni, G.; Verde, L.; Vincter, M. G.; Voge, P.; Vogt, A.; Wakely, S. P.; Walkowiak, W.; Walter, C. W.; Wands, D.; Ward, D. R.; Wascko, M. O.; Weiglein, G.; Weinberg, D. H.; Weinberg, E. J.; White, M.; Wiencke, L. R.; Willocq, S.; Woh, C. C.; Womersley, J.; Woody, C. L.; Workman, R. L.; Yao, W. -M.; Zeller, G. P.; Zenin, O. V.; Zhu, R. -Y.; Zhu, S. -L.; Zimmermann, F.; Zyla, P. A.; Anderson, J.; Fuller, L.; Lugovsky, V. S.; Schaffner, P.								REVIEW OF PARTICLE PHYSICS Particle Data Group								PHYSICAL REVIEW D				98	3					030001	10.1103/PhysRevD.98.030001			AUG 17 2018	2018										990							WOS:000442079900001		
J	Branco, G. C.; Ferreira, P. M.; Lavoura, L.; Rebelo, M. N.; Sher, Marc; Silva, Joao P.								Theory and phenomenology of two-Higgs-doublet models								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				516	1-2			1	102		10.1016/j.physrep.2012.02.002			JUL 2012	2012										936							WOS:000305771300001		
