AUTHOR IDENTIFIERS: (A-2560-2008)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"A hybridization model for the plasmon response of complex nanostructures","Prodan, E; Radloff, C; Halas, NJ; Nordlander, P","","","","SCIENCE","OCT 17 2003","2003","302","5644","","","","419","422","","10.1126/science.1089171","","","2601","153.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","29","37","71","66","106","111","145","246","229","233","256","243","239","232","234","123","0"
"The Fano resonance in plasmonic nanostructures and metamaterials","Luk'yanchuk, Boris; Zheludev, Nikolay I.; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter; Giessen, Harald; Chong, Chong Tow","","","","NATURE MATERIALS","SEP 2010","2010","9","9","","","","707","715","","10.1038/NMAT2810","","","2250","225.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","139","216","239","265","293","307","326","290","169","0"
"Plasmons in Strongly Coupled Metallic Nanostructures","Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter","","","","CHEMICAL REVIEWS","JUN 2011","2011","111","6","","","SI","3913","3961","","10.1021/cr200061k","","","1764","196.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","209","218","263","230","230","215","217","153","0"
"UNRAVELING NANOTUBES - FIELD-EMISSION FROM AN ATOMIC WIRE","RINZLER, AG; HAFNER, JH; NIKOLAEV, P; LOU, L; KIM, SG; TOMANEK, D; NORDLANDER, P; COLBERT, DT; SMALLEY, RE","","","","SCIENCE","SEP 15 1995","1995","269","5230","","","","1550","1553","","10.1126/science.269.5230.1550","","","1381","55.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","30","39","43","53","69","87","99","89","95","105","106","98","83","78","52","49","41","33","39","26","24","19","13","0"
"Plasmon hybridizaton in nanoparticle dimers","Nordlander, P; Oubre, C; Prodan, E; Li, K; Stockman, MI","","","","NANO LETTERS","MAY 2004","2004","4","5","","","","899","903","","10.1021/nl049681c","","","1117","69.81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","16","17","37","36","40","75","89","80","104","99","116","118","95","113","77","0"
"Photodetection with Active Optical Antennas","Knight, Mark W.; Sobhani, Heidar; Nordlander, Peter; Halas, Naomi J.","","","","SCIENCE","MAY 6 2011","2011","332","6030","","","","702","704","","10.1126/science.1203056","","","1095","121.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","76","115","148","170","163","147","150","103","0"
"Self-Assembled Plasmonic Nanoparticle Clusters","Fan, Jonathan A.; Wu, Chihhui; Bao, Kui; Bao, Jiming; Bardhan, Rizia; Halas, Naomi J.; Manoharan, Vinothan N.; Nordlander, Peter; Shvets, Gennady; Capasso, Federico","","","","SCIENCE","MAY 28 2010","2010","328","5982","","","","1135","1138","","10.1126/science.1187949","","","1015","101.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","108","110","159","128","120","122","105","91","55","0"
"Plasmon-induced hot carrier science and technology","Brongersma, Mark L.; Halas, Naomi J.; Nordlander, Peter","","","","NATURE NANOTECHNOLOGY","JAN 2015","2015","10","1","","","","25","34","","10.1038/NNANO.2014.311","","","955","191.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67","186","218","261","223","0"
"Surface-enhanced Raman scattering from individual Au nanoparticles and nanoparticle dimer substrates","Talley, CE; Jackson, JB; Oubre, C; Grady, NK; Hollars, CW; Lane, SM; Huser, TR; Nordlander, P; Halas, NJ","","","","NANO LETTERS","AUG 2005","2005","5","8","","","","1569","1574","","10.1021/nl050928v","","","857","57.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26","31","60","47","52","84","92","72","74","81","79","58","57","43","0"
"Symmetry Breaking in Plasmonic Nanocavities: Subradiant LSPR Sensing and a Tunable Fano Resonance","Hao, Feng; Sonnefraud, Yannick; Van Dorpe, Pol; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter","","","","NANO LETTERS","NOV 2008","2008","8","11","","","","3983","3988","","10.1021/nl802509r","","","702","58.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","42","54","69","76","85","78","91","78","68","47","0"
