PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Afonine, Pavel V.; Grosse-Kunstleve, Ralf W.; Echols, Nathaniel; Headd, Jeffrey J.; Moriarty, Nigel W.; Mustyakimov, Marat; Terwilliger, Thomas C.; Urzhumtsev, Alexandre; Zwart, Peter H.; Adams, Paul D.								Towards automated crystallographic structure refinement with phenix.refine								ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY				68				352	367		10.1107/S0907444912001308			APR 2012	2012										1834							WOS:000302138400005		
J	Cook, Timothy R.; Zheng, Yao-Rong; Stang, Peter J.								Metal-Organic Frameworks and Self-Assembled Supramolecular Coordination Complexes: Comparing and Contrasting the Design, Synthesis, and Functionality of Metal-Organic Materials								CHEMICAL REVIEWS				113	1			734	777		10.1021/cr3002824			JAN 2013	2013										1697							WOS:000313142600012		
J	Farrusseng, David; Aguado, Sonia; Pinel, Catherine								Metal-Organic Frameworks: Opportunities for Catalysis								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	41			7502	7513		10.1002/anie.200806063			2009	2009										1322							WOS:000270436900007		
J	Huebschle, Christian B.; Sheldrick, George M.; Dittrich, Birger								ShelXle: a Qt graphical user interface for SHELXL								JOURNAL OF APPLIED CRYSTALLOGRAPHY				44				1281	1284		10.1107/S0021889811043202			DEC 2011	2011										1249							WOS:000297279800022		
J	James, Stuart L.; Adams, Christopher J.; Bolm, Carsten; Braga, Dario; Collier, Paul; Friscic, Tomislav; Grepioni, Fabrizia; Harris, Kenneth D. M.; Hyett, Geoff; Jones, William; Krebs, Anke; Mack, James; Maini, Lucia; Orpen, A. Guy; Parkin, Ivan P.; Shearouse, William C.; Steed, Jonathan W.; Waddell, Daniel C.								Mechanochemistry: opportunities for new and cleaner synthesis								CHEMICAL SOCIETY REVIEWS				41	1			413	447		10.1039/c1cs15171a			2012	2012										1092							WOS:000297654700020		
J	Desiraju, Gautam R.								Crystal engineering: A holistic view								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				46	44			8342	8356		10.1002/anie.200700534			2007	2007										944							WOS:000250990000004		
J	Ishikawa, Tetsuya; Aoyagi, Hideki; Asaka, Takao; Asano, Yoshihiro; Azumi, Noriyoshi; Bizen, Teruhiko; Ego, Hiroyasu; Fukami, Kenji; Fukui, Toru; Furukawa, Yukito; Goto, Shunji; Hanaki, Hirofumi; Hara, Toru; Hasegawa, Teruaki; Hatsui, Takaki; Higashiya, Atsushi; Hirono, Toko; Hosoda, Naoyasu; Ishii, Miho; Inagaki, Takahiro; Inubushi, Yuichi; Itoga, Toshiro; Joti, Yasumasa; Kago, Masahiro; Kameshima, Takashi; Kimura, Hiroaki; Kirihara, Yoichi; Kiyomichi, Akio; Kobayashi, Toshiaki; Kondo, Chikara; Kudo, Togo; Maesaka, Hirokazu; Marechal, Xavier M.; Masuda, Takemasa; Matsubara, Shinichi; Matsumoto, Takahiro; Matsushita, Tomohiro; Matsui, Sakuo; Nagasono, Mitsuru; Nariyama, Nobuteru; Ohashi, Haruhiko; Ohata, Toru; Ohshima, Takashi; Ono, Shun; Otake, Yuji; Saji, Choji; Sakurai, Tatsuyuki; Sato, Takahiro; Sawada, Kei; Seike, Takamitsu; Shirasawa, Katsutoshi; Sugimoto, Takashi; Suzuki, Shinsuke; Takahashi, Sunao; Takebe, Hideki; Takeshita, Kunikazu; Tamasaku, Kenji; Tanaka, Hitoshi; Tanaka, Ryotaro; Tanaka, Takashi; Togashi, Tadashi; Togawa, Kazuaki; Tokuhisa, Atsushi; Tomizawa, Hiromitsu; Tono, Kensuke; Wu, Shukui; Yabashi, Makina; Yamaga, Mitsuhiro; Yamashita, Akihiro; Yanagida, Kenichi; Zhang, Chao; Shintake, Tsumoru; Kitamura, Hideo; Kumagai, Noritaka								A compact X-ray free-electron laser emitting in the sub-angstrom region								NATURE PHOTONICS				6	8			540	544		10.1038/nphoton.2012.141			AUG 2012	2012										871							WOS:000307046800014		
J	Appel, Aaron M.; Bercaw, John E.; Bocarsly, Andrew B.; Dobbek, Holger; DuBois, Daniel L.; Dupuis, Michel; Ferry, James G.; Fujita, Etsuko; Hille, Russ; Kenis, Paul J. A.; Kerfeld, Cheal A.; Morris, Robert H.; Peden, Charles H. F.; Portis, Archie R.; Ragsdale, Stephen W.; Rauchfuss, Thomas B.; Reek, Joost N. H.; Seefeldt, Lance C.; Thauer, Rudolf K.; Waldrop, Grover L.								Frontiers, Opportunities, and Challenges in Biochemical and Chemical Catalysis of CO2 Fixation								CHEMICAL REVIEWS				113	8			6621	6658		10.1021/cr300463y			AUG 2013	2013										798							WOS:000323301200017		
J	Di Piazza, A.; Mueller, C.; Hatsagortsyan, K. Z.; Keitel, C. H.								Extremely high-intensity laser interactions with fundamental quantum systems								REVIEWS OF MODERN PHYSICS				84	3			1177	1228		10.1103/RevModPhys.84.1177			AUG 16 2012	2012										731							WOS:000307713300001		
J	Suga, Michihiro; Akita, Fusamichi; Hirata, Kunio; Ueno, Go; Murakami, Hironori; Nakajima, Yoshiki; Shimizu, Tetsuya; Yamashita, Keitaro; Yamamoto, Masaki; Ago, Hideo; Shen, Jian-Ren								Native structure of photosystem II at 1.95 angstrom resolution viewed by femtosecond X-ray pulses								NATURE				517	7532			99	U265		10.1038/nature13991			JAN 1 2015	2015										552							WOS:000347178400043		
J	Schmidbaur, Hubert; Schier, Annette								A briefing on aurophilicity								CHEMICAL SOCIETY REVIEWS				37	9			1931	1951		10.1039/b708845k			SEP 2008	2008										552							WOS:000259408300016		
