PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wolf, SA; Awschalom, DD; Buhrman, RA; Daughton, JM; von Molnar, S; Roukes, ML; Chtchelkanova, AY; Treger, DM								Spintronics: A spin-based electronics vision for the future								SCIENCE				294	5546			1488	1495		10.1126/science.1065389			NOV 16 2001	2001										8138							WOS:000172240500038		
J	Zutic, I; Fabian, J; Das Sarma, S								Spintronics: Fundamentals and applications								REVIEWS OF MODERN PHYSICS				76	2			323	410		10.1103/RevModPhys.76.323			APR 2004	2004										6924							WOS:000222471500001		
J	Love, JC; Estroff, LA; Kriebel, JK; Nuzzo, RG; Whitesides, GM								Self-assembled monolayers of thiolates on metals as a form of nanotechnology								CHEMICAL REVIEWS				105	4			1103	1169		10.1021/cr0300789			APR 2005	2005										5739							WOS:000228412800003		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5619							WOS:000228412800002		
J	Xia, YN; Whitesides, GM								Soft lithography								ANNUAL REVIEW OF MATERIALS SCIENCE				28				153	184		10.1146/annurev.matsci.28.1.153			1998	1998										3592							WOS:000075395600009		
J	Xia, YN; Whitesides, GM								Soft lithography								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				37	5			550	575		10.1002/(SICI)1521-3773(19980316)37:5<550::AID-ANIE550>3.0.CO;2-G			MAR 16 1998	1998										3556							WOS:000072649300001		
J	Murray, CB; Kagan, CR; Bawendi, MG								Synthesis and characterization of monodisperse nanocrystals and close-packed nanocrystal assemblies								ANNUAL REVIEW OF MATERIALS SCIENCE				30				545	610		10.1146/annurev.matsci.30.1.545			2000	2000										3225							WOS:000089332400020		
J	Alivisatos, AP								Perspectives on the physical chemistry of semiconductor nanocrystals								JOURNAL OF PHYSICAL CHEMISTRY				100	31			13226	13239		10.1021/jp9535506			AUG 1 1996	1996										2937							WOS:A1996VA59500038		
J	Reed, MA; Zhou, C; Muller, CJ; Burgin, TP; Tour, JM								Conductance of a molecular junction								SCIENCE				278	5336			252	254		10.1126/science.278.5336.252			OCT 10 1997	1997										2895							WOS:A1997YA56400034		
J	Tans, SJ; Devoret, MH; Dai, HJ; Thess, A; Smalley, RE; Geerligs, LJ; Dekker, C								Individual single-wall carbon nanotubes as quantum wires								NATURE				386	6624			474	477		10.1038/386474a0			APR 3 1997	1997										2513							WOS:A1997WR25600045		
J	Bogani, Lapo; Wernsdorfer, Wolfgang								Molecular spintronics using single-molecule magnets								NATURE MATERIALS				7	3			179	186		10.1038/nmat2133			MAR 2008	2008										1918							WOS:000253408300009		
J	Nitzan, A; Ratner, MA								Electron transport in molecular wire junctions								SCIENCE				300	5624			1384	1389		10.1126/science.1081572			MAY 30 2003	2003										1916							WOS:000183181800033		
J	Reimann, P								Brownian motors: noisy transport far from equilibrium								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				361	2-4			57	265	PII S0370-1573(01)00081-3	10.1016/S0370-1573(01)00081-3			APR 2002	2002										1892							WOS:000174923000001		
J	Reyes, DR; Iossifidis, D; Auroux, PA; Manz, A								Micro total analysis systems. 1. Introduction, theory, and technology								ANALYTICAL CHEMISTRY				74	12			2623	2636		10.1021/ac0202435			JUN 15 2002	2002										1755							WOS:000176253700001		
J	Goldhaber-Gordon, D; Shtrikman, H; Mahalu, D; Abusch-Magder, D; Meirav, U; Kastner, MA								Kondo effect in a single-electron transistor								NATURE				391	6663			156	159					JAN 8 1998	1998										1683							WOS:000071380900044		
J	Xu, BQ; Tao, NJJ								Measurement of single-molecule resistance by repeated formation of molecular junctions								SCIENCE				301	5637			1221	1223		10.1126/science.1087481			AUG 29 2003	2003										1578							WOS:000185003500036		
J	Oreg, Yuval; Refael, Gil; von Oppen, Felix								Helical Liquids and Majorana Bound States in Quantum Wires								PHYSICAL REVIEW LETTERS				105	17					177002	10.1103/PhysRevLett.105.177002			OCT 20 2010	2010										1551							WOS:000283234600006		
J	Hanson, R.; Kouwenhoven, L. P.; Petta, J. R.; Tarucha, S.; Vandersypen, L. M. K.								Spins in few-electron quantum dots								REVIEWS OF MODERN PHYSICS				79	4			1217	1265		10.1103/RevModPhys.79.1217			OCT-DEC 2007	2007										1521							WOS:000251107800003		
J	Liu, Luqiao; Pai, Chi-Feng; Li, Y.; Tseng, H. W.; Ralph, D. C.; Buhrman, R. A.								Spin-Torque Switching with the Giant Spin Hall Effect of Tantalum								SCIENCE				336	6081			555	558		10.1126/science.1218197			MAY 4 2012	2012										1452							WOS:000303498800037		
J	Allwood, DA; Xiong, G; Faulkner, CC; Atkinson, D; Petit, D; Cowburn, RP								Magnetic domain-wall logic								SCIENCE				309	5741			1688	1692		10.1126/science.1108813			SEP 9 2005	2005										1434							WOS:000231836700033		
