PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1227							WOS:000282683200001		
J	Paglione, Johnpierre; Greene, Richard L.								High-temperature superconductivity in iron-based materials								NATURE PHYSICS				6	9			645	658		10.1038/NPHYS1759			SEP 10 2010	2010										951							WOS:000281540200011		
J	Stewart, G. R.								Superconductivity in iron compounds								REVIEWS OF MODERN PHYSICS				83	4			1589	1652		10.1103/RevModPhys.83.1589			DEC 13 2011	2011										933							WOS:000298133800001		
J	Ando, Yoichi								Topological Insulator Materials								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				82	10					102001	10.7566/JPSJ.82.102001			OCT 2013	2013										701							WOS:000325108000001		
J	Ali, Mazhar N.; Xiong, Jun; Flynn, Steven; Tao, Jing; Gibson, Quinn D.; Schoop, Leslie M.; Liang, Tian; Haldolaarachchige, Neel; Hirschberger, Max; Ong, N. P.; Cava, R. J.								Large, non-saturating magnetoresistance in WTe2								NATURE				514	7521			205	+		10.1038/nature13763			OCT 9 2014	2014										610							WOS:000342663100037		
J	Kuroki, Kazuhiko; Usui, Hidetomo; Onari, Seiichiro; Arita, Ryotaro; Aoki, Hideo								Pnictogen height as a possible switch between high-T-c nodeless and low-T-c nodal pairings in the iron-based superconductors								PHYSICAL REVIEW B				79	22					224511	10.1103/PhysRevB.79.224511			JUN 2009	2009										510							WOS:000267699300099		
J	He, Shaolong; He, Junfeng; Zhang, Wenhao; Zhao, Lin; Liu, Defa; Liu, Xu; Mou, Daixiang; Ou, Yun-Bo; Wang, Qing-Yan; Li, Zhi; Wang, Lili; Peng, Yingying; Liu, Yan; Chen, Chaoyu; Yu, Li; Liu, Guodong; Dong, Xiaoli; Zhang, Jun; Chen, Chuangtian; Xu, Zuyan; Chen, Xi; Ma, Xucun; Xue, Qikun; Zhou, X. J.								Phase diagram and electronic indication of high-temperature superconductivity at 65 K in single-layer FeSe films								NATURE MATERIALS				12	7			605	610		10.1038/NMAT3648			JUL 2013	2013										419							WOS:000320720000014		
J	Alireza, Patricia L.; Ko, Y. T. Chris; Gillett, Jack; Petrone, Chiara M.; Cole, Jacqueline M.; Lonzarich, Gilbert G.; Sebastian, Suchitra E.								Superconductivity up to 29 K in SrFe2As2 and BaFe2As2 at high pressures								JOURNAL OF PHYSICS-CONDENSED MATTER				21	1					012208	10.1088/0953-8984/21/1/012208			JAN 7 2009	2009										362							WOS:000261517500009		
J	Yi, Ming; Lu, Donghui; Chu, Jiun-Haw; Analytis, James G.; Sorini, Adam P.; Kemper, Alexander F.; Moritz, Brian; Mo, Sung-Kwan; Moore, Rob G.; Hashimoto, Makoto; Lee, Wei-Sheng; Hussain, Zahid; Devereaux, Thomas P.; Fisher, Ian R.; Shen, Zhi-Xun								Symmetry-breaking orbital anisotropy observed for detwinned Ba(Fe1-xCox)(2)As-2 above the spin density wave transition								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				108	17			6878	6883		10.1073/pnas.1015572108			APR 26 2011	2011										341							WOS:000289888500040		
J	Mizuguchi, Y.; Hara, Y.; Deguchi, K.; Tsuda, S.; Yamaguchi, T.; Takeda, K.; Kotegawa, H.; Tou, H.; Takano, Y.								Anion height dependence of T-c for the Fe-based superconductor								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				23	5					054013	10.1088/0953-2048/23/5/054013			MAY 2010	2010										328							WOS:000277029800018		
J	Goldman, A. I.; Argyriou, D. N.; Ouladdiaf, B.; Chatterji, T.; Kreyssig, A.; Nandi, S.; Ni, N.; Bud'ko, S. L.; Canfield, P. C.; McQueeney, R. J.								Lattice and magnetic instabilities in CaFe2As2: A single-crystal neutron diffraction study								PHYSICAL REVIEW B				78	10					100506	10.1103/PhysRevB.78.100506			SEP 2008	2008										269							WOS:000259690400016		
J	Lumsden, M. D.; Christianson, A. D.								Magnetism in Fe-based superconductors								JOURNAL OF PHYSICS-CONDENSED MATTER				22	20					203203	10.1088/0953-8984/22/20/203203			MAY 26 2010	2010										265							WOS:000277215500004		
J	Kreyssig, A.; Green, M. A.; Lee, Y.; Samolyuk, G. D.; Zajdel, P.; Lynn, J. W.; Bud'ko, S. L.; Torikachvili, M. S.; Ni, N.; Nandi, S.; Leao, J. B.; Poulton, S. J.; Argyriou, D. N.; Harmon, B. N.; McQueeney, R. J.; Canfield, P. C.; Goldman, A. I.								Pressure-induced volume-collapsed tetragonal phase of CaFe2As2 as seen via neutron scattering								PHYSICAL REVIEW B				78	18					184517	10.1103/PhysRevB.78.184517			NOV 2008	2008										265							WOS:000261214800101		
J	Dai, Pengcheng								Antiferromagnetic order and spin dynamics in iron-based superconductors								REVIEWS OF MODERN PHYSICS				87	3			855	896		10.1103/RevModPhys.87.855			AUG 20 2015	2015										264							WOS:000359906200001		
J	Fernandes, R. M.; Chubukov, A. V.; Knolle, J.; Eremin, I.; Schmalian, J.								Preemptive nematic order, pseudogap, and orbital order in the iron pnictides								PHYSICAL REVIEW B				85	2					024534	10.1103/PhysRevB.85.024534			JAN 25 2012	2012										256							WOS:000299869000004		
J	Jiang, Shuai; Xing, Hui; Xuan, Guofang; Wang, Cao; Ren, Zhi; Feng, Chunmu; Dai, Jianhui; Xu, Zhu'an; Cao, Guanghan								Superconductivity up to 30 K in the vicinity of the quantum critical point in BaFe2(As1-xPx)(2)								JOURNAL OF PHYSICS-CONDENSED MATTER				21	38					382203	10.1088/0953-8984/21/38/382203			SEP 23 2009	2009										256							WOS:000269363600003		
J	Pitcher, Michael J.; Parker, Dinah R.; Adamson, Paul; Herkelrath, Sebastian J. C.; Boothroyd, Andrew T.; Ibberson, Richard M.; Brunelli, Michela; Clarke, Simon J.								Structure and superconductivity of LiFeAs								CHEMICAL COMMUNICATIONS					45			5918	5920		10.1039/b813153h			2008	2008										248							WOS:000261171000006		
J	Deng, Ke; Wan, Guoliang; Deng, Peng; Zhang, Kenan; Ding, Shijie; Wang, Eryin; Yan, Mingzhe; Huang, Huaqing; Zhang, Hongyun; Xu, Zhilin; Denlinger, Jonathan; Fedorov, Alexei; Yang, Haitao; Duan, Wenhui; Yao, Hong; Wu, Yang; Fan, Shoushan; Zhang, Haijun; Chen, Xi; Zhou, Shuyun								Experimental observation of topological Fermi arcs in type-II Weyl semimetal MoTe2								NATURE PHYSICS				12	12			1105	+		10.1038/NPHYS3871			DEC 2016	2016										242							WOS:000389133800010		
J	Mizuguchi, Yoshikazu; Takano, Yoshihiko								Review of Fe Chalcogenides as the Simplest Fe-Based Superconductor								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				79	10					102001	10.1143/JPSJ.79.102001			OCT 2010	2010										234							WOS:000282699100001		
J	Yildirim, T.								Strong Coupling of the Fe-Spin State and the As-As Hybridization in Iron-Pnictide Superconductors from First-Principle Calculations								PHYSICAL REVIEW LETTERS				102	3					037003	10.1103/PhysRevLett.102.037003			JAN 23 2009	2009										225							WOS:000262723700057		
J	Kondo, Takeshi; Santander-Syro, A. F.; Copie, O.; Liu, Chang; Tillman, M. E.; Mun, E. D.; Schmalian, J.; Bud'ko, S. L.; Tanatar, M. A.; Canfield, P. C.; Kaminski, A.								Momentum dependence of the superconducting gap in NdFeAsO0.9F0.1 single crystals measured by angle resolved photoemission spectroscopy								PHYSICAL REVIEW LETTERS				101	14					147003	10.1103/PhysRevLett.101.147003			OCT 3 2008	2008										222							WOS:000259793800056		
J	Mizuguchi, Yoshikazu; Tomioka, Fumiaki; Tsuda, Shunsuke; Yamaguchi, Takahide; Takano, Yoshihiko								Superconductivity in S-substituted FeTe								APPLIED PHYSICS LETTERS				94	1					012503	10.1063/1.3058720			JAN 5 2009	2009										209							WOS:000262357800051		
