PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										24939							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										13995							WOS:000264764600004		
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8415							WOS:000283929800001		
J	Xia, YN; Yang, PD; Sun, YG; Wu, YY; Mayers, B; Gates, B; Yin, YD; Kim, F; Yan, YQ								One-dimensional nanostructures: Synthesis, characterization, and applications								ADVANCED MATERIALS				15	5			353	389		10.1002/adma.200390087			MAR 4 2003	2003										7317							WOS:000181713900002		
J	Zutic, I; Fabian, J; Das Sarma, S								Spintronics: Fundamentals and applications								REVIEWS OF MODERN PHYSICS				76	2			323	410		10.1103/RevModPhys.76.323			APR 2004	2004										6868							WOS:000222471500001		
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6749							WOS:000310791900008		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										5926							WOS:000308825700001		
J	Horodecki, Ryszard; Horodecki, Pawel; Horodecki, Michal; Horodecki, Karol								Quantum entanglement								REVIEWS OF MODERN PHYSICS				81	2			865	942		10.1103/RevModPhys.81.865			APR-JUN 2009	2009										3681							WOS:000267197500010		
J	Katsnelson, M. I.; Novoselov, K. S.; Geim, A. K.								Chiral tunnelling and the Klein paradox in graphene								NATURE PHYSICS				2	9			620	625		10.1038/nphys384			SEP 2006	2006										2591							WOS:000240766000023		
J	Tans, SJ; Devoret, MH; Dai, HJ; Thess, A; Smalley, RE; Geerligs, LJ; Dekker, C								Individual single-wall carbon nanotubes as quantum wires								NATURE				386	6624			474	477		10.1038/386474a0			APR 3 1997	1997										2508							WOS:A1997WR25600045		
J	MEIR, Y; WINGREEN, NS								LANDAUER FORMULA FOR THE CURRENT THROUGH AN INTERACTING ELECTRON REGION								PHYSICAL REVIEW LETTERS				68	16			2512	2515		10.1103/PhysRevLett.68.2512			APR 20 1992	1992										2111							WOS:A1992HP80100027		
