IDENTIFICADORES DE AUTOR: (0000-0002-0272-5481)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Strong coupling of a single photon to a superconducting qubit using circuit quantum electrodynamics","Wallraff, A; Schuster, DI; Blais, A; Frunzio, L; Huang, RS; Majer, J; Kumar, S; Girvin, SM; Schoelkopf, RJ","","","","NATURE","SEP 9 2004","2004","431","7005","","","","162","167","","10.1038/nature02851","","","2297","143.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","61","87","105","148","142","171","155","189","193","189","172","190","208","172","109","0"
"Coupling superconducting qubits via a cavity bus","Majer, J.; Chow, J. M.; Gambetta, J. M.; Koch, Jens; Johnson, B. R.; Schreier, J. A.; Frunzio, L.; Schuster, D. I.; Houck, A. A.; Wallraff, A.; Blais, A.; Devoret, M. H.; Girvin, S. M.; Schoelkopf, R. J.","","","","NATURE","SEP 27 2007","2007","449","7161","","","","443","447","","10.1038/nature06184","","","768","59.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","59","80","65","50","87","69","61","53","69","67","58","47","0"
"Demonstration of two-qubit algorithms with a superconducting quantum processor","DiCarlo, L.; Chow, J. M.; Gambetta, J. M.; Bishop, Lev S.; Johnson, B. R.; Schuster, D. I.; Majer, J.; Blais, A.; Frunzio, L.; Girvin, S. M.; Schoelkopf, R. J.","","","","NATURE","JUL 9 2009","2009","460","7252","","","","240","244","","10.1038/nature08121","","","591","53.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","72","58","75","62","53","65","45","52","58","34","0"
"Observation of High Coherence in Josephson Junction Qubits Measured in a Three-Dimensional Circuit QED Architecture","Paik, Hanhee; Schuster, D. I.; Bishop, Lev S.; Kirchmair, G.; Catelani, G.; Sears, A. P.; Johnson, B. R.; Reagor, M. J.; Frunzio, L.; Glazman, L. I.; Girvin, S. M.; Devoret, M. H.; Schoelkopf, R. J.","","","","PHYSICAL REVIEW LETTERS","DEC 5 2011","2011","107","24","","","","","","240501","10.1103/PhysRevLett.107.240501","","","541","60.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","85","70","71","95","64","57","39","0"
"Resolving photon number states in a superconducting circuit","Schuster, D. I.; Houck, A. A.; Schreier, J. A.; Wallraff, A.; Gambetta, J. M.; Blais, A.; Frunzio, L.; Majer, J.; Johnson, B.; Devoret, M. H.; Girvin, S. M.; Schoelkopf, R. J.","","","","NATURE","FEB 1 2007","2007","445","7127","","","","515","518","","10.1038/nature05461","","","486","37.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","48","46","48","37","39","49","30","39","43","37","33","14","0"
"Preparation and measurement of three-qubit entanglement in a superconducting circuit","DiCarlo, L.; Reed, M. D.; Sun, L.; Johnson, B. R.; Chow, J. M.; Gambetta, J. M.; Frunzio, L.; Girvin, S. M.; Devoret, M. H.; Schoelkopf, R. J.","","","","NATURE","SEP 2010","2010","467","7315","","","","574","578","","10.1038/nature09416","","","336","33.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","39","65","44","47","36","24","33","25","16","0"
"Approaching unit visibility for control of a superconducting qubit with dispersive readout","Wallraff, A; Schuster, DI; Blais, A; Frunzio, L; Majer, J; Devoret, MH; Girvin, SM; Schoelkopf, RJ","","","","PHYSICAL REVIEW LETTERS","AUG 5 2005","2005","95","6","","","","","","060501","10.1103/PhysRevLett.95.060501","","","312","20.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","22","30","25","29","20","20","31","25","20","14","15","17","21","19","0"
"Realization of three-qubit quantum error correction with superconducting circuits","Reed, M. D.; DiCarlo, L.; Nigg, S. E.; Sun, L.; Frunzio, L.; Girvin, S. M.; Schoelkopf, R. J.","","","","NATURE","FEB 16 2012","2012","482","7385","","","","382","385","","10.1038/nature10786","","","295","36.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","52","46","46","35","31","35","21","0"
"High-Cooperativity Coupling of Electron-Spin Ensembles to Superconducting Cavities","Schuster, D. I.; Sears, A. P.; Ginossar, E.; DiCarlo, L.; Frunzio, L.; Morton, J. J. L.; Wu, H.; Briggs, G. A. D.; Buckley, B. B.; Awschalom, D. D.; Schoelkopf, R. J.","","","","PHYSICAL REVIEW LETTERS","SEP 27 2010","2010","105","14","","","","","","140501","10.1103/PhysRevLett.105.140501","","","291","29.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","29","41","27","35","45","37","39","22","13","0"
"Suppressing charge noise decoherence in superconducting charge qubits","Schreier, J. A.; Houck, A. A.; Koch, Jens; Schuster, D. I.; Johnson, B. R.; Chow, J. M.; Gambetta, J. M.; Majer, J.; Frunzio, L.; Devoret, M. H.; Girvin, S. M.; Schoelkopf, R. J.","","","","PHYSICAL REVIEW B","MAY 2008","2008","77","18","","","","","","180502","10.1103/PhysRevB.77.180502","","","273","22.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","32","26","26","33","22","33","18","23","21","19","10","0"
