PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										13980							WOS:000264764600004		
J	Daniel, MC; Astruc, D								Gold nanoparticles: Assembly, supramolecular chemistry, quantum-size-related properties, and applications toward biology, catalysis, and nanotechnology								CHEMICAL REVIEWS				104	1			293	346		10.1021/cr030698+			JAN 2004	2004										9684							WOS:000188217400009		
J	Simon, Patrice; Gogotsi, Yury								Materials for electrochemical capacitors								NATURE MATERIALS				7	11			845	854		10.1038/nmat2297			NOV 2008	2008										9578							WOS:000260472800016		
J	Xia, YN; Yang, PD; Sun, YG; Wu, YY; Mayers, B; Gates, B; Yin, YD; Kim, F; Yan, YQ								One-dimensional nanostructures: Synthesis, characterization, and applications								ADVANCED MATERIALS				15	5			353	389		10.1002/adma.200390087			MAR 4 2003	2003										7316							WOS:000181713900002		
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6739							WOS:000310791900008		
J	Dreyer, Daniel R.; Park, Sungjin; Bielawski, Christopher W.; Ruoff, Rodney S.								The chemistry of graphene oxide								CHEMICAL SOCIETY REVIEWS				39	1			228	240		10.1039/b917103g			2010	2010										6472							WOS:000272711300019		
J	IIJIMA, S; ICHIHASHI, T								SINGLE-SHELL CARBON NANOTUBES OF 1-NM DIAMETER								NATURE				363	6430			603	605		10.1038/363603a0			JUN 17 1993	1993										5918							WOS:A1993LH13900046		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5587							WOS:000228412800002		
J	Marcano, Daniela C.; Kosynkin, Dmitry V.; Berlin, Jacob M.; Sinitskii, Alexander; Sun, Zhengzong; Slesarev, Alexander; Alemany, Lawrence B.; Lu, Wei; Tour, James M.								Improved Synthesis of Graphene Oxide								ACS NANO				4	8			4806	4814		10.1021/nn1006368			AUG 2010	2010										5351							WOS:000281052700057		
J	Zhu, Yanwu; Murali, Shanthi; Cai, Weiwei; Li, Xuesong; Suk, Ji Won; Potts, Jeffrey R.; Ruoff, Rodney S.								Graphene and Graphene Oxide: Synthesis, Properties, and Applications								ADVANCED MATERIALS				22	35			3906	3924		10.1002/adma.201001068			SEP 15 2010	2010										5186							WOS:000282910100001		
J	Thess, A; Lee, R; Nikolaev, P; Dai, HJ; Petit, P; Robert, J; Xu, CH; Lee, YH; Kim, SG; Rinzler, AG; Colbert, DT; Scuseria, GE; Tomanek, D; Fischer, JE; Smalley, RE								Crystalline ropes of metallic carbon nanotubes								SCIENCE				273	5274			483	487		10.1126/science.273.5274.483			JUL 26 1996	1996										4616							WOS:A1996UY98300036		
J	Wang, Guoping; Zhang, Lei; Zhang, Jiujun								A review of electrode materials for electrochemical supercapacitors								CHEMICAL SOCIETY REVIEWS				41	2			797	828		10.1039/c1cs15060j			2012	2012										4547							WOS:000298854900016		
J	Bonaccorso, F.; Sun, Z.; Hasan, T.; Ferrari, A. C.								Graphene photonics and optoelectronics								NATURE PHOTONICS				4	9			611	622		10.1038/NPHOTON.2010.186			SEP 2010	2010										4371							WOS:000281467900015		
J	Chen, Xiaobo; Shen, Shaohua; Guo, Liejin; Mao, Samuel S.								Semiconductor-based Photocatalytic Hydrogen Generation								CHEMICAL REVIEWS				110	11			6503	6570		10.1021/cr1001645			NOV 2010	2010										4315							WOS:000284134300004		
J	Treacy, MMJ; Ebbesen, TW; Gibson, JM								Exceptionally high Young's modulus observed for individual carbon nanotubes								NATURE				381	6584			678	680		10.1038/381678a0			JUN 20 1996	1996										4031							WOS:A1996UR97900045		
J	Chhowalla, Manish; Shin, Hyeon Suk; Eda, Goki; Li, Lain-Jong; Loh, Kian Ping; Zhang, Hua								The chemistry of two-dimensional layered transition metal dichalcogenide nanosheets								NATURE CHEMISTRY				5	4			263	275		10.1038/NCHEM.1589			APR 2013	2013										4007							WOS:000317182900009		
J	Geim, A. K.; Grigorieva, I. V.								Van der Waals heterostructures								NATURE				499	7459			419	425		10.1038/nature12385			JUL 25 2013	2013										3759							WOS:000322157900029		
J	Wong, EW; Sheehan, PE; Lieber, CM								Nanobeam mechanics: Elasticity, strength, and toughness of nanorods and nanotubes								SCIENCE				277	5334			1971	1975		10.1126/science.277.5334.1971			SEP 26 1997	1997										3692							WOS:A1997XX84900037		
J	Rosi, NL; Mirkin, CA								Nanostructures in biodiagnostics								CHEMICAL REVIEWS				105	4			1547	1562		10.1021/cr030067f			APR 2005	2005										3604							WOS:000228412800011		
J	Xia, YN; Whitesides, GM								Soft lithography								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				37	5			550	575		10.1002/(SICI)1521-3773(19980316)37:5<550::AID-ANIE550>3.0.CO;2-G			MAR 16 1998	1998										3517							WOS:000072649300001		
J	Xia, Younan; Xiong, Yujie; Lim, Byungkwon; Skrabalak, Sara E.								Shape-Controlled Synthesis of Metal Nanocrystals: Simple Chemistry Meets Complex Physics?								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	1			60	103		10.1002/anie.200802248			2009	2009										3424							WOS:000262420700006		
J	Morones, JR; Elechiguerra, JL; Camacho, A; Holt, K; Kouri, JB; Ramirez, JT; Yacaman, MJ								The bactericidal effect of silver nanoparticles								NANOTECHNOLOGY				16	10			2346	2353		10.1088/0957-4484/16/10/059			OCT 2005	2005										3290							WOS:000232906200060		
J	Thostenson, ET; Ren, ZF; Chou, TW								Advances in the science and technology of carbon nanotubes and their composites: a review								COMPOSITES SCIENCE AND TECHNOLOGY				61	13			1899	1912		10.1016/S0266-3538(01)00094-X			2001	2001										3233							WOS:000171508100010		
J	Dillon, AC; Jones, KM; Bekkedahl, TA; Kiang, CH; Bethune, DS; Heben, MJ								Storage of hydrogen in single-walled carbon nanotubes								NATURE				386	6623			377	379		10.1038/386377a0			MAR 27 1997	1997										3226							WOS:A1997WQ17000058		
