PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Walter, Michael G.; Warren, Emily L.; McKone, James R.; Boettcher, Shannon W.; Mi, Qixi; Santori, Elizabeth A.; Lewis, Nathan S.								Solar Water Splitting Cells								CHEMICAL REVIEWS				110	11			6446	6473		10.1021/cr1002326			NOV 2010	2010										5097							WOS:000284134300002		
J	Tong, Hua; Ouyang, Shuxin; Bi, Yingpu; Umezawa, Naoto; Oshikiri, Mitsutake; Ye, Jinhua								Nano-photocatalytic Materials: Possibilities and Challenges								ADVANCED MATERIALS				24	2			229	251		10.1002/adma.201102752			JAN 10 2012	2012										2220							WOS:000298788000008		
J	Wei, Weifeng; Cui, Xinwei; Chen, Weixing; Ivey, Douglas G.								Manganese oxide-based materials as electrochemical supercapacitor electrodes								CHEMICAL SOCIETY REVIEWS				40	3			1697	1721		10.1039/c0cs00127a			2011	2011										1492							WOS:000287585000031		
J	Lang, Xingyou; Hirata, Akihiko; Fujita, Takeshi; Chen, Mingwei								Nanoporous metal/oxide hybrid electrodes for electrochemical supercapacitors								NATURE NANOTECHNOLOGY				6	4			232	236		10.1038/nnano.2011.13			APR 2011	2011										1332							WOS:000289199700012		
J	Ferrari, Andrea C.; Bonaccorso, Francesco; Fal'ko, Vladimir; Novoselov, Konstantin S.; Roche, Stephan; Boggild, Peter; Borini, Stefano; Koppens, Frank H. L.; Palermo, Vincenzo; Pugno, Nicola; Garrido, Jose A.; Sordan, Roman; Bianco, Alberto; Ballerini, Laura; Prato, Maurizio; Lidorikis, Elefterios; Kivioja, Jani; Marinelli, Claudio; Ryhaenen, Tapani; Morpurgo, Alberto; Coleman, Jonathan N.; Nicolosi, Valeria; Colombo, Luigi; Fert, Albert; Garcia-Hernandez, Mar; Bachtold, Adrian; Schneider, Gregory F.; Guinea, Francisco; Dekker, Cees; Barbone, Matteo; Sun, Zhipei; Galiotis, Costas; Grigorenko, Alexander N.; Konstantatos, Gerasimos; Kis, Andras; Katsnelson, Mikhail; Vandersypen, Lieven; Loiseau, Annick; Morandi, Vittorio; Neumaier, Daniel; Treossi, Emanuele; Pellegrini, Vittorio; Polini, Marco; Tredicucci, Alessandro; Williams, Gareth M.; Hong, Byung Hee; Ahn, Jong-Hyun; Kim, Jong Min; Zirath, Herbert; van Wees, Bart J.; van der Zant, Herre; Occhipinti, Luigi; Di Matteo, Andrea; Kinloch, Ian A.; Seyller, Thomas; Quesnel, Etienne; Feng, Xinliang; Teo, Ken; Rupesinghe, Nalin; Hakonen, Pertti; Neil, Simon R. T.; Tannock, Quentin; Loefwander, Tomas; Kinaret, Jari								Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems								NANOSCALE				7	11			4598	4810		10.1039/c4nr01600a			2015	2015										1242							WOS:000351061700001		
J	Yan, Ruoxue; Gargas, Daniel; Yang, Peidong								Nanowire photonics								NATURE PHOTONICS				3	10			569	576		10.1038/NPHOTON.2009.184			OCT 2009	2009										1129							WOS:000270733300012		
J	Ma, Yi; Wang, Xiuli; Jia, Yushuai; Chen, Xiaobo; Han, Hongxian; Li, Can								Titanium Dioxide-Based Nanomaterials for Photocatalytic Fuel Generations								CHEMICAL REVIEWS				114	19			9987	10043		10.1021/cr500008u			OCT 8 2014	2014										1098							WOS:000343017900018		
J	Osterloh, Frank E.								Inorganic nanostructures for photoelectrochemical and photocatalytic water splitting								CHEMICAL SOCIETY REVIEWS				42	6			2294	2320		10.1039/c2cs35266d			2013	2013										1094							WOS:000315356300008		
J	Zhu, Haiming; Fu, Yongping; Meng, Fei; Wu, Xiaoxi; Gong, Zizhou; Ding, Qi; Gustafsson, Martin V.; Trinh, M. Tuan; Jin, Song; Zhu, X-Y.								Lead halide perovskite nanowire lasers with low lasing thresholds and high quality factors								NATURE MATERIALS				14	6			636	U115		10.1038/NMAT4271			JUN 2015	2015										1082							WOS:000354801500028		
J	Qin, Yong; Wang, Xudong; Wang, Zhong Lin								Microfibre-nanowire hybrid structure for energy scavenging								NATURE				451	7180			809	U5		10.1038/nature06601			FEB 14 2008	2008										1076							WOS:000253191400038		
J	Chen, Li-Feng; Zhang, Xu-Dong; Liang, Hai-Wei; Kong, Mingguang; Guan, Qing-Fang; Chen, Ping; Wu, Zhen-Yu; Yu, Shu-Hong								Synthesis of Nitrogen-Doped Porous Carbon Nanofibers as an Efficient Electrode Material for Supercapacitors								ACS NANO				6	8			7092	7102		10.1021/nn302147s			AUG 2012	2012										1023							WOS:000307988900067		
J	Yu, Zenan; Tetard, Laurene; Zhai, Lei; Thomas, Jayan								Supercapacitor electrode materials: nanostructures from 0 to 3 dimensions								ENERGY & ENVIRONMENTAL SCIENCE				8	3			702	730		10.1039/c4ee03229b			2015	2015										990							WOS:000352274600002		
J	Ran, Jingrun; Zhang, Jun; Yu, Jiaguo; Jaroniec, Mietek; Qiao, Shi Zhang								Earth-abundant cocatalysts for semiconductor-based photocatalytic water splitting								CHEMICAL SOCIETY REVIEWS				43	22			7787	7812		10.1039/c3cs60425j			NOV 21 2014	2014										965							WOS:000343993100016		
J	Tachibana, Yasuhiro; Vayssieres, Lionel; Durrant, James R.								Artificial photosynthesis for solar water-splitting								NATURE PHOTONICS				6	8			511	518		10.1038/nphoton.2012.175			AUG 2012	2012										904							WOS:000307046800009		
J	Lieber, Charles M.; Wang, Zhong Lin								Functional nanowires								MRS BULLETIN				32	2			99	108		10.1557/mrs2007.41			FEB 2007	2007										843							WOS:000244600800011		
J	Zhou, Cheng; Zhang, Yangwei; Li, Yuanyuan; Liu, Jinping								Construction of High-Capacitance 3D CoO@Polypyrrole Nanowire Array Electrode for Aqueous Asymmetric Supercapacitor								NANO LETTERS				13	5			2078	2085		10.1021/nl400378j			MAY 2013	2013										837							WOS:000318892400033		
J	Nehl, CL; Liao, HW; Hafner, JH								Optical properties of star-shaped gold nanoparticles								NANO LETTERS				6	4			683	688		10.1021/nl052409y			APR 2006	2006										833							WOS:000236916200017		
J	Xu, Sheng; Wang, Zhong Lin								One-dimensional ZnO nanostructures: Solution growth and functional properties								NANO RESEARCH				4	11			1013	1098		10.1007/s12274-011-0160-7			NOV 2011	2011										815							WOS:000296646000001		
J	Moniz, Savio J. A.; Shevlin, Stephen A.; Martin, David James; Guo, Zheng-Xiao; Tang, Junwang								Visible-light driven heterojunction photocatalysts for water splitting - a critical review								ENERGY & ENVIRONMENTAL SCIENCE				8	3			731	759		10.1039/c4ee03271c			2015	2015										806							WOS:000352274600003		
J	Naldoni, Alberto; Allieta, Mattia; Santangelo, Saveria; Marelli, Marcello; Fabbri, Filippo; Cappelli, Serena; Bianchi, Claudia L.; Psaro, Rinaldo; Dal Santo, Vladimiro								Effect of Nature and Location of Defects on Bandgap Narrowing in Black TiO2 Nanoparticles								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				134	18			7600	7603		10.1021/ja3012676			MAY 9 2012	2012										797							WOS:000303696200007		
J	Yu, Guihua; Hu, Liangbing; Liu, Nian; Wang, Huiliang; Vosgueritchian, Michael; Yang, Yuan; Cui, Yi; Bao, Zhenan								Enhancing the Supercapacitor Performance of Graphene/MnO2 Nanostructured Electrodes by Conductive Wrapping								NANO LETTERS				11	10			4438	4442		10.1021/nl2026635			OCT 2011	2011										784							WOS:000295667000073		
J	Zhong, Cheng; Deng, Yida; Hu, Wenbin; Qiao, Jinli; Zhang, Lei; Zhang, Jiujun								A review of electrolyte materials and compositions for electrochemical supercapacitors								CHEMICAL SOCIETY REVIEWS				44	21			7484	7539		10.1039/c5cs00303b			2015	2015										777							WOS:000363152800004		
J	Pan, Xiaoyang; Yang, Min-Quan; Fu, Xianzhi; Zhang, Nan; Xu, Yi-Jun								Defective TiO2 with oxygen vacancies: synthesis, properties and photocatalytic applications								NANOSCALE				5	9			3601	3614		10.1039/c3nr00476g			2013	2013										747							WOS:000317859400004		
J	Chua, Chun Kiang; Pumera, Martin								Chemical reduction of graphene oxide: a synthetic chemistry viewpoint								CHEMICAL SOCIETY REVIEWS				43	1			291	312		10.1039/c3cs60303b			2014	2014										743							WOS:000329070600017		
J	Wang, Xudong; Zhou, Jun; Song, Jinhui; Liu, Jin; Xu, Ningsheng; Wang, Zhong L.								Piezoelectric field effect transistor and nanoforce sensor based on a single ZnO nanowire								NANO LETTERS				6	12			2768	2772		10.1021/nl061802g			DEC 13 2006	2006										708							WOS:000242786500024		
J	Li, Xin; Yu, Jiaguo; Low, Jingxiang; Fang, Yueping; Xiao, Jing; Chen, Xiaobo								Engineering heterogeneous semiconductors for solar water splitting								JOURNAL OF MATERIALS CHEMISTRY A				3	6			2485	2534		10.1039/c4ta04461d			2015	2015										702							WOS:000348990500003		
J	Fan, HJ; Werner, P; Zacharias, M								Semiconductor nanowires: From self-organization to patterned growth								SMALL				2	6			700	717		10.1002/smll.200500495			JUN 2006	2006										643							WOS:000237474900001		
J	Sanchez, Vanesa C.; Jachak, Ashish; Hurt, Robert H.; Kane, Agnes B.								Biological Interactions of Graphene-Family Nanomaterials: An Interdisciplinary Review								CHEMICAL RESEARCH IN TOXICOLOGY				25	1			15	34		10.1021/tx200339h			JAN 2012	2012										640							WOS:000299028700005		
J	Wu, Junqiao								When group-III nitrides go infrared: New properties and perspectives								JOURNAL OF APPLIED PHYSICS				106	1					011101	10.1063/1.3155798			JUL 1 2009	2009										637							WOS:000268065000001		
J	Xiao, Junwu; Wan, Lian; Yang, Shihe; Xiao, Fei; Wang, Shuai								Design Hierarchical Electrodes with Highly Conductive NiCo2S4 Nanotube Arrays Grown on Carbon Fiber Paper for High-Performance Pseudocapacitors								NANO LETTERS				14	2			831	838		10.1021/nl404199v			FEB 2014	2014										632							WOS:000331343900067		
J	Lu, Xihong; Yu, Minghao; Wang, Gongming; Tong, Yexiang; Li, Yat								Flexible solid-state supercapacitors: design, fabrication and applications								ENERGY & ENVIRONMENTAL SCIENCE				7	7			2160	2181		10.1039/c4ee00960f			JUL 2014	2014										629							WOS:000337977600006		
