PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.								Graphene: Status and Prospects								SCIENCE				324	5934			1530	1534		10.1126/science.1158877			JUN 19 2009	2009										8076							WOS:000267130600034		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7097							WOS:000266635100041		
J	Zhu, Yanwu; Murali, Shanthi; Cai, Weiwei; Li, Xuesong; Suk, Ji Won; Potts, Jeffrey R.; Ruoff, Rodney S.								Graphene and Graphene Oxide: Synthesis, Properties, and Applications								ADVANCED MATERIALS				22	35			3906	3924		10.1002/adma.201001068			SEP 15 2010	2010										5194							WOS:000282910100001		
J	Bae, Sukang; Kim, Hyeongkeun; Lee, Youngbin; Xu, Xiangfan; Park, Jae-Sung; Zheng, Yi; Balakrishnan, Jayakumar; Lei, Tian; Kim, Hye Ri; Song, Young Il; Kim, Young-Jin; Kim, Kwang S.; Ozyilmaz, Barbaros; Ahn, Jong-Hyun; Hong, Byung Hee; Iijima, Sumio								Roll-to-roll production of 30-inch graphene films for transparent electrodes								NATURE NANOTECHNOLOGY				5	8			574	578		10.1038/NNANO.2010.132			AUG 2010	2010										5063							WOS:000280631900009		
J	Park, Sungjin; Ruoff, Rodney S.								Chemical methods for the production of graphenes								NATURE NANOTECHNOLOGY				4	4			217	224		10.1038/NNANO.2009.58			APR 2009	2009										4557							WOS:000265457300010		
J	Bonaccorso, F.; Sun, Z.; Hasan, T.; Ferrari, A. C.								Graphene photonics and optoelectronics								NATURE PHOTONICS				4	9			611	622		10.1038/NPHOTON.2010.186			SEP 2010	2010										4372							WOS:000281467900015		
J	Geim, A. K.; Grigorieva, I. V.								Van der Waals heterostructures								NATURE				499	7459			419	425		10.1038/nature12385			JUL 25 2013	2013										3766							WOS:000322157900029		
J	Allen, Matthew J.; Tung, Vincent C.; Kaner, Richard B.								Honeycomb Carbon: A Review of Graphene								CHEMICAL REVIEWS				110	1			132	145		10.1021/cr900070d			JAN 2010	2010										3758							WOS:000274255700006		
J	Dean, C. R.; Young, A. F.; Meric, I.; Lee, C.; Wang, L.; Sorgenfrei, S.; Watanabe, K.; Taniguchi, T.; Kim, P.; Shepard, K. L.; Hone, J.								Boron nitride substrates for high-quality graphene electronics								NATURE NANOTECHNOLOGY				5	10			722	726		10.1038/nnano.2010.172			OCT 2010	2010										3314							WOS:000282578000010		
J	Schwierz, Frank								Graphene transistors								NATURE NANOTECHNOLOGY				5	7			487	496		10.1038/NNANO.2010.89			JUL 2010	2010										3196							WOS:000280529800009		
J	Malard, L. M.; Pimenta, M. A.; Dresselhaus, G.; Dresselhaus, M. S.								Raman spectroscopy in graphene								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				473	5-6			51	87		10.1016/j.physrep.2009.02.003			APR 2009	2009										2750							WOS:000266061300001		
J	Balandin, Alexander A.								Thermal properties of graphene and nanostructured carbon materials								NATURE MATERIALS				10	8			569	581		10.1038/NMAT3064			AUG 2011	2011										2710							WOS:000293000000015		
