AUTHOR IDENTIFIERS: (H-4352-2011)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"PEGylated nanographene oxide for delivery of water-insoluble cancer drugs","Liu, Zhuang; Robinson, Joshua T.; Sun, Xiaoming; Dai, Hongjie","","","","JOURNAL OF THE AMERICAN CHEMICAL SOCIETY","AUG 20 2008","2008","130","33","","","","10876","+","","10.1021/ja803688x","","","2422","201.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","29","89","164","259","329","346","286","290","241","235","152","0"
"Nano-Graphene Oxide for Cellular Imaging and Drug Delivery","Sun, Xiaoming; Liu, Zhuang; Welsher, Kevin; Robinson, Joshua Tucker; Goodwin, Andrew; Zaric, Sasa; Dai, Hongjie","","","","NANO RESEARCH","SEP 2008","2008","1","3","","","","203","212","","10.1007/s12274-008-8021-8","","","2176","181.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","16","57","112","214","290","295","277","275","217","253","167","0"
"Graphene in Mice: Ultrahigh In Vivo Tumor Uptake and Efficient Photothermal Therapy","Yang, Kai; Zhang, Shuai; Zhang, Guoxin; Sun, Xiaoming; Lee, Shuit-Tong; Liu, Zhuang","","","","NANO LETTERS","SEP 2010","2010","10","9","","","","3318","3323","","10.1021/nl100996u","","","1471","147.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","50","106","178","202","188","205","208","196","136","0"
"Upconversion nanophosphors for small-animal imaging","Zhou, Jing; Liu, Zhuang; Li, Fuyou","","","","CHEMICAL SOCIETY REVIEWS","2012","2012","41","3","","","","1323","1349","","10.1039/c1cs15187h","","","1088","136.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","65","161","170","181","161","150","117","80","0"
"Carbon Nanotubes in Biology and Medicine: In vitro and in vivo Detection, Imaging and Drug Delivery","Liu, Zhuang; Tabakman, Scott; Welsher, Kevin; Dai, Hongjie","","","","NANO RESEARCH","FEB 2009","2009","2","2","","","","85","120","","10.1007/s12274-009-9009-8","","","998","90.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","58","102","129","114","131","91","110","102","88","65","0"
"In vivo biodistribution and highly efficient tumour targeting of carbon nanotubes in mice","Liu, Zhuang; Cai, Weibo; He, Lina; Nakayama, Nozomi; Chen, Kai; Sun, Xiaoming; Chen, Xiaoyuan; Dai, Hongjie","","","","NATURE NANOTECHNOLOGY","JAN 2007","2007","2","1","","","","47","52","","10.1038/nnano.2006.170","","","994","76.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","71","87","107","98","93","101","74","94","93","66","60","34","0"
"Functional Nanomaterials for Phototherapies of Cancer","Cheng, Liang; Wang, Chao; Feng, Liangzhu; Yang, Kai; Liu, Zhuang","","","","CHEMICAL REVIEWS","NOV 12 2014","2014","114","21","","","","10869","10939","","10.1021/cr400532z","","","981","163.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","86","196","210","289","199","0"
"Supramolecular chemistry on water-soluble carbon nanotubes for drug loading and delivery","Liu, Zhuang; Sun, Xiaoming; Nakayama-Ratchford, Nozomi; Dai, Hongjie","","","","ACS NANO","AUG 2007","2007","1","1","","","","50","56","","10.1021/nn700040t","","","978","75.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33","58","62","89","98","125","113","98","99","79","71","52","0"
"Nano-graphene in biomedicine: theranostic applications","Yang, Kai; Feng, Liangzhu; Shi, Xiaoze; Liu, Zhuang","","","","CHEMICAL SOCIETY REVIEWS","2013","2013","42","2","","","","530","547","","10.1039/c2cs35342c","","","891","127.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67","131","146","156","163","131","97","0"
"Drug delivery with carbon nanotubes for in vivo cancer treatment","Liu, Zhuang; Chen, Kai; Davis, Corrine; Sherlock, Sarah; Cao, Qizhen; Chen, Xiaoyuan; Dai, Hongjie","","","","CANCER RESEARCH","AUG 15 2008","2008","68","16","","","","6652","6660","","10.1158/0008-5472.CAN-08-1468","","","889","74.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","45","60","104","110","116","100","87","86","70","71","39","0"
