PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25188							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14150							WOS:000264764600004		
J	Ferrari, A. C.; Meyer, J. C.; Scardaci, V.; Casiraghi, C.; Lazzeri, M.; Mauri, F.; Piscanec, S.; Jiang, D.; Novoselov, K. S.; Roth, S.; Geim, A. K.								Raman spectrum of graphene and graphene layers								PHYSICAL REVIEW LETTERS				97	18					187401	10.1103/PhysRevLett.97.187401			NOV 3 2006	2006										9189							WOS:000241757600056		
J	Stankovich, Sasha; Dikin, Dmitriy A.; Dommett, Geoffrey H. B.; Kohlhaas, Kevin M.; Zimney, Eric J.; Stach, Eric A.; Piner, Richard D.; Nguyen, SonBinh T.; Ruoff, Rodney S.								Graphene-based composite materials								NATURE				442	7100			282	286		10.1038/nature04969			JUL 20 2006	2006										8716							WOS:000239122100034		
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Geim, A. K.								Graphene: Status and Prospects								SCIENCE				324	5934			1530	1534		10.1126/science.1158877			JUN 19 2009	2009										8173							WOS:000267130600034		
J	Radisavljevic, B.; Radenovic, A.; Brivio, J.; Giacometti, V.; Kis, A.								Single-layer MoS2 transistors								NATURE NANOTECHNOLOGY				6	3			147	150		10.1038/NNANO.2010.279			MAR 2011	2011										7391							WOS:000288003900006		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7252							WOS:000253947400025		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7052							WOS:000263064700037		
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6919							WOS:000310791900008		
J	Dreyer, Daniel R.; Park, Sungjin; Bielawski, Christopher W.; Ruoff, Rodney S.								The chemistry of graphene oxide								CHEMICAL SOCIETY REVIEWS				39	1			228	240		10.1039/b917103g			2010	2010										6566							WOS:000272711300019		
J	Marcano, Daniela C.; Kosynkin, Dmitry V.; Berlin, Jacob M.; Sinitskii, Alexander; Sun, Zhengzong; Slesarev, Alexander; Alemany, Lawrence B.; Lu, Wei; Tour, James M.								Improved Synthesis of Graphene Oxide								ACS NANO				4	8			4806	4814		10.1021/nn1006368			AUG 2010	2010										5473							WOS:000281052700057		
J	Zhu, Yanwu; Murali, Shanthi; Cai, Weiwei; Li, Xuesong; Suk, Ji Won; Potts, Jeffrey R.; Ruoff, Rodney S.								Graphene and Graphene Oxide: Synthesis, Properties, and Applications								ADVANCED MATERIALS				22	35			3906	3924		10.1002/adma.201001068			SEP 15 2010	2010										5279							WOS:000282910100001		
