AUTHOR IDENTIFIERS: (F-8410-2011)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Controlling the electronic structure of bilayer graphene","Ohta, Taisuke; Bostwick, Aaron; Seyller, Thomas; Horn, Karsten; Rotenberg, Eli","","","","SCIENCE","AUG 18 2006","2006","313","5789","","","","951","954","","10.1126/science.1130681","","","2280","162.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","76","141","172","213","230","231","225","209","179","189","179","152","83","0"
"Towards wafer-size graphene layers by atmospheric pressure graphitization of silicon carbide","Emtsev, Konstantin V.; Bostwick, Aaron; Horn, Karsten; Jobst, Johannes; Kellogg, Gary L.; Ley, Lothar; McChesney, Jessica L.; Ohta, Taisuke; Reshanov, Sergey A.; Roehrl, Jonas; Rotenberg, Eli; Schmid, Andreas K.; Waldmann, Daniel; Weber, Heiko B.; Seyller, Thomas","","","","NATURE MATERIALS","MAR 2009","2009","8","3","","","","203","207","","10.1038/NMAT2382","","","1655","150.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","139","187","239","213","205","165","147","139","108","75","0"
"Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems","Ferrari, Andrea C.; Bonaccorso, Francesco; Fal'ko, Vladimir; Novoselov, Konstantin S.; Roche, Stephan; Boggild, Peter; Borini, Stefano; Koppens, Frank H. L.; Palermo, Vincenzo; Pugno, Nicola; Garrido, Jose A.; Sordan, Roman; Bianco, Alberto; Ballerini, Laura; Prato, Maurizio; Lidorikis, Elefterios; Kivioja, Jani; Marinelli, Claudio; Ryhaenen, Tapani; Morpurgo, Alberto; Coleman, Jonathan N.; Nicolosi, Valeria; Colombo, Luigi; Fert, Albert; Garcia-Hernandez, Mar; Bachtold, Adrian; Schneider, Gregory F.; Guinea, Francisco; Dekker, Cees; Barbone, Matteo; Sun, Zhipei; Galiotis, Costas; Grigorenko, Alexander N.; Konstantatos, Gerasimos; Kis, Andras; Katsnelson, Mikhail; Vandersypen, Lieven; Loiseau, Annick; Morandi, Vittorio; Neumaier, Daniel; Treossi, Emanuele; Pellegrini, Vittorio; Polini, Marco; Tredicucci, Alessandro; Williams, Gareth M.; Hong, Byung Hee; Ahn, Jong-Hyun; Kim, Jong Min; Zirath, Herbert; van Wees, Bart J.; van der Zant, Herre; Occhipinti, Luigi; Di Matteo, Andrea; Kinloch, Ian A.; Seyller, Thomas; Quesnel, Etienne; Feng, Xinliang; Teo, Ken; Rupesinghe, Nalin; Hakonen, Pertti; Neil, Simon R. T.; Tannock, Quentin; Loefwander, Tomas; Kinaret, Jari","","","","NANOSCALE","2015","2015","7","11","","","","4598","4810","","10.1039/c4nr01600a","","","1242","248.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","85","290","342","321","202","0"
"Quasiparticle dynamics in graphene","Bostwick, Aaron; Ohta, Taisuke; Seyller, Thomas; Horn, Karsten; Rotenberg, Eli","","","","NATURE PHYSICS","JAN 2007","2007","3","1","","","","36","40","","10.1038/nphys477","","","807","62.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","76","72","88","89","91","74","66","46","47","60","39","17","0"
"Interaction, growth, and ordering of epitaxial graphene on SiC{0001} surfaces: A comparative photoelectron spectroscopy study","Emtsev, K. V.; Speck, F.; Seyller, Th.; Ley, L.; Riley, J. D.","","","","PHYSICAL REVIEW B","APR 2008","2008","77","15","","","","","","155303","10.1103/PhysRevB.77.155303","","","580","48.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","33","66","62","84","56","63","60","59","48","22","17","0"
"Interlayer interaction and electronic screening in multilayer graphene investigated with angle-resolved photoemission spectroscopy","Ohta, Taisuke; Bostwick, Aaron; McChesney, J. L.; Seyller, Thomas; Horn, Karsten; Rotenberg, Eli","","","","PHYSICAL REVIEW LETTERS","MAY 18 2007","2007","98","20","","","","","","206802","10.1103/PhysRevLett.98.206802","","","521","40.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","38","47","62","53","49","50","49","40","35","41","30","16","0"
"Friction and Dissipation in Epitaxial Graphene Films","Filleter, T.; McChesney, J. L.; Bostwick, A.; Rotenberg, E.; Emtsev, K. V.; Seyller, Th.; Horn, K.; Bennewitz, R.","","","","PHYSICAL REVIEW LETTERS","FEB 27 2009","2009","102","8","","","","","","086102","10.1103/PhysRevLett.102.086102","","","323","29.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","17","27","34","50","33","34","43","46","27","0"
"Giant Faraday rotation in single- and multilayer graphene","Crassee, Iris; Levallois, Julien; Walter, Andrew L.; Ostler, Markus; Bostwick, Aaron; Rotenberg, Eli; Seyller, Thomas; van der Marel, Dirk; Kuzmenko, Alexey B.","","","","NATURE PHYSICS","JAN 2011","2011","7","1","","","","48","51","","10.1038/NPHYS1816","","","315","35.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","37","46","31","34","50","35","37","30","0"
"Observation of Plasmarons in Quasi-Freestanding Doped Graphene","Bostwick, Aaron; Speck, Florian; Seyller, Thomas; Horn, Karsten; Polini, Marco; Asgari, Reza; MacDonald, Allan H.; Rotenberg, Eli","","","","SCIENCE","MAY 21 2010","2010","328","5981","","","","999","1002","","10.1126/science.1186489","","","286","28.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","33","67","44","38","26","23","23","20","6","0"
"Atomic and electronic structure of few-layer graphene on SiC(0001) studied with scanning tunneling microscopy and spectroscopy","Lauffer, P.; Emtsev, K. V.; Graupner, R.; Seyller, Th.; Ley, L.; Reshanov, S. A.; Weber, H. B.","","","","PHYSICAL REVIEW B","APR 2008","2008","77","15","","","","","","155426","10.1103/PhysRevB.77.155426","","","283","23.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","29","47","21","31","26","26","23","25","24","11","11","0"
