PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Pendry, JB								Negative refraction makes a perfect lens								PHYSICAL REVIEW LETTERS				85	18			3966	3969		10.1103/PhysRevLett.85.3966			OCT 30 2000	2000										8206							WOS:000090146300056		
J	Shelby, RA; Smith, DR; Schultz, S								Experimental verification of a negative index of refraction								SCIENCE				292	5514			77	79		10.1126/science.1058847			APR 6 2001	2001										5863							WOS:000167995200039		
J	Pendry, JB; Schurig, D; Smith, DR								Controlling electromagnetic fields								SCIENCE				312	5781			1780	1782		10.1126/science.1125907			JUN 23 2006	2006										5307							WOS:000238452800053		
J	Tonouchi, Masayoshi								Cutting-edge terahertz technology								NATURE PHOTONICS				1	2			97	105		10.1038/nphoton.2007.3			FEB 2007	2007										3290							WOS:000246366900012		
J	Fang, N; Lee, H; Sun, C; Zhang, X								Sub-diffraction-limited optical imaging with a silver superlens								SCIENCE				308	5721			534	537		10.1126/science.1108759			APR 22 2005	2005										2759							WOS:000228810500047		
J	Leonhardt, Ulf								Optical conformal mapping								SCIENCE				312	5781			1777	1780		10.1126/science.1126493			JUN 23 2006	2006										2675							WOS:000238452800052		
J	Smith, DR; Pendry, JB; Wiltshire, MCK								Metamaterials and negative refractive index								SCIENCE				305	5685			788	792		10.1126/science.1096796			AUG 6 2004	2004										2352							WOS:000223104900029		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Lee, PA; Nagaosa, N; Wen, XG								Doping a Mott insulator: Physics of high-temperature superconductivity								REVIEWS OF MODERN PHYSICS				78	1			17	85		10.1103/RevModPhys.78.17			JAN-MAR 2006	2006										2168							WOS:000236516300002		
J	Shalaev, Vladimir M.								Optical negative-index metamaterials								NATURE PHOTONICS				1	1			41	48		10.1038/nphoton.2006.49			JAN 2007	2007										1915							WOS:000246293200016		
J	Yu, Nanfang; Capasso, Federico								Flat optics with designer metasurfaces								NATURE MATERIALS				13	2			139	150		10.1038/nmat3839			FEB 2014	2014										1852							WOS:000330182700019		
J	Smith, DR; Schultz, S; Markos, P; Soukoulis, CM								Determination of effective permittivity and permeability of metamaterials from reflection and transmission coefficients								PHYSICAL REVIEW B				65	19					195104	10.1103/PhysRevB.65.195104			MAY 15 2002	2002										1792							WOS:000175860900039		
