PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Luk'yanchuk, Boris; Zheludev, Nikolay I.; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter; Giessen, Harald; Chong, Chong Tow								The Fano resonance in plasmonic nanostructures and metamaterials								NATURE MATERIALS				9	9			707	715		10.1038/NMAT2810			SEP 2010	2010										2214							WOS:000281178400019		
J	Tong, Hua; Ouyang, Shuxin; Bi, Yingpu; Umezawa, Naoto; Oshikiri, Mitsutake; Ye, Jinhua								Nano-photocatalytic Materials: Possibilities and Challenges								ADVANCED MATERIALS				24	2			229	251		10.1002/adma.201102752			JAN 10 2012	2012										2171							WOS:000298788000008		
J	Hoyle, Charles E.; Bowman, Christopher N.								Thiol-Ene Click Chemistry								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				49	9			1540	1573		10.1002/anie.200903924			2010	2010										1990							WOS:000275234800004		
J	Soci, C.; Zhang, A.; Xiang, B.; Dayeh, S. A.; Aplin, D. P. R.; Park, J.; Bao, X. Y.; Lo, Y. H.; Wang, D.								ZnO nanowire UV photodetectors with high internal gain								NANO LETTERS				7	4			1003	1009		10.1021/nl070111x			APR 2007	2007										1812							WOS:000245600500028		
J	Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter								Plasmons in Strongly Coupled Metallic Nanostructures								CHEMICAL REVIEWS				111	6			3913	3961		10.1021/cr200061k			JUN 2011	2011										1732							WOS:000291756700008		
J	Oulton, Rupert F.; Sorger, Volker J.; Zentgraf, Thomas; Ma, Ren-Min; Gladden, Christopher; Dai, Lun; Bartal, Guy; Zhang, Xiang								Plasmon lasers at deep subwavelength scale								NATURE				461	7264			629	632		10.1038/nature08364			OCT 1 2009	2009										1601							WOS:000270302600035		
J	Novotny, Lukas; van Hulst, Niek								Antennas for light								NATURE PHOTONICS				5	2			83	90		10.1038/NPHOTON.2010.237			FEB 2011	2011										1589							WOS:000286809900010		
J	Rycenga, Matthew; Cobley, Claire M.; Zeng, Jie; Li, Weiyang; Moran, Christine H.; Zhang, Qiang; Qin, Dong; Xia, Younan								Controlling the Synthesis and Assembly of Silver Nanostructures for Plasmonic Applications								CHEMICAL REVIEWS				111	6			3669	3712		10.1021/cr100275d			JUN 2011	2011										1508							WOS:000291756700002		
J	Kauranen, Martti; Zayats, Anatoly V.								Nonlinear plasmonics								NATURE PHOTONICS				6	11			737	748		10.1038/NPHOTON.2012.244			NOV 2012	2012										1260							WOS:000310848300013		
J	Kildishev, Alexander V.; Boltasseva, Alexandra; Shalaev, Vladimir M.								Planar Photonics with Metasurfaces								SCIENCE				339	6125					1232009	10.1126/science.1232009			MAR 15 2013	2013										1150							WOS:000316053400029		
J	Huang, Xiaohuo; Neretina, Svetiana; El-Sayed, Mostafa A.								Gold Nanorods: From Synthesis and Properties to Biological and Biomedical Applications								ADVANCED MATERIALS				21	48			4880	4910		10.1002/adma.200802789			DEC 28 2009	2009										1142							WOS:000273359300001		
J	Yan, Ruoxue; Gargas, Daniel; Yang, Peidong								Nanowire photonics								NATURE PHOTONICS				3	10			569	576		10.1038/NPHOTON.2009.184			OCT 2009	2009										1112							WOS:000270733300012		
J	Knight, Mark W.; Sobhani, Heidar; Nordlander, Peter; Halas, Naomi J.								Photodetection with Active Optical Antennas								SCIENCE				332	6030			702	704		10.1126/science.1203056			MAY 6 2011	2011										1074							WOS:000290265800038		
J	Kuzyk, Anton; Schreiber, Robert; Fan, Zhiyuan; Pardatscher, Guenther; Roller, Eva-Maria; Hoegele, Alexander; Simmel, Friedrich C.; Govorov, Alexander O.; Liedl, Tim								DNA-based self-assembly of chiral plasmonic nanostructures with tailored optical response								NATURE				483	7389			311	314		10.1038/nature10889			MAR 15 2012	2012										1042							WOS:000301481800044		
J	Schmidt-Mende, Lukas; MacManus-Driscoll, Judith L.								ZnO - nanostructures, defects, and devices								MATERIALS TODAY				10	5			40	48		10.1016/S1369-7021(07)70078-0			MAY 2007	2007										1036							WOS:000246484200021		
J	Williams, Benjamin S.								Terahertz quantum-cascade lasers								NATURE PHOTONICS				1	9			517	525		10.1038/nphoton.2007.166			SEP 2007	2007										962							WOS:000249609100017		
J	Curto, Alberto G.; Volpe, Giorgio; Taminiau, Tim H.; Kreuzer, Mark P.; Quidant, Romain; van Hulst, Niek F.								Unidirectional Emission of a Quantum Dot Coupled to a Nanoantenna								SCIENCE				329	5994			930	933		10.1126/science.1191922			AUG 20 2010	2010										920							WOS:000281084800030		
J	Hoyle, Charles E.; Lowe, Andrew B.; Bowman, Christopher N.								Thiol-click chemistry: a multifaceted toolbox for small molecule and polymer synthesis								CHEMICAL SOCIETY REVIEWS				39	4			1355	1387		10.1039/b901979k			2010	2010										913							WOS:000275864500013		
J	Chen, Huanjun; Shao, Lei; Li, Qian; Wang, Jianfang								Gold nanorods and their plasmonic properties								CHEMICAL SOCIETY REVIEWS				42	7			2679	2724		10.1039/c2cs35367a			2013	2013										843							WOS:000316869500012		
J	Lin, Dianmin; Fan, Pengyu; Hasman, Erez; Brongersma, Mark L.								Dielectric gradient metasurface optical elements								SCIENCE				345	6194			298	302		10.1126/science.1253213			JUL 18 2014	2014										822							WOS:000339400700044		
J	Garcia-Vidal, F. J.; Martin-Moreno, L.; Ebbesen, T. W.; Kuipers, L.								Light passing through subwavelength apertures								REVIEWS OF MODERN PHYSICS				82	1			729	787		10.1103/RevModPhys.82.729			JAN-MAR 2010	2010										812							WOS:000276184000017		
J	Ni, Xingjie; Emani, Naresh K.; Kildishev, Alexander V.; Boltasseva, Alexandra; Shalaev, Vladimir M.								Broadband Light Bending with Plasmonic Nanoantennas								SCIENCE				335	6067			427	427		10.1126/science.1214686			JAN 27 2012	2012										809							WOS:000299466800038		
J	Xu, Sheng; Wang, Zhong Lin								One-dimensional ZnO nanostructures: Solution growth and functional properties								NANO RESEARCH				4	11			1013	1098		10.1007/s12274-011-0160-7			NOV 2011	2011										802							WOS:000296646000001		
J	Bharadwaj, Palash; Deutsch, Bradley; Novotny, Lukas								Optical Antennas								ADVANCES IN OPTICS AND PHOTONICS				1	3			438	483		10.1364/AOP.1.000438			NOV 2009	2009										802							WOS:000208809200001		
J	Sun, Shulin; He, Qiong; Xiao, Shiyi; Xu, Qin; Li, Xin; Zhou, Lei								Gradient-index meta-surfaces as a bridge linking propagating waves and surface waves								NATURE MATERIALS				11	5			426	431		10.1038/NMAT3292			MAY 2012	2012										784							WOS:000303108500020		
J	Jones, Matthew R.; Osberg, Kyle D.; Macfarlane, Robert J.; Langille, Mark R.; Mirkin, Chad A.								Templated Techniques for the Synthesis and Assembly of Plasmonic Nanostructures								CHEMICAL REVIEWS				111	6			3736	3827		10.1021/cr1004452			JUN 2011	2011										763							WOS:000291756700004		
J	Novotny, Lukas								Effective wavelength scaling for optical antennas								PHYSICAL REVIEW LETTERS				98	26					266802	10.1103/PhysRevLett.98.266802			JUN 29 2007	2007										749							WOS:000247625100049		
J	Grady, Nathaniel K.; Heyes, Jane E.; Chowdhury, Dibakar Roy; Zeng, Yong; Reiten, Matthew T.; Azad, Abul K.; Taylor, Antoinette J.; Dalvit, Diego A. R.; Chen, Hou-Tong								Terahertz Metamaterials for Linear Polarization Conversion and Anomalous Refraction								SCIENCE				340	6138			1304	1307		10.1126/science.1235399			JUN 14 2013	2013										738							WOS:000320320200037		
J	Stockman, Mark I.								Nanoplasmonics: past, present, and glimpse into future								OPTICS EXPRESS				19	22			22029	22106		10.1364/OE.19.022029			OCT 24 2011	2011										681							WOS:000296568100091		
J	Giannini, Vincenzo; Fernandez-Dominguez, Antonio I.; Heck, Susannah C.; Maier, Stefan A.								Plasmonic Nanoantennas: Fundamentals and Their Use in Controlling the Radiative Properties of Nanoemitters								CHEMICAL REVIEWS				111	6			3888	3912		10.1021/cr1002672			JUN 2011	2011										680							WOS:000291756700007		
J	Zheng, Guoxing; Muehlenbernd, Holger; Kenney, Mitchell; Li, Guixin; Zentgraf, Thomas; Zhang, Shuang								Metasurface holograms reaching 80% efficiency								NATURE NANOTECHNOLOGY				10	4			308	312		10.1038/NNANO.2015.2			APR 2015	2015										678							WOS:000353365600012		
J	Arbabi, Amir; Horie, Yu; Bagheri, Mahmood; Faraon, Andrei								Dielectric metasurfaces for complete control of phase and polarization with subwavelength spatial resolution and high transmission								NATURE NANOTECHNOLOGY				10	11			937	U190		10.1038/NNANO.2015.186			NOV 2015	2015										651							WOS:000364528300009		
J	Hartland, Gregory V.								Optical Studies of Dynamics in Noble Metal Nanostructures								CHEMICAL REVIEWS				111	6			3858	3887		10.1021/cr1002547			JUN 2011	2011										642							WOS:000291756700006		
J	Georgescu, I. M.; Ashhab, S.; Nori, Franco								Quantum simulation								REVIEWS OF MODERN PHYSICS				86	1			153	185		10.1103/RevModPhys.86.153			MAR 10 2014	2014										623							WOS:000334223800001		
J	Sirelkhatim, Amna; Mahmud, Shahrom; Seeni, Azman; Kaus, Noor Haida Mohamad; Ann, Ling Chuo; Bakhori, Siti Khadijah Mohd; Hasan, Habsah; Mohamad, Dasmawati								Review on Zinc Oxide Nanoparticles: Antibacterial Activity and Toxicity Mechanism								NANO-MICRO LETTERS				7	3			219	242		10.1007/s40820-015-0040-x			JUL 2015	2015										602							WOS:000356802100002		
J	Pfeiffer, Carl; Grbic, Anthony								Metamaterial Huygens' Surfaces: Tailoring Wave Fronts with Reflectionless Sheets								PHYSICAL REVIEW LETTERS				110	19					197401	10.1103/PhysRevLett.110.197401			MAY 6 2013	2013										599							WOS:000318476100012		
J	Jahani, Saman; Jacob, Zubin								All-dielectric metamaterials								NATURE NANOTECHNOLOGY				11	1			23	36		10.1038/NNANO.2015.304			JAN 2016	2016										590							WOS:000367839600008		
J	Djurisic, A. B.; Ng, A. M. C.; Chen, X. Y.								ZnO nanostructures for optoelectronics: Material properties and device applications								PROGRESS IN QUANTUM ELECTRONICS				34	4			191	259		10.1016/j.pquantelec.2010.04.001			JUL 2010	2010										589							WOS:000279263000003		
J	Kuznetsov, Arseniy I.; Miroshnichenko, Andrey E.; Brongersma, Mark L.; Kivshar, Yuri S.; Luk'yanchuk, Boris								Optically resonant dielectric nanostructures								SCIENCE				354	6314					aag2472	10.1126/science.aag2472			NOV 18 2016	2016										587							WOS:000388531900030		
J	Macfarlane, Robert J.; Lee, Byeongdu; Jones, Matthew R.; Harris, Nadine; Schatz, George C.; Mirkin, Chad A.								Nanoparticle Superlattice Engineering with DNA								SCIENCE				334	6053			204	208		10.1126/science.1210493			OCT 14 2011	2011										587							WOS:000295833600040		
J	Savage, Kevin J.; Hawkeye, Matthew M.; Esteban, Ruben; Borisov, Andrei G.; Aizpurua, Javier; Baumberg, Jeremy J.								Revealing the quantum regime in tunnelling plasmonics								NATURE				491	7425			574	577		10.1038/nature11653			NOV 22 2012	2012										567							WOS:000311339800047		
J	Wu, Chihhui; Khanikaev, Alexander B.; Adato, Ronen; Arju, Nihal; Yanik, Ahmet Ali; Altug, Hatice; Shvets, Gennady								Fano-resonant asymmetric metamaterials for ultrasensitive spectroscopy and identification of molecular monolayers								NATURE MATERIALS				11	1			69	75		10.1038/NMAT3161			JAN 2012	2012										566							WOS:000298406500024		
J	Cao, Linyou; White, Justin S.; Park, Joon-Shik; Schuller, Jon A.; Clemens, Bruce M.; Brongersma, Mark L.								Engineering light absorption in semiconductor nanowire devices								NATURE MATERIALS				8	8			643	647		10.1038/NMAT2477			AUG 2009	2009										566							WOS:000268288000016		
J	Le, Fei; Brandl, Daniel W.; Urzhumov, Yaroslav A.; Wang, Hui; Kundu, Janardan; Halas, Naomi J.; Aizpurua, Javier; Nordlander, Peter								Metallic nanoparticle arrays: A common substrate for both surface-enhanced Raman scattering and surface-enhanced infrared absorption								ACS NANO				2	4			707	718		10.1021/nn800047e			APR 2008	2008										566							WOS:000255216000016		
J	Schliesser, Albert; Picque, Nathalie; Haensch, Theodor W.								Mid-infrared frequency combs								NATURE PHOTONICS				6	7			440	449		10.1038/NPHOTON.2012.142			JUL 2012	2012										560							WOS:000305905000011		
J	Sun, Shulin; Yang, Kuang-Yu; Wang, Chih-Ming; Juan, Ta-Ko; Chen, Wei Ting; Liao, Chun Yen; He, Qion; Xiao, Shiyi; Kung, Wen-Ting; Guo, Guang-Yu; Zhou, Lei; Tsai, Din Ping								High-Efficiency Broadband Anomalous Reflection by Gradient Meta-Surfaces								NANO LETTERS				12	12			6223	6229		10.1021/nl3032668			DEC 2012	2012										549							WOS:000312122100031		
J	Garcia de Abajo, F. Javier								Graphene Plasmonics: Challenges and Opportunities								ACS PHOTONICS				1	3			135	152		10.1021/ph400147y			MAR 2014	2014										545							WOS:000335802900001		
J	Tan, Shawn J.; Campolongo, Michael J.; Luo, Dan; Cheng, Wenlong								Building plasmonic nanostructures with DNA								NATURE NANOTECHNOLOGY				6	5			268	276		10.1038/NNANO.2011.49			MAY 2011	2011										533							WOS:000290301300005		
J	Koenig, Steven P.; Boddeti, Narasimha G.; Dunn, Martin L.; Bunch, J. Scott								Ultrastrong adhesion of graphene membranes								NATURE NANOTECHNOLOGY				6	9			543	546		10.1038/NNANO.2011.123			SEP 2011	2011										519							WOS:000294550000008		
J	Knight, Mark W.; King, Nicholas S.; Liu, Lifei; Everitt, Henry O.; Nordlander, Peter; Halas, Naomi J.								Aluminum for Plasmonics								ACS NANO				8	1			834	840		10.1021/nn405495q			JAN 2014	2014										518							WOS:000330542900086		
J	Ni, Xingjie; Kildishev, Alexander V.; Shalaev, Vladimir M.								Metasurface holograms for visible light								NATURE COMMUNICATIONS				4						UNSP 2807	10.1038/ncomms3807			NOV 2013	2013										518							WOS:000328025800004		
J	Hu, Han; Guan, Buyuan; Xia, Baoyu; Lou, Xiong Wen (David)								Designed Formation of Co3O4/NiCo2O4 Double-Shelled Nanocages with Enhanced Pseudocapacitive and Electrocatalytic Properties								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	16			5590	5595		10.1021/jacs.5b02465			APR 29 2015	2015										514							WOS:000353931500054		
J	Yin, Xiaobo; Ye, Ziliang; Rho, Junsuk; Wang, Yuan; Zhang, Xiang								Photonic Spin Hall Effect at Metasurfaces								SCIENCE				339	6126			1405	1407		10.1126/science.1231758			MAR 22 2013	2013										503							WOS:000316740700035		
J	Jiang, Ruibin; Li, Benxia; Fang, Caihong; Wang, Jianfang								Metal/Semiconductor Hybrid Nanostructures for Plasmon-Enhanced Applications								ADVANCED MATERIALS				26	31			5274	5309		10.1002/adma.201400203			AUG 20 2014	2014										497							WOS:000340680700003		
J	Algra, Rienk E.; Verheijen, Marcel A.; Borgstrom, Magnus T.; Feiner, Lou-Fe; Immink, George; van Enckevort, Willem J. P.; Vlieg, Elias; Bakkers, Erik P. A. M.								Twinning superlattices in indium phosphide nanowires								NATURE				456	7220			369	372		10.1038/nature07570			NOV 20 2008	2008										492							WOS:000261039600039		
J	Hodgkinson, Jane; Tatam, Ralph P.								Optical gas sensing: a review								MEASUREMENT SCIENCE AND TECHNOLOGY				24	1					012004	10.1088/0957-0233/24/1/012004			JAN 2013	2013										489							WOS:000312201300005		
J	Huang, Lingling; Chen, Xianzhong; Muehlenbernd, Holger; Zhang, Hao; Chen, Shumei; Bai, Benfeng; Tan, Qiaofeng; Jin, Guofan; Cheah, Kok-Wai; Qiu, Cheng-Wei; Li, Jensen; Zentgraf, Thomas; Zhang, Shuang								Three-dimensional optical holography using a plasmonic metasurface								NATURE COMMUNICATIONS				4						2808	10.1038/ncomms3808			NOV 2013	2013										487							WOS:000328025800005		
J	Chen, Xianzhong; Huang, Lingling; Muehlenbernd, Holger; Li, Guixin; Bai, Benfeng; Tan, Qiaofeng; Jin, Guofan; Qiu, Cheng-Wei; Zhang, Shuang; Zentgraf, Thomas								Dual-polarity plasmonic metalens for visible light								NATURE COMMUNICATIONS				3						1198	10.1038/ncomms2207			NOV 2012	2012										486							WOS:000315992100033		
J	Caroff, P.; Dick, K. A.; Johansson, J.; Messing, M. E.; Deppert, K.; Samuelson, L.								Controlled polytypic and twin-plane superlattices in III-V nanowires								NATURE NANOTECHNOLOGY				4	1			50	55		10.1038/NNANO.2008.359			JAN 2009	2009										486							WOS:000262638700016		
J	Yang, Yuanmu; Wang, Wenyi; Moitra, Parikshit; Kravchenko, Ivan I.; Briggs, Dayrl P.; Valentine, Jason								Dielectric Meta-Reflectarray for Broadband Linear Polarization Conversion and Optical Vortex Generation								NANO LETTERS				14	3			1394	1399		10.1021/nl4044482			MAR 2014	2014										482							WOS:000335720300046		
J	Biagioni, Paolo; Huang, Jer-Shing; Hecht, Bert								Nanoantennas for visible and infrared radiation								REPORTS ON PROGRESS IN PHYSICS				75	2					024402	10.1088/0034-4885/75/2/024402			FEB 2012	2012										480							WOS:000300011000003		
J	Zhang, Wenjing; Huang, Jing-Kai; Chen, Chang-Hsiao; Chang, Yung-Huang; Cheng, Yuh-Jen; Li, Lain-Jong								High-Gain Phototransistors Based on a CVD MoS2 Monolayer								ADVANCED MATERIALS				25	25			3456	3461		10.1002/adma.201301244			JUL 5 2013	2013										479							WOS:000322568400011		
J	Priolo, Francesco; Gregorkiewicz, Tom; Galli, Matteo; Krauss, Thomas F.								Silicon nanostructures for photonics and photovoltaics								NATURE NANOTECHNOLOGY				9	1			19	32		10.1038/NNANO.2014.271			JAN 2014	2014										476							WOS:000329315000010		
J	Cortie, Michael B.; McDonagh, Andrew M.								Synthesis and Optical Properties of Hybrid and Alloy Plasmonic Nanoparticles								CHEMICAL REVIEWS				111	6			3713	3735		10.1021/cr1002529			JUN 2011	2011										476							WOS:000291756700003		
J	Bliokh, K. Y.; Rodriguez-Fortuno, F. J.; Nori, F.; Zayats, A. V.								Spin-orbit interactions of light								NATURE PHOTONICS				9	12			796	808		10.1038/nphoton.2015.201			DEC 2015	2015										474							WOS:000366150100011		
J	Tang, Liang; Kocabas, Sukru Ekin; Latif, Salman; Okyay, Ali K.; Ly-Gagnon, Dany-Sebastien; Saraswat, Krishna C.; Miller, David A. B.								Nanometre-scale germanium photodetector enhanced by a near-infrared dipole antenna								NATURE PHOTONICS				2	4			226	229		10.1038/nphoton.2008.30			APR 2008	2008										463							WOS:000255247300012		
J	Pelton, Matthew; Aizpurua, Javier; Bryant, Garnett								Metal-nanoparticle plasmonics								LASER & PHOTONICS REVIEWS				2	3			136	159		10.1002/lpor.200810003			JUN 2008	2008										458							WOS:000257783600003		
