PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Barnes, WL; Dereux, A; Ebbesen, TW								Surface plasmon subwavelength optics								NATURE				424	6950			824	830		10.1038/nature01937			AUG 14 2003	2003										7653							WOS:000184733900051		
J	Xia, YN; Yang, PD; Sun, YG; Wu, YY; Mayers, B; Gates, B; Yin, YD; Kim, F; Yan, YQ								One-dimensional nanostructures: Synthesis, characterization, and applications								ADVANCED MATERIALS				15	5			353	389		10.1002/adma.200390087			MAR 4 2003	2003										7317							WOS:000181713900002		
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6749							WOS:000310791900008		
J	Kelly, KL; Coronado, E; Zhao, LL; Schatz, GC								The optical properties of metal nanoparticles: The influence of size, shape, and dielectric environment								JOURNAL OF PHYSICAL CHEMISTRY B				107	3			668	677		10.1021/jp026731y			JAN 23 2003	2003										6535							WOS:000180545300005		
J	Burda, C; Chen, XB; Narayanan, R; El-Sayed, MA								Chemistry and properties of nanocrystals of different shapes								CHEMICAL REVIEWS				105	4			1025	1102		10.1021/cr030063a			APR 2005	2005										5591							WOS:000228412800002		
J	Sun, YG; Xia, YN								Shape-controlled synthesis of gold and silver nanoparticles								SCIENCE				298	5601			2176	2179		10.1126/science.1077229			DEC 13 2002	2002										5055							WOS:000179773700043		
J	Walter, Michael G.; Warren, Emily L.; McKone, James R.; Boettcher, Shannon W.; Mi, Qixi; Santori, Elizabeth A.; Lewis, Nathan S.								Solar Water Splitting Cells								CHEMICAL REVIEWS				110	11			6446	6473		10.1021/cr1002326			NOV 2010	2010										5001							WOS:000284134300002		
J	Anker, Jeffrey N.; Hall, W. Paige; Lyandres, Olga; Shah, Nilam C.; Zhao, Jing; Van Duyne, Richard P.								Biosensing with plasmonic nanosensors								NATURE MATERIALS				7	6			442	453		10.1038/nmat2162			JUN 2008	2008										4456							WOS:000256110200016		
J	Chen, Xiaobo; Shen, Shaohua; Guo, Liejin; Mao, Samuel S.								Semiconductor-based Photocatalytic Hydrogen Generation								CHEMICAL REVIEWS				110	11			6503	6570		10.1021/cr1001645			NOV 2010	2010										4325							WOS:000284134300004		
J	Xia, Younan; Xiong, Yujie; Lim, Byungkwon; Skrabalak, Sara E.								Shape-Controlled Synthesis of Metal Nanocrystals: Simple Chemistry Meets Complex Physics?								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	1			60	103		10.1002/anie.200802248			2009	2009										3427							WOS:000262420700006		
J	Xing, Guichuan; Mathews, Nripan; Sun, Shuangyong; Lim, Swee Sien; Lam, Yeng Ming; Graetzel, Michael; Mhaisalkar, Subodh; Sum, Tze Chien								Long-Range Balanced Electron- and Hole-Transport Lengths in Organic-Inorganic CH3NH3PbI3								SCIENCE				342	6156			344	347		10.1126/science.1243167			OCT 18 2013	2013										3356							WOS:000325755100040		
J	Willets, Katherine A.; Van Duyne, Richard P.								Localized surface plasmon resonance spectroscopy and sensing								Annual Review of Physical Chemistry				58				267	297		10.1146/annurev.physchem.58.032806.104607			2007	2007										3290							WOS:000246652300011		
J	Ozbay, E								Plasmonics: Merging photonics and electronics at nanoscale dimensions								SCIENCE				311	5758			189	193		10.1126/science.1114849			JAN 13 2006	2006										3131							WOS:000234722200030		
J	Jain, PK; Lee, KS; El-Sayed, IH; El-Sayed, MA								Calculated absorption and scattering properties of gold nanoparticles of different size, shape, and composition: Applications in biological imaging and biomedicine								JOURNAL OF PHYSICAL CHEMISTRY B				110	14			7238	7248		10.1021/jp057170o			APR 13 2006	2006										2579							WOS:000236772900027		
J	Prodan, E; Radloff, C; Halas, NJ; Nordlander, P								A hybridization model for the plasmon response of complex nanostructures								SCIENCE				302	5644			419	422		10.1126/science.1089171			OCT 17 2003	2003										2579							WOS:000185963200034		
J	Talapin, Dmitri V.; Lee, Jong-Soo; Kovalenko, Maksym V.; Shevchenko, Elena V.								Prospects of Colloidal Nanocrystals for Electronic and Optoelectronic Applications								CHEMICAL REVIEWS				110	1			389	458		10.1021/cr900137k			JAN 2010	2010										2503							WOS:000274255700014		
J	Schuller, Jon A.; Barnard, Edward S.; Cai, Wenshan; Jun, Young Chul; White, Justin S.; Brongersma, Mark L.								Plasmonics for extreme light concentration and manipulation								NATURE MATERIALS				9	3			193	204		10.1038/NMAT2630			MAR 2010	2010										2459							WOS:000274700900013		
J	Brenner, DW; Shenderova, OA; Harrison, JA; Stuart, SJ; Ni, B; Sinnott, SB								A second-generation reactive empirical bond order (REBO) potential energy expression for hydrocarbons								JOURNAL OF PHYSICS-CONDENSED MATTER				14	4			783	802	PII S0953-8984(02)31186-X	10.1088/0953-8984/14/4/312			FEB 4 2002	2002										2429							WOS:000174135200019		
J	Linic, Suljo; Christopher, Phillip; Ingram, David B.								Plasmonic-metal nanostructures for efficient conversion of solar to chemical energy								NATURE MATERIALS				10	12			911	921		10.1038/NMAT3151			DEC 2011	2011										2359							WOS:000297692900014		
J	Tian, Bozhi; Zheng, Xiaolin; Kempa, Thomas J.; Fang, Ying; Yu, Nanfang; Yu, Guihua; Huang, Jinlin; Lieber, Charles M.								Coaxial silicon nanowires as solar cells and nanoelectronic power sources								NATURE				449	7164			885	U8		10.1038/nature06181			OCT 18 2007	2007										2267							WOS:000250230600042		
J	Murphy, CJ; San, TK; Gole, AM; Orendorff, CJ; Gao, JX; Gou, L; Hunyadi, SE; Li, T								Anisotropic metal nanoparticles: Synthesis, assembly, and optical applications								JOURNAL OF PHYSICAL CHEMISTRY B				109	29			13857	13870		10.1021/jp0516846			JUL 28 2005	2005										2231							WOS:000230698100005		
J	Luk'yanchuk, Boris; Zheludev, Nikolay I.; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter; Giessen, Harald; Chong, Chong Tow								The Fano resonance in plasmonic nanostructures and metamaterials								NATURE MATERIALS				9	9			707	715		10.1038/NMAT2810			SEP 2010	2010										2214							WOS:000281178400019		
J	Gramotnev, Dmitri K.; Bozhevolnyi, Sergey I.								Plasmonics beyond the diffraction limit								NATURE PHOTONICS				4	2			83	91		10.1038/nphoton.2009.282			FEB 2010	2010										2125							WOS:000275058600013		
J	Stuart, SJ; Tutein, AB; Harrison, JA								A reactive potential for hydrocarbons with intermolecular interactions								JOURNAL OF CHEMICAL PHYSICS				112	14			6472	6486		10.1063/1.481208			APR 8 2000	2000										2086							WOS:000086231600043		
J	Kamat, Prashant V.								Quantum Dot Solar Cells. Semiconductor Nanocrystals as Light Harvesters								JOURNAL OF PHYSICAL CHEMISTRY C				112	48			18737	18753		10.1021/jp806791s			DEC 4 2008	2008										1952							WOS:000261218400007		
J	Eustis, S; El-Sayed, MA								Why gold nanoparticles are more precious than pretty gold: Noble metal surface plasmon resonance and its enhancement of the radiative and nonradiative properties of nanocrystals of different shapes								CHEMICAL SOCIETY REVIEWS				35	3			209	217		10.1039/b514191e			2006	2006										1951							WOS:000235989600001		
J	Yu, Nanfang; Capasso, Federico								Flat optics with designer metasurfaces								NATURE MATERIALS				13	2			139	150		10.1038/nmat3839			FEB 2014	2014										1793							WOS:000330182700019		
J	Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter								Plasmons in Strongly Coupled Metallic Nanostructures								CHEMICAL REVIEWS				111	6			3913	3961		10.1021/cr200061k			JUN 2011	2011										1732							WOS:000291756700008		
J	Stewart, Matthew E.; Anderton, Christopher R.; Thompson, Lucas B.; Maria, Joana; Gray, Stephen K.; Rogers, John A.; Nuzzo, Ralph G.								Nanostructured plasmonic sensors								CHEMICAL REVIEWS				108	2			494	521		10.1021/cr068126n			FEB 2008	2008										1670							WOS:000253165500008		
J	Bozhevolnyi, SI; Volkov, VS; Devaux, E; Laluet, JY; Ebbesen, TW								Channel plasmon subwavelength waveguide components including interferometers and ring resonators								NATURE				440	7083			508	511		10.1038/nature04594			MAR 23 2006	2006										1635							WOS:000236176100051		
J	Ghosh, Sujit Kumar; Pal, Tarasankar								Interparticle coupling effect on the surface plasmon resonance of gold nanoparticles: From theory to applications								CHEMICAL REVIEWS				107	11			4797	4862		10.1021/cr0680282			NOV 2007	2007										1609							WOS:000250970400008		
J	Hutter, E; Fendler, JH								Exploitation of localized surface plasmon resonance								ADVANCED MATERIALS				16	19			1685	1706		10.1002/adma.200400271			OCT 4 2004	2004										1608							WOS:000224948300001		
J	Oulton, Rupert F.; Sorger, Volker J.; Zentgraf, Thomas; Ma, Ren-Min; Gladden, Christopher; Dai, Lun; Bartal, Guy; Zhang, Xiang								Plasmon lasers at deep subwavelength scale								NATURE				461	7264			629	632		10.1038/nature08364			OCT 1 2009	2009										1601							WOS:000270302600035		
J	Muhlschlegel, P; Eisler, HJ; Martin, OJF; Hecht, B; Pohl, DW								Resonant optical antennas								SCIENCE				308	5728			1607	1609		10.1126/science.1111886			JUN 10 2005	2005										1590							WOS:000229827000050		
J	Novotny, Lukas; van Hulst, Niek								Antennas for light								NATURE PHOTONICS				5	2			83	90		10.1038/NPHOTON.2010.237			FEB 2011	2011										1589							WOS:000286809900010		
J	Zaumseil, Jana; Sirringhaus, Henning								Electron and ambipolar transport in organic field-effect transistors								CHEMICAL REVIEWS				107	4			1296	1323		10.1021/cr0501543			APR 2007	2007										1541							WOS:000245600000011		
J	Grigorenko, A. N.; Polini, M.; Novoselov, K. S.								Graphene plasmonics								NATURE PHOTONICS				6	11			749	758		10.1038/NPHOTON.2012.262			NOV 2012	2012										1531							WOS:000310848300014		
J	Lal, Surbhi; Link, Stephan; Halas, Naomi J.								Nano-optics from sensing to waveguiding								NATURE PHOTONICS				1	11			641	648		10.1038/nphoton.2007.223			NOV 2007	2007										1513							WOS:000251282700014		
J	LEONARD, D; KRISHNAMURTHY, M; REAVES, CM; DENBAARS, SP; PETROFF, PM								DIRECT FORMATION OF QUANTUM-SIZED DOTS FROM UNIFORM COHERENT ISLANDS OF INGAAS ON GAAS-SURFACES								APPLIED PHYSICS LETTERS				63	23			3203	3205		10.1063/1.110199			DEC 6 1993	1993										1509							WOS:A1993ML09600033		
J	Rycenga, Matthew; Cobley, Claire M.; Zeng, Jie; Li, Weiyang; Moran, Christine H.; Zhang, Qiang; Qin, Dong; Xia, Younan								Controlling the Synthesis and Assembly of Silver Nanostructures for Plasmonic Applications								CHEMICAL REVIEWS				111	6			3669	3712		10.1021/cr100275d			JUN 2011	2011										1508							WOS:000291756700002		
J	Garnett, Erik; Yang, Peidong								Light Trapping in Silicon Nanowire Solar Cells								NANO LETTERS				10	3			1082	1087		10.1021/nl100161z			MAR 2010	2010										1464							WOS:000275278200058		
J	Koppens, Frank H. L.; Chang, Darrick E.; Javier Garcia de Abajo, F.								Graphene Plasmonics: A Platform for Strong Light-Matter Interactions								NANO LETTERS				11	8			3370	3377		10.1021/nl201771h			AUG 2011	2011										1442							WOS:000293665600054		
J	Gates, BD; Xu, QB; Stewart, M; Ryan, D; Willson, CG; Whitesides, GM								New approaches to nanofabrication: Molding, printing, and other techniques								CHEMICAL REVIEWS				105	4			1171	1196		10.1021/cr030076o			APR 2005	2005										1433							WOS:000228412800004		
J	Fortunato, E.; Barquinha, P.; Martins, R.								Oxide Semiconductor Thin-Film Transistors: A Review of Recent Advances								ADVANCED MATERIALS				24	22			2945	2986		10.1002/adma.201103228			JUN 12 2012	2012										1425							WOS:000304750400001		
J	Kubacka, Anna; Fernandez-Garcia, Marcos; Colon, Gerardo								Advanced Nanoarchitectures for Solar Photocatalytic Applications								CHEMICAL REVIEWS				112	3			1555	1614		10.1021/cr100454n			MAR 2012	2012										1385							WOS:000301988700007		
J	Valentine, Jason; Zhang, Shuang; Zentgraf, Thomas; Ulin-Avila, Erick; Genov, Dentcho A.; Bartal, Guy; Zhang, Xiang								Three-dimensional optical metamaterial with a negative refractive index								NATURE				455	7211			376	U32		10.1038/nature07247			SEP 18 2008	2008										1346							WOS:000259265200041		
J	Hu, Liangbing; Kim, Han Sun; Lee, Jung-Yong; Peumans, Peter; Cui, Yi								Scalable Coating and Properties of Transparent, Flexible, Silver Nanowire Electrodes								ACS NANO				4	5			2955	2963		10.1021/nn1005232			MAY 2010	2010										1316							WOS:000277976900057		
