IDENTIFICADORES DE AUTOR: (N-1886-2013)
Tempo estipulado=Todos os anos. Índices=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, ESCI.

"Título","Autores","Autorias compartilhadas","Editores","Editores de livros","Título da fonte","Data de publicação","Ano da publicação","Volume","Edição","Número da edição","Suplemento","Edição especial","Página inicial","Página final","Número do artigo","DOI","Título da conferência","Data da conferência","Total de citações","Média por ano","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"One-Dimensional Electrical Contact to a Two-Dimensional Material","Wang, L.; Meric, I.; Huang, P. Y.; Gao, Q.; Gao, Y.; Tran, H.; Taniguchi, T.; Watanabe, K.; Campos, L. M.; Muller, D. A.; Guo, J.; Kim, P.; Hone, J.; Shepard, K. L.; Dean, C. R.","","","","SCIENCE","NOV 1 2013","2013","342","6158","","","","614","617","","10.1126/science.1244358","","","968","138.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","124","163","214","221","177","0"
"Atomically thin p-n junctions with van der Waals heterointerfaces","Lee, Chul-Ho; Lee, Gwan-Hyoung; van der Zande, Arend M.; Chen, Wenchao; Li, Yilei; Han, Minyong; Cui, Xu; Arefe, Ghidewon; Nuckolls, Colin; Heinz, Tony F.; Guo, Jing; Hone, James; Kim, Philip","","","","NATURE NANOTECHNOLOGY","SEP 2014","2014","9","9","","","","676","681","","10.1038/NNANO.2014.150","","","949","158.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","131","184","233","243","149","0"
"Dirac charge dynamics in graphene by infrared spectroscopy","Li, Z. Q.; Henriksen, E. A.; Jiang, Z.; Hao, Z.; Martin, M. C.; Kim, P.; Stormer, H. L.; Basov, D. N.","","","","NATURE PHYSICS","JUL 2008","2008","4","7","","","","532","535","","10.1038/nphys989","","","837","69.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","39","43","58","73","92","107","103","91","102","76","41","0"
"Tuning the Graphene Work Function by Electric Field Effect","Yu, Young-Jun; Zhao, Yue; Ryu, Sunmin; Brus, Louis E.; Kim, Kwang S.; Kim, Philip","","","","NANO LETTERS","OCT 2009","2009","9","10","","","","3430","3434","","10.1021/nl901572a","","","792","72.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","45","65","83","91","99","96","111","116","62","0"
"Temperature-dependent transport in suspended graphene","Bolotin, K. I.; Sikes, K. J.; Hone, J.; Stormer, H. L.; Kim, P.","","","","PHYSICAL REVIEW LETTERS","AUG 29 2008","2008","101","9","","","","","","096802","10.1103/PhysRevLett.101.096802","","","768","64.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","71","81","85","93","86","85","58","73","60","46","27","0"
"Electric field effect tuning of electron-phonon coupling in graphene","Yan, Jun; Zhang, Yuanbo; Kim, Philip; Pinczuk, Aron","","","","PHYSICAL REVIEW LETTERS","APR 20 2007","2007","98","16","","","","","","166802","10.1103/PhysRevLett.98.166802","","","726","55.85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","37","44","64","84","69","75","56","66","64","52","60","38","0"
"Measurement of scattering rate and minimum conductivity in graphene","Tan, Y. -W.; Zhang, Y.; Bolotin, K.; Zhao, Y.; Adam, S.; Hwang, E. H.; Das Sarma, S.; Stormer, H. L.; Kim, P.","","","","PHYSICAL REVIEW LETTERS","DEC 14 2007","2007","99","24","","","","","","246803","10.1103/PhysRevLett.99.246803","","","718","55.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","70","64","74","67","76","62","67","60","59","49","20","0"
"Quantum interference and Klein tunnelling in graphene heterojunctions","Young, Andrea F.; Kim, Philip","","","","NATURE PHYSICS","MAR 2009","2009","5","3","","","","222","226","","10.1038/NPHYS1198","","","691","62.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","75","86","73","77","76","62","63","55","60","36","0"
"Hofstadter's butterfly and the fractal quantum Hall effect in moire superlattices","Dean, C. R.; Wang, L.; Maher, P.; Forsythe, C.; Ghahari, F.; Gao, Y.; Katoch, J.; Ishigami, M.; Moon, P.; Koshino, M.; Taniguchi, T.; Watanabe, K.; Shepard, K. L.; Hone, J.; Kim, P.","","","","NATURE","MAY 30 2013","2013","497","7451","","","","598","602","","10.1038/nature12186","","","641","91.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","97","102","110","107","124","75","0"
"The Role of Surface Oxygen in the Growth of Large Single-Crystal Graphene on Copper","Hao, Yufeng; Bharathi, M. S.; Wang, Lei; Liu, Yuanyue; Chen, Hua; Nie, Shu; Wang, Xiaohan; Chou, Harry; Tan, Cheng; Fallahazad, Babak; Ramanarayan, H.; Magnuson, Carl W.; Tutuc, Emanuel; Yakobson, Boris I.; McCarty, Kevin F.; Zhang, Yong-Wei; Kim, Philip; Hone, James; Colombo, Luigi; Ruoff, Rodney S.","","","","SCIENCE","NOV 8 2013","2013","342","6159","","","","720","723","","10.1126/science.1243879","","","602","86.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","69","114","123","128","95","72","0"
"Graphene Barristor, a Triode Device with a Gate-Controlled Schottky Barrier","Yang, Heejun; Heo, Jinseong; Park, Seongjun; Song, Hyun Jae; Seo, David H.; Byun, Kyung-Eun; Kim, Philip; Yoo, InKyeong; Chung, Hyun-Jong; Kim, Kinam","","","","SCIENCE","JUN 1 2012","2012","336","6085","","","","1140","1143","","10.1126/science.1220527","","","586","73.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","82","102","91","87","77","83","55","0"
"Observation of the fractional quantum Hall effect in graphene","Bolotin, Kirill I.; Ghahari, Fereshte; Shulman, Michael D.; Stormer, Horst L.; Kim, Philip","","","","NATURE","NOV 12 2009","2009","462","7270","","","","196","199","","10.1038/nature08582","","","579","52.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","58","87","79","58","65","63","48","54","40","26","0"
"Performance of monolayer graphene nanomechanical resonators with electrical readout","Chen, Changyao; Rosenblatt, Sami; Bolotin, Kirill I.; Kalb, William; Kim, Philip; Kymissis, Ioannis; Stormer, Horst L.; Heinz, Tony F.; Hone, James","","","","NATURE NANOTECHNOLOGY","DEC 2009","2009","4","12","","","","861","867","","10.1038/NNANO.2009.267","","","562","51.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","34","56","76","87","71","59","62","60","32","0"
"Flexible and Transparent MoS2 Field-Effect Transistors on Hexagonal Boron Nitride-Graphene Heterostructures","Lee, Gwan-Hyoung; Yu, Young-Jun; Cui, Xu; Petrone, Nicholas; Lee, Chul-Ho; Choi, Min Sup; Lee, Dae-Yeong; Lee, Changgu; Yoo, Won Jong; Watanabe, Kenji; Taniguchi, Takashi; Nuckolls, Colin; Kim, Philip; Hone, James","","","","ACS NANO","SEP 2013","2013","7","9","","","","7931","7936","","10.1021/nn402954e","","","558","79.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","50","90","111","126","111","68","0"
"Visualizing Individual Nitrogen Dopants in Monolayer Graphene","Zhao, Liuyan; He, Rui; Rim, Kwang Taeg; Schiros, Theanne; Kim, Keun Soo; Zhou, Hui; Gutierrez, Christopher; Chockalingam, S. P.; Arguello, Carlos J.; Palova, Lucia; Nordlund, Dennis; Hybertsen, Mark S.; Reichman, David R.; Heinz, Tony F.; Kim, Philip; Pinczuk, Aron; Flynn, George W.; Pasupathy, Abhay N.","","","","SCIENCE","AUG 19 2011","2011","333","6045","","","","999","1003","","10.1126/science.1208759","","","543","60.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","60","76","85","84","84","53","60","40","0"
"Landau-level splitting in graphene in high magnetic fields","Zhang, Y; Jiang, Z; Small, JP; Purewal, MS; Tan, YW; Fazlollahi, M; Chudow, JD; Jaszczak, JA; Stormer, HL; Kim, P","","","","PHYSICAL REVIEW LETTERS","APR 7 2006","2006","96","13","","","","","","136806","10.1103/PhysRevLett.96.136806","","","541","38.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","63","50","55","54","46","65","31","31","32","33","23","31","10","0"
"Multi-terminal transport measurements of MoS2 using a van der Waals heterostructure device platform","Cui, Xu; Lee, Gwan-Hyoung; Kim, Young Duck; Arefe, Ghidewon; Huang, Pinshane Y.; Lee, Chul-Ho; Chenet, Daniel A.; Zhang, Xian; Wang, Lei; Ye, Fan; Pizzocchero, Filippo; Jessen, Bjarke S.; Watanabe, Kenji; Taniguchi, Takashi; Muller, David A.; Low, Tony; Kim, Philip; Hone, James","","","","NATURE NANOTECHNOLOGY","JUN 2015","2015","10","6","","","","534","540","","10.1038/NNANO.2015.70","","","540","108.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","117","152","151","99","0"
"Controlling Electron-Phonon Interactions in Graphene at Ultrahigh Carrier Densities","Efetov, Dmitri K.; Kim, Philip","","","","PHYSICAL REVIEW LETTERS","DEC 13 2010","2010","105","25","","","","","","256805","10.1103/PhysRevLett.105.256805","","","502","50.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","41","50","58","61","73","86","59","49","0"
"Atmospheric Oxygen Binding and Hole Doping in Deformed Graphene on a SiO2 Substrate","Ryu, Sunmin; Liu, Li; Berciaud, Stephane; Yu, Young-Jun; Liu, Haitao; Kim, Philip; Flynn, George W.; Brus, Louis E.","","","","NANO LETTERS","DEC 2010","2010","10","12","","","","4944","4951","","10.1021/nl1029607","","","489","48.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","47","64","62","70","60","59","58","30","0"
"Structure and electronic properties of carbon nanotubes","Odom, TW; Huang, JL; Kim, P; Lieber, CM","","","","JOURNAL OF PHYSICAL CHEMISTRY B","APR 6 2000","2000","104","13","","","","2794","2809","","10.1021/jp993592k","","","489","24.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","21","40","32","33","32","35","26","36","28","26","30","27","21","25","25","17","8","16","7","0"
"Thermoelectric and Magnetothermoelectric Transport Measurements of Graphene","Zuev, Yuri M.; Chang, Willy; Kim, Philip","","","","PHYSICAL REVIEW LETTERS","MAR 6 2009","2009","102","9","","","","","","096807","10.1103/PhysRevLett.102.096807","","","445","40.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","30","40","46","48","51","56","52","55","34","0"
