PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Daniel, MC; Astruc, D								Gold nanoparticles: Assembly, supramolecular chemistry, quantum-size-related properties, and applications toward biology, catalysis, and nanotechnology								CHEMICAL REVIEWS				104	1			293	346		10.1021/cr030698+			JAN 2004	2004										9739							WOS:000188217400009		
J	Pendry, JB								Negative refraction makes a perfect lens								PHYSICAL REVIEW LETTERS				85	18			3966	3969		10.1103/PhysRevLett.85.3966			OCT 30 2000	2000										8206							WOS:000090146300056		
J	Barnes, WL; Dereux, A; Ebbesen, TW								Surface plasmon subwavelength optics								NATURE				424	6950			824	830		10.1038/nature01937			AUG 14 2003	2003										7723							WOS:000184733900051		
J	Xia, YN; Yang, PD; Sun, YG; Wu, YY; Mayers, B; Gates, B; Yin, YD; Kim, F; Yan, YQ								One-dimensional nanostructures: Synthesis, characterization, and applications								ADVANCED MATERIALS				15	5			353	389		10.1002/adma.200390087			MAR 4 2003	2003										7350							WOS:000181713900002		
J	Anker, Jeffrey N.; Hall, W. Paige; Lyandres, Olga; Shah, Nilam C.; Zhao, Jing; Van Duyne, Richard P.								Biosensing with plasmonic nanosensors								NATURE MATERIALS				7	6			442	453		10.1038/nmat2162			JUN 2008	2008										4494							WOS:000256110200016		
J	Xia, Younan; Xiong, Yujie; Lim, Byungkwon; Skrabalak, Sara E.								Shape-Controlled Synthesis of Metal Nanocrystals: Simple Chemistry Meets Complex Physics?								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	1			60	103		10.1002/anie.200802248			2009	2009										3475							WOS:000262420700006		
J	Willets, Katherine A.; Van Duyne, Richard P.								Localized surface plasmon resonance spectroscopy and sensing								Annual Review of Physical Chemistry				58				267	297		10.1146/annurev.physchem.58.032806.104607			2007	2007										3340							WOS:000246652300011		
J	Yu, Nanfang; Genevet, Patrice; Kats, Mikhail A.; Aieta, Francesco; Tetienne, Jean-Philippe; Capasso, Federico; Gaburro, Zeno								Light Propagation with Phase Discontinuities: Generalized Laws of Reflection and Refraction								SCIENCE				334	6054			333	337		10.1126/science.1210713			OCT 21 2011	2011										2858							WOS:000296052500041		
J	Jin, RC; Cao, YW; Mirkin, CA; Kelly, KL; Schatz, GC; Zheng, JG								Photoinduced conversion of silver nanospheres to nanoprisms								SCIENCE				294	5548			1901	1903		10.1126/science.1066541			NOV 30 2001	2001										2762							WOS:000172465000051		
J	Fang, N; Lee, H; Sun, C; Zhang, X								Sub-diffraction-limited optical imaging with a silver superlens								SCIENCE				308	5721			534	537		10.1126/science.1108759			APR 22 2005	2005										2759							WOS:000228810500047		
J	Leonhardt, Ulf								Optical conformal mapping								SCIENCE				312	5781			1777	1780		10.1126/science.1126493			JUN 23 2006	2006										2675							WOS:000238452800052		
J	Schuller, Jon A.; Barnard, Edward S.; Cai, Wenshan; Jun, Young Chul; White, Justin S.; Brongersma, Mark L.								Plasmonics for extreme light concentration and manipulation								NATURE MATERIALS				9	3			193	204		10.1038/NMAT2630			MAR 2010	2010										2500							WOS:000274700900013		
J	Jain, Prashant K.; Huang, Xiaohua; El-Sayed, Ivan H.; El-Sayed, Mostafa A.								Noble Metals on the Nanoscale: Optical and Photothermal Properties and Some Applications in Imaging, Sensing, Biology, and Medicine								ACCOUNTS OF CHEMICAL RESEARCH				41	12			1578	1586		10.1021/ar7002804			DEC 2008	2008										2441							WOS:000261767600003		
J	Saha, Krishnendu; Agasti, Sarit S.; Kim, Chaekyu; Li, Xiaoning; Rotello, Vincent M.								Gold Nanoparticles in Chemical and Biological Sensing								CHEMICAL REVIEWS				112	5			2739	2779		10.1021/cr2001178			MAY 2012	2012										2437							WOS:000303698000006		
