PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14150							WOS:000264764600004		
J	Baughman, RH; Zakhidov, AA; de Heer, WA								Carbon nanotubes - the route toward applications								SCIENCE				297	5582			787	792		10.1126/science.1060928			AUG 2 2002	2002										7845							WOS:000177192800036		
J	Radisavljevic, B.; Radenovic, A.; Brivio, J.; Giacometti, V.; Kis, A.								Single-layer MoS2 transistors								NATURE NANOTECHNOLOGY				6	3			147	150		10.1038/NNANO.2010.279			MAR 2011	2011										7391							WOS:000288003900006		
J	Wang, Qing Hua; Kalantar-Zadeh, Kourosh; Kis, Andras; Coleman, Jonathan N.; Strano, Michael S.								Electronics and optoelectronics of two-dimensional transition metal dichalcogenides								NATURE NANOTECHNOLOGY				7	11			699	712		10.1038/NNANO.2012.193			NOV 2012	2012										6919							WOS:000310791900008		
J	Zhu, Yanwu; Murali, Shanthi; Cai, Weiwei; Li, Xuesong; Suk, Ji Won; Potts, Jeffrey R.; Ruoff, Rodney S.								Graphene and Graphene Oxide: Synthesis, Properties, and Applications								ADVANCED MATERIALS				22	35			3906	3924		10.1002/adma.201001068			SEP 15 2010	2010										5279							WOS:000282910100001		
J	Bolotin, K. I.; Sikes, K. J.; Jiang, Z.; Klima, M.; Fudenberg, G.; Hone, J.; Kim, P.; Stormer, H. L.								Ultrahigh electron mobility in suspended graphene								SOLID STATE COMMUNICATIONS				146	9-10			351	355		10.1016/j.ssc.2008.02.024			JUN 2008	2008										4490							WOS:000256641500001		
J	Splendiani, Andrea; Sun, Liang; Zhang, Yuanbo; Li, Tianshu; Kim, Jonghwan; Chim, Chi-Yung; Galli, Giulia; Wang, Feng								Emerging Photoluminescence in Monolayer MoS2								NANO LETTERS				10	4			1271	1275		10.1021/nl903868w			APR 2010	2010										4334							WOS:000276557100031		
J	Reina, Alfonso; Jia, Xiaoting; Ho, John; Nezich, Daniel; Son, Hyungbin; Bulovic, Vladimir; Dresselhaus, Mildred S.; Kong, Jing								Large Area, Few-Layer Graphene Films on Arbitrary Substrates by Chemical Vapor Deposition								NANO LETTERS				9	1			30	35		10.1021/nl801827v			JAN 2009	2009										3898							WOS:000262519100006		
J	Coleman, Jonathan N.; Lotya, Mustafa; O'Neill, Arlene; Bergin, Shane D.; King, Paul J.; Khan, Umar; Young, Karen; Gaucher, Alexandre; De, Sukanta; Smith, Ronan J.; Shvets, Igor V.; Arora, Sunil K.; Stanton, George; Kim, Hye-Young; Lee, Kangho; Kim, Gyu Tae; Duesberg, Georg S.; Hallam, Toby; Boland, John J.; Wang, Jing Jing; Donegan, John F.; Grunlan, Jaime C.; Moriarty, Gregory; Shmeliov, Aleksey; Nicholls, Rebecca J.; Perkins, James M.; Grieveson, Eleanor M.; Theuwissen, Koenraad; McComb, David W.; Nellist, Peter D.; Nicolosi, Valeria								Two-Dimensional Nanosheets Produced by Liquid Exfoliation of Layered Materials								SCIENCE				331	6017			568	571		10.1126/science.1194975			FEB 4 2011	2011										3636							WOS:000286933600049		
J	Li, Likai; Yu, Yijun; Ye, Guo Jun; Ge, Qingqin; Ou, Xuedong; Wu, Hua; Feng, Donglai; Chen, Xian Hui; Zhang, Yuanbo								Black phosphorus field-effect transistors								NATURE NANOTECHNOLOGY				9	5			372	377		10.1038/NNANO.2014.35			MAY 2014	2014										3425							WOS:000336235800014		
